	B.Cell6	CD1C1	CD1C3	CLEC9A3	CLEC9A9	Epithelial0	Epithelial4	Epithelial5	LC1	MDSC7	Mac1	NK2	PDC8	Tcell2
priorregion1_spot_1	0.03371027	3.298594e-05	0.08284651	3.4753938e-07	6.8734994e-07	0.005138902	2.5009874e-07	1.8318849e-06	3.143692e-06	0.5052844	0.16008921	0.16506708	1.1742148e-06	0.04782318
priorregion1_spot_2	0.028265016	3.8171725e-06	3.7329957e-07	1.7905157e-07	4.062601e-07	1.7904286e-07	3.0199558e-07	0.0017593704	4.164992e-07	0.43460512	0.120162	0.2342612	3.8552075e-06	0.18093777
priorregion1_spot_3	0.006110981	0.051992662	0.326539	0.027269987	4.21837e-06	0.00084923	5.8147657e-06	3.1196615e-07	3.9520282e-06	0.28227362	0.07169495	0.14734577	5.451073e-07	0.085908994
priorregion1_spot_4	3.6048255e-07	3.7894634e-07	0.5769793	0.29968616	0.0017298388	0.010900234	5.040187e-07	1.0621421e-07	1.3262768e-06	1.704268e-07	1.6341521e-07	0.10520939	0.0036906519	0.0018013271
priorregion1_spot_5	0.036261715	2.3748547e-07	0.15116137	5.6880174e-07	3.7354374e-07	2.8085103e-07	0.12441825	1.5607714e-06	2.0500457e-07	1.1371969e-07	9.459789e-08	0.37668365	0.0027782377	0.3086934
priorregion1_spot_6	2.871139e-07	0.0028566557	0.8080966	0.072317146	4.794678e-07	2.898601e-07	5.091909e-07	2.2347204e-07	0.04169873	3.255672e-07	2.5304066e-06	0.06989752	1.6711908e-07	0.0051285275
priorregion1_spot_7	0.10732106	7.997507e-07	8.5695046e-07	0.008288419	3.101019e-07	8.669662e-08	1.0317581e-06	0.01578318	2.355183e-07	0.47083217	0.09047138	0.27167478	0.003363664	0.032262005
priorregion1_spot_8	0.023021597	0.018017292	0.43113402	7.777444e-07	0.018768497	3.4304253e-07	0.08850531	3.4362532e-07	0.004177995	0.14960554	2.8619485e-07	0.1895907	0.00085247174	0.07632488
priorregion1_spot_9	8.253227e-07	5.147664e-07	0.69449633	2.2186048e-05	2.9752928e-07	1.1483752e-06	9.153197e-07	0.010381238	3.5296938e-07	0.18540202	2.0967216e-06	0.09106293	0.00432026	0.0143089015
priorregion1_spot_10	0.050642215	0.0061670383	0.6606229	0.0011032926	5.27502e-06	1.902649e-07	3.1018153e-06	0.0019972802	7.8562834e-07	0.16658181	0.05410954	0.049739677	5.808596e-07	0.009026262
priorregion1_spot_11	0.032404307	9.00022e-06	0.14577729	5.1658054e-07	4.8170153e-07	2.2117112e-07	2.6611448e-07	0.0061369673	9.840105e-07	0.44553214	0.13961294	0.16589731	1.2876765e-06	0.06462631
priorregion1_spot_12	0.00013145518	7.693696e-07	0.26473153	7.579783e-06	1.0651939e-06	0.020826526	1.2263375e-05	0.0015684861	1.5664826e-06	0.15748261	6.320469e-07	0.41248026	0.0063351365	0.13642013
priorregion1_spot_13	1.4633908e-06	4.9164885e-07	0.69022167	3.010491e-05	2.3807729e-07	2.2551114e-07	0.001154669	0.017109314	3.4641306e-07	0.13038123	0.032762557	0.121175244	0.0071476046	1.4955009e-05
priorregion1_spot_14	7.7291384e-07	1.1764228e-06	0.75513613	0.05082867	4.7221127e-07	3.6347993e-07	0.00795417	0.008745926	9.008865e-07	8.231532e-06	0.0049431245	0.11897309	0.0011919097	0.052215066
priorregion1_spot_15	0.0062803277	0.019828059	0.568266	6.8221334e-06	6.048304e-07	0.007745889	0.015800983	1.2167028e-06	2.8831316e-06	0.17946728	1.5396388e-06	0.18632357	1.3271588e-07	0.016274821
priorregion1_spot_16	0.0014105147	5.9353224e-05	0.67187935	0.00017118311	9.093571e-07	2.237263e-06	3.9217625e-06	0.01385014	0.012408348	0.14419658	0.022962797	0.09662058	2.6370748e-07	0.036433812
priorregion1_spot_17	0.044324	3.2731474e-05	0.17569922	1.8584955e-06	7.474741e-07	0.010730841	5.1547494e-07	0.017401708	0.0029304167	0.53996015	0.09852865	0.1032752	8.245947e-07	0.0071131256
priorregion1_spot_18	0.057103314	4.1652256e-06	0.26224485	1.6130129e-05	2.189444e-06	3.6723046e-07	0.028022578	5.040969e-07	6.233721e-07	0.14635295	0.0017076953	0.27076322	0.0027054495	0.2310759
priorregion1_spot_19	0.05540548	2.320844e-06	0.2716363	4.52144e-07	4.4768402e-07	0.018464472	0.013220561	6.294596e-07	3.9273678e-07	0.37871748	0.086120754	0.124731675	0.008071316	0.04362765
priorregion1_spot_20	0.064438455	7.206015e-07	0.27945983	3.763732e-07	1.570708e-07	0.011255089	0.006792464	1.0627566e-06	0.0021668905	0.09732019	0.004020161	0.35256666	8.388864e-08	0.18197794
