,q05_spot_factorsB,q05_spot_factorsCCL5.CD8T,q05_spot_factorsCCR7.CD8T,q05_spot_factorsCD14.Mono,q05_spot_factorsCD4T,q05_spot_factorsDC,q05_spot_factorsFCGR3A.Mono,q05_spot_factorsNK,q05_spot_factorsPlatelet
priorregion1_spot_1,0.0027744438615627588,0.004773302213288844,0.003059632470831275,5.324388742446899,0.026004829443991184,0.21080613359808922,0.34628626704216003,0.002204855682794005,1.3275837779045105
priorregion1_spot_2,2.2641261966782623e-05,6.66480993913865e-06,3.204042695870157e-05,2.786643385887146,0.002321567293256521,0.06178365554660559,0.0038914358941838146,1.1425711318224786e-05,0.0006496800400782376
priorregion1_spot_3,4.724752784568409e-06,1.1507101771712768e-05,2.2772697320760926e-05,0.9454513847827911,2.682470303625451e-05,1.38702470167118e-06,9.922015051415656e-05,1.0609114133330878e-05,1.4665404260158539
priorregion1_spot_4,0.00017508029777673072,0.00028174903709441427,0.034090877138078214,2.4990441322326657,0.06907300762832165,2.345522261748556e-05,0.000149301430064952,0.002588977594859898,1.750554722547531
priorregion1_spot_5,1.1996926605206682e-05,6.867725314805285e-05,0.00017361488135065884,1.6335120975971222,0.0002241221329313703,1.644900345354472e-06,0.00015077673888299614,6.297253057709896e-05,0.7580389082431793
priorregion1_spot_6,8.133549199556001e-05,0.0032013047835789624,0.09800213389098644,2.9545231580734255,0.0865984633564949,3.812596514762845e-05,0.00036063212610315537,0.003810653951950371,1.482067209482193
priorregion1_spot_7,0.00014776532480027528,0.00044857391912955796,0.02755883540958166,3.0491769313812256,0.14245281666517257,0.0008898287866031751,0.00016823832556838169,0.00692650475539267,1.6156776547431946
priorregion1_spot_8,0.0004280020773876458,4.370122569525847e-05,0.00040877989813452585,1.924035131931305,0.037905527092516426,1.7228632805199593e-05,0.0003167757939081639,8.02583439508453e-05,0.4338463485240936
priorregion1_spot_9,2.2949662252358396e-06,1.3928544240116027e-05,0.0005089863436296582,0.8171844393014908,0.01413348284550011,6.488790887715369e-07,2.2304028334474427e-05,2.443190692247299e-06,0.3329895257949829
priorregion1_spot_10,0.0003446649148827419,7.359912451647688e-05,0.000712680909782648,2.157600426673889,0.0034616787335835396,0.00016515659153810703,0.06586152389645578,5.796894965897081e-05,0.22615592405200002
priorregion1_spot_11,1.362193910381393e-06,5.831786620547064e-05,3.917716685464256e-06,0.492194963991642,6.177872523949191e-06,2.0599690984113297e-07,4.053162183481617e-06,0.0015768894460052253,1.057082289457321
priorregion1_spot_12,0.0008196653478080406,0.002915103267878294,0.001659411657601595,4.3336017370224,0.025637068785727024,0.06351883597671985,0.37030229866504666,0.029862377140671015,1.320360016822815
priorregion1_spot_13,2.211645906413651e-08,2.2955635614607676e-08,1.87715081700901e-08,8.53479650686495e-06,1.2569348513125077e-07,6.253589146520965e-10,1.0369667302612132e-08,7.656787452958724e-08,1.4357630908489227
priorregion1_spot_14,1.9357132350705795e-05,5.6382996717729845e-06,0.001008030748926103,1.2650093615055085,0.00784155772998929,2.451318341627484e-05,0.0068982501514256,1.6911796024032812e-06,7.983433679328301e-05
priorregion1_spot_15,1.6562102337047692e-05,4.597137649398064e-05,0.009772554505616426,1.930338019132614,0.0005378500878578053,0.058265751414000984,5.9056971622339915e-05,1.6670874174451455e-05,0.28318020850419995
priorregion1_spot_16,0.00025348932394990696,2.1234193809505086e-05,2.4916621350712378e-05,1.6236937463283538,0.0003157528961310163,0.044363461248576645,0.21029475927352906,6.693697869195602e-05,1.842386108636856
priorregion1_spot_17,0.0001181187548354501,4.739218456961681e-06,6.343568952615897e-06,1.2068544149398803,0.003463323437608779,0.12073696590960026,0.2039091370999813,1.880158856693015e-06,1.9811318907159146e-06
priorregion1_spot_18,0.0006031575292581693,0.0009323314559878782,0.0031482271850109098,3.393959975242615,0.08294737450778485,0.06153530851006508,0.1497016079723835,0.0046263625612482425,1.7152022004127503
priorregion1_spot_19,0.0006661954015726223,0.0016400150314439088,0.05677729360759259,4.587021064758301,0.03440555278211832,0.0029478366835974158,0.2653167933225632,0.0013444123382214458,0.8470573872327805
priorregion1_spot_20,5.762841198020396e-07,1.7762905372364913e-06,2.6137319537156148e-06,0.2872621491551399,6.97390883033222e-06,1.0590425887357925e-07,3.773250191443367e-05,2.188374594425114e-06,0.6451075226068497
priorregion1_spot_21,0.0001699500709946733,0.00036399191885720943,0.00010345171031076462,2.5778783321380616,0.003095606400165707,0.012088920176029205,0.2812573596835137,0.0017642461869399994,0.49459763169288634
priorregion1_spot_22,0.002519064489752054,0.0003847553336527199,0.002085301501210779,2.808420383930206,0.013732525706291198,0.16346898898482323,0.2696655079722404,0.0005142765701748431,1.0721919059753418
priorregion1_spot_23,0.00035121140244882555,0.06024357061833143,0.016555086709558964,4.827979683876038,0.11857592053711415,0.0006101142236730083,0.019208055268973113,0.24336606711149217,0.7266926735639572
priorregion1_spot_24,0.00019621562314569018,0.0011452976788859815,0.01654910957440734,3.6562188029289246,0.005809287633746863,0.0004371740476926788,0.013776600593701005,0.001354699011426419,0.5034864455461502
priorregion1_spot_25,7.812449039192871e-05,0.001618254603818059,0.0007164833077695221,2.02984983921051,0.09638471342623234,0.0024649237166158855,0.21643582284450533,0.0139599091373384,0.2970542564988136
priorregion1_spot_26,0.00024784244742477314,0.00710471908096224,0.00030785670678596945,3.976394557952881,0.00042596360144671054,0.0004275663202861324,0.004578182776458562,0.015050742216408253,0.5533351749181747
priorregion1_spot_27,0.00010954656572721434,0.00010945079957309646,0.009493336640298366,4.026710891723633,0.0024085975368507207,0.00010042214198620058,0.0005988405580865219,4.243991406838177e-05,0.4585117414593697
priorregion1_spot_28,0.00011422821480664425,0.005933308578096331,0.10889539532363415,3.180821871757507,0.2064092554152012,0.0002785853430395946,0.0006615667138248683,0.0016358668566681446,1.7972169518470764
priorregion1_spot_29,2.191422879604943e-06,8.879855784016399e-07,4.614427798514953e-05,0.168853260576725,8.422475875704549e-05,1.0083103454405773e-07,1.6109720263557393e-06,2.0336943080678797e-07,0.1966239683330059
priorregion1_spot_30,6.247759374673478e-05,9.506734240858352e-05,0.0024991230689920484,2.003121793270111,0.16062109395861626,0.0003149889773339965,0.0016459805483464154,0.0012775437091477216,0.637042710185051
priorregion1_spot_31,5.369349605643947e-06,2.7439429777587067e-05,6.914144364600361e-06,1.2352028906345367,9.51261199588771e-06,1.9315416466270108e-06,3.59913441570825e-05,3.341103129059775e-05,1.1977728605270386
priorregion1_spot_32,2.0861858138232493e-05,2.860246195268701e-05,0.056258829124271874,1.1766774713993073,0.0005793670396087691,2.491237853519124e-06,1.0743575603555656e-05,0.00022494803270092233,0.4179736599326134
priorregion1_spot_33,2.3693007824476813e-05,8.317464344145265e-05,2.374254727328662e-05,2.23257657289505,0.0005206113157328218,0.000926385069033131,0.48537820130586623,0.000276068045059219,0.5635017812252044
priorregion1_spot_34,0.001880222134059295,0.0392712902277708,0.13458888605237007,5.701289343833923,0.36985488831996916,0.1355814792215824,0.1644769310951233,0.00788319220300764,0.34470503479242326
priorregion1_spot_35,3.9506275584244583e-08,2.5752387067257135e-08,1.1818391731921457e-08,3.7720527416240658e-06,1.104565093612564e-07,4.62769256248663e-10,3.902349987594534e-09,2.2822143730394376e-08,0.8967003166675568
priorregion1_spot_36,5.3806619325769135e-05,0.00014021424867678435,0.00016701225758879444,2.3600099563598635,0.0001667340817220975,5.19030780196772e-05,0.00022212603798834606,0.004066694527864456,1.6859807550907135
priorregion1_spot_37,0.00046503729390678933,0.0005831458984175697,0.017906379513442518,3.7000285148620606,0.2686523973941803,0.09691289439797401,0.0037929627695120873,0.0055379143217578536,1.3429947912693023
priorregion1_spot_38,0.0005268899345537648,0.04684559479355812,0.0020923810778185723,4.84389522075653,0.0007137310079997405,0.0005269645858788863,0.1044805608689785,0.004045081092044711,1.7715057134628296
priorregion1_spot_39,0.00019816251369775273,0.005683308420702815,0.04387387856841087,3.110278904438019,0.17844547107815742,0.0001291947533900384,0.0008016839361516759,0.0033644973649643362,0.7174713313579559
priorregion1_spot_40,0.0006927993934368715,0.00029762266931356864,0.004568521329201758,4.038930821418762,0.003709408233407885,0.0030253648990765216,0.009123165346682071,0.0001077991404599743,1.1402527511119842
priorregion1_spot_41,4.770241574192369e-07,6.577419817688224e-08,2.3732802674203414e-07,0.2423283860087395,1.4816983821219765e-06,3.1411621570498486e-08,1.222664138822438e-06,4.471529759797477e-08,0.187980467826128
priorregion1_spot_42,1.9422707531191465e-08,2.9280932878350542e-08,1.8697659509570035e-08,2.24010334477498e-06,9.25502060766803e-08,3.032398748770149e-10,1.2371010715828134e-09,3.82482079785973e-08,0.25481461882591244
priorregion1_spot_43,0.0005592944595264271,0.0004742221382912248,0.023270215839147568,3.9037460803985593,0.1084463257342577,0.07679772302508353,0.22653072699904442,0.0005342083517462016,0.18913018554449082
priorregion1_spot_44,3.015231561676046e-06,2.4196067101911466e-06,0.01102126492187381,0.5964228242635727,8.591607729613317e-05,1.1773728999742162e-06,1.7889634875700726e-06,4.992892030486474e-07,0.19481972604990005
