	B.Cell6	CD1C1	CD1C3	CLEC9A3	CLEC9A9	Epithelial0	Epithelial4	Epithelial5	LC1	MDSC7	Mac1	NK2	PDC8	Tcell2
priorregion1_spot_1	6.1605947e-06	9.2378286e-05	0.20854235	0.35842732	6.2358784e-05	3.820157e-07	0.0035199232	0.0006973816	3.117198e-05	6.285081e-05	0.4285514	5.158643e-07	4.133196e-06	1.5976073e-06
priorregion1_spot_2	0.018553074	1.5450964e-06	0.3196955	0.48251915	0.006434585	3.4619782e-07	5.275592e-07	0.005261863	6.911956e-06	3.2210983e-06	0.16556934	5.9814356e-06	2.316522e-07	0.0019477287
priorregion1_spot_3	1.9828835e-06	0.045950852	0.096040495	0.447389	1.1391257e-05	1.2243231e-06	0.00695337	3.3926807e-07	0.047082145	1.9785377e-05	0.3460982	4.4895705e-07	1.5121454e-05	0.010435508
priorregion1_spot_4	1.5954024e-06	0.26041615	0.034249235	0.31972858	0.01556394	1.09273415e-07	1.9795924e-07	2.6805154e-07	8.226262e-06	0.07182218	0.2982086	1.7845493e-07	4.4721506e-07	3.5211497e-07
priorregion1_spot_5	4.880244e-07	4.963231e-06	0.11945879	0.32989886	2.9768548e-06	1.184179e-06	0.0016253636	0.006137358	1.9007407e-06	0.00016331984	0.54018706	0.0025143297	1.8893755e-07	3.241926e-06
priorregion1_spot_6	7.352507e-07	1.1052702e-05	0.102059215	0.22786348	0.00019841996	7.4872275e-08	9.476143e-08	1.6537247e-07	2.0932503e-06	0.008695468	0.653315	3.6251026e-07	3.824004e-07	0.007853455
priorregion1_spot_7	7.866376e-07	2.1593261e-05	0.10424734	0.2588754	3.1105665e-06	1.5252752e-07	1.9218122e-07	1.2097937e-07	3.6909025e-06	4.3754262e-05	0.63646173	2.9335083e-06	0.0003384405	7.7149e-07
priorregion1_spot_8	0.018398361	7.524404e-07	0.3713078	0.32114753	5.5552044e-07	5.383945e-08	6.723015e-08	1.3686397e-07	5.2181497e-07	1.6206036e-06	0.28914195	2.0948353e-07	1.0524251e-07	3.8796867e-07
priorregion1_spot_9	3.1025226e-07	5.7505376e-06	0.14359045	0.5074942	2.2976378e-06	3.9713516e-08	4.1711257e-08	3.7053063e-08	5.5690316e-06	1.6285163e-06	0.34889904	1.5512101e-07	1.2970642e-07	2.0897693e-07
priorregion1_spot_10	0.047289763	1.2100243e-05	0.15673518	0.5047859	4.4275956e-07	7.635156e-08	1.5051158e-07	1.2754701e-07	0.033351496	0.028354106	0.21925527	0.0058487006	5.488388e-07	0.0043661315
priorregion1_spot_11	8.7896115e-07	0.08547258	0.03433591	0.45641688	0.020556135	9.423921e-08	9.8307076e-08	8.968888e-08	1.1204135e-05	5.505818e-06	0.37324464	0.010858948	5.877594e-07	0.019096429
priorregion1_spot_12	0.0058668973	7.8491844e-08	0.3194418	0.62874514	3.0740577e-07	0.0070455098	2.172673e-07	4.064533e-07	4.703585e-07	7.2167936e-08	4.5627818e-08	0.016850265	7.013159e-08	0.022048708
priorregion1_spot_13	1.3696318e-07	0.06901741	0.17094222	0.561042	6.7903926e-07	1.3074461e-07	0.011564583	1.5322854e-07	2.595651e-06	0.009189329	0.17824034	7.9726135e-08	1.8967862e-07	9.07685e-08
priorregion1_spot_14	0.008781079	7.981217e-05	0.23235495	0.18174379	0.040295176	1.5458994e-07	3.0101452e-07	2.9904118e-07	0.03891519	2.051149e-06	0.4973455	9.087617e-06	3.5332303e-06	0.00046907668
priorregion1_spot_15	5.309454e-07	0.09892989	0.22885361	0.42822784	0.0055737887	2.386623e-07	0.009483377	2.0539763e-07	2.0513753e-06	0.06492167	0.15620404	6.8809584e-07	2.7880412e-07	0.00780172
priorregion1_spot_16	3.03733e-07	7.550395e-07	0.29003713	0.43092167	0.006483259	5.693155e-08	8.105821e-08	9.381741e-08	6.6850953e-07	3.8129676e-06	0.27255177	1.10212284e-07	1.8091404e-07	1.04095584e-07
priorregion1_spot_17	1.129634e-06	4.230567e-06	4.1544477e-05	0.4639805	0.018414905	3.7206084e-07	0.0012541554	0.005652057	2.8757343e-06	5.598517e-06	0.50734097	2.7539747e-07	0.0033009124	3.9746516e-07
priorregion1_spot_18	1.2662491e-06	5.407233e-06	0.17162052	0.50573903	1.2603027e-05	4.6520094e-07	9.2510504e-08	1.3094689e-07	7.522121e-06	6.345881e-05	0.32254785	4.566795e-07	9.733919e-07	3.5860512e-07
priorregion1_spot_19	1.2597087e-06	0.007839072	0.19619134	0.3111018	0.010139642	1.0977244e-07	0.0038922557	9.718394e-08	0.015113221	0.02421159	0.4297406	0.0017683596	2.6203546e-07	3.7232337e-07
priorregion1_spot_20	2.2105667e-06	0.12344124	0.04334097	0.39042667	0.026621878	4.7390736e-07	3.2851767e-07	0.0016416025	4.555224e-06	0.028032655	0.38551146	0.0009708597	5.598237e-07	4.549117e-06
