	B.Cell6	CD1C1	CD1C3	CLEC9A3	CLEC9A9	Epithelial0	Epithelial4	Epithelial5	LC1	MDSC7	Mac1	NK2	PDC8	Tcell2
priorregion1_spot_1	2.0007907e-05	0.00018372535	1.8072093e-06	0.11331655	0.55309176	1.6055166e-07	1.4229072e-07	1.2449144e-07	4.406664e-06	5.866514e-07	8.046393e-06	3.5700708e-07	0.3333719	4.464381e-07
priorregion1_spot_2	0.05348371	7.5427727e-07	0.2860615	5.595875e-07	0.18717603	3.2944018e-07	8.247922e-07	4.0160185e-07	4.99569e-07	4.877167e-07	9.231641e-07	5.810104e-07	0.46731037	0.005963081
priorregion1_spot_3	0.012137882	6.002525e-06	9.0821004e-07	7.150022e-07	0.70323515	1.183349e-06	5.1431635e-07	6.557036e-06	1.3950006e-06	2.026304e-06	1.3050204e-06	0.0012044804	0.2834015	3.60059e-07
priorregion1_spot_4	0.0013359793	1.8468766e-06	0.18341097	0.10942931	0.30271494	0.0029444527	1.4238687e-07	1.2914727e-07	0.022095751	2.2479012e-06	1.384601e-06	0.051722202	0.3263389	1.7075027e-06
priorregion1_spot_5	0.03676853	0.0024581496	4.227373e-07	2.3363475e-07	0.58072215	0.07979877	8.514197e-07	1.7087416e-06	5.7848206e-06	6.844634e-07	4.7212527e-07	4.4264425e-07	0.30024144	3.400211e-07
priorregion1_spot_6	0.0001125856	1.1495885e-05	1.2768262e-06	4.9803253e-07	0.66002923	1.4070257e-07	1.6292388e-07	2.119432e-07	1.1038418e-06	0.008563096	8.1022074e-07	2.3640582e-07	0.33127895	2.833597e-07
priorregion1_spot_7	6.774747e-06	1.6262784e-06	0.33995745	0.07116738	0.2421465	1.9303403e-07	9.944351e-05	5.8436916e-07	1.2559358e-06	4.6367407e-07	5.6360983e-07	4.1597067e-07	0.23990452	0.106712766
priorregion1_spot_8	1.2219012e-06	0.006794533	1.5506625e-06	1.2387011e-06	0.90825117	6.932851e-08	6.882653e-08	8.578219e-08	3.2712826e-06	5.151548e-07	1.6568332e-06	3.584164e-07	0.08494365	6.2457065e-07
priorregion1_spot_9	0.00021448664	1.1329923e-06	8.6465155e-07	3.8018868e-07	0.48982635	1.1527439e-07	1.9329059e-07	1.341458e-07	6.5113545e-07	3.7985785e-07	4.0470692e-07	9.71043e-07	0.5099485	5.549488e-06
priorregion1_spot_10	1.1501204e-06	0.00020283819	1.1451673e-06	1.0026696e-06	0.93442893	7.7360774e-08	9.854724e-08	9.713793e-08	1.8291039e-06	7.876217e-07	1.41183e-06	1.757934e-07	0.064981245	0.00037917582
priorregion1_spot_11	0.027824858	1.0766903e-06	5.8856745e-07	4.7569117e-07	0.28912783	4.9557036e-07	3.244825e-07	2.101565e-07	6.281186e-07	0.0042934706	4.8820293e-06	2.2682534e-06	0.6787408	2.0866319e-06
priorregion1_spot_12	3.878616e-06	2.2038954e-05	1.1039845e-06	0.007828188	0.89178735	1.858989e-07	2.2935231e-07	1.7374259e-07	3.8763537e-06	5.729097e-07	1.3305444e-06	8.699778e-07	0.10034493	5.1806783e-06
priorregion1_spot_13	0.015409954	1.969414e-06	0.09782273	4.750804e-07	0.45382366	1.6000598e-07	2.838241e-07	2.4746086e-07	0.0079607675	2.8764457e-06	0.0011687808	1.0402138e-06	0.42380494	2.0657133e-06
priorregion1_spot_14	5.35258e-07	0.00022377263	4.2385236e-07	0.08300832	0.6416512	3.4269185e-08	5.148528e-08	4.960096e-08	1.0910996e-06	5.8269546e-07	9.147567e-07	1.4801549e-07	0.2751127	1.9211078e-07
priorregion1_spot_15	0.06848852	6.8670306e-07	4.0401872e-07	2.863747e-07	0.2216475	1.874555e-07	7.479276e-07	5.996647e-07	6.5315055e-07	1.1710555e-06	5.1237816e-07	6.9421762e-06	0.681207	0.028644783
priorregion1_spot_16	2.8056792e-07	7.0668946e-05	1.2026308e-06	0.107239	0.8926859	4.6372136e-08	5.9206098e-08	6.036174e-08	1.62457e-06	2.1022238e-07	5.938604e-07	9.5977384e-08	1.0510101e-07	1.4932198e-07
priorregion1_spot_17	0.00014361394	1.3874667e-06	2.1252103e-07	1.307544e-06	0.5686466	2.0032167e-07	6.0328534e-07	2.9283822e-07	4.4497096e-07	3.033735e-07	3.663776e-07	5.2550723e-07	0.21509303	0.21611106
priorregion1_spot_18	6.7771296e-05	0.018433513	0.0048548253	1.801687e-06	0.73297185	1.2250678e-07	1.7443789e-07	1.6426159e-07	2.7426486e-06	1.3195606e-06	0.013315676	1.220305e-06	0.23034553	3.291049e-06
priorregion1_spot_19	4.753118e-07	2.7238264e-06	2.5338656e-07	2.923338e-07	0.60060954	1.00323135e-07	3.332129e-07	1.2160072e-07	2.9594873e-06	1.7085638e-06	6.549767e-07	5.2079815e-07	0.38128853	0.018091816
priorregion1_spot_20	0.10842013	1.0742666e-06	2.7661193e-07	1.2347968e-07	3.5204638e-07	1.7274243e-07	1.0433056e-06	0.018089179	0.045430996	1.910891e-06	3.9556605e-07	1.08928e-06	0.82805115	2.0739592e-06
priorregion1_spot_21	3.5740115e-06	1.772593e-06	0.19925137	3.0706742e-06	0.6062275	5.4589957e-08	7.5754095e-08	1.0018812e-07	4.856631e-07	3.4355824e-07	3.7130806e-07	0.04100053	0.15350981	8.4373875e-07
priorregion1_spot_22	1.0599201e-06	0.05487623	9.932604e-07	2.4471299e-06	0.93844	0.006666942	1.0144748e-06	7.6247477e-07	8.583605e-06	2.846579e-07	7.3205166e-07	2.7267075e-07	1.2933343e-07	6.279396e-07
priorregion1_spot_23	3.19524e-05	0.0074633313	0.30413187	2.5166476e-06	0.23859909	6.830043e-08	1.1879106e-07	1.0604209e-07	1.2507256e-06	4.599956e-07	2.9543352e-07	0.00039784648	0.44936928	1.7527037e-06
priorregion1_spot_24	0.047710698	0.011085715	0.3670576	3.219425e-06	0.18318935	3.4799376e-07	3.4349273e-06	0.019694868	0.060367335	0.022487152	9.342055e-07	4.771379e-06	0.28838986	4.674729e-06
priorregion1_spot_25	0.0001304154	2.0669368e-06	2.8751958e-07	6.693125e-06	0.3586015	9.5269705e-08	9.4932595e-08	1.0677459e-07	5.5802235e-07	2.7693977e-07	4.22667e-07	2.5062744e-07	0.64125675	4.271058e-07
