,q05_spot_factorsB.Cell6,q05_spot_factorsCD1C1,q05_spot_factorsCD1C3,q05_spot_factorsCLEC9A3,q05_spot_factorsCLEC9A9,q05_spot_factorsEpithelial0,q05_spot_factorsEpithelial4,q05_spot_factorsEpithelial5,q05_spot_factorsLC1,q05_spot_factorsMDSC7,q05_spot_factorsMac1,q05_spot_factorsNK2,q05_spot_factorsPDC8,q05_spot_factorsTcell2
priorregion1_spot_1,0.03658020738512278,0.006829600548371673,2.036730438703671e-05,3.090429490839597e-05,1.3155788958072663,9.374280925840139e-05,9.70459859672701e-06,6.534530984936283e-06,1.4902431485097625e-05,0.0010574908868875353,6.0083989956183374e-05,9.150240157396183e-06,1.4300737393568854e-05,0.005779460980556906
priorregion1_spot_2,0.045336557924747466,5.6090992438839754e-05,2.8483557684921835e-06,3.3829186759248844e-05,1.3225167453289033,1.2163828046141135e-06,5.872080009794445e-07,1.5112875217937474e-07,1.3768908559086415e-06,4.771894555233303e-06,1.5322864510380895e-05,3.721563246017468e-06,1.1868839374074014e-05,1.7554724126966904e-05
priorregion1_spot_3,8.367299924429973e-05,0.013891392992809415,4.626247136911843e-05,0.12674954235553743,1.1168357014656065,8.511973965141805e-06,7.955963440053893e-07,1.5135705808688729e-07,1.0453116692588084e-05,2.7569849225983493e-05,6.485235167019709e-06,4.189488445263123e-05,8.608890357209021e-06,8.775710994086695e-05
priorregion1_spot_4,0.005596406804397702,1.517978917036089e-05,3.904319919456612e-06,1.4820877277088585e-05,0.87228422164917,0.00038733040855731815,5.684314913878552e-07,6.168346544654925e-07,3.0210879117476002e-06,4.421277335495688e-05,1.1784795674429916e-06,1.7511209762233193e-06,2.5152207854262087e-06,3.2126593737302755e-06
priorregion1_spot_5,1.4182898758008379e-05,0.050970619358122346,1.481878966842487e-05,0.05900209490209818,0.5481827527284623,1.713147710802332e-07,1.98215710867089e-07,4.24506611196307e-08,1.6672133313022642e-06,1.4847937791273583e-06,1.3291708967244633e-06,9.99453254735272e-06,1.8659739851045742e-06,3.80817786208354e-05
priorregion1_spot_6,0.00013626786167151292,0.042425927892327304,0.000743489307933487,0.0008410945301875473,0.9265932589769363,1.7571076455169533e-06,1.2291150198961987e-06,4.364797135281151e-07,9.87034063655301e-06,6.209062235029705e-06,1.7807957738114057e-05,0.00023311855547945016,3.5865728023054544e-06,0.00012153758616477717
priorregion1_spot_7,1.4835653018963058e-05,2.301155541317712e-06,1.1927342529816088e-05,0.06420609094202519,0.9217422544956207,7.554647361018852e-08,2.3990189532696606e-07,5.1809017520554335e-08,4.1082800379399496e-07,2.2978823267294505e-06,6.119278100413794e-06,8.117081824821072e-06,2.1776764128844666e-06,0.022778595983982085
priorregion1_spot_8,6.550536704708066e-06,1.0352536537538982e-05,7.077080738326914e-07,2.8776598696822478e-06,0.7748677909374238,3.8697757247518895e-07,9.145302271917899e-07,4.426550475500335e-07,3.4599197391571583e-07,1.7279189421515186e-06,3.989840843132697e-06,1.0833957276190631e-05,1.473671483154249e-06,0.00015247226401697846
priorregion1_spot_9,0.20468223020434378,1.0028292444985711e-05,1.8233717582916142e-05,8.378893608096406e-06,1.1797454118728639,0.00992424227297306,1.0799653455251246e-05,4.076494551554788e-05,2.743134643878875e-06,7.267977307492401e-05,1.4190820365911351e-06,3.038190857296286e-06,2.5350880491714634e-06,4.644945261134126e-06
priorregion1_spot_10,2.6515947047300874e-05,0.014460940239951014,5.39837498081397e-07,5.94381608607364e-06,0.7975544154644012,1.098486029604828e-06,7.398758185672705e-07,1.3139955328256293e-07,4.5798204382663245e-06,3.235569465687149e-06,0.0001877629299997352,1.708240715743159e-05,3.850373968816712e-06,0.24029739275574682
priorregion1_spot_11,9.507723516435362e-05,0.08103531859815122,0.0001277387586014811,0.2703698769211769,1.0635956227779388,1.4498225368697604e-06,2.7531042690043256e-07,1.5518464309138837e-07,3.6084332168684345e-05,6.487029031632119e-06,2.736648339123349e-05,2.671425704647845e-06,3.1703954164186143e-06,1.4386068869498558e-05
