	B.Cell6	CD1C1	CD1C3	CLEC9A3	CLEC9A9	Epithelial0	Epithelial4	Epithelial5	LC1	MDSC7	Mac1	NK2	PDC8	Tcell2
priorregion1_spot_1	0.050854135	0.0016868076	0.02831663	0.017320646	8.5689726e-07	0.01717207	0.04076569	0.038694285	0.02063711	0.6715538	0.04660611	0.062067863	0.00432347	5.743497e-07
priorregion1_spot_2	1.4264391e-07	1.5000211e-06	0.008596952	1.2356785e-06	2.3329146e-07	0.111942	0.033019517	0.58643085	0.015928525	0.14667487	4.6765734e-07	0.09740317	2.4800786e-07	3.081775e-07
priorregion1_spot_3	2.0763e-06	0.14733745	0.0011675872	4.9127135e-07	1.0949138e-06	0.09798261	0.11889785	0.38122284	6.9738326e-07	0.07287621	3.2413374e-07	0.14184457	1.6240193e-07	0.03866607
priorregion1_spot_4	0.013031422	4.3928827e-07	1.0575029e-06	2.632589e-07	8.5892384e-07	0.3202447	0.07745882	0.28243858	4.34333e-07	0.09906002	1.6751609e-07	0.1925623	2.4812957e-07	0.015200609
priorregion1_spot_5	1.4611452e-07	1.156382e-06	2.0840807e-07	1.7331622e-07	1.0364307e-07	0.2966432	0.11442882	0.44864297	1.2884992e-06	0.05516012	4.364659e-06	0.04005172	2.4376467e-07	0.045065537
priorregion1_spot_6	0.046029553	2.494514e-07	1.012977e-07	3.5513782e-08	3.8111446e-07	0.5474864	0.123543255	0.031166146	1.6085207e-07	0.25177312	1.24381e-07	2.6247022e-07	1.0552585e-07	1.14907756e-07
priorregion1_spot_7	6.552827e-08	3.316266e-08	3.905799e-08	3.5541298e-08	2.7533503e-08	0.2989341	0.16834441	0.532721	3.8574324e-08	3.3033597e-08	2.3949866e-08	8.269534e-08	7.335311e-08	5.8703044e-08
priorregion1_spot_8	2.8313536e-07	1.8070095e-07	1.9489075e-07	1.6707068e-07	2.0073031e-07	0.47795996	0.11307395	0.2858243	2.595943e-07	2.3110078e-07	9.575738e-08	0.09738985	0.0023757156	0.023374552
priorregion1_spot_9	3.7970602e-07	2.1419842e-07	0.004649107	1.4600173e-06	0.00085385964	0.4028079	8.532115e-05	0.46615022	0.0015374023	2.7703237e-07	1.3611536e-07	0.12389061	2.2639742e-05	4.426981e-07
priorregion1_spot_10	0.015508015	4.4491532e-07	6.4902565e-07	0.0026943067	6.976802e-07	0.3617676	0.2070179	0.0006840206	2.8511485e-07	0.16750062	1.9948027e-07	0.21727896	2.0893818e-07	0.027546115
priorregion1_spot_11	2.085768e-07	5.5240847e-08	7.138966e-08	5.316907e-08	4.8259274e-08	0.60312074	0.114630446	0.10981324	8.106256e-08	6.2115994e-08	3.717968e-08	0.17243329	9.413184e-08	1.5389883e-06
priorregion1_spot_12	0.016045827	1.2705929e-06	6.8581453e-06	1.5793793e-07	2.218075e-07	0.28841433	0.13147148	0.27859414	0.0014670606	0.14521593	1.9637406e-07	0.12513886	0.00011172283	0.0135319475
priorregion1_spot_13	4.9486374e-07	2.1796302e-07	9.32994e-08	7.741587e-08	1.7129939e-07	0.37046868	0.18230398	0.2397288	1.3674168e-07	0.034765463	2.6120654e-07	0.15112606	2.8758606e-07	0.021605346
priorregion1_spot_14	6.907968e-07	2.2392659e-07	1.2179576e-07	6.2843284e-08	1.1979107e-07	0.27688453	0.2211058	0.43327096	2.3430836e-07	0.06873623	2.4822344e-07	1.9604984e-07	4.1401245e-07	1.9768184e-07
priorregion1_spot_15	1.1362004e-06	4.7145767e-07	1.9735864e-07	1.4018003e-07	1.5994765e-07	0.6099542	0.0028185968	0.047009733	0.011756602	0.22870098	7.513323e-07	0.09975635	1.7680034e-07	4.6996334e-07
priorregion1_spot_16	0.038972244	2.1352609e-07	0.0021792157	1.7320731e-07	1.9725331e-07	0.43685737	0.047711264	0.23698914	3.292468e-07	0.23726909	1.1740819e-07	1.8469605e-05	2.1169116e-07	1.992402e-06
priorregion1_spot_17	5.4085813e-06	1.573929e-07	3.7096683e-07	3.0748043e-07	8.1217895e-06	0.6091886	0.060585525	0.28372243	3.4108882e-07	0.04648711	1.4343847e-07	7.6103566e-07	3.3809678e-07	3.5701368e-07
priorregion1_spot_18	1.2325596e-06	2.818852e-07	6.1270276e-07	2.424619e-07	0.013555088	0.10916816	0.21314797	0.066837914	0.042689685	0.11393718	1.5056533e-07	0.2870476	0.0029110592	0.15070282
