	B.Cell6	CD1C1	CD1C3	CLEC9A3	CLEC9A9	Epithelial0	Epithelial4	Epithelial5	LC1	MDSC7	Mac1	NK2	PDC8	Tcell2
priorregion1_spot_1	0.05409153	0.39657322	0.045890495	1.0417841e-06	7.316332e-05	2.4391227e-07	3.110947e-07	4.775752e-07	0.35032022	0.023478629	0.1187129	1.8332765e-06	1.1912716e-06	0.010854734
priorregion1_spot_2	0.0455805	0.4657862	3.193312e-06	0.013876439	0.0642833	1.8626622e-06	0.008476066	0.008100034	0.28127518	1.201668e-05	0.10975879	1.96471e-06	7.254013e-07	0.00284356
priorregion1_spot_3	1.2207672e-06	0.29127455	3.1253278e-06	4.8817863e-05	0.10972485	0.022496643	0.026837522	0.011595083	0.29740545	2.368245e-06	0.14899859	8.6204125e-07	0.05059437	0.041016527
priorregion1_spot_4	0.03443424	0.5019088	1.0045829e-06	2.028489e-07	0.10667367	0.048081186	0.020789536	3.6000602e-06	0.24395609	0.03938595	1.7864941e-06	1.6882126e-07	0.0047630374	6.8051355e-07
priorregion1_spot_5	2.6037591e-05	0.2397476	1.339438e-06	7.565592e-05	0.023153776	0.010712992	3.7156678e-06	3.0822084e-05	0.27479672	0.02456975	0.4133859	2.3930006e-06	5.124801e-05	0.0134420255
priorregion1_spot_6	0.026740855	0.17103465	0.10220496	3.8634036e-07	0.041237704	0.02726337	5.67025e-07	0.05320541	0.38457388	0.08284388	0.105878524	1.8687038e-07	0.005015507	1.4382186e-07
priorregion1_spot_7	0.0015508268	0.19759144	0.10054323	0.111053064	0.039193932	0.035585225	4.0065518e-07	0.013398299	0.39315182	0.041093208	0.06683767	2.0493053e-07	5.1231444e-07	2.3166692e-07
priorregion1_spot_8	0.07149921	0.22856694	2.217754e-07	1.7262708e-07	0.11479227	0.011125611	7.9257484e-07	1.0049348e-06	0.32626468	0.06282971	0.118874475	2.099811e-07	0.026016064	0.040028557
priorregion1_spot_9	0.14056522	0.37002948	4.717629e-07	8.2960824e-08	0.0831383	1.7108452e-07	0.019317668	2.2286875e-05	0.37900773	0.00026737596	6.729279e-06	2.9887033e-06	8.792062e-07	0.0076406416
priorregion1_spot_10	6.0546804e-06	0.21080267	7.4534836e-07	0.04485854	0.014615031	0.0501887	5.112623e-07	0.0024185579	0.4784018	0.018768914	0.17992592	5.2242194e-07	1.1703607e-05	3.6259138e-07
priorregion1_spot_11	0.06819941	0.16877298	6.12177e-07	3.8722501e-07	0.14180133	0.054368988	3.0321441e-06	0.01705219	0.43159875	0.055748988	4.5346483e-06	0.03612006	0.009855781	0.016472992
priorregion1_spot_12	0.03526345	0.3717095	9.890749e-07	3.3223935e-07	0.02916062	0.0064449497	2.0016728e-06	8.4783306e-07	0.11457693	0.031336684	0.22622396	1.9666236e-06	0.18527436	3.4585128e-06
priorregion1_spot_13	2.137796e-06	0.45183504	0.000157177	0.093084	0.0007284372	7.438094e-08	8.6265885e-08	1.0017978e-07	0.4177987	4.0936644e-07	0.03638528	1.804276e-07	1.3390897e-06	6.987595e-06
priorregion1_spot_14	0.0705833	0.16191001	0.011792665	3.188216e-06	0.07479871	0.07304481	2.0536734e-05	3.20606e-05	0.3757933	0.06414383	0.14315352	2.0949988e-06	1.7112523e-05	0.024704792
priorregion1_spot_15	0.10259012	0.2593967	0.042757478	5.929539e-07	0.086292334	1.5622098e-07	0.0025866146	6.67389e-07	0.5005452	0.005821092	4.232191e-06	7.020981e-07	2.6937047e-07	3.7640111e-06
priorregion1_spot_16	9.258243e-06	0.33098653	4.839933e-07	3.1700958e-07	0.05953618	0.06373147	0.015944485	1.2483475e-05	0.3297621	0.00292201	0.14732265	6.429648e-06	3.097202e-06	0.04976237
priorregion1_spot_17	4.298788e-05	0.20218934	1.7734405e-06	5.94419e-07	0.0543553	3.7964845e-05	0.022347331	0.04044755	0.21336068	0.036415722	0.42731088	7.6555284e-07	0.0034873735	1.7330792e-06
priorregion1_spot_18	0.017829949	0.3617685	0.060509346	0.019722378	0.06650498	2.1822657e-07	6.0145885e-07	3.5626073e-07	0.20919284	6.818605e-06	0.1056482	3.970845e-07	0.15880306	1.2371713e-05
priorregion1_spot_19	0.14496252	0.25717762	2.2606818e-07	1.1491811e-07	0.071900725	1.9746803e-07	0.011789616	0.019379126	0.4057262	0.037645355	1.6748917e-06	0.004794416	0.046491176	0.0001309752
priorregion1_spot_20	0.062134203	0.18108858	0.01731448	3.554688e-07	0.046348143	0.033836648	0.020068917	0.017998131	0.5152143	0.032263126	0.068403766	4.5029458e-07	7.03026e-07	0.0053281505
priorregion1_spot_21	0.28027052	0.16761059	1.9906344e-07	1.0194815e-07	0.038675565	4.8526823e-07	0.008001132	0.022818709	0.39341548	0.07042714	4.8943575e-06	0.015865866	0.0028940053	1.5306885e-05
priorregion1_spot_22	0.12425778	0.13843971	5.628349e-06	2.2369218e-06	0.071805574	0.08539082	3.1795014e-06	0.040912904	0.45802683	0.015652476	0.016495775	3.855099e-07	0.001778425	0.04722819
priorregion1_spot_23	0.059529718	0.33799803	8.3547627e-07	0.005048194	0.06848671	1.8683902e-07	6.026372e-07	7.3432903e-07	0.32986963	0.005334539	0.10922134	5.7417683e-06	8.071411e-06	0.08449563
priorregion1_spot_24	0.063554645	0.3889094	0.013952756	0.04960301	0.053728126	1.7252339e-07	2.2103792e-07	1.9902802e-07	0.42032078	1.9325678e-05	0.00039025277	3.5577891e-06	1.850725e-06	0.0095158
priorregion1_spot_25	0.0689193	0.2275412	6.625976e-07	0.06349326	0.0702208	0.0029437202	2.2227396e-06	2.85584e-06	0.42417973	1.7499235e-06	0.007924113	0.0062180413	0.033030305	0.09552209
priorregion1_spot_26	0.08014162	0.25312114	7.0079255e-07	0.0066521796	0.06652585	1.1382108e-06	1.1445343e-05	0.009961612	0.34406766	0.02804697	0.19760808	0.005836587	4.344988e-06	0.008020679
priorregion1_spot_27	0.08059757	0.001043493	2.2173782e-07	1.9254381e-07	0.04747671	0.18199545	5.2613204e-06	0.015366183	0.3565723	0.0001282943	0.31513968	0.0016579272	1.4752778e-05	2.0759005e-06
priorregion1_spot_28	0.10800923	0.3358421	8.8890033e-07	3.337903e-07	0.066204466	1.8574303e-07	4.858028e-07	0.0049816933	0.45721063	0.014489928	3.5839441e-06	5.291187e-07	1.4236427e-06	0.013254506
priorregion1_spot_29	0.016370667	0.19160943	4.595897e-06	0.017989729	0.0733919	0.023432292	0.011477497	5.749868e-07	0.35899928	0.035528217	0.268462	1.4617709e-06	1.3528831e-06	0.00273106
priorregion1_spot_30	0.027630135	0.31469846	0.08261746	0.010939075	0.0445896	3.1979386e-07	0.01051465	0.0045513464	0.42706308	1.9388055e-05	0.06359148	1.9647346e-06	6.2290775e-07	0.013782412
priorregion1_spot_31	0.0274068	1.6281756e-05	5.5527426e-07	0.012257362	0.016276319	0.20603894	3.137099e-05	8.454012e-06	0.5972626	2.9348394e-07	0.091388606	1.7195796e-06	6.465012e-07	0.049309913
priorregion1_spot_32	0.16935101	0.15889013	1.8086791e-07	1.2064442e-07	0.10272762	0.008829165	3.1768316e-06	0.009802772	0.30592656	0.016413517	1.8711636e-06	0.0053954553	0.2226565	1.9015908e-06
priorregion1_spot_33	8.25649e-07	0.4002706	0.040701024	0.06209921	7.141974e-05	1.8242223e-07	1.3384191e-07	1.8279752e-07	0.013757601	7.6020194e-07	0.18987437	1.3052685e-06	0.29322118	1.1844227e-06
priorregion1_spot_34	0.035143577	0.4729476	0.04625252	0.000105037616	0.067144446	2.9002567e-07	0.009418478	0.009589038	0.3549051	0.0032099118	6.350463e-05	4.777567e-07	1.7809006e-07	0.0012197902
priorregion1_spot_35	0.10223843	0.30509433	1.7306829e-07	1.8190745e-07	0.058981854	0.03650038	0.025417462	5.2041355e-06	0.4403937	2.2529375e-05	0.031304482	6.993053e-07	2.4127655e-06	3.824462e-05
priorregion1_spot_36	0.04909275	0.28514376	2.881212e-07	1.6912368e-07	0.08353486	2.0160026e-06	0.0154842865	0.007284243	0.29269162	0.048415665	0.21767044	1.8482126e-06	6.919204e-05	0.00060890586
priorregion1_spot_37	0.07087375	0.3500942	2.796002e-07	2.2516323e-07	0.028391846	1.771537e-07	3.1182117e-05	0.0057410905	0.49843547	0.018310787	7.568145e-07	1.8141307e-07	2.9654382e-07	0.02811976
priorregion1_spot_38	0.05628048	0.41714236	1.4796033e-06	1.6936755e-06	0.051698748	2.7897681e-06	1.3902703e-06	0.010647201	0.42701423	0.0012598428	0.035945613	2.2328162e-07	1.0735662e-06	2.9893022e-06
