	Astrocyte0	Ependymal10	Immune1	Immune8	Neurons4	Neurons5	Neurons7	Oligos3	Oligos6	Vascular11	Vascular2	Vascular9
priorregion1_spot_1	0.001308301	0.06100189	8.828186e-07	9.715868e-07	2.4343274e-07	0.0044446182	0.061491814	8.9716235e-07	0.093077905	0.09607286	0.33258185	0.35001776
priorregion1_spot_2	0.0017642156	0.0022499803	1.4351591e-06	2.3811867e-06	1.7067373e-07	7.5535326e-07	0.070902705	0.0010637445	0.054508924	0.11438908	0.37640733	0.37870935
priorregion1_spot_3	1.6959513e-07	5.312498e-07	7.5356087e-07	2.1399401e-07	1.664106e-07	2.5124987e-07	1.3620273e-06	3.9431308e-07	2.3937607e-06	0.082901105	0.34579742	0.57129526
priorregion1_spot_4	2.3570078e-07	0.00028441552	1.0616111e-06	2.8832034e-07	2.1366864e-07	5.4900346e-07	1.3452682e-06	4.931283e-07	0.010329832	0.15801212	0.34567586	0.48569363
priorregion1_spot_5	0.0385675	0.20711267	1.10466225e-07	2.172012e-07	3.5158234e-07	7.928314e-07	0.06702641	0.013051896	0.08940146	0.072523974	0.23479095	0.27752364
priorregion1_spot_6	2.3726648e-07	4.0059138e-07	7.250345e-07	7.385106e-08	4.970847e-07	0.032736044	0.01370289	4.5784196e-07	0.09157066	0.10815748	0.41552657	0.33830398
priorregion1_spot_7	0.19347788	0.3756236	2.3770514e-07	1.3341105e-07	0.020011641	9.035237e-06	9.4878e-07	7.0074757e-06	0.0594508	0.07893627	1.8048579e-05	0.27246445
priorregion1_spot_8	0.047000736	0.34084252	2.1694362e-07	1.5196525e-07	4.1802133e-07	1.5659145e-06	0.05853365	0.0047232215	0.046943348	0.07631407	0.19168906	0.23395106
priorregion1_spot_9	0.18063082	0.09191309	0.022180712	1.2869266e-07	0.018606346	0.040721107	0.045330048	5.440998e-07	0.16181765	0.044282302	0.22514635	0.16937083
priorregion1_spot_10	0.11114254	0.41071224	8.51102e-08	5.815897e-08	0.009208968	0.029903283	4.9724247e-07	1.9295274e-07	0.16480961	0.09774791	0.13422796	0.042246714
priorregion1_spot_11	1.9483468e-07	0.000141332	8.281534e-07	1.5607266e-07	1.5499343e-07	2.1624405e-07	4.937601e-07	1.3580045e-06	5.189905e-06	0.1578392	0.3140284	0.5279825
priorregion1_spot_12	0.13536401	0.0074131214	2.487093e-07	1.381537e-07	0.0062937103	0.01918503	0.01825622	5.8536665e-07	0.03777249	0.055530813	0.18569371	0.53449
priorregion1_spot_13	0.05293489	0.39151973	1.0664999e-06	7.551114e-08	1.2475462e-06	0.017413946	0.028745424	0.009148434	0.110201634	0.08031766	0.16938075	0.14033517
