	B	CCL5.CD8T	CCR7.CD8T	CD14.Mono	CD4T	DC	FCGR3A.Mono	NK	Platelet
priorregion1_spot_1	0.5599215	0.28316268	0.029931819	1.2615426e-07	4.101606e-05	0.0902206	1.1171683e-07	0.03575921	0.00096278195
priorregion1_spot_2	0.62333626	7.9353543e-07	0.11225924	1.0079498e-07	0.26440036	2.6686387e-06	1.5407137e-07	3.537889e-07	4.225919e-08
priorregion1_spot_3	0.9491828	3.762225e-06	0.019806897	5.0472796e-08	1.5619564e-06	0.020831617	5.4492084e-08	0.008902745	0.0012704975
priorregion1_spot_4	0.6799102	1.1442417e-05	0.042431876	1.1408937e-07	0.27476928	0.0028769716	7.9503494e-08	9.360777e-08	2.2778702e-08
priorregion1_spot_5	0.81228405	2.8624137e-07	0.11459717	3.9543397e-07	0.064089715	0.009028193	1.4443746e-07	8.4042505e-08	1.13920615e-08
priorregion1_spot_6	0.85788935	0.017328134	0.024074988	2.3079822e-07	0.0923048	3.51638e-07	0.0084020095	2.0790132e-07	2.2549166e-08
priorregion1_spot_7	0.87501377	1.3338364e-07	0.07220594	5.4000186e-08	0.052778676	1.228255e-06	5.354665e-08	4.2072738e-08	7.448492e-08
priorregion1_spot_8	0.7447447	8.6196036e-07	0.033621352	9.0841475e-08	0.22076629	1.757295e-06	6.36971e-08	5.1827584e-08	0.00086469675
priorregion1_spot_9	0.6213471	0.21901174	1.1657523e-05	2.230894e-06	6.1305245e-06	0.13993636	5.778799e-07	0.019684153	5.8901676e-08
priorregion1_spot_10	0.7642095	0.0018355605	0.14123273	1.0837245e-07	0.09172803	0.0009933993	8.1634624e-08	4.700503e-07	1.9804023e-08
priorregion1_spot_11	0.87640786	6.2818964e-07	0.120029494	1.3636884e-07	0.0003904866	0.00052318454	0.002648007	5.4851895e-08	1.3595507e-08
priorregion1_spot_12	0.8097367	2.6041314e-06	0.181305	3.4681602e-07	0.00023597444	0.008702879	2.8400686e-07	1.597879e-05	1.0586356e-07
priorregion1_spot_13	0.9030133	1.4543596e-07	0.032320384	0.0080181835	0.056645587	2.3680477e-06	1.1185261e-07	2.7100459e-08	1.3445799e-08
priorregion1_spot_14	0.8442751	2.4316785e-06	0.010742087	3.3156198e-07	0.11636959	0.01919936	0.0042715487	0.0051396345	5.326224e-08
priorregion1_spot_15	0.8450074	1.7515107e-07	0.1549908	4.99327e-08	1.0731245e-06	2.2325408e-07	5.1943044e-08	5.6825208e-08	1.1723185e-08
priorregion1_spot_16	0.8910001	3.5009958e-07	0.07383992	1.5198445e-07	0.025149405	0.004597552	0.0054124645	7.417706e-08	3.895096e-08
priorregion1_spot_17	0.8101538	9.2167375e-07	6.6293996e-06	5.170661e-07	0.18071051	0.007776626	3.6963556e-07	9.224642e-08	0.0013506061
priorregion1_spot_18	0.7499761	0.09531771	9.788793e-06	1.304568e-07	0.10644154	0.047847178	2.1289341e-07	1.5111359e-06	0.0004057243
priorregion1_spot_19	0.86185217	3.127091e-07	0.10495217	0.0075609596	1.0328348e-06	0.025631497	3.39504e-07	1.4591066e-06	1.32071145e-08
priorregion1_spot_20	0.61168396	4.716697e-07	1.1161685e-06	0.016984543	0.11373477	0.16872206	3.1888294e-07	0.087590985	0.0012817242
priorregion1_spot_21	0.92331654	3.991425e-07	0.07071944	4.852749e-08	1.9433286e-05	0.0054123905	7.1772426e-08	9.8480996e-08	0.00053166936
priorregion1_spot_22	0.33575717	0.41302034	1.3921506e-06	5.538047e-07	2.508406e-06	0.14278461	2.2486383e-07	0.10843312	1.2752245e-07
priorregion1_spot_23	0.9231331	3.2005255e-07	0.06463405	7.800521e-07	0.00036873613	0.011862367	5.4653674e-07	6.39863e-08	1.4355158e-08
priorregion1_spot_24	0.85448796	4.84759e-07	0.06833123	3.6575693e-07	0.077179186	6.0394626e-07	1.4848857e-07	4.6674728e-08	2.8802905e-08
priorregion1_spot_25	0.65408903	0.095755614	0.013423374	2.6387414e-07	0.17664595	0.06008397	1.2847615e-07	1.5334518e-06	4.4972502e-08
