,q05_spot_factorsB,q05_spot_factorsCD.IC,q05_spot_factorsCD.PC,q05_spot_factorsCD.Trans,q05_spot_factorsDCT,q05_spot_factorsEndo,q05_spot_factorsFib,q05_spot_factorsLOH,q05_spot_factorsMacro,q05_spot_factorsNK,q05_spot_factorsNeutro,q05_spot_factorsPT,q05_spot_factorsPodo,q05_spot_factorsT,q05_spot_factorsnovel1,q05_spot_factorsnovel2
priorregion1_spot_1,2.622309748403495e-05,2.1631407435052096e-06,3.974289165853407e-06,4.857370441868624e-07,0.9796665579080581,1.9189183035450695e-06,4.5118233771290766e-07,0.00017822706940933135,3.3870653339818094e-07,0.27974780052900317,6.953981177559854e-08,0.44351390898227694,1.716068140922289e-07,0.5360818564891815,2.733376450123615e-05,2.3849401986808517e-05
priorregion1_spot_2,8.98437664886842e-07,4.3194233967369655e-06,0.017473437823355198,5.019222680857637e-06,1.6898675680160522,1.4409721700303637e-06,2.9274357302710996e-06,0.0002520374750019983,1.737391478684458e-07,0.5018980413675308,8.626988723392516e-08,2.633629412684968e-06,1.2228041441630923e-07,0.32439046949148176,4.2472326953202357e-07,0.01658615665510297
priorregion1_spot_3,4.155854503551382e-06,1.3293009624248955e-05,2.5602720779716037e-05,5.184972542338073e-06,0.8370945006608963,5.731887608817488e-06,1.4995663093486655e-06,0.0001104139126255177,1.1295161854718571e-07,1.9724242448806761,2.0089094476816172e-07,1.816446219891077e-05,4.792944451992299e-07,0.6096310853958129,2.7406701065046945e-06,0.038123212195932864
priorregion1_spot_4,7.354763170042134e-06,1.4771142176073226e-07,1.214774105307015e-07,1.824131627969905e-08,1.552924828729374e-06,5.9031218029304e-07,6.743451353941054e-06,6.640851012207351e-07,2.6592892794496946e-07,0.7205567061901093,1.1704035216553167e-07,8.813981963839978e-07,1.1365992556022774e-07,0.4355444863438606,1.1657337566362004e-07,0.0003817838485701941
priorregion1_spot_5,2.2760734555049567e-05,5.997584321448812e-05,3.509461839712458e-05,3.6800597058572752e-06,2.7917409539222717,3.1678170216764555e-06,1.1466213709354634e-05,0.3959519520401955,4.838397757112034e-07,1.2756418406963348,6.259392591800862e-07,0.0011773700127378107,9.441032659651682e-07,1.1762863993644714,7.15504904746922e-06,0.028999468311667442
priorregion1_spot_6,2.5360131803608966e-05,9.992381501433556e-06,0.15275847613811494,3.719683172676014e-05,3.0972835898399356,6.005906152495301e-06,0.3849417880177498,0.0011984023440163583,3.921099664694339e-06,0.29569639414548876,3.7860895929497934e-07,1.032527005672455,8.791710087052707e-07,0.31668531000614164,1.3561086325353246e-05,3.153246382225916e-06
priorregion1_spot_7,5.551824915528414e-06,1.8136406652047302e-05,2.586219770819298e-05,1.3594788470072672e-06,1.7819780826568605,5.611374234604228e-07,1.0016949545388345e-06,0.00016278270268230697,2.6441718432579363e-07,0.9193230330944062,8.946544731713858e-08,0.06795160993933679,2.3802301498676573e-07,0.9856870025396347,4.2354998186056035e-06,0.002803756156936288
priorregion1_spot_8,2.0449952717171983e-05,0.00018625509474077263,2.6919746596831827e-05,6.2919951005824254e-06,1.2228994488716125,1.0872887742152672e-05,1.1779037208725641e-06,0.0245434750802815,4.1664311538625044e-07,0.736450907588005,2.1271816237344867e-07,1.35396523475647,1.1619974145560265e-06,0.20027656555175782,1.21248156119691e-05,5.87035804073821e-06
priorregion1_spot_9,5.843059352628188e-06,2.4874895984794423e-06,1.749188568282989e-05,1.4240574159885002e-06,1.5278743207454681,5.449809577839915e-07,7.504486063680816e-07,0.00010119547005160712,3.187717723562855e-07,0.6333513230085372,6.425597867121269e-08,0.07461695373058319,3.5273844929406555e-07,0.5601197928190231,7.267565206348081e-06,0.0022303324309177696
priorregion1_spot_10,0.004650737717747689,0.027290464378893375,8.091537783911918e-05,0.00020960753026884048,1.2726548850536348,2.2006713788869095e-05,0.0026145022711716592,0.20751307532191277,5.0628657163542825e-06,3.2677541613578795,2.79069648740915e-06,0.2684174373745918,1.990078749258828e-06,2.595030164718628,0.00010727067819971126,0.013978094514459373
priorregion1_spot_11,1.0480622904651682e-06,0.001049932435853407,6.42680697637843e-06,1.683839224142503e-06,1.0323460936546325,1.0433367322093546e-06,2.9191534122219312e-05,0.07839223705232143,2.745231213907573e-07,0.24368722811341287,1.0744227978420896e-07,9.919778267430957e-06,2.641816706727696e-07,0.7864226013422012,1.4510771890741127e-07,8.161500318237814e-07
priorregion1_spot_12,7.66551685956074e-05,9.03390196071996e-06,1.183919935101585e-05,4.162619529779477e-06,2.268659424781799,0.1326825849711895,1.4622732896896195e-05,0.0002656705997651443,7.638565676870712e-07,0.5498174875974655,5.436280503090531e-07,1.2202133417129517,1.116325040584343e-06,2.700028359889984,1.2176979271316669e-05,2.0869378386123574e-05
priorregion1_spot_13,5.294787172260841e-07,1.9199808491521256e-06,0.15644525438547136,5.378734414307474e-07,0.10431786738336087,5.1747317002082125e-06,7.760793927502618e-08,0.00016680234766681677,1.3474987810013774e-07,0.5075515866279602,5.3064561100768513e-08,2.559436302362883e-06,1.572342874567312e-07,0.3035446062684059,4.287081878828758e-07,6.379775527420861e-06
