	Astrocyte0	Ependymal10	Immune1	Immune8	Neurons4	Neurons5	Neurons7	Oligos3	Oligos6	Vascular11	Vascular2	Vascular9
priorregion1_spot_1	1.7359211e-07	4.0392482e-08	0.0018915066	2.0782466e-08	0.057860304	0.83524245	0.09830941	0.0027465057	1.2653358e-07	1.3012049e-08	0.003949374	8.206576e-08
priorregion1_spot_2	5.814669e-07	0.99573666	3.466791e-08	3.580009e-08	1.1362818e-07	1.226738e-07	1.3120912e-07	9.661211e-08	1.8416901e-07	0.004261468	1.8907193e-07	4.3306613e-07
priorregion1_spot_3	0.0035050807	4.0584922e-07	0.0306215	3.375969e-08	0.0455158	0.7346995	4.4253048e-07	0.0035548916	1.4040198e-07	0.16976488	0.012337215	1.1720298e-07
priorregion1_spot_4	4.685012e-07	0.99998873	9.2368566e-08	6.613858e-08	3.169132e-07	2.0720538e-06	2.505666e-06	1.4503195e-07	2.4067631e-07	4.995966e-06	1.8444581e-07	2.0280328e-07
priorregion1_spot_5	3.14818e-07	0.13975124	4.8338148e-08	5.350345e-08	5.155138e-07	0.08558464	0.47219652	1.563963e-07	0.06843748	0.23402812	7.4051786e-07	2.049698e-07
priorregion1_spot_6	2.3553989e-07	0.06114098	9.403871e-08	2.9624454e-07	1.6989256e-05	0.5774781	1.2771133e-06	1.6174674e-07	4.203832e-07	0.36136076	5.084574e-07	1.4175805e-07
priorregion1_spot_7	9.067413e-08	0.04706128	3.3495503e-08	3.315956e-08	2.053736e-05	0.5489983	0.33326355	7.096502e-08	1.4151712e-07	0.049135245	0.017222188	0.004298476
priorregion1_spot_8	4.9727475e-07	0.9999959	8.2067835e-08	8.360368e-08	8.50715e-08	1.0165404e-07	1.2776742e-07	1.2387636e-07	1.5691948e-07	2.5068814e-06	1.9085044e-07	2.136447e-07
priorregion1_spot_9	5.1449746e-08	7.1436915e-07	5.71501e-08	2.5823729e-08	4.8241773e-06	0.58433604	1.3686235e-06	7.5895436e-08	1.00327476e-07	0.40680256	0.005990715	0.002863565
priorregion1_spot_10	7.4046957e-06	0.44120964	4.8469595e-08	7.753517e-08	0.061995123	0.49678472	3.2909296e-07	1.4438997e-06	3.4550266e-07	3.674977e-07	1.6432884e-07	2.9442148e-07
priorregion1_spot_11	0.012611718	9.848651e-07	4.7747232e-08	4.229316e-08	5.1649477e-07	0.19243553	0.1255053	9.5248424e-08	4.0138013e-07	0.6413329	0.028112102	3.0989796e-07
priorregion1_spot_12	0.0035128526	1.5727467e-07	1.4878275e-08	9.128685e-09	0.091298126	0.8947332	0.0071339756	0.0033214511	1.6900144e-07	3.4003996e-08	5.4325465e-08	2.2392028e-08
priorregion1_spot_13	7.649467e-07	0.63604766	7.531389e-08	1.0794351e-07	6.341852e-07	0.27893627	0.046757188	1.063504e-07	2.4579185e-07	0.038256384	2.692793e-07	3.1016503e-07
priorregion1_spot_14	1.7714662e-07	0.13618283	4.9085525e-08	5.151689e-08	0.008345581	0.791634	0.029411579	1.4212318e-07	1.9670769e-07	0.034425087	1.17407836e-07	9.401627e-08
priorregion1_spot_15	1.66063e-08	2.864195e-08	1.6794903e-08	1.2070942e-08	0.03133346	0.93447465	0.034191664	4.3485265e-08	7.407063e-08	9.881411e-09	2.1138458e-08	1.7905245e-08
priorregion1_spot_16	3.493273e-07	0.17804195	7.729948e-08	8.225378e-08	1.5003865e-06	0.5414703	1.5579974e-06	1.2505198e-07	1.9272055e-07	0.2781131	0.0023703463	3.323921e-07
priorregion1_spot_17	9.4772844e-08	0.052789737	1.517206e-08	9.412807e-09	2.534654e-07	0.7524391	0.04701277	3.372245e-08	9.820393e-08	0.14775771	1.2410388e-07	8.681244e-08
