	B	CCL5.CD8T	CCR7.CD8T	CD14.Mono	CD4T	DC	FCGR3A.Mono	NK	Platelet
priorregion1_spot_1	0.07962135	0.025613986	0.08423006	0.095579125	0.0059461812	0.47775653	0.043469943	0.18778282	3.126654e-08
priorregion1_spot_2	0.058125816	1.0541437e-06	0.00014622461	0.26715484	0.224671	0.44547984	0.003680677	2.0826762e-06	0.000738472
priorregion1_spot_3	0.078630954	0.092466794	4.7035007e-07	1.4653374e-07	1.658722e-06	0.29825947	0.032429934	0.49821055	2.3476764e-08
priorregion1_spot_4	0.09090359	0.035331506	0.004293769	0.19966851	0.024508726	0.41241065	0.039048653	0.19197902	0.0018556028
priorregion1_spot_5	0.083164915	8.77332e-07	0.058410347	0.25086915	0.104362175	0.49202335	0.011168748	1.321542e-07	4.6336262e-07
priorregion1_spot_6	6.478616e-07	0.13927361	2.1144585e-06	1.95017e-07	0.20213664	1.12792385e-07	3.1241595e-07	0.6585862	5.6299832e-08
priorregion1_spot_7	0.057025243	0.024945443	0.14315042	0.10563338	0.045633055	0.41473675	0.030434921	0.17754225	0.0008985139
priorregion1_spot_8	0.052472167	1.1443927e-07	0.08140394	0.33761546	0.1200047	0.4074673	2.8758927e-06	4.3279886e-08	0.0010334242
priorregion1_spot_9	2.3241766e-07	0.23050849	2.229388e-05	0.0055905646	0.0038182272	2.961633e-07	3.7635073e-07	0.76005954	1.7938357e-08
priorregion1_spot_10	0.13420498	0.010676897	6.024274e-07	1.3546212e-06	0.1244273	0.45606273	0.019161658	0.25508207	0.0003824013
priorregion1_spot_11	0.091158174	0.14030504	0.0073837377	0.011234829	0.073946625	0.45367935	0.047568645	0.17322169	0.0015019096
priorregion1_spot_12	0.10316445	0.037970588	2.0580579e-05	0.114510134	0.037179124	0.47220248	0.06665575	0.16829681	1.3233807e-07
priorregion1_spot_13	9.624104e-07	0.08494434	4.44654e-07	5.4384014e-08	0.23237638	2.0333229e-07	0.0056537166	0.6766764	0.0003475924
priorregion1_spot_14	0.21927725	2.7793001e-05	0.00016681092	0.11368558	0.1083499	0.48831436	0.06377194	0.00640614	2.2128235e-07
priorregion1_spot_15	0.067367055	0.05582068	0.010747246	0.14669374	0.12791277	0.35395855	0.021039156	0.21646076	3.538743e-08
priorregion1_spot_16	0.043034725	0.077049635	0.0063544526	0.106311634	0.11256699	0.31394884	0.04432648	0.29640692	3.551689e-07
priorregion1_spot_17	0.0034039696	0.1259762	1.6386274e-06	8.9525133e-07	0.27826482	0.245251	0.03623295	0.31028286	0.0005856831
priorregion1_spot_18	0.060902905	0.055472255	0.07073786	0.12171906	0.15345949	0.35185352	0.0030273716	0.18215616	0.00067135936
priorregion1_spot_19	0.049558047	5.4873275e-05	0.061232504	0.10324505	0.14716394	0.37305406	0.02821137	0.23737612	0.00010398733
priorregion1_spot_20	0.077188425	0.0035399548	0.17192796	1.5625021e-07	8.08927e-06	0.5061314	0.048770454	0.19243363	1.3883477e-08
priorregion1_spot_21	0.09327744	0.004808427	6.1041006e-05	0.13358699	0.15611951	0.4379724	0.04060079	0.13357317	1.8998573e-07
priorregion1_spot_22	0.121602915	0.108994514	0.004259857	1.4602038e-07	1.5137701e-05	0.48965403	1.635288e-06	0.2742791	0.0011925822
priorregion1_spot_23	0.08550029	0.003278061	0.013912656	0.1142042	0.14595245	0.41969505	0.023471706	0.19275482	0.0012307473
priorregion1_spot_24	0.019701848	0.102107964	0.15392826	0.04535395	0.0066721076	0.38200706	0.039270934	0.25053126	0.00042661175
priorregion1_spot_25	0.015602931	0.059030525	0.043491926	0.07100586	0.13626209	0.36989862	0.051953886	0.2515371	0.0012170739
priorregion1_spot_26	0.09549255	0.08367737	0.0012337678	3.341518e-06	0.059772965	0.4448781	0.03226954	0.28267235	2.2714532e-08
priorregion1_spot_27	0.13530998	0.08250052	0.05558507	8.567366e-06	0.021237792	0.5106898	0.053681668	0.14098643	1.672331e-07
priorregion1_spot_28	0.16235109	1.5882011e-07	0.077018395	0.14445578	0.08653085	0.49272528	0.036918372	7.854336e-08	1.33818325e-08
priorregion1_spot_29	0.060679935	0.027362714	8.471551e-06	0.11961464	0.12566942	0.42325422	0.034181636	0.20922892	9.643275e-08
priorregion1_spot_30	0.04263574	0.010384461	0.16967776	0.061105162	0.05321429	0.3506282	0.0306764	0.28120813	0.00046985774
priorregion1_spot_31	4.065941e-07	0.14389284	0.14733821	0.022344906	1.0950363e-06	0.13951696	0.04101078	0.50485533	0.0010394648
priorregion1_spot_32	0.030966403	0.15767118	0.10101244	0.08532187	0.17967507	0.104100585	3.6919616e-07	0.34125203	5.1251433e-08
