	B	CCL5.CD8T	CCR7.CD8T	CD14.Mono	CD4T	DC	FCGR3A.Mono	NK	Platelet
priorregion1_spot_1	1.1416146e-07	0.78298396	0.078316174	4.6698894e-08	0.062044464	7.439338e-08	5.2720313e-08	0.07665498	4.638155e-08
priorregion1_spot_2	2.1532537e-07	0.11487505	0.046062734	1.4186374e-05	0.2820727	3.4137454e-07	0.4278325	0.12885188	0.00029032078
priorregion1_spot_3	1.2678268e-07	0.72368103	2.970873e-06	4.2859874e-08	0.23723522	4.2893767e-08	7.0277636e-08	0.039080568	1.6518447e-08
priorregion1_spot_4	0.02107933	0.22627197	0.25664875	5.5736683e-07	0.062120065	7.4009944e-07	0.4213611	0.012517381	1.4619613e-07
priorregion1_spot_5	3.8254203e-07	0.5018674	0.045303386	8.1065855e-07	0.041649435	3.2889074e-07	0.41117224	6.014426e-06	4.3762597e-08
priorregion1_spot_6	2.2830093e-07	6.456823e-07	7.4939874e-07	0.31473115	2.0595154e-07	0.0014825539	0.68378425	1.5922572e-07	7.774624e-08
priorregion1_spot_7	2.6939546e-07	0.17867723	1.675127e-06	0.086291045	6.951753e-05	0.004473519	0.7286028	4.0576646e-07	0.0018836167
priorregion1_spot_8	1.787985e-07	0.31470373	0.18276137	8.744994e-06	0.107225075	2.7377723e-07	0.34944502	0.045855563	7.479407e-08
priorregion1_spot_9	1.8489581e-07	0.48800033	0.044378113	4.694297e-07	2.1526948e-06	2.8421647e-07	0.42556897	0.042049307	1.4675956e-07
priorregion1_spot_10	0.004696562	0.25449812	0.02850238	0.015833879	1.2098455e-06	0.03349886	0.5970164	0.052459814	0.013492775
priorregion1_spot_11	3.906223e-07	9.689928e-05	0.09341172	0.116405986	0.22047006	2.9620899e-06	0.5641413	0.0054707048	4.175175e-08
priorregion1_spot_12	0.021915473	0.24197915	7.557628e-07	4.8152033e-06	1.1699311e-06	4.4884018e-07	0.7351166	0.0009815261	1.07869454e-07
priorregion1_spot_13	0.052380074	0.5802569	0.1741692	1.1933258e-06	0.050654046	0.009835753	0.13270196	7.865677e-07	1.4768216e-07
priorregion1_spot_14	4.8666047e-06	0.08427806	0.07722539	2.6289074e-05	8.857415e-07	0.074928015	0.7635346	1.8316894e-06	4.7768932e-08
priorregion1_spot_15	2.9721439e-06	0.27809125	3.1070222e-06	0.04749267	0.106158055	0.041025337	0.50453943	0.02268716	8.8248754e-08
priorregion1_spot_16	3.0142795e-07	0.16802756	0.11959151	0.05693975	0.13652682	5.0769205e-07	0.48189405	0.037019566	4.040108e-08
priorregion1_spot_17	3.702533e-07	0.4064237	0.06255823	5.0225403e-08	0.39389834	9.053666e-08	2.3225381e-07	0.13535196	0.0017670147
priorregion1_spot_18	4.728071e-07	0.0599397	1.7172351e-05	0.00018556036	5.0446465e-06	1.053745e-06	0.9398391	1.1763165e-05	8.842911e-08
priorregion1_spot_19	9.586543e-07	0.22432923	0.09929375	3.157955e-05	0.1820487	9.4094173e-07	0.48564318	0.0005570701	0.008094609
priorregion1_spot_20	8.614479e-07	0.25251204	0.14785361	3.0333163e-07	0.5935778	0.00605522	3.332574e-08	1.2019534e-07	7.0710087e-09
priorregion1_spot_21	1.7327345e-07	0.5782768	1.5941689e-05	3.9178875e-08	0.20589888	1.3171568e-07	5.8816312e-08	0.21580783	4.634011e-08
priorregion1_spot_22	0.099282645	0.033739522	1.4846576e-06	3.6054757e-07	0.43992886	2.1232043e-05	0.16530883	0.2617167	3.9392987e-07
priorregion1_spot_23	3.4908734e-07	1.50882115e-05	2.2290902e-07	0.0003024755	2.0155835e-07	1.1598274e-06	0.90699774	0.08115929	0.011523411
