	B	CD.IC	CD.PC	CD.Trans	DCT	Endo	Fib	LOH	Macro	NK	Neutro	PT	Podo	T	novel1	novel2
priorregion1_spot_1	4.57555e-07	0.4199511	0.20115523	0.0097158225	1.8823175e-05	1.2640055e-07	0.02155243	6.400835e-07	2.0601226e-07	1.127163e-07	0.24024785	0.107352965	1.902917e-07	3.588397e-06	3.529754e-07	1.6552728e-07
priorregion1_spot_2	1.5874403e-07	0.45434424	6.4254294e-07	0.023818266	0.0720303	1.5563641e-07	0.019388426	4.8823625e-07	0.019880462	7.344929e-08	0.41053548	5.4413806e-07	3.5019866e-07	9.9049814e-08	2.496858e-07	5.535981e-08
priorregion1_spot_3	0.110393345	0.46057132	1.2249498e-07	2.165057e-06	5.300447e-07	7.077269e-08	5.926718e-07	1.8709454e-07	0.10921221	4.8527426e-08	0.31981882	1.73236e-07	1.10160514e-07	1.14135815e-07	1.0936246e-07	9.10063e-08
priorregion1_spot_4	3.0430124e-07	0.25304106	0.6147268	0.063372746	0.004209405	1.0032542e-07	6.278417e-08	4.380983e-06	0.05732709	2.3130768e-08	3.3943746e-09	0.001132041	9.921408e-07	0.006184586	3.9782867e-07	5.9916864e-08
priorregion1_spot_5	1.5927127e-07	0.34645054	0.10873697	0.07961454	0.108744085	7.694564e-08	0.0012016757	0.006668751	0.005923317	2.7315947e-08	0.041977167	0.30068216	2.792184e-07	1.2046746e-07	1.0108858e-07	3.0141173e-08
priorregion1_spot_6	8.4817884e-08	0.62320876	0.015454895	0.14063467	0.017192943	9.6535054e-08	0.024951205	2.1535568e-06	0.12729096	2.804842e-08	0.051263724	1.07218746e-07	2.545225e-07	4.9488243e-08	7.172803e-08	3.527726e-08
priorregion1_spot_7	0.0030195697	0.5924438	0.10646199	0.09484432	0.0016675476	1.4976136e-07	7.130966e-07	0.058880143	1.0714099e-07	6.339808e-08	0.12196411	0.020714315	1.6916176e-06	8.8552264e-07	4.7732823e-07	9.873765e-08
priorregion1_spot_8	0.0154762855	0.40119314	0.041727334	0.023432672	4.216856e-07	4.975557e-07	0.00872287	3.837334e-06	0.24875149	1.01879806e-07	0.043734957	3.9098117e-07	4.8103857e-07	0.21695474	4.420904e-07	3.378157e-07
priorregion1_spot_9	3.6727118e-07	0.48716536	0.00022072798	0.025531948	1.139965e-06	2.3389192e-07	0.010596858	1.4838723e-06	0.47648075	8.168723e-08	1.2187984e-08	1.03581165e-07	1.3445371e-07	6.235993e-07	7.9763225e-08	6.737865e-08
priorregion1_spot_10	0.14020467	1.4455215e-07	0.48707557	2.17697e-06	1.5121309e-07	0.004557321	6.3855678e-06	1.6013698e-07	0.12707914	8.991004e-08	0.22829476	1.1962089e-07	0.012778372	5.7924086e-07	1.0845226e-07	2.9091746e-07
priorregion1_spot_11	7.133483e-08	0.25067538	0.005415578	0.248788	0.04116243	8.378113e-08	0.0056991223	2.5828945e-07	1.4519001e-07	4.5062208e-08	0.44825822	2.4274678e-07	1.7103811e-07	6.832216e-08	1.1524759e-07	4.468966e-08
