	B	CD.IC	CD.PC	CD.Trans	DCT	Endo	Fib	LOH	Macro	NK	Neutro	PT	Podo	T	novel1	novel2
priorregion1_spot_1	1.9360912e-06	8.5416076e-08	5.9140504e-08	7.389745e-08	0.57432586	5.998201e-08	3.944212e-08	9.6441e-07	4.5194817e-08	0.14699659	6.239868e-09	6.426542e-07	8.6157705e-08	0.22298543	0.05568425	3.8681333e-06
priorregion1_spot_2	1.17864616e-07	1.5492913e-07	6.8961335e-06	5.025964e-07	0.73255473	1.9052872e-07	4.1343182e-07	2.240154e-06	5.5945225e-08	0.19570883	9.030052e-09	2.049394e-07	1.01477454e-07	0.045149084	1.4038255e-07	0.026576418
priorregion1_spot_3	2.3982739e-06	1.4338474e-07	4.1980923e-07	5.705356e-07	0.2840848	3.4361055e-06	7.9857807e-07	2.0849387e-07	2.1745394e-07	0.49337044	1.9717419e-08	6.9196795e-07	3.9004377e-07	0.1557336	1.3291447e-06	0.06680052
priorregion1_spot_4	0.011428244	2.6895155e-08	3.289928e-08	4.0820684e-08	2.3616987e-08	9.620948e-07	5.150404e-07	2.9982516e-08	9.4850996e-08	0.58596355	1.5021353e-08	3.926005e-08	9.829374e-08	0.40258467	4.5564605e-08	2.1582162e-05
priorregion1_spot_5	6.0485513e-07	1.2922501e-07	2.2963468e-07	5.413912e-08	0.48734227	1.2651938e-07	1.2763807e-07	0.04779886	4.9722594e-08	0.23133734	6.5790533e-09	0.111298226	1.4558588e-06	0.10013756	9.352597e-07	0.022082182
priorregion1_spot_6	1.5063762e-07	5.306242e-07	0.057414997	9.9672965e-05	0.66204363	1.8059734e-07	0.097724244	0.000121508725	1.3059828e-07	0.051679015	1.4954379e-08	0.08526659	5.735176e-07	0.045423582	0.0002250012	2.196789e-07
priorregion1_spot_7	3.1466416e-07	7.106468e-08	2.808041e-07	9.0191136e-08	0.5222172	5.5498216e-08	7.4253855e-08	4.999796e-06	3.984938e-08	0.29209134	8.27485e-09	0.056375228	1.1284819e-07	0.11740795	3.5610014e-07	0.011901808
priorregion1_spot_8	2.4127033e-07	0.0018525043	5.3190905e-07	9.698691e-07	0.5356722	4.0807404e-07	4.5713793e-07	3.0964009e-06	9.8953564e-08	0.28750062	1.2884582e-08	0.109161936	0.025121827	0.020543423	0.020141084	6.1609114e-07
priorregion1_spot_9	3.1143054e-07	1.3619292e-07	4.9830635e-07	1.4409326e-07	0.6168186	8.48046e-08	7.2740455e-08	1.0871347e-06	6.1661524e-08	0.22866713	1.2847628e-08	0.0558575	5.077671e-07	0.07849405	7.0913934e-06	0.020152763
priorregion1_spot_10	0.0058372617	7.807183e-06	4.1277534e-07	0.0051403586	0.21503268	1.0692015e-05	1.6063013e-05	0.007546804	1.3906063e-06	0.39763924	2.5188207e-08	0.028679939	3.3884028e-06	0.29624534	2.262554e-06	0.043836303
priorregion1_spot_11	1.11250955e-07	0.005125766	7.909966e-08	1.0985083e-06	0.5347272	8.587584e-08	0.0023286035	0.037662152	4.9037418e-08	0.054328058	7.4478983e-09	5.960792e-07	1.361526e-07	0.3658258	4.1971713e-08	2.1864193e-07
priorregion1_spot_12	2.6985342e-06	9.445462e-08	1.4033039e-07	7.554084e-08	0.4145122	0.011861551	6.619855e-07	1.5391402e-05	1.1001027e-07	0.12222394	1.17444285e-08	0.074227795	4.1453157e-07	0.37715256	1.2311876e-06	1.1689331e-06
priorregion1_spot_13	7.0756306e-07	1.1692597e-07	0.21205038	8.250213e-07	0.11538535	2.8133087e-07	3.9009862e-07	2.2927536e-07	1.2494868e-07	0.55318934	2.5370795e-08	1.8581176e-07	0.0010018881	0.118365355	1.1389184e-07	4.865006e-06
priorregion1_spot_14	8.9480645e-06	9.9465765e-08	2.8447178e-07	1.6350359e-07	0.38777173	3.6679063e-07	1.0919133e-06	1.1863979e-05	1.6638715e-07	0.22971189	1.36755265e-08	2.3413752e-06	4.310311e-07	0.3824864	3.512973e-07	3.8402513e-06
priorregion1_spot_15	2.4439846e-06	5.135699e-06	2.3196796e-07	0.0021316647	0.16239241	2.4750545e-07	2.385442e-07	2.7409365e-06	8.174844e-08	0.2622955	1.4785974e-08	0.1640954	1.0247544e-06	0.40906832	5.251325e-07	3.9203783e-06
priorregion1_spot_16	1.2021697e-07	1.7159803e-07	4.6726387e-07	1.6180093e-07	0.81900996	0.00089913676	3.2045364e-08	5.3663496e-07	2.3927972e-08	0.18008804	9.312943e-09	2.75902e-07	4.53995e-07	1.8166894e-07	1.432151e-07	2.6073812e-07
priorregion1_spot_17	1.3731832e-07	1.0953816e-07	1.9030281e-07	1.9263234e-07	0.6635611	1.4458502e-07	1.9890773e-07	2.8788864e-07	6.783746e-08	0.33643457	1.70005e-08	1.1773029e-07	1.0212028e-06	5.1834763e-07	8.52126e-08	1.2916571e-06
priorregion1_spot_18	2.876473e-07	2.7661912e-07	1.3608366e-07	1.1462135e-07	0.44155705	9.164523e-08	0.41189608	1.0475726e-06	1.7445055e-07	4.600868e-06	2.2156984e-08	1.7027996e-07	0.002658103	0.14388153	7.13439e-08	2.1827731e-07
