	B	CD.IC	CD.PC	CD.Trans	DCT	Endo	Fib	LOH	Macro	NK	Neutro	PT	Podo	T	novel1	novel2
priorregion1_spot_1	1.6570483e-07	0.0019354098	0.010143508	8.740152e-06	1.2741178e-07	0.0051565855	9.851092e-08	2.1966368e-07	1.2453735e-07	0.10620571	7.115276e-09	0.12889442	0.27300903	0.47464496	4.862156e-07	3.348388e-07
priorregion1_spot_2	4.7646545e-06	1.8755742e-07	0.27969334	5.0726914e-07	1.7660554e-06	5.3508916e-07	0.053670812	5.500278e-07	0.41281492	1.07769345e-07	1.0680579e-08	0.02101708	0.108010046	0.08252539	0.027103841	0.015156191
priorregion1_spot_3	1.81437e-07	4.716155e-07	0.5704401	0.0013808389	1.4937316e-07	0.00769529	3.8331375e-08	3.0360226e-07	3.348369e-08	3.9824275e-08	4.261761e-09	0.19176026	0.22084624	0.00787253	1.8105486e-06	1.6237173e-06
priorregion1_spot_4	8.003757e-07	1.4129392e-07	0.24623014	5.7511653e-07	1.3471866e-07	1.2043731e-06	0.0040051565	1.5971631e-07	0.111790195	2.336038e-07	1.370117e-08	0.30157602	0.10279515	0.23359908	7.901146e-07	2.2448812e-07
priorregion1_spot_5	4.0425234e-06	1.6308773e-07	0.28978875	9.827459e-07	3.6194666e-07	2.5891046e-05	0.29547116	5.430349e-07	7.556699e-06	8.888052e-07	2.2155055e-08	1.3390971e-06	8.480902e-07	0.41018456	8.6128904e-07	0.0045120264
priorregion1_spot_6	2.8453974e-07	0.0012211	0.47563472	1.1064453e-06	0.19361149	2.3321783e-07	4.2375277e-08	4.508257e-07	3.2220733e-08	6.410416e-08	4.883877e-09	1.5340535e-07	0.078382276	0.25114787	1.076141e-07	8.2015816e-08
priorregion1_spot_7	4.2310577e-07	2.3779457e-07	1.688431e-07	1.8492631e-07	1.12409516e-07	0.0027507965	0.6215015	0.0013401097	0.16294836	1.7723681e-07	4.8689426e-08	0.10082115	0.110634916	4.441296e-07	2.7777807e-07	1.009609e-06
priorregion1_spot_8	6.7853466e-06	1.00853995e-07	1.439348e-07	9.971744e-08	1.0006611e-07	0.010983551	0.24956389	8.021471e-08	0.31980693	5.49324e-07	2.2615538e-08	0.05859818	0.13437429	0.22665954	4.0862856e-06	1.609859e-06
priorregion1_spot_9	4.6414925e-06	1.2174074e-07	0.011053837	4.0531248e-07	0.00024339656	1.8083572e-06	0.1507439	4.767289e-07	0.0768817	2.3902734e-07	2.0220428e-08	1.2458204e-05	0.27233893	0.48535368	0.0033628803	1.4597133e-06
priorregion1_spot_10	1.0759451e-06	2.4324007e-07	0.23359665	1.1404404e-06	4.0630354e-07	1.0612307e-06	0.0073381513	1.9188003e-07	0.28777024	2.045067e-07	1.3473279e-08	2.2758807e-06	0.16850773	0.30277961	5.649794e-07	4.6542795e-07
priorregion1_spot_11	4.5052414e-07	8.9732947e-07	0.42233425	8.107307e-06	3.5258893e-07	0.00853027	1.8486948e-07	2.6185302e-07	1.5059182e-07	4.6409205e-05	9.157057e-09	2.1620055e-07	0.07751522	0.4832405	2.2131418e-07	0.008322561
priorregion1_spot_12	5.9578235e-07	1.4957132e-07	0.26255867	1.0314553e-06	3.0194857e-07	2.1280903e-06	0.17980008	2.2391563e-07	0.3593071	1.903934e-07	2.7879649e-08	1.5947731e-07	2.4091125e-07	0.19832852	1.3436377e-07	4.815031e-07
priorregion1_spot_13	1.5187422e-06	2.1555019e-07	0.07039079	6.811403e-07	0.011793851	0.0072406884	2.5824072e-06	6.3032365e-07	0.14324331	0.01639448	1.0673785e-08	0.060392376	0.16899234	0.5215445	8.751389e-07	1.1136245e-06
priorregion1_spot_14	3.4593488e-06	1.0994363e-07	0.18782781	3.5844656e-07	1.6110526e-07	0.005785062	0.10865242	1.3102827e-07	0.3973763	3.4070868e-07	1.5393413e-08	0.042573243	5.93972e-07	0.25777754	3.2582213e-07	2.1017768e-06
priorregion1_spot_15	6.4507084e-08	2.0194483e-07	0.46946412	1.194058e-05	0.26378673	0.0014602502	0.2652753	4.784524e-07	2.228577e-07	5.5194132e-08	2.0747356e-08	9.197063e-08	2.4306564e-07	1.06588416e-07	7.446846e-08	1.3084771e-07
priorregion1_spot_16	2.4250612e-06	3.210053e-08	2.801961e-08	2.7917851e-08	2.6435295e-08	2.1713946e-07	0.17271167	4.05672e-08	0.15930995	5.0561783e-07	1.6445883e-08	1.10178e-05	1.6819443e-07	0.66796243	3.371179e-07	1.1004781e-06
priorregion1_spot_17	1.208361e-06	2.3168676e-07	0.17130862	1.6440414e-06	0.030118128	8.652599e-07	0.57453835	2.787644e-07	0.0043790187	0.022929953	7.2519136e-08	1.4891287e-06	0.054600783	0.14211628	3.561347e-07	2.7577787e-06
priorregion1_spot_18	6.58583e-07	3.363663e-07	0.2028187	5.94454e-07	0.1792797	7.935096e-07	0.0002639743	0.07576109	0.12292812	0.009015739	9.861141e-09	1.0350265e-06	0.08552882	0.26004136	0.019653074	0.044705946
