,q05_spot_factorsAstro,q05_spot_factorsEndo,q05_spot_factorsL2.3.IT,q05_spot_factorsL4,q05_spot_factorsL5.IT,q05_spot_factorsL5.PT,q05_spot_factorsL6.CT,q05_spot_factorsL6.IT,q05_spot_factorsL6b,q05_spot_factorsLamp5,q05_spot_factorsMacrophage,q05_spot_factorsNP,q05_spot_factorsOligo,q05_spot_factorsPvalb,q05_spot_factorsSncg,q05_spot_factorsSst,q05_spot_factorsVLMC,q05_spot_factorsVip
priorregion1_spot_1,0.341986933350563,1.2277336391974816e-08,1.894414981506998e-06,3.911897852049152e-06,2.805473309308582e-06,0.013959550065919757,5.827363725074974e-06,2.230912969025667e-06,4.050112443110266e-06,6.841795539003215e-07,2.144222099875748e-09,2.0334197142801716e-05,0.00040093357529258355,0.06056289840489626,1.835729159438415e-06,4.254709509154964e-07,0.27160061746835706,0.25037064850330354
priorregion1_spot_2,0.6919168412685395,1.1401487576279122e-08,1.5092364435531638e-06,8.454729908180525e-07,4.1314772943223945e-06,1.4452132688802523e-06,2.514715743018314e-06,1.1495485352952528e-06,0.00944685833528638,5.155024041414435e-07,5.50264462884087e-09,5.481205789692468e-05,1.0865383224256677e-07,9.88246762290146e-07,2.0007169396762947e-07,7.841624068305465e-07,0.481984543800354,1.7522432145256063e-07
priorregion1_spot_3,0.9535197079181671,4.540637354999433e-09,3.634334643720649e-06,1.3264772348975385e-06,2.1119009147696486e-06,7.036134084046353e-05,2.0860433505731638e-05,0.00014175747564877382,6.46403819700936e-05,3.663068473542808e-05,1.448092485922814e-08,2.961616719403537e-05,2.7664357826751035e-08,0.3243152439594269,4.3057319913941684e-07,1.861650486034705e-06,1.0027003005674828e-08,2.2368613983303478e-07
priorregion1_spot_4,0.2753874972462654,1.0970392523290684e-07,1.4803865326484811e-06,2.7669276505548628e-06,3.0753059718335865e-06,5.787926511402476e-06,3.1575692628393884e-05,9.209658128384036e-06,0.00013117737471475267,5.70246484130621e-06,5.119563373234826e-09,2.5301440382463623e-05,0.0017307225614786148,2.727856845012866e-05,0.02863832991570234,1.992275076645456e-06,0.46983712166547775,0.18960098698735237
priorregion1_spot_5,0.24372207671403887,1.4525092506545435e-08,1.1165460080064805e-06,0.004661413887515664,3.93352897845034e-06,3.568170006928995e-06,1.2150603106420022e-05,4.072308956892813e-06,1.8788349734677467e-06,9.779036730606095e-07,6.417826181603914e-09,5.9451027664181313e-05,6.553313127710681e-08,3.886234730998695e-06,9.954406380074944e-07,7.490422433420463e-07,0.1039080150425434,0.1823037013411522
priorregion1_spot_6,5.260934567985488e-08,2.936947540721491e-09,0.01838587699458003,3.328549555590143e-05,4.220730693305086e-06,2.2630088665209773e-06,3.499537997413427e-05,4.523378720477922e-05,1.0639550691848855e-05,3.8094046544756565e-06,1.6487810117205015e-09,6.378467660397292e-05,1.9324356603789284e-08,2.034961987362749e-07,1.4843219616977877e-06,3.7838327330064207e-06,7.20795529929319e-09,0.8331445813179016
priorregion1_spot_7,0.1865696482360363,2.991983336642079e-08,2.154403290433038e-07,5.131377491807144e-07,3.2835471586167847e-07,4.531696276899311e-07,1.1256151594807307e-06,9.857863176421234e-07,5.097876822901526e-07,2.3002206432920506e-07,0.21421330869197847,2.3771462747390618e-05,3.4600524969619076e-07,2.988890955180068e-07,8.845314738437083e-08,2.377367756878357e-07,0.17529817521572114,6.445289990608671e-08
priorregion1_spot_8,0.1587552011013031,3.564824861967964e-08,2.4831138489389558e-06,7.95797004684573e-06,5.928428527113283e-06,1.6036205465752573e-06,5.4141228247317486e-06,1.7390072389389386e-05,2.481627655015473e-06,3.652406928722485e-06,5.056497354161138e-09,0.0003686340598505922,5.714437882886615e-08,8.040409284149064e-07,2.106504894072714e-06,1.1848513054246724e-06,0.10296955779194832,0.19772847145795824
priorregion1_spot_9,0.17059201374650002,7.035664886245741e-08,1.1088520864177555e-06,2.2381326857612295e-06,3.29714079043697e-06,3.3717389896992246e-06,3.4328376614212177e-06,5.120131322655654e-06,6.604964801226743e-06,9.092122445508721e-06,1.4595855946097914e-08,2.5982641000155125e-05,6.110896407562906e-07,0.14086787477135657,9.008353190438359e-05,0.008294415101408959,0.2482045292854309,0.20476699322462083
priorregion1_spot_10,0.12982865124940873,7.48965389707479e-09,5.116882192623961e-07,4.1080402979787324e-06,1.6862817687979258e-06,1.279257065789352e-06,2.3416075350723985e-06,1.1032117470222147e-06,7.500278059069387e-07,8.350949087798654e-07,0.21431685239076614,6.066376818125719e-06,7.438456961494923e-08,9.217013797524487e-07,4.13950219524395e-07,4.896877726423554e-07,2.100965179607784e-08,0.27308623641729357
