,q05_spot_factorsAstrocytes,q05_spot_factorsBergmann,q05_spot_factorsChoroid,q05_spot_factorsEndothelial,q05_spot_factorsGranule,q05_spot_factorsMicroglia,q05_spot_factorsOligodendrocytes,q05_spot_factorsPurkinje
priorregion1_spot_1,0.0008768892585067078,6.402812891792564e-06,5.892328772461042e-07,0.08796044290065766,0.0002576063910964876,0.4825759381055832,0.2441218115389347,0.3918757081031799
priorregion1_spot_2,0.0006823562260251492,8.307058669743128e-05,7.777906030241866e-05,0.0021096905576996504,0.03837069161236287,1.2576213836669923,0.4250083014369011,0.6877043336629868
priorregion1_spot_3,1.6041756225604331e-06,1.5247149235619871e-06,4.1171081193169813e-07,0.6135882884263992,3.6788925854125416e-06,8.113837175187655e-05,7.154457466640452e-06,0.6779228568077087
priorregion1_spot_4,0.0010282748902682216,5.13110162501107e-05,1.7932246578311606e-06,0.3786445438861847,0.00719921407289803,0.26230440884828565,0.3105944782495499,0.38875410854816433
priorregion1_spot_5,0.013366675283759833,0.00010276525936205872,1.378386718897673e-06,0.001155733020277694,0.027033197320997716,1.327560156583786,4.587909865379333,0.002749219164252281
priorregion1_spot_6,7.1395612394553614e-06,1.7365277381031773e-05,4.84990445670519e-07,0.002372391719836742,0.07915255464613438,1.5659054338932037,0.0008365371642867104,0.5282408386468888
priorregion1_spot_7,7.228948052215855e-05,0.0025349814211949708,8.010690351056838e-07,0.3944060653448105,0.0007863345381338149,0.2571321025490761,0.1330653689801693,0.6001142919063568
priorregion1_spot_8,0.0020139207015745344,0.0002509110563551076,4.687254246960038e-07,0.33082287609577177,4.533585924946237e-05,0.2851286888122559,0.00025671601470094173,0.538563522696495
priorregion1_spot_9,8.535270389984362e-05,0.0002895331708714366,2.7273076852907254e-06,0.6460113078355789,4.6574014413636176e-05,1.1994964957237244,0.00652434139046818,0.0001814503673813306
priorregion1_spot_10,1.0855664754672038e-06,0.0002581666602054611,0.0002643460626131855,1.1433290046625188e-05,0.003763975203037262,1.5964215517044067,1.7066400687326677e-05,4.9837580263556454e-05
priorregion1_spot_11,6.3320903609565e-05,0.00011309940018691123,2.832412394582207e-06,0.2990425989031792,0.002197707467712462,0.6913308918476105,0.4066353842616081,0.7783498257398606
priorregion1_spot_12,0.00018417891405988484,0.00047073888999875634,4.347204571786279e-06,3.09509711265564,0.0003546931955497712,1.8394990801811217,0.9608618855476379,0.0018421325075905772
priorregion1_spot_13,1.0850179705812481e-05,8.546111075702358e-06,4.3657702235577744e-06,0.28427252918481827,0.0006387221801560372,0.8636750906705856,0.3450385764241219,0.6690375566482544
priorregion1_spot_14,6.553400476150274e-06,6.223116361070425e-06,0.0013535824546124786,0.0012989226786885412,0.00013395879868767225,0.9647251248359681,0.32266820520162587,0.8659933388233185
priorregion1_spot_15,7.526863498696911e-07,8.654996321411091e-07,2.8622585119819637e-07,0.16320625841617584,0.008612632285803556,0.0006478173163486645,0.43581324964761736,0.2532207384705544
priorregion1_spot_16,7.329242944251746e-05,1.7298756301897813e-05,5.0355234861854115e-06,1.0705733180046082,0.00024507606285624207,0.7526026576757431,0.26222538501024245,0.5074736297130584
priorregion1_spot_17,6.353730095725041e-05,0.008202922670170665,3.456384183664341e-05,0.7838619828224183,0.01803685473278165,4.980648016929627,0.026142150349915027,0.19323440343141557
priorregion1_spot_18,3.849923486995976e-05,0.00012793884161510505,6.198682996227945e-07,0.12663453519344328,3.911395851901035e-05,0.7930406749248504,0.2828034430742264,0.302564537525177
priorregion1_spot_19,0.00016044700387283226,0.0007523082953412087,3.3821912666098797e-06,2.226272714138031,0.019879949558526278,1.1483038246631623,1.2575868964195251,0.0008388755231862888
priorregion1_spot_20,5.841944812345901e-07,6.653724540228723e-07,2.922147217532256e-07,0.0003011299515492283,0.0014088077936321496,0.9990525364875794,6.160105931485305e-05,0.39208825081586834
priorregion1_spot_21,1.3691566891793627e-05,1.4006654600962067e-05,1.5902070117590484e-06,1.1644329369068145,0.00010355062040616758,2.1081089854240416,0.0014085187227465211,0.41855450123548504
