,q05_spot_factorsB,q05_spot_factorsCCL5.CD8T,q05_spot_factorsCCR7.CD8T,q05_spot_factorsCD14.Mono,q05_spot_factorsCD4T,q05_spot_factorsDC,q05_spot_factorsFCGR3A.Mono,q05_spot_factorsNK,q05_spot_factorsPlatelet
priorregion1_spot_1,3.040934490883274e-08,1.5447197654339105e-08,1.4775422885193734e-08,4.36477575194161e-09,6.886826469099105e-08,1.9781128512974535e-09,4.62490588049036e-09,3.2845859698760194e-09,0.029952104948461056
priorregion1_spot_2,6.139855912579151e-08,3.133346986317065e-08,2.7465709262486374e-08,6.605527191894112e-09,1.1214413042637261e-07,3.1698271452107466e-09,1.0276239503781429e-08,2.1920345361081673e-08,0.09967263340950012
priorregion1_spot_3,1.1422912038483447e-07,1.0589742558408944e-07,4.318670381309176e-08,2.102384666358148e-08,4.369805381543301e-07,1.1859845772121957e-08,2.7762520105056866e-08,2.8022282183570726e-08,0.08329506367444992
priorregion1_spot_4,4.9130808577046996e-08,2.1748512324393232e-08,1.7252894135566523e-08,7.50929789461452e-09,1.527551923174997e-07,8.720168009901385e-09,8.07929010360198e-09,5.9760045356682685e-09,0.09218308739364148
priorregion1_spot_5,1.5827390953404577e-07,3.883587567088398e-08,5.859344760494878e-08,3.9410003083162334e-08,1.635994031801147e-07,5.965770966120943e-09,2.2528276044653238e-08,4.2688555801362333e-08,0.08530684225261212
priorregion1_spot_6,2.627473918437318e-07,7.749478498908502e-08,8.877051200784082e-08,5.341108533229999e-08,4.4868228172845197e-07,1.936986633310767e-08,3.631803782155885e-08,3.019147509775166e-08,0.14661082327365876
priorregion1_spot_7,3.9630702985959946e-08,2.847054414445438e-08,2.3634854162679632e-08,1.4376431289875314e-08,1.9041694869770255e-07,2.8430010234892234e-09,8.122649441943965e-09,8.56323119080571e-09,0.054531680420041084
priorregion1_spot_8,5.897568264856547e-08,3.8600286345058525e-08,1.8319147265799532e-08,1.2650001934844114e-08,1.2272736427121345e-07,3.564076789253079e-09,1.41531971920017e-08,1.8625249875725556e-08,0.10006934218108654
priorregion1_spot_9,0.0005693638377124444,0.16441161558032036,0.001960450119804591,2.8430776183085982e-05,0.3643490746617317,0.001607073686318472,7.411383230646607e-05,0.14024203494191168,0.1694930970668793
priorregion1_spot_10,6.121161604255576e-08,2.748685803410922e-08,3.070725629328308e-08,4.622738702941831e-09,7.773976129499262e-08,5.198036645559512e-09,4.831939515170804e-09,9.916371324081297e-09,0.09111197181046009
priorregion1_spot_11,5.357018011409309e-07,1.6983352111310526e-07,2.6902615104518194e-07,9.3313822802088e-08,1.320739232824053e-06,2.146830020421931e-08,2.4793630615249642e-08,4.675214171356856e-08,0.18023881316184998
priorregion1_spot_12,1.0642830420692916e-05,0.10847978107631207,0.00442274899687618,0.0001043972806655802,0.23899616822600364,1.0714109976106557e-06,1.867228337459892e-06,0.08482294902205467,0.1438707984983921
priorregion1_spot_13,1.1704357838482339e-07,2.8673081597929697e-08,4.0972661174976116e-08,1.5881518855564992e-08,1.477816020667433e-07,2.8706864552141556e-09,1.260583122331127e-08,1.4993276664654332e-08,0.06905555054545404
priorregion1_spot_14,4.476091671676841e-05,0.28298145383596424,0.015656790137290953,3.960474305131356e-06,0.24610413908958434,3.959734181080421e-06,1.139839321240288e-06,0.1399732083082199,0.03966822456568479
priorregion1_spot_15,0.14843011572957038,0.611653283238411,8.87378064362565e-05,2.9361127053562084e-05,0.0012058306019753218,3.265905775151623e-06,1.5115077349037165e-05,0.11252129152417183,0.13944152742624283
priorregion1_spot_16,9.329755539511097e-06,0.2883840590715408,0.06507039219141007,6.318469831967377e-06,0.37861386984586715,3.841352054223535e-06,3.4430116102157633e-06,6.862563459435478e-05,0.04605753887444735
priorregion1_spot_17,1.6206741051405516e-07,8.292700002243692e-08,1.15436782621714e-07,3.813117626094709e-08,2.639028934936505e-07,1.0606137390567482e-08,1.5801236408208298e-08,2.399283722809287e-08,0.13427807614207268
priorregion1_spot_18,0.001307357894256711,0.690492057800293,0.01103538847528398,1.866556758614024e-05,0.4686586990952492,5.1079070090054305e-06,9.616289571567905e-06,0.0004740401258459315,0.1713698223233223
priorregion1_spot_19,4.3357210444128216e-08,2.008146058329885e-08,2.7970637628271792e-08,1.6310592076962398e-08,1.585329840736449e-07,5.777012779262236e-09,4.252194174547696e-09,1.309216477451969e-08,0.05177155137062073
priorregion1_spot_20,2.0913391551857783e-08,1.8548146663022178e-08,1.189728120465361e-08,6.0764020926029614e-09,9.736798034509776e-08,2.3221240708082295e-09,6.56964223022527e-09,6.307166056096492e-09,0.03479020521044731
priorregion1_spot_21,3.778793626452171e-07,6.743234060024862e-08,6.798176457323279e-08,4.132376911769598e-08,3.0822769190308465e-07,7.915867739072269e-09,3.0509588810900826e-08,7.548286511394054e-08,0.16106439605355263
priorregion1_spot_22,1.8282665479318893e-07,3.497731633217427e-08,9.517248216184272e-08,1.1271501199061618e-08,2.8595816701226797e-07,2.846029922842774e-09,1.890754770528247e-08,5.356839061221308e-08,0.13855416998267173
priorregion1_spot_23,2.2070910574711888e-07,9.920374957061995e-08,3.5376126028552335e-08,4.8436524302530866e-08,2.256293981872659e-07,4.826638200228217e-09,3.77863278444579e-08,5.5637029383603934e-08,0.13945121243596076
priorregion1_spot_24,1.2542374605573062e-07,7.472521375007091e-08,4.162203932622789e-08,1.2746251920603414e-08,1.3894596690988694e-07,4.046424106896041e-09,5.418698401093991e-09,2.2858750448051524e-08,0.11957510709762573
priorregion1_spot_25,1.3188857082013782e-07,9.430176390878842e-08,8.157716493428779e-08,1.9425314512488968e-08,4.3457113889644467e-07,1.2260147830289727e-08,1.8195270712340063e-08,4.3898566026712166e-08,0.13866402432322503
priorregion1_spot_26,0.004918947606347502,0.29855052530765536,5.241302151262062e-05,8.228698743550921e-06,0.0022470625350251793,2.893760779443255e-06,6.480698084487812e-06,0.10495215915143491,0.1265471860766411
priorregion1_spot_27,2.9607445561907752e-08,1.182452993298e-08,8.278466490097005e-09,1.9448619070772113e-08,8.860201283766857e-08,6.639538963071345e-09,4.264823094679571e-09,2.263136540392452e-08,0.05147024821490049
priorregion1_spot_28,3.4491584131046695e-07,7.883401949015934e-08,1.267059843712559e-07,4.755888003415976e-08,5.768793187144183e-07,1.0673322448084832e-08,2.1745647238446963e-08,3.5219299476807464e-08,0.16033393666148185
priorregion1_spot_29,9.96509911033172e-08,8.233235035959297e-08,3.014226717112933e-08,5.0716322164134914e-08,2.9864666259982183e-07,8.693361897016416e-09,1.904348057024663e-08,3.011290594656658e-08,0.08604868538677692
priorregion1_spot_30,3.181591914369619e-08,2.9648603128151763e-08,2.0749819729104503e-08,2.270478294263967e-08,1.2146842962579285e-07,6.695294008096653e-09,2.0662821320627246e-08,7.851553451843075e-09,0.06712004952132701
