	B.Cell6	CD1C1	CD1C3	CLEC9A3	CLEC9A9	Epithelial0	Epithelial4	Epithelial5	LC1	MDSC7	Mac1	NK2	PDC8	Tcell2
priorregion1_spot_1	9.782959e-07	0.005598519	3.763877e-07	1.1827808e-06	1.6618495e-07	0.33839947	0.43311659	0.2001775	0.0020471278	0.007058167	0.0067559304	3.6256205e-07	0.0012193886	0.005624197
priorregion1_spot_2	1.2858455e-06	6.6214085e-07	2.4513351e-06	0.00112111	1.1297861e-06	0.2622302	0.58015794	0.1564827	5.2593407e-07	2.9705168e-07	2.3676604e-07	3.6671358e-07	1.439017e-07	9.2889604e-07
priorregion1_spot_3	7.2296154e-07	0.0067390637	4.8203907e-07	2.506275e-07	9.036566e-07	6.9127636e-06	0.6430142	0.34516442	4.6245173e-06	0.005063965	7.9440866e-07	1.5524442e-07	1.4611535e-07	3.39389e-06
priorregion1_spot_4	0.0062078517	1.2431548e-06	0.0021909873	1.7206031e-07	1.074138e-06	0.12113554	0.33553293	0.3021488	6.8991824e-07	0.18421079	0.025595456	1.017531e-07	0.005338219	0.017636156
priorregion1_spot_5	6.4692176e-07	9.381131e-08	8.33142e-08	5.91405e-08	1.04369676e-07	0.033837058	0.6469543	0.31620413	1.0565796e-07	0.0022384636	1.2510257e-07	2.3231861e-07	0.0007642886	3.074597e-07
priorregion1_spot_6	0.016711114	1.0746745e-06	2.8681012e-07	2.0771652e-07	3.384709e-06	0.23522405	0.6429814	0.09850501	7.768069e-07	0.0065707983	8.5889684e-07	1.7918023e-07	1.13146406e-07	6.9969747e-07
priorregion1_spot_7	0.00012672984	1.3123782e-06	1.6430283e-07	0.0018232395	5.154851e-07	0.00029851502	0.6073276	0.19320789	6.249034e-07	0.17923163	0.017980805	1.7160764e-07	1.8007795e-07	6.584299e-07
priorregion1_spot_8	3.6384013e-06	3.5779937e-07	0.015674353	4.3962476e-07	3.0549887e-07	6.650596e-06	0.5928543	0.38432357	0.0024569377	1.9778545e-06	0.002772861	0.0008486891	0.0010549552	9.611275e-07
priorregion1_spot_9	4.6833634e-06	1.6078739e-06	2.9301046e-07	1.859791e-07	3.5718395e-07	0.10025163	0.44345406	0.45369652	0.0016090838	0.0009802202	4.5209097e-07	1.9051578e-07	1.9136178e-07	5.532171e-07
priorregion1_spot_10	3.438658e-07	6.257224e-07	2.3062522e-07	1.8140138e-07	1.9406657e-06	0.21032065	0.46387482	0.16222142	3.0074233e-07	0.093945414	0.040602148	2.5182393e-07	1.3463732e-07	0.029031496
