,q05_spot_factorsB,q05_spot_factorsCD.IC,q05_spot_factorsCD.PC,q05_spot_factorsCD.Trans,q05_spot_factorsDCT,q05_spot_factorsEndo,q05_spot_factorsFib,q05_spot_factorsLOH,q05_spot_factorsMacro,q05_spot_factorsNK,q05_spot_factorsNeutro,q05_spot_factorsPT,q05_spot_factorsPodo,q05_spot_factorsT,q05_spot_factorsnovel1,q05_spot_factorsnovel2
priorregion1_spot_1,1.1263118011584084e-07,2.179954445362091,0.6407656908035279,0.5488491535186768,0.0001544263759569731,1.666804632804997e-06,5.382990792668352e-07,5.4730304873373826e-05,4.608292528018865e-07,5.377638188974743e-07,3.265146997222246e-08,4.015282956970623e-06,5.417745711611134e-07,5.693257975281086e-07,3.6099170017678264e-07,2.395348612793669e-08
priorregion1_spot_2,1.1217937689878002e-07,2.2628336906433106,0.49726569205522536,0.7112774759531021,0.000257703430543188,7.482905289180053e-07,2.795515543496663e-08,4.544536041066749e-05,1.0875013423117252e-07,1.0551435671857236e-07,8.372557358526934e-09,3.16513758207293e-06,2.4772200220013473e-07,1.773631254309294e-07,1.9875555778980927e-07,9.648259835515205e-09
priorregion1_spot_3,9.742238411547533e-08,0.23361879363656043,1.1846460402011871,0.8289905399084091,0.27812164425849917,2.9400551966318744e-06,6.656692406181718e-08,0.0524437602609396,1.8553337355342592e-08,1.4785230746383603e-07,2.386174910995465e-08,5.5465898640250095e-06,2.7730012561733016e-07,1.0542688187342719e-06,1.0245836847389e-06,1.3535956071564216e-07
priorregion1_spot_4,2.8052192480032547e-08,1.232535719871521,0.5245862752199173,0.5133850008249283,0.0007517366320826113,5.403098640499593e-07,1.5927935104187443e-08,1.9547953525034244e-05,4.938361879425202e-08,6.189388379596039e-08,7.89372025522539e-09,2.1805357732773704e-06,1.351651398806553e-07,2.709667015210471e-07,1.9975665352944815e-07,1.3213458904814957e-08
priorregion1_spot_5,1.6363321293511037e-07,1.2015412211418153,0.8071420907974243,0.5454330027103423,5.0173020827060104e-05,5.602751883770908e-07,1.3855580576205285e-07,2.5532463405397726e-05,1.36636484171504e-07,1.2779613953739501e-07,7.399532608864946e-09,6.037315552021029e-06,4.378659951953524e-07,9.591066742586918e-07,4.554850164595337e-07,1.789914554350958e-08
priorregion1_spot_6,1.2599798111523343e-07,1.096589857339859,0.9196450561285019,0.8076300293207169,0.0005127445852849633,7.036861006781693e-07,2.1985314280215108e-08,3.9962979462870864e-05,3.304522806502064e-08,5.182934046388255e-08,6.666578422631631e-09,2.3674344674873283e-06,3.968642886320595e-07,3.0366396970293867e-07,1.2317414501694657e-07,8.740287560371484e-09
priorregion1_spot_7,3.1861643634556463e-07,0.916485720872879,0.992146298289299,0.4511258438229561,0.0007790619652951136,2.508611646589998e-06,2.7332685590408803e-07,0.016688780393451452,1.0508841654655044e-07,3.4583122214826296e-07,1.489323091519168e-08,0.14384035691618918,9.255035166688688e-07,1.615810259636419e-06,3.9358009075840534e-06,3.547253442093279e-08
priorregion1_spot_8,9.209711961943868e-08,0.5773689687252045,0.949826180934906,0.6741578161716462,0.11024279482662679,3.9984196519071705e-06,1.17013278355671e-07,0.008866086136549711,3.268261430378061e-08,1.173230085527166e-07,1.1908274943905895e-08,0.03144656904041767,1.1487462529657933e-06,7.829650002122435e-07,1.8012984401138966e-05,4.616136806134819e-08
priorregion1_spot_9,1.2046444695101857e-07,1.2536770522594451,0.7589345037937164,0.7387183547019958,0.0002856410428648815,4.729597932850993e-07,2.9785003086146843e-08,5.2807495194429066e-05,7.238101034090506e-08,2.1904527969240917e-07,4.9175894023534285e-09,1.0012644315793295e-05,3.4876465804245527e-07,6.265986456810425e-07,6.633964972024841e-07,2.3241419455644067e-08
priorregion1_spot_10,4.791762435729654e-07,0.9881362557411193,0.8180897146463395,0.5717616885900497,0.00974080334417522,3.5262451888229406e-06,1.5060971847447036e-08,0.035019655525684354,8.370254001022204e-08,9.002083949383177e-08,1.1187768889087125e-08,1.1162384544149972e-05,3.4334950385073174e-07,7.48491484614533e-07,6.401892164831225e-07,3.1007819956130335e-08
priorregion1_spot_11,1.8542139272881287e-07,0.8632300585508347,0.9534754663705826,0.6573037356138229,0.00034293662756681444,1.1748737790640008e-06,6.019104120014162e-07,0.0001591874839505181,3.0962585668703467e-07,3.2137800474174585e-07,2.0838856684690658e-08,0.4112120658159256,6.445813198752149e-07,2.8413268978511045e-06,0.00039473736833315346,5.502898297038428e-08
priorregion1_spot_12,8.733717180575696e-08,0.6837756633758545,1.1440059125423432,0.6022598743438721,0.00131055498495698,2.0172769836790394e-06,5.055049232538523e-08,4.077264493389522e-05,2.5321883789786172e-08,7.67723886241356e-08,1.1848849768014703e-08,0.00023718067241134126,2.2039349829583445e-07,6.782361424484407e-07,6.80123514484876e-07,3.52020686378296e-08
priorregion1_spot_13,7.20981486068695e-08,1.1248336315155028,0.708374810218811,0.47264813035726544,0.0001688018885033671,4.521223900155747e-07,3.9586004696445805e-08,3.5223050690547095e-05,9.633793638386124e-08,8.650289409217749e-08,5.994831120403888e-09,2.76394363027066e-05,2.2240766881509443e-07,7.08806996385647e-07,2.9712141014215376e-07,7.739407115181507e-09
priorregion1_spot_14,7.734883915588852e-08,1.747650247812271,0.5583928674459457,0.5012941241264344,0.00012249314822838643,6.771960158857838e-07,5.6268090276034856e-08,4.256923093635123e-05,9.165542820710471e-07,2.518131267947865e-07,1.3487336625317428e-08,3.394858015326463e-06,2.6321896910985744e-07,5.878546204485247e-07,2.8359827837221023e-07,1.0473838862878894e-08
