,q05_spot_factorsAstro,q05_spot_factorsCR,q05_spot_factorsEndo,q05_spot_factorsL2/3 IT,q05_spot_factorsL4,q05_spot_factorsL5 IT,q05_spot_factorsL5 PT,q05_spot_factorsL6 CT,q05_spot_factorsL6 IT,q05_spot_factorsL6b,q05_spot_factorsLamp5,q05_spot_factorsMacrophage,q05_spot_factorsMeis2,q05_spot_factorsNP,q05_spot_factorsOligo,q05_spot_factorsPeri,q05_spot_factorsPvalb,q05_spot_factorsSMC,q05_spot_factorsSerpinf1,q05_spot_factorsSncg,q05_spot_factorsSst,q05_spot_factorsVLMC,q05_spot_factorsVip
L1-L6_spot_1,8.466395740924783e-07,4.5940730615257057e-07,7.461380047146805e-09,3.7901189716649246e-05,0.0957527931779623,0.16268915608525278,4.582045912684407e-05,2.2724416430719434e-05,1.3676001253770665e-05,8.844962712828419e-06,6.309452260211402e-07,7.061141782394033e-09,2.424689483859766e-07,1.5967327892780305,3.2781249359459254e-08,3.828397332483746e-08,5.020419712309377e-06,7.947017532927703e-09,2.235344410905782e-07,2.7581956771882684e-07,1.487561519297742e-06,1.588854781076066e-08,2.0105847085005737e-07
L1-L6_spot_2,5.5295633138996445e-08,2.4803747606938486e-07,2.964653311732235e-09,2.1874229901186483e-06,3.75035806428059e-06,3.2443841337226335e-05,1.389084150105191e-05,2.056136700048228e-05,2.5830685785876994e-06,6.229738573892974e-06,4.3687524993174524e-07,1.0082120915910764e-08,2.0773188680323078e-06,1.8876748085021973,6.1044863386428e-08,1.0044326970160001e-08,1.1617756126724998e-05,6.889694503797727e-09,9.613270464114977e-08,1.2677667697857943e-07,1.46753883996098e-06,4.36333493780694e-09,8.444964585407889e-08
L1-L6_spot_3,4.147795166886681e-07,2.83877844253766e-07,8.648778848652228e-09,9.425679138530541e-07,1.5245281190345852e-06,1.3614145245810505e-05,7.200200730039797e-06,4.866221502197733e-06,2.3000140004114657e-06,7.203924769783044e-06,2.424443138693277e-07,8.258108108449847e-09,1.3660581998919954e-07,1.9329717218875884,1.0043901665923726e-08,1.0618361523384579e-08,1.776721973101303e-06,7.874731666746016e-09,4.388584940784312e-07,2.960530977702547e-07,4.5419948122571443e-07,1.9096281445030172e-08,1.001826085200719e-07
L1-L6_spot_4,1.0895209046068998e-08,1.138334943107111e-06,3.894583744390446e-09,1.6680338944752294e-06,2.0720852717204253e-06,4.2842683342314555e-06,6.792009880882688e-05,1.3071443163426013e-05,3.631152014804684e-06,9.635080823500175e-06,1.6011737443477613e-06,4.132598574457802e-09,2.232680810720922e-06,2.0953393816947936,2.59580718697805e-08,8.295583864281754e-09,1.302487191878754e-06,1.0093703650682075e-08,4.277050351220169e-07,5.690855942930284e-07,1.352068113646965e-06,2.6921608942132026e-09,2.01300797186832e-07
L1-L6_spot_5,1.3957238031991894e-08,1.2643296471992473e-07,3.0538045758810033e-09,4.2103587247765974e-07,8.796304609859363e-06,2.005073861255369e-06,2.770298885934608e-06,3.7371163330135466e-06,5.797305789201345e-07,9.781478155446167e-07,1.4249101596419677e-07,3.1973057090795015e-09,3.7987051797472305e-07,1.9089083075523376,6.407189756529875e-09,2.821489430981927e-09,2.488519243115661e-07,2.002261123568161e-09,1.7048484650672436e-07,1.1128725745379598e-07,1.046161365536591e-07,9.862682115446831e-10,1.5550345580095382e-07
L1-L6_spot_6,0.001030492928111926,4.173372715854384e-07,3.732951436852261e-09,4.557545466354895e-07,3.6141535247224967e-06,2.8503275871116786e-06,4.334244067649707e-06,9.542375948967674e-07,8.689787961202458e-07,1.3025748899053727e-06,3.222686842718759e-07,8.341302226710925e-09,1.3054739156359574e-06,2.105876815319061,1.3926877517889124e-08,7.942537560978734e-09,1.506909831050507e-06,6.945973307637133e-09,1.3606684632350154e-07,1.8012202289696687e-07,3.492671538651848e-07,5.980342421274543e-09,1.1245777145063585e-07
L1-L6_spot_7,1.211087095498442e-06,5.130939854325335e-07,1.0426439223110152e-08,2.506045473182894e-06,6.447408995882143e-05,2.82121120562806e-06,2.5606945655454185e-06,5.904145700696973e-06,1.8041418854863877e-06,1.2696389205757442e-06,1.7732629146394175e-06,7.371192500826853e-09,1.64380447813528e-06,2.05772123336792,4.614363561472601e-07,3.656264215834426e-08,5.728905307478273e-07,1.8136082413633403e-08,4.5123690455284305e-07,1.0952806768216306e-07,3.1059953897738524e-07,4.2927064791697946e-09,5.800303313208133e-07
L1-L6_spot_8,6.020005223206226e-08,8.274852973499946e-07,1.3250474450998696e-08,4.768124455267753e-07,9.055782527411794e-07,1.7354445105866034e-06,2.25109607754348e-06,1.8912414304850246e-06,8.579883598258675e-07,2.2556900148629214e-06,5.587808609561762e-05,1.6542134273489494e-09,4.2102924595610603e-07,2.065308487415314,1.1092133300749653e-08,4.994352154064075e-09,3.1228964530782836e-06,9.310749016222531e-09,3.7080474015738227e-07,1.1565279805836325e-06,1.3801833233628713e-06,2.5331604147638133e-09,3.9178136574946625e-07
L1-L6_spot_9,4.528554359239933e-06,3.1121627586117034e-07,2.4890997929460924e-09,1.1344858648953958e-06,1.2933486516431002e-06,4.217464379507874e-06,3.0045853418414484e-05,1.2857027331847349e-05,1.3120793198595493e-06,4.349959567662154e-06,2.0380990122248478e-07,3.732805586853516e-09,4.5462426214726296e-07,1.8907225251197817,1.9379338134228874e-08,4.954306920268437e-09,1.6474549511258374e-06,5.3181811177083205e-09,1.913822515575703e-07,3.7864882926896833e-07,5.216018251985588e-07,3.349111155070972e-09,2.0048155420226975e-07
L1-L6_spot_10,3.494637077494644e-08,3.3950946658478643e-07,9.02526808843618e-09,1.465647125087344e-06,0.23689583167433736,1.5006698549768772e-05,7.451065789609858e-06,8.954440090747086e-06,2.153243622160517e-06,2.696066767384764e-05,7.325421222503791e-07,3.878887522290597e-09,5.946840019532828e-07,1.791433537006378,1.423627429275598e-08,1.2712825636640447e-08,1.1790765483965515e-06,4.854069035609143e-09,1.817459505559782e-07,1.7236107083817844e-07,1.999986487533079e-07,3.2903194502331707e-09,3.1105495565952886e-07
