,q05_spot_factorsAstro,q05_spot_factorsCR,q05_spot_factorsEndo,q05_spot_factorsL2/3 IT,q05_spot_factorsL4,q05_spot_factorsL5 IT,q05_spot_factorsL5 PT,q05_spot_factorsL6 CT,q05_spot_factorsL6 IT,q05_spot_factorsL6b,q05_spot_factorsLamp5,q05_spot_factorsMacrophage,q05_spot_factorsMeis2,q05_spot_factorsNP,q05_spot_factorsOligo,q05_spot_factorsPeri,q05_spot_factorsPvalb,q05_spot_factorsSMC,q05_spot_factorsSerpinf1,q05_spot_factorsSncg,q05_spot_factorsSst,q05_spot_factorsVLMC,q05_spot_factorsVip
L1-L6_spot_1,3.3468631244204516e-07,1.1427922061102437e-06,1.8183959298312403e-07,2.6035149130620993e-05,0.0004260841233190149,0.45512130856513977,3.104776151303668e-05,1.9599766983446897e-05,1.6644778588670307e-05,3.3247797000512945e-05,0.06627427972853184,2.429107359702698e-08,1.1201084817002993e-05,5.755556799158512e-06,1.211449745852633e-07,1.634407695405571e-07,1.4581996265405906e-05,0.0015125721925869583,0.44860147535800937,2.8085969188396123e-05,4.8876068831305025e-06,1.2259225172783773e-07,3.1635600862500723e-05
L1-L6_spot_2,2.3541944287330806e-07,1.8633998536188302e-06,2.000209002872566e-08,2.42746409639949e-06,3.5513498346517736e-06,0.7031437039375305,5.64245963232679e-06,1.6648917790007547e-05,7.239193882924156e-06,3.452207567988808e-06,2.307319266492414e-06,1.3018454048108198e-08,7.661567252625901e-07,1.1387337826818111e-05,2.7559803505994302e-08,1.7931900142542644e-08,1.0438798608447542e-05,9.308947879205221e-09,0.2524896219372749,1.329198439634638e-05,3.082436450085879e-07,9.354094254732103e-09,0.00021300158623489555
L1-L6_spot_3,4.540816902931511e-07,1.510542801952397e-06,2.1385146631303088e-08,1.8416962120682e-05,0.037904695048928266,0.41179772019386296,3.526317468640627e-05,1.3773977934761206e-05,2.898092570831068e-05,5.620511660708872e-06,8.605106904724381e-06,1.3331633352819951e-08,1.631160484976135e-05,0.00010945109643216711,1.0546481644269078e-05,1.42478293696513e-07,1.0392624881205848e-05,1.8707554971797434e-08,0.5818839967250824,1.027835814966238e-05,1.598732268348613e-06,2.7891840215232833e-08,1.0989144675477293e-05
L1-L6_spot_4,1.5148540200016214e-08,4.4029497132669353e-07,7.720989714243842e-08,3.9649547829867525e-06,9.2172859240236e-06,0.4738294750452042,6.144696385490534e-06,7.849253324820894e-06,6.3155210000331875e-06,3.4051112947963705e-06,1.2332774190326746e-06,1.1510194974917456e-08,2.5935483165540064e-07,3.302773359337152e-06,3.956596671628176e-07,2.296276297997224e-08,1.0066817139886552e-05,1.0410059214649437e-08,0.47966651022434237,0.0015835766680538654,3.387021399703372e-06,6.056019463684948e-09,0.0006200913368957118
L1-L6_spot_5,2.0173732995232287e-08,2.1489235564331467e-07,1.601611305801498e-08,2.62987477981369e-06,2.981173338412191e-06,0.44326877743005755,1.7605997709324583e-05,4.944019633512652e-06,2.925238607076608e-06,6.735749084327836e-05,3.4139257877541245e-06,2.004815904399493e-08,8.376681478239334e-07,1.2491929965108285e-06,1.9910046145099615e-08,2.0849691395596893e-08,1.8253757957609197e-06,5.598509078552638e-09,0.5907629877328873,1.3824980385379606e-06,4.0411565862541463e-07,1.7408155450482356e-08,7.679114844449941e-07
L1-L6_spot_6,4.6204357495582824e-08,3.9528848816416955e-07,1.4856452734690606e-08,3.5003076504835925e-06,2.28858355058037e-06,0.33615186512470246,8.187512003132725e-06,2.025796047746553e-05,1.8437335256749066e-05,2.7126941586175238e-05,3.4431080848662536e-06,2.883190108882161e-09,1.0589593614440674e-06,5.990784097775759e-06,3.522144460532672e-08,1.557839661714411e-08,4.526816724137461e-06,2.6996169566473328e-08,0.6544689834117889,1.9682516494867743e-06,1.2780948509316658e-06,4.733349778796026e-09,9.147337522108502e-07
L1-L6_spot_7,3.6980944639886103e-09,1.035827159512337e-06,5.118950219262786e-09,2.7237158519710645e-07,2.5884082290872365e-07,6.25241696639023e-07,1.6368398803479067e-06,1.036175945046125e-06,3.403220190989487e-07,4.1418691694161684e-07,2.1432266635201815e-06,5.6361433742324605e-09,3.7127880716525405e-07,8.698237138560217e-07,1.2021918172067104e-08,1.401190425909249e-08,1.3928356793257993e-06,5.136358338653226e-09,1.0403125345706938,8.996413725981257e-07,2.628550021199772e-07,1.8116742495077888e-09,1.5269303162313008e-06
L1-L6_spot_8,2.0302817205219984e-08,9.123503531327515e-07,3.132147607942671e-08,4.284459168957255e-06,0.11277629919350146,0.5557158172130584,0.000310720651759766,5.574206579694874e-06,7.18807423254475e-06,7.267243404385226e-06,3.944740592487506e-06,1.0705251973774922e-08,7.41068700449432e-07,5.571514134317113e-06,2.052519745276982e-08,1.7034197252741025e-08,9.784703161130892e-06,2.003692580743177e-08,0.30797649174928665,0.0025395153323188426,4.306513619667385e-06,1.218128633517779e-08,2.489130724825373e-06
L1-L6_spot_9,1.9234703518833387e-08,2.3186541824316013e-07,4.8554946197043597e-08,6.921892349964765e-07,7.871771771306157e-07,0.8212385535240173,3.076884613619768e-05,4.622862638825609e-06,2.8923027457494754e-06,2.3749279716867025e-05,2.0118030761295813e-06,4.709388279344751e-09,6.136865167150063e-08,6.836835467538549e-07,1.3536575815820128e-08,2.86182206821195e-08,7.899484046447469e-07,2.4705481305176137e-08,0.14651153832674027,2.055491199826065e-06,3.253527140145707e-07,7.527095080561708e-09,1.0784361052174064e-06
L1-L6_spot_10,4.5359330336225416e-08,2.6202588259138794e-07,1.8596511619506372e-08,1.4866933179291664e-05,0.10725435167551041,0.2912899971008301,1.1443255652920925e-05,0.006935956352390349,0.20084363520145418,2.5626748993090588e-06,8.103745494736359e-06,3.043697995863682e-08,1.0428149380459219e-06,2.4599289076832065e-06,5.737089949775509e-08,6.559559935226389e-08,2.9490470069504223e-06,2.508017802327345e-08,0.34563666135072707,5.3968507017998496e-06,1.0162631724597302e-06,1.2462536336244057e-08,4.867464449489489e-05
L1-L6_spot_11,8.884337803465314e-05,3.7363861906669626e-06,2.130793355092919e-08,5.015832675780985e-06,9.588205648469738e-06,0.8218969404697418,1.1464058343335638e-05,1.880672580227838e-05,0.0009545729932142422,6.575225634151138e-05,4.056022680742899e-06,4.1205128908927695e-08,1.1916941366507671e-05,2.031180129051791e-05,2.7751297011491265e-06,3.272228692452472e-08,4.3641440470310044e-06,8.811896190508152e-09,0.24135280326008796,3.199248003511457e-05,2.035231921126979e-06,2.6416832099585013e-07,2.190442255596281e-05
L1-L6_spot_12,6.593730326187596e-08,6.584440325241303e-06,1.0007827384583834e-07,5.176061654310617e-06,0.0012994960532523691,0.679671224951744,1.2326391833994422e-05,0.00012458684068406,9.306458650826244e-06,9.816602178034373e-05,1.2795319707947786e-05,1.2854521713734358e-08,2.3130072690946696e-06,0.0016924501571338624,1.7902541102898797e-07,1.8511595101244893e-07,0.000132546584791271,2.8043483091266808e-08,0.37605112642049787,0.0021559270098805428,5.399934934757767e-06,1.1964743373837906e-08,1.1744781477318612e-05
L1-L6_spot_13,2.3379523668154433e-07,1.0184860627759918e-06,3.0299849385073686e-08,3.4950577969539154e-06,0.04273641761392355,0.4605972200632095,5.937201285632911e-06,6.789672647755652e-06,6.207582282513612e-06,5.270067958917935e-06,6.459429278038442e-05,2.833462167117773e-08,3.60782299821949e-06,2.3183374105428813e-05,5.594767102934384e-08,7.673590994272672e-06,2.3120367677620377e-05,3.914543995620079e-08,0.5602957457304001,1.6570168463658776e-05,4.908509572487673e-06,2.279545290306828e-08,6.8928808559576286e-06
L1-L6_spot_14,7.453570827209432e-09,2.0530352671244145e-07,1.5363394023637513e-08,3.930820389541622e-06,2.054290007436066e-05,0.9040614634752274,3.904613049598993e-06,3.806401582551189e-05,0.06666293106973172,4.509011910158734e-06,2.5879691918362373e-07,4.638787287625234e-09,1.5428068209644152e-07,2.1824815803483948e-06,1.0736142685985329e-08,1.523585684282125e-08,1.0724722926624964e-06,5.597106444987788e-09,2.7112845657484286e-07,3.8268112234618457e-07,0.00011233912518946454,4.388054430926047e-09,1.473292303444396e-06
L1-L6_spot_15,5.734972430282427e-09,7.724548041210255e-08,3.633197931396382e-09,8.252175369705129e-08,1.0908248526675382e-07,1.3135261056618222e-07,2.5513414669831036e-07,2.150695536329295e-07,1.6879066322417202e-07,7.535667776892297e-07,1.6465101180074274e-05,9.02905665789433e-09,5.880156610515996e-08,7.628963381023369e-08,5.1316916493959755e-09,2.9512673971332508e-09,6.439777649802637e-07,2.4537522569367813e-09,1.0683454692363739,3.222855042395169e-07,1.9918604010626953e-07,2.5568518080554273e-09,5.444503841545157e-07
L1-L6_spot_16,1.2951710530728634e-07,7.436428717255694e-07,5.219676069145862e-07,2.405033610557439e-05,6.6024543457388065e-06,0.3188196271657944,0.0014760925609152765,3.546631105564302e-05,1.855857208283851e-05,1.6513342325197302e-05,0.004944963939487934,1.705360077153273e-07,2.353447348468763e-06,8.29524069558829e-06,3.930930638773589e-08,3.8345804398431945e-08,5.551151366489648e-06,2.3211649249788026e-06,0.7191843420267106,2.0152128968220497e-06,1.3978066590425445e-06,8.36667579662276e-09,9.357169255963527e-06
L1-L6_spot_17,9.693836773294606e-07,3.60425985945767e-07,7.472350233683755e-07,8.556760531064355e-06,7.3145065016433365e-06,0.7758191138505937,7.756539844194776e-06,9.822767515288433e-06,1.5828941468498672e-05,7.80824339017272e-06,3.511119973609311e-06,4.1967402211184893e-07,2.925190767655295e-06,4.725262388092233e-05,7.235391770166189e-08,2.972707846993217e-07,8.453241298411741e-06,2.7323680829027814e-08,0.23071961626410484,3.43655570759438e-05,1.0589483224521245e-06,4.2464652239004863e-07,0.0008287654840387404
L1-L6_spot_18,1.7030950800744903e-07,5.822257298859767e-06,1.495804959894542e-08,2.731127560764435e-05,0.019371111504733564,0.13436445817351342,7.3625023787826646e-06,2.039543960563606e-05,0.09413157850503921,5.580119977821597e-06,4.250747701917135e-06,1.11448901662925e-08,1.635730041016359e-05,7.0356979904317996e-06,1.1515244260351667e-07,3.741661025458144e-08,8.720642063053674e-06,1.5877174419642873e-08,0.8077735841274262,9.995491382142063e-06,2.8288133194109834e-06,8.026846209929772e-09,1.0905003000516446e-05
L1-L6_spot_19,2.6244482320691992e-08,4.0762463839882915e-07,1.0708466646747185e-08,1.5045731515783702e-05,0.00034049349487759174,0.6055492669343949,4.9144901640829634e-05,2.953350322059123e-05,0.059976155310869216,0.00795724573545158,8.31379660667153e-05,1.274711203258505e-08,1.3510847963971174e-06,0.09909579902887344,5.3381327980162044e-08,5.8320409301870773e-08,2.131845349140349e-05,2.9330170470132095e-08,0.15914113447070122,1.1545374775323581e-06,1.1950177713515586e-05,1.858455984660168e-08,3.896973942119076e-06
L1-L6_spot_20,4.056890059445095e-08,2.262680517617355e-07,1.747970639343066e-08,1.8543787746239103e-06,8.913335068427842e-06,0.5363552391529083,4.059813636558829e-05,1.117586953114369e-05,1.5299093229259596e-05,5.884773213438166e-06,3.3665616797406986e-06,8.430203513043466e-09,1.310316139324641e-06,8.385768251173432e-06,1.5037317613320056e-08,3.807440566561127e-06,1.3588881984105686e-05,3.6299229577707595e-08,0.40128531903028486,0.02928045941516757,1.9251715684731606e-06,1.3469468918003712e-08,1.6715043955173313e-06
L1-L6_spot_21,2.2041723823917895e-08,1.4933580018805515e-06,1.2691968365174944e-08,1.0015286704856407e-06,5.906805358790734e-06,0.4401352748274803,9.273832665712689e-06,4.427034605214431e-06,1.4534822412315407e-06,1.3797961116779335e-06,1.2766944053055342e-06,6.609812053248733e-09,2.7300984697831156e-06,3.4296621720386615e-06,2.8896577486392515e-08,2.0327662184627115e-07,3.2353590199818426e-06,7.687636927045106e-09,0.6360843002796174,2.290507018187782e-06,4.05367556766123e-07,4.944758735803134e-09,2.6716910838331388e-06
