,q05_spot_factorsAstro,q05_spot_factorsCR,q05_spot_factorsEndo,q05_spot_factorsL2/3 IT,q05_spot_factorsL4,q05_spot_factorsL5 IT,q05_spot_factorsL5 PT,q05_spot_factorsL6 CT,q05_spot_factorsL6 IT,q05_spot_factorsL6b,q05_spot_factorsLamp5,q05_spot_factorsMacrophage,q05_spot_factorsMeis2,q05_spot_factorsNP,q05_spot_factorsOligo,q05_spot_factorsPeri,q05_spot_factorsPvalb,q05_spot_factorsSMC,q05_spot_factorsSerpinf1,q05_spot_factorsSncg,q05_spot_factorsSst,q05_spot_factorsVLMC,q05_spot_factorsVip
L1-L6_spot_1,5.1919544397094344e-08,0.004336963966488838,1.3031282541930978e-08,5.247060234978563e-05,5.854540249856655e-05,4.790620369021781e-05,0.02419478604570031,0.0002914195516495965,0.0013206802948843687,2.5420104265213013,6.180181771924254e-05,2.484693633064694e-08,2.8024508901580705e-05,0.00010995738230121788,1.2060711114258994e-07,6.530533838144949e-08,5.0863218166341544e-05,1.8664552836611393e-08,6.999833226473129e-06,1.963428178441973e-06,7.195056218733953e-06,8.29517614597819e-09,4.537522568170971e-06
L1-L6_spot_2,3.048551713291658e-08,2.921392217558605e-06,8.055159703701521e-08,7.185786016634665e-05,0.045775698684155944,8.036941071623006e-05,0.0010464829858392477,0.0003904376761056483,0.00021537012289627456,2.282255125045776,1.594555924384622e-05,1.1390206910988354e-08,1.2580319719290856e-06,0.003045779245439917,2.1292324792199228e-08,3.004661834893341e-08,3.5728794318856676e-05,7.201364082831674e-09,1.5880760258824013e-06,3.642023898464686e-06,0.00023699437952018343,8.106073812186311e-09,1.655638709507912e-06
L1-L6_spot_3,8.255326378048268e-08,2.6751862060336864e-05,0.5335167795419693,0.0005130266334163026,0.00023264871706487613,6.43461065919837e-05,7.299829594558105e-05,0.03962977770715952,0.00014647606367361733,1.985198026895523,3.8992492045508696e-05,7.203734853078458e-08,0.00011214608712180052,0.005006257351487875,2.7315711150777136e-07,3.120869493500323e-07,6.588456039935409e-06,4.387809173778124e-08,2.604115582016675e-06,3.2719670343794867e-06,3.900903720932547e-06,5.057078560355422e-08,1.0306783167379764e-06
L1-L6_spot_4,4.4640164631459814e-08,3.7744623341495754e-06,1.7466744672844928e-08,1.5646344854758355e-05,9.135269510807121e-06,3.056337163798162e-05,8.064618195930961e-05,0.10295789688825607,9.44192575843772e-05,2.4351327896118167,3.3858163078548394e-06,6.283618025904048e-09,5.540775350709737e-06,0.0005931282154051587,4.344487898322314e-08,4.8831431342932774e-08,8.520786786903044e-06,1.1184278214670939e-08,3.4939456327265362e-06,1.4116060413016388e-06,1.7969917678328788e-06,5.2638099878876686e-09,1.5358506402662897e-06
L1-L6_spot_5,3.670954225043489e-08,7.716041659477924e-06,0.323241126537323,4.796047505806201e-05,1.3934782100477606e-05,2.9502743018383633e-05,0.00022123525995993988,0.031974867545068265,0.00022001449033268728,2.031345081329346,1.917002020945802e-06,2.8278810937365507e-08,2.1667623514076694e-06,7.413793682644609e-05,1.2086710015069003e-07,8.254802104090686e-08,5.188851923776383e-06,2.0011500989625117e-08,3.6887250985273565e-06,2.1818357595293492e-06,2.872420179755864e-06,1.567172924765714e-08,1.4299278802809568e-06
L1-L6_spot_6,7.052281119968029e-07,0.00017278551094932482,1.1307647824287415,4.8694261295167965e-06,0.025588710512965917,8.967899793788094e-06,8.468359237667755e-06,3.303544817754301e-05,3.858034983750258e-06,1.0597016751766204,4.387614626466529e-06,1.4924402876204114e-05,6.755817366865813e-06,0.23785207346081733,2.5445904849874522e-08,3.733143856265998e-08,0.00023753174973535353,6.831567378462467e-09,3.221926442620316e-06,5.6215279528259995e-06,0.00046652159362565727,6.92195918361449e-09,4.515809177974007e-06
L1-L6_spot_7,4.8412209352477475e-08,4.6705758222742595e-06,3.0512411597349855e-09,2.509274736439693e-06,4.2251289642081245e-06,2.6279821395291946e-05,4.3700019341486046e-05,0.00039695500745438037,1.338180177299364e-05,2.3231563806533813,2.111037645136094e-06,2.3958316996974816e-09,8.979854356994111e-07,0.05190648809075355,1.0385875004459423e-08,4.3321839671151e-09,5.622492426482495e-06,7.595829076834093e-09,1.2299554498440556e-06,2.0487461767970675e-06,3.5249843676865565e-06,3.0061953704141334e-09,7.576724783575629e-07
L1-L6_spot_8,3.9627581827517135e-06,4.116380409868725e-06,1.275503694841973e-06,0.00010846169971046038,0.010979799507185818,4.322580625739647e-05,0.0002455093039316125,0.0006163047248264775,0.0001383652175718453,2.485185790061951,9.779256106412506e-06,3.153532670552295e-08,2.624369226396084e-05,0.0001325684141193051,9.191484241455328e-06,1.0812376238789057e-07,2.903822360167396e-06,0.0001384441085974686,1.5366247282599944e-06,1.1002202541021688e-06,2.9376212978604602e-06,5.5091048878352926e-08,1.1979687940311125e-06
L1-L6_spot_9,2.0412295409499848e-08,1.2571435763675255e-05,5.307576866471209e-05,6.37497319985414e-05,0.003284485510084778,6.485797493951395e-05,0.00017716211223159917,0.023730967566370966,0.00016774576433817857,2.3553253889083865,1.4950151978609938e-06,9.560571356814762e-09,5.006658398087893e-06,5.679118021362228e-05,1.2957254824641495e-08,3.126171890244223e-08,2.6159019284932582e-06,2.2401588672948948e-08,2.3276980073205777e-06,9.153804597872295e-07,1.5221229091366696e-06,2.1185816545532534e-09,1.4659350313195317e-06
L1-L6_spot_10,2.243638421717265e-08,2.3472888642572805e-06,4.4991633174618094e-08,7.557208255093429e-06,1.0658224164217247e-05,9.673088470663062e-06,6.790889565309043e-05,5.7189881044905635e-05,5.4685971917933795e-06,2.2876251578330993,2.206315582498064e-06,1.6564228477733423e-08,3.4645097002794502e-06,0.10990428775548935,3.68254600147111e-08,2.815771820152691e-08,1.2920342032884945e-05,2.5740697462417474e-09,1.6043342270677387e-06,8.520150828417172e-07,4.950424659000418e-06,1.836967395973943e-08,1.294602202506212e-06
