,q05_spot_factorsAstro,q05_spot_factorsCR,q05_spot_factorsEndo,q05_spot_factorsL2/3 IT,q05_spot_factorsL4,q05_spot_factorsL5 IT,q05_spot_factorsL5 PT,q05_spot_factorsL6 CT,q05_spot_factorsL6 IT,q05_spot_factorsL6b,q05_spot_factorsLamp5,q05_spot_factorsMacrophage,q05_spot_factorsMeis2,q05_spot_factorsNP,q05_spot_factorsOligo,q05_spot_factorsPeri,q05_spot_factorsPvalb,q05_spot_factorsSMC,q05_spot_factorsSerpinf1,q05_spot_factorsSncg,q05_spot_factorsSst,q05_spot_factorsVLMC,q05_spot_factorsVip
L2/3_spot_1,6.219065120660617e-08,0.08382068797945975,3.559282450993351e-08,0.7443877249956131,0.00015926178093650378,7.549386464233976e-05,2.5422789167350857e-05,0.00010964235989376902,0.0001325033139437437,2.0682787999248833e-05,0.00011017209617421032,1.8334308293788126e-08,7.2033569722407265e-06,4.416140654939227e-06,3.4527536918460556e-08,2.081288474897747e-08,2.2184952285897455e-06,2.5622905219790935e-08,0.026830397453159096,0.0008746283943764866,2.5030553047145077e-06,4.602034611167484e-08,0.11305255107581616
L2/3_spot_2,1.2392738639732668e-07,3.916043979756978e-07,2.1565657970512576e-08,0.5800989747047425,1.5646360043319878e-05,7.122846864149324e-06,2.804392306643422e-06,1.2290316135477044e-05,2.0514644074864918e-05,3.437554551055655e-06,2.107818295371544e-06,1.8738644147475727e-08,9.90952577240023e-07,2.4943602852545152e-06,1.833010019325343e-08,4.001621825011626e-08,2.4114766233651607e-06,2.213548855323211e-08,2.6090893925356795e-06,0.2079533487558365,7.756018362670148e-07,7.193388729120898e-09,0.30178112834692006
L2/3_spot_3,1.5711376732951979e-07,4.4188933827626904e-07,1.8969056991835487e-08,0.5440679907798767,0.020566731039434672,0.04250850807875395,4.458960142983415e-06,4.9661996126815214e-05,3.4681264514802025e-05,2.7172870886715828e-06,6.919389306858648e-07,8.950691610110086e-09,4.587861349136802e-06,4.7587596782250335e-06,1.7437535646536164e-07,1.769895732195437e-08,1.3781302243387475e-06,2.7199967700397566e-08,0.03713782019913196,0.33072158247232436,5.001711116392471e-07,5.199270880495988e-08,8.407515088038055e-05
L2/3_spot_4,1.517367618220078e-08,1.2267684006417313e-07,5.358155141799159e-09,1.2643432114600728e-06,2.6429489253132494e-06,1.1669305877148872e-06,1.6041851083059556e-07,2.0518912515399278e-05,2.573633253177832e-06,1.035738648624829e-06,9.125416454480729e-07,1.7872200552826456e-09,3.4874679613494665e-06,1.3389243406436436e-06,1.0129162220096078e-08,7.56231191001433e-09,1.625527367821178e-07,6.292024479215286e-09,0.021804298181086777,0.7757886797189713,1.9788837022360894e-07,7.699528481452944e-09,0.25129387974739076
L2/3_spot_5,1.9343620749623367e-08,3.9052216891377613e-07,1.7412008546102698e-08,0.524082413315773,7.81960872700438e-05,7.168936208472587e-05,4.3702063521777745e-05,0.000598093296866864,2.3052523465594278e-05,1.4701071586387118e-05,4.327127794567787e-06,5.783151779681361e-09,5.278328018221145e-07,7.345970334426966e-05,2.376952998872639e-08,4.206727535205346e-08,0.00015622803693986497,2.554366602680602e-08,4.675927152675286e-06,0.07149978466331959,1.4643587348928123e-06,1.1188888437985157e-08,0.39058967679739
L2/3_spot_6,6.013981757035937e-08,3.946408014599001e-07,6.575782478535075e-08,0.6826107501983643,2.8331240991974484e-05,0.0001414047132129781,1.083528013623436e-05,1.7980335724132604e-05,7.399230207738583e-06,6.383887171068637e-06,2.4384679250033513e-06,5.684328518995586e-09,1.7561819049660699e-06,9.191534627461806e-05,1.6820464665556757e-08,2.7553007129199616e-07,1.6955965929810193e-05,9.299159344777762e-08,2.13063975706973e-06,0.05690382607281208,1.2344357401161687e-06,1.2492780587791685e-08,0.23808182403445244
L2/3_spot_7,4.329566998251267e-08,1.1527108540576592e-06,1.2959788175948007e-08,0.27290028631687163,5.332580667527509e-06,1.2020094982290174e-05,2.2648777030553904e-05,0.0009482361609116197,4.136489224038087e-05,5.110127199259296e-06,6.799271119461993e-07,1.1766748198027698e-08,3.468837019227067e-06,1.3400364741755766e-05,3.0629824578909396e-07,2.6234395722468665e-08,7.260033476086391e-06,1.8293260666268908e-07,5.596451701421756e-05,0.6305784821510314,5.706470005861775e-07,5.765291231085712e-08,0.07506268396973609
L2/3_spot_8,1.7766398396901196e-08,3.1227025090174724e-07,1.540611471284592e-07,0.5798362731933594,0.002826119784731418,3.867963714583311e-05,1.6820503878989258e-05,9.379148395964876e-05,5.7634676340967414e-05,0.002847888774704188,2.406369321761304e-05,1.074761195596352e-08,7.994315609494151e-07,3.942782018384605e-06,8.826954234208986e-09,1.4233538259134095e-08,1.0947672171823796e-05,1.404412230954222e-08,7.527611319346761e-06,0.28260563462972643,4.47911504579679e-06,7.544873126263952e-09,0.086628482863307
L2/3_spot_9,2.5913826195989035e-08,2.2896726861176834e-07,1.1692957446740594e-08,0.743877112865448,7.332806171689299e-06,1.1491085888337694e-05,9.534776245345714e-06,6.605416056117974e-05,5.3340968406700995e-05,3.1603129173163327e-06,6.48985999305296e-06,7.949380975702527e-09,1.5255740549946496e-06,1.3877192714062404e-06,2.7868244245610185e-07,1.1444471237354037e-08,3.5348581036487302e-06,9.487919250261712e-09,0.018854084610939025,0.20715154334902763,0.0005113751627504826,6.554097886635191e-08,3.112638751190389e-06
L2/3_spot_10,3.1729796212687235e-08,4.6820607764175297e-07,1.9047043764430783e-08,0.2926047772169113,1.481329513808305e-05,0.002705352008342743,2.2240099497139454e-05,0.0006052685319446028,3.0400347532122397e-05,1.5832262579351664e-05,5.670078144248691e-06,5.584421436388709e-09,2.5418187078685156e-06,5.456382791635407e-06,2.2330472404519246e-08,2.487246248961128e-08,3.3021615536199537e-06,1.0566391228650219e-08,4.844070576837112e-06,0.4411025941371918,9.824428587990042e-07,2.8681208696923476e-08,0.21591217294335366
