,q05_spot_factorsAstro,q05_spot_factorsCR,q05_spot_factorsEndo,q05_spot_factorsL2/3 IT,q05_spot_factorsL4,q05_spot_factorsL5 IT,q05_spot_factorsL5 PT,q05_spot_factorsL6 CT,q05_spot_factorsL6 IT,q05_spot_factorsL6b,q05_spot_factorsLamp5,q05_spot_factorsMacrophage,q05_spot_factorsMeis2,q05_spot_factorsNP,q05_spot_factorsOligo,q05_spot_factorsPeri,q05_spot_factorsPvalb,q05_spot_factorsSMC,q05_spot_factorsSerpinf1,q05_spot_factorsSncg,q05_spot_factorsSst,q05_spot_factorsVLMC,q05_spot_factorsVip
L1-L6_spot_1,6.591496571672907e-07,1.694360412329843e-06,0.0005392775958171115,0.19542498663067817,1.3022071561863414e-05,3.145637947454816e-05,0.2324360318481922,2.8729885343636855e-05,0.046232400462031364,8.716760785318912e-05,3.186870544595877e-05,4.616939133228471e-08,7.471009143955598e-06,3.743150518857874e-05,1.3988075977522386e-07,0.0001977924264792819,0.00831167148426175,0.4466983690857887,5.328639122126334e-06,4.044619367959968e-06,1.0926458890025971e-05,0.08685696125030518,2.711506203922909e-06
L1-L6_spot_2,9.667971835369826e-06,1.349177973679616e-05,2.2728141857442097e-06,0.0001315349778451491,1.2547603682833142e-05,2.477338603057433e-05,0.31569113582372665,0.2233866520226002,0.0005551597656449303,0.0004134750299272128,7.839848922230886e-06,4.0261499378857485e-08,0.20416798666119576,1.8789438581734433e-05,1.8640908550082716e-07,3.4673055324674355e-06,2.0458871313167036e-05,0.027103194780647752,1.554102991576656e-05,1.2923973827128066e-05,3.981182067036571e-06,0.219605128467083,7.182723334153708e-06
L1-L6_spot_3,0.27625100761651994,7.862546368642143e-07,0.0027216918068006636,4.7635653027100494e-05,4.018037998321233e-05,0.4014677941799164,2.1586138336715523e-05,0.0009875001909676938,0.18645013347268102,4.601755722433154e-06,1.2939728776473206e-06,1.8131610968197266e-08,1.5948547297739427e-05,1.8332679246668704e-05,4.0087818931056064e-08,9.536118341202382e-07,4.484450619202107e-06,1.1003750621796371e-07,1.3381773612763935e-06,7.03406232105408e-07,5.899582816937255e-07,0.20093946233391763,5.942583470641694e-07
L1-L6_spot_4,3.456769821497119e-08,1.76063688428485e-07,1.0867894850719039e-08,0.5063085675239564,0.0015856872196309268,3.588202507671667e-05,0.3290222942829132,0.0005584052560152486,1.89791160664754e-05,0.30725825428962705,1.2591239567427694e-06,2.1832825769507735e-09,1.594979991637047e-07,1.2298279352762622e-05,1.0101817116137112e-08,6.187379764099889e-09,2.493741033049446e-06,9.630870678734026e-09,1.8168240600857644e-07,5.259452592554225e-07,3.9271195930723477e-07,6.0445660921004685e-09,4.685082444666477e-07
L1-L6_spot_5,0.0005516986886505038,0.0006081531988456846,0.0001231747475685552,0.1273648776113987,0.00014702223634230905,0.00018024997334578077,0.1304683931171894,2.856073988368735e-05,0.17367128059267997,7.884836304583588e-05,1.0490764270798537e-05,1.2068278643084796e-08,1.4721602781264666e-06,0.00010081799591716844,1.1090500629507006e-05,1.7514328902734634e-07,3.108353330389946e-05,0.5942989140748978,2.767602256881219e-06,4.406151879265963e-06,2.6581465817798746e-06,0.14183951318264007,2.2076583263697103e-06
L1-L6_spot_6,1.0416802581403316e-06,3.5144659932484498e-06,0.008834664989262818,0.0763754352927208,2.768103522612364e-05,0.0005788389593362809,0.278079953789711,9.125336910074113e-05,0.19702887311577796,2.5797305806918305e-05,0.0009559269587043673,4.987744102180614e-08,1.0689244572859026e-05,0.0017352882132399827,6.544343165160172e-08,2.432603992019722e-07,6.804679505876265e-05,4.2370113959577795e-07,0.0001354370964691043,5.4837675634189516e-05,8.14781782537466e-05,0.5113069981336593,2.321315660083201e-05
L1-L6_spot_7,0.19853978753089907,7.227635450135494e-07,6.650393302720659e-08,1.165521521215851e-05,3.7271934888849505e-05,2.590260983197368e-05,7.58038033382036e-05,0.006333116488531232,0.3171807438135147,3.9694699580650195e-06,1.9342845064329594e-06,1.5455930295615873e-07,5.405583721085351e-07,4.145439470448764e-05,1.8211096772802193e-07,2.2664790648718737e-07,1.0428923042127283e-05,0.24170972034335136,6.347676276163839e-07,7.488139175393371e-07,1.2788050298695455e-06,0.4285117730498314,6.875125308170028e-07
L1-L6_spot_8,0.08331934809684753,0.0002366383618209511,2.3695686834912523e-08,0.12380062490701675,0.0711184598505497,0.13694883286952972,0.09867380149662495,0.10591765232384205,2.471697798682726e-05,7.095862383721396e-05,3.930078173652874e-06,1.6148677772775957e-07,1.673979602401232e-06,8.43543399241753e-05,1.299847617985961e-07,2.1881628882169933e-07,1.6292665532091632e-05,0.49344124346971513,9.328159990218411e-07,2.4895501269384113e-06,1.0594745572234389e-05,1.673881007135947e-08,3.6771139320990186e-06
L1-L6_spot_9,1.2882176250172961e-07,0.004766999674029648,1.691585894150194e-05,5.3315562354328e-06,9.540587416267956e-06,2.034571125477669e-05,0.6499946266412735,0.40002766251564026,1.2954233170603404e-05,0.0962722796946764,2.6403170295452586e-06,0.00014891866885591298,7.982554336649627e-07,4.992891917936504e-05,4.8429794574644805e-08,1.229302867500337e-07,7.97556031102431e-06,1.0657649696099727e-07,1.6146584869147773e-06,2.036211787981302e-06,5.955669257673435e-06,3.7759835036510486e-09,1.194175814589471e-06
L1-L6_spot_10,0.00086445621564053,1.3039665589076322e-06,1.7111766439370513e-07,0.13096104636788367,0.00016354476829292253,0.18241628929972648,0.10143660120666027,0.10884996205568315,0.17219241708517075,3.5664956521941354e-05,2.3435099933522e-06,1.3320238334557645e-08,5.791282933387266e-06,4.422345700731967e-05,5.4372575419847637e-08,1.605126421111436e-07,1.2837258009312792e-05,0.43687695562839507,5.471534620937747e-07,1.6879401414371389e-06,1.8708748598328385e-06,4.551521133322467e-08,1.0538885362620933e-06
L1-L6_spot_11,2.3673969593573934e-07,5.865307457497693e-06,1.4169223661042452e-07,0.11586806923151016,3.0474751201836626e-05,0.028443066496402027,0.27223893404006955,0.16421296447515488,0.012175516225397587,5.056220124970423e-05,9.63484762905864e-05,2.7575132932611273e-08,0.07895738929510117,0.00012895393592771143,8.437369594105349e-08,4.323836918729285e-07,1.8666060441319132e-05,0.31315506845712665,5.837285916641122e-05,3.12425579977571e-05,1.161605541710742e-05,0.030345570482313632,5.880823027837324e-06
L1-L6_spot_12,7.2785770271366364e-06,1.4813858797424473e-06,1.4443503957295436e-07,6.336444494081661e-05,0.01970751751214266,0.00026622361183399336,4.8534038978687025e-05,0.2557944178581238,0.05556814037263394,5.3456049863598315e-05,3.393358781522693e-06,1.048985023999194e-06,0.10956529676914215,0.050321164540946484,0.11382019557058812,1.7467628481426802e-06,1.9508016885083636e-05,0.2544768288731575,2.311448349701095e-06,3.487816115921305e-06,3.863430265482748e-06,0.27587185651063917,2.8788338681806636e-06
L1-L6_spot_13,2.088496444230259e-07,6.7381644157649134e-06,1.8978204874287035e-08,0.326218855381012,1.5430746316269506e-05,2.110645136781386e-05,0.2700557440519333,0.3174434661865234,5.198364051466342e-05,0.00016549845022382215,1.5824136767150776e-06,9.83874017812525e-09,1.0104144053002528e-06,2.8927116272825514e-05,0.0006905590707901865,5.50276610056244e-07,7.5993410973751455e-06,0.24012477695941925,4.0080391414676344e-07,6.900299780454588e-07,4.219430070406815e-06,3.1563999591810446e-08,3.9039500734361354e-06
L1-L6_spot_14,1.4939987025286428e-07,8.290975188174344e-07,0.00010911674653470983,7.84727708378341e-06,8.319347398355604e-06,5.819237799187249e-06,6.86034870795993e-06,0.5225047677755356,1.3890322043152991e-05,1.083151482816902e-05,4.85789335868958e-07,3.3118292108724745e-08,8.789285828925132e-07,6.373507449097815e-06,0.14943754374980928,7.330909284064546e-07,1.3879724065191113e-06,0.3521265611052513,1.5902835315273478e-07,6.247900756761737e-07,1.9779584761181468e-07,0.1667578227818012,5.018254654487464e-07
