,q05_spot_factorsAstro,q05_spot_factorsCR,q05_spot_factorsEndo,q05_spot_factorsL2/3 IT,q05_spot_factorsL4,q05_spot_factorsL5 IT,q05_spot_factorsL5 PT,q05_spot_factorsL6 CT,q05_spot_factorsL6 IT,q05_spot_factorsL6b,q05_spot_factorsLamp5,q05_spot_factorsMacrophage,q05_spot_factorsMeis2,q05_spot_factorsNP,q05_spot_factorsOligo,q05_spot_factorsPeri,q05_spot_factorsPvalb,q05_spot_factorsSMC,q05_spot_factorsSerpinf1,q05_spot_factorsSncg,q05_spot_factorsSst,q05_spot_factorsVLMC,q05_spot_factorsVip
L1-L6_spot_1,3.166376529861736e-08,5.997794545464785e-07,1.1248389730766918e-08,1.666397207600312e-06,6.715883557717461e-07,1.6066909154233144e-06,3.6042598367203028e-06,8.380963890886051e-07,1.6004479675757467e-06,2.8532033866213167e-06,4.853257451031823e-05,8.007757568151419e-09,4.907264127496092e-07,7.333956164075061e-05,1.3547694521776066e-07,2.001419190378329e-08,1.6595181534739823e-06,1.0901418434627887e-08,4.150566638827513e-07,0.9993215888738632,1.4943621579277534e-06,1.4914835810841968e-08,4.097707073924539e-06
L1-L6_spot_2,5.378599070127166e-07,2.6204431947007835e-06,2.9516957198438833e-07,0.003539378254208714,4.09749845857732e-05,1.6211816910072233e-05,6.888702118885703e-05,6.218465205165557e-06,8.354271194548346e-05,1.590855464428387e-06,8.618540732641122e-06,1.3742243609726757e-08,1.4643716042428427e-06,3.7936489775347582e-06,4.8587965473245735e-08,2.7749089355211253e-07,3.623374595917994e-05,2.7613050157526688e-08,6.5245576479355805e-06,0.9807467818260194,1.6678175882134383e-06,1.9418588426134422e-08,3.20426479447633e-05
L1-L6_spot_3,9.190533347691599e-08,1.551943823869806e-05,9.749265617031712e-09,4.375732146399969e-06,1.2389053699735088e-05,1.3231252887635494e-05,0.002978640783112496,0.10064033530652523,3.7021921002633464e-06,3.118208053365379e-06,1.8426682004246689e-06,7.982376826198847e-09,1.6082546267170984e-06,3.315478556942253e-06,3.301445055114982e-08,9.346488694106371e-09,8.271451997643453e-06,8.706299103877768e-09,0.1259550780057907,0.7467042475938797,1.0206155252490136e-06,4.062629654910667e-09,3.9158922390925e-06
L1-L6_spot_4,8.99336973247955e-07,7.74763688582425e-07,5.9373478400459593e-08,4.3665893826982945e-06,7.513139189541107e-06,4.272070805200201e-06,4.947577076563903e-06,0.2586813807487488,6.477241140601109e-06,1.6564782299610671e-06,3.138495630992111e-05,5.828426541398813e-09,3.978449876740342e-06,5.906679120926128e-06,1.4946512427727046e-08,1.4646669033169247e-08,3.0097690569164117e-06,1.024155631412782e-08,3.3635564136602626e-06,0.7590536773204803,2.8581949891304252e-06,3.151348182406366e-09,1.4110214181073389e-06
L1-L6_spot_5,3.284387481983231e-08,1.7709851192648786e-06,3.9208298474591176e-08,1.3683159568245174e-05,6.370692631207931e-06,1.2920883409606177e-05,2.1078771533211695e-05,0.14791477397084235,1.1785582910306402e-05,3.907131508640305e-06,0.02270782757550478,1.8432525283884615e-08,3.1517879619968882e-06,0.0037152851116843523,5.627166324018164e-08,2.031185815098979e-08,6.023495825502323e-06,7.4107954883828616e-09,8.894619895727375e-05,0.8855235666036605,2.187577251788753e-06,7.254543965551363e-09,2.2443970237873145e-06
L1-L6_spot_6,2.358571720151304e-08,7.926827663595761e-07,6.927122853106483e-09,3.2845048849594613e-07,2.0114191201514586e-07,4.012206801462526e-07,1.0044891524785271e-06,2.412959467790188e-07,3.7387198119631655e-07,2.5775677130468467e-07,3.968931849840374e-07,9.791665123159987e-09,2.3257693555933654e-06,6.342540956438825e-07,4.366820558487917e-08,6.084496462221978e-09,0.0017916877346578985,2.3147092020892046e-09,3.4732416679617023e-06,1.086582785844803,6.840093476512268e-07,2.6702319910754115e-09,1.950814088047537e-07
L1-L6_spot_7,1.5615503414778687e-07,5.531208375941788e-06,5.632634923813385e-07,2.0585464881150983e-05,1.1339350476191611e-05,2.4201373889809474e-05,2.237485268778983e-05,0.21496975272893903,6.591361852770206e-05,0.006569497752934694,6.642192033723404e-06,2.6266243580153065e-08,3.22398469734253e-06,1.6112339289975355e-05,2.172328130711776e-07,4.400403970095113e-08,5.238040785116027e-06,1.05180511855707e-08,7.160811219364405e-06,0.8599642783403396,3.951727057938115e-06,4.89659509383955e-08,2.3716431883258344e-06
L1-L6_spot_8,5.54866980451152e-07,4.735347533824098e-06,7.551129099780952e-09,1.319042002023707e-06,2.346112023587921e-06,1.1004817815774004e-05,1.3581005532614656e-05,4.832816307498434e-06,8.416935861532694e-06,0.0020325665711425247,3.1487582987210774e-06,1.6144722359001664e-08,8.9155979003408e-05,8.847509252518647e-06,3.413574077626436e-07,7.271740476433309e-09,1.155834765995678e-05,1.6402697511352927e-08,1.1684735454764452e-05,0.9881529092788697,0.063878458365798,2.284969022881001e-08,1.8834927629995946e-06
L1-L6_spot_9,8.80813189496621e-08,6.04728138569044e-06,1.784516454605978e-08,1.7445230298562821e-06,3.87820509786252e-06,2.162727796530817e-05,6.987459664742346e-06,0.241398686170578,2.6813672320713522e-05,0.0399703785777092,1.6478679640385963e-06,1.0117172966062071e-08,1.4822090520283383e-06,1.5506413092225557e-05,1.2824184594251165e-07,1.082769665039507e-08,8.438580289293896e-06,7.600325147016918e-09,8.172862322908259e-07,0.673820984363556,3.4969717376043263e-06,8.6628819229162e-09,1.8664698075099296e-06
L1-L6_spot_10,3.558184957341837e-07,1.5765717137128376e-06,4.743474253388058e-08,1.4403752572889061e-06,1.1481736692076082e-06,7.582870421174448e-06,4.886516649094119e-06,0.26334636807441714,7.533917641922017e-06,0.04312386717647314,2.7340136057318887e-06,7.081152264554191e-09,1.1086364850143584e-06,7.501685172428553e-06,2.8965401455138818e-08,1.9008837082168383e-08,3.9745511821820406e-05,2.145719566470916e-08,4.478413279684901e-06,0.6525449842214585,2.264510999339109e-06,6.185514811463122e-09,9.081933512788965e-07
