,q05_spot_factorsAstro,q05_spot_factorsCR,q05_spot_factorsEndo,q05_spot_factorsL2/3 IT,q05_spot_factorsL4,q05_spot_factorsL5 IT,q05_spot_factorsL5 PT,q05_spot_factorsL6 CT,q05_spot_factorsL6 IT,q05_spot_factorsL6b,q05_spot_factorsLamp5,q05_spot_factorsMacrophage,q05_spot_factorsMeis2,q05_spot_factorsNP,q05_spot_factorsOligo,q05_spot_factorsPeri,q05_spot_factorsPvalb,q05_spot_factorsSMC,q05_spot_factorsSerpinf1,q05_spot_factorsSncg,q05_spot_factorsSst,q05_spot_factorsVLMC,q05_spot_factorsVip
L2/3_spot_1,0.33331825733184817,0.1414999522268772,1.157440063792592e-07,0.1411250077188015,2.5442522655794164e-05,6.46208594844211e-05,0.03818915002048016,5.183364937693114e-05,0.0001230089503224008,6.148421580292052e-05,0.1542375110089779,1.1374555919374532e-08,1.0237660490020062e-06,4.53827099136106e-06,9.938104135187587e-08,3.652948059595929e-08,4.5292078721104186e-05,1.3404536325367644e-08,1.0906561055890051e-05,0.19637643173336983,5.758290967605718e-06,2.013172011317011e-08,5.212743035372114e-05
L2/3_spot_2,0.06825616247951985,0.12939061149954798,1.4248919910642146e-07,0.12268125973641872,0.0024174397811293604,7.795995225023944e-05,0.00019293299992568792,0.00024752309400355443,4.17129005654715e-05,0.013097976846620441,0.00036147275677649303,2.5205093656666123e-08,1.274711739824852e-05,2.115194847647217e-05,1.772163528812598e-07,4.3868174515182547e-08,0.35388655215501785,5.149470911902654e-08,2.5964176893467082e-05,4.0707173138798676e-05,1.2869071861132398e-05,3.476226773102553e-08,0.30556259751319886
L2/3_spot_3,2.3087368461460755e-08,1.2303056473683683e-05,4.53795692010317e-06,2.673763091820547e-07,3.8844697627382627e-07,1.5610046730785145e-07,4.2160899624832384e-07,3.6821004840703607e-07,4.4891905872646024e-07,4.664657879516199e-07,3.578539633508626e-07,1.066952792783127e-08,2.1927870932358937e-07,1.788296614790852e-07,9.155057902887622e-08,8.14264491388883e-09,4.2917714893064845e-07,3.08387065883764e-09,1.7789415451829885e-07,1.2141564905643463,8.398743972293232e-07,8.056422622360061e-08,1.6434281576493962e-06
L2/3_spot_4,3.2255542379289184e-07,0.09166553206741809,1.5740005210318486e-07,0.3057322844862938,0.07143522314727306,2.2940331382415026e-05,3.817533706751419e-05,2.3680293634242847e-05,7.74153435486369e-05,2.404969582130434e-05,1.8166029894928213e-05,1.39617388317248e-08,3.138163719995646e-06,7.213535718619824e-06,3.267942219054021e-07,5.790813759176672e-07,0.14092565476894378,1.5072105128410842e-07,3.1351178313343554e-05,0.26193266957998274,6.972227379264951e-06,2.7869138286007458e-08,0.2542695924639702
L2/3_spot_5,0.011604236718267201,7.386213724203117e-06,9.045111504235594e-08,0.2611049175262451,0.00017201418595504946,3.68439665180631e-05,2.541074109103647e-05,1.9626233006420078e-05,2.3949354999786014e-05,1.4910490199326888e-05,1.9247055843152338e-05,1.121755439648098e-08,3.213963009329746e-05,4.307991798668809e-06,6.749131387095987e-08,4.576323533456162e-08,0.23525982946157453,1.7696285059543025e-08,1.0274768010276603e-05,0.1879334583878517,1.9497847370075762e-05,1.5619698645608085e-08,0.4526251912117004
L2/3_spot_6,2.0243846350354032e-07,0.19443054273724555,1.0289864640355973e-07,0.4261993288993835,0.00012500793964136394,3.0211724151740785e-05,3.332247197249672e-05,1.6511539615748916e-05,1.5025858647277347e-05,2.1731192828156053e-05,0.2893781140446663,3.3319273029519535e-08,1.710667256702436e-05,3.434370364630013e-06,5.995787688561904e-08,4.158669657527981e-08,0.007464937516488135,2.5526005131837338e-08,1.434063951819553e-05,0.20661441013216975,1.1509466503412114e-05,1.1741737671044916e-08,5.893634315725649e-05
L2/3_spot_7,0.11091544963419438,3.964219331464847e-06,7.49781570164032e-08,5.07444143295288e-05,9.766234870767221e-05,5.412496057033423e-06,4.184055819678179e-06,4.458593457457027e-06,2.8639347419812114e-06,6.884965114295483e-06,0.37784889936447147,1.1595253202045798e-08,9.155636405466794e-07,6.80964149069041e-06,1.0004217791959038e-07,4.367574728547652e-08,0.24297384917736053,1.3142237653696041e-08,3.998870204213745e-06,5.793673426524037e-06,0.050200681947171685,3.7594996626921787e-08,0.23571085259318353
L2/3_spot_8,1.5654958858135616e-07,1.3077577204967384e-05,1.2708882053402705e-07,0.6135773420333862,4.012974568468053e-06,9.928889767252258e-06,1.3531127160604229e-05,3.593738128984114e-05,1.1221353770451969e-05,2.5413136427232533e-05,0.18037629052996634,3.1359270380448835e-08,9.719497211335693e-05,1.2557857735373547e-05,6.904517067596317e-06,3.61536787067962e-06,1.839103615566273e-05,2.7349898914508234e-07,0.0274248156696558,0.0038253192789852617,3.095683689480211e-06,6.99977700691079e-08,0.3230058014392853
L2/3_spot_9,2.8888222214362716e-08,9.316560044680956e-06,1.6217200560220137e-08,0.2555341973900795,1.8289709998953186e-06,8.84708842932014e-06,6.365781564454665e-06,1.2475035828174442e-05,3.081609502260107e-05,1.8152913980884477e-05,0.5950770229101181,6.009978115173454e-09,2.9493643154410166e-07,1.0862349768103741e-06,2.4268449116959805e-08,1.3475396398732187e-08,9.94998476926412e-06,9.712447956999881e-09,0.027550917956978085,0.14763351455330848,4.691837170867075e-06,5.912761591453376e-09,2.7757527050198405e-06
L2/3_spot_10,0.148739043623209,0.12140283994376659,5.430257807859107e-08,0.09451391696929931,7.13619312591618e-05,3.353986903675832e-05,2.0307194063207138e-05,3.090881500611431e-05,0.00014972895587561652,1.998150455619907e-05,0.20542358160018923,2.1810051897830368e-08,0.007079655048437416,6.3613430484110726e-06,1.1636545345083961e-07,9.380402694603164e-08,0.14675347208976747,9.858809058016504e-08,1.5718116173957242e-05,0.11130671501159668,9.010842723000678e-06,1.6533337188207042e-07,0.16234537139534952
