	B	CCL5.CD8T	CCR7.CD8T	CD14.Mono	CD4T	DC	FCGR3A.Mono	NK	Platelet
priorregion1_spot_1	0.06243708	0.07121387	0.17895976	0.1359345	8.0487835e-06	0.2791599	0.079589106	0.1922287	0.00046890092
priorregion1_spot_2	0.08211376	0.14679883	0.10741232	0.14986762	0.10327488	0.18603592	0.08302999	0.14146654	6.391802e-08
priorregion1_spot_3	0.10314291	0.07702165	0.16713294	0.10178108	0.07297374	0.21080367	0.070192054	0.19695193	5.5722737e-08
priorregion1_spot_4	0.033137158	0.14908542	0.13863425	0.10709949	0.1944316	0.1794584	0.08015845	0.117995165	6.161709e-08
priorregion1_spot_5	4.7056305e-06	0.046576895	0.33142266	0.020708907	0.40667263	0.13259476	0.03463712	0.027382305	2.504086e-08
priorregion1_spot_6	0.065819316	0.13405406	0.17686032	0.0667144	0.15828696	0.15055566	0.0731822	0.17430447	0.00022265922
priorregion1_spot_7	0.08465351	0.14280227	0.15735462	0.10511024	0.19360797	0.13024867	0.04048298	0.14564061	9.90418e-05
priorregion1_spot_8	0.017622376	0.122706294	0.101750314	0.22922285	2.8630877e-06	0.18587293	0.04259093	0.3001638	6.7699584e-05
priorregion1_spot_9	1.2151171e-06	0.35867003	0.021366458	0.019507593	1.3700022e-05	0.074616104	0.031528592	0.49429628	3.4902797e-08
priorregion1_spot_10	0.068992324	0.13512541	0.22819279	0.19336013	0.052200098	0.15845107	0.07201238	0.09134952	0.00031618087
priorregion1_spot_11	0.059611738	0.020347085	0.01256648	0.08060424	0.013257108	0.72970307	0.05173363	0.022137806	0.010038867
priorregion1_spot_12	0.06812876	0.16530615	0.16727194	0.15476511	0.18157364	0.110794395	0.041153233	0.110802926	0.00020389857
priorregion1_spot_13	0.004879513	0.012728581	0.21219145	0.13077746	0.13958813	0.25180033	0.023174906	0.22408336	0.0007762455
priorregion1_spot_14	0.17241207	0.09260665	0.17394884	0.060472813	0.06264994	0.21967746	0.12165782	0.09657366	6.3949665e-07
priorregion1_spot_15	1.1717186e-06	7.0088583e-07	2.6215454e-07	0.56260294	4.7800233e-07	0.27046758	0.103540905	0.063385665	3.1362183e-07
priorregion1_spot_16	0.042283356	0.071539894	0.18991204	0.13024877	1.0740445e-05	0.25455642	0.055626698	0.2548291	0.0009930341
priorregion1_spot_17	0.038519002	0.13574098	0.10334098	0.24334818	0.09897066	0.14217435	0.10747667	0.13042913	4.5029132e-08
priorregion1_spot_18	0.03117237	0.084066495	0.18487827	0.16577463	0.22034754	0.19431607	0.031474594	0.087930754	3.9298753e-05
priorregion1_spot_19	0.068608135	0.12819138	0.0039665825	0.18005466	0.16481984	0.19697993	0.06485862	0.19252078	5.9829894e-08
priorregion1_spot_20	0.080674805	0.2041819	0.09673536	0.052821122	3.1668578e-06	0.12276596	0.08175714	0.36106056	1.4090698e-08
