,q05_spot_factorsAstro,q05_spot_factorsEndo,q05_spot_factorsL2/3 IT,q05_spot_factorsL4,q05_spot_factorsL5 IT,q05_spot_factorsL5 PT,q05_spot_factorsL6 CT,q05_spot_factorsL6 IT,q05_spot_factorsL6b,q05_spot_factorsLamp5,q05_spot_factorsMacrophage,q05_spot_factorsNP,q05_spot_factorsOligo,q05_spot_factorsPvalb,q05_spot_factorsSncg,q05_spot_factorsSst,q05_spot_factorsVLMC,q05_spot_factorsVip
priorregion1_spot_1,1.7582216997880102e-07,3.888737065693704e-09,2.3654582491872135e-06,1.9790679574012757,9.967205551220106e-06,5.934367118243245e-06,9.162025833120424e-07,2.747980295225716e-06,6.230766018688884e-07,1.248613557436329e-07,1.3303374679640712e-09,4.608364221780903e-07,9.898611441627737e-09,1.6423288258238246e-07,7.401794661632268e-08,9.683164456930627e-08,4.302972911318648e-08,4.06671153641014e-08
priorregion1_spot_2,2.017397935105692e-06,1.4304464599490532e-07,1.4531204078593873e-05,1.1773625791072846,5.1495108164090193e-05,1.2413877857397893e-05,8.530759669156397e-06,8.762018660490867e-06,1.6995401892927475e-06,2.5382970818554896e-07,3.567770665569015e-08,4.558138925858657e-06,3.5416115861153226e-05,9.242267196896137e-07,3.5890355860601635e-07,3.0032293238946297e-07,0.18308916836977004,2.0281288541923457e-07
priorregion1_spot_3,9.599449776942493e-06,2.2126313638182183e-06,0.0006735937087796628,1.0417296767234803,0.00048311168648069726,0.02892917739227414,0.0008283241069875658,0.06380940750241279,3.325330108054914e-05,2.9989148401909918e-06,1.9280866297322065e-06,6.265868541959208e-05,2.2958171612685875e-07,8.233803555413033e-06,2.3925094978949348e-06,1.2881169027423313e-06,0.18977824077010155,3.038892472773114e-07
priorregion1_spot_4,0.010099406214430928,3.873207745641594e-07,9.928544313879683e-05,1.7613184511661528,0.00013935682945884765,1.0232509976049188e-05,2.3139120185078354e-05,0.00010439695070090238,5.6546549558333945e-06,7.888480695328326e-07,3.2759686860117655e-06,7.214662291517017e-05,0.001071046682773158,4.93136394652538e-06,8.594864880251408e-07,7.589568355115262e-07,0.3986290872097015,4.490387837563503e-07
priorregion1_spot_5,3.1429540854333026e-07,0.0011815796140581371,3.960217654821463e-05,1.111775106191635,6.259930269152392e-05,7.631447442690843e-06,7.365550641225128e-06,0.0016817077994346619,2.1456699778354958e-05,7.163478983329696e-07,1.1493127827222339e-08,8.32173627713928e-06,3.5482856048929533e-07,6.030313693372592e-06,7.95904927031188e-07,5.663440134640042e-07,0.13829177841544152,2.889796675731305e-07
priorregion1_spot_6,6.919041743458366e-06,0.0005060758790932596,0.0005697732151020319,1.7540775537490845,0.04356891438364983,4.824878378713038e-05,5.0755075972119815e-05,0.00018863083605538122,1.728682191242115e-05,9.171830612331178e-07,3.371665524554147e-08,4.1282136771769734e-05,2.2293524921224164e-06,4.054588907820289e-06,3.609529912296239e-07,4.185125604294626e-07,0.1878048710525036,2.491263032311508e-07
priorregion1_spot_7,1.770434764125639e-07,8.054415312486184e-09,2.1283358000800946e-05,1.468728095293045,6.436063558794558e-05,9.46209561334399e-06,2.3884484289737887e-05,1.199292723867984e-05,3.7317546912163386e-06,1.5208795716148417e-07,7.005177238283977e-09,3.4974717095792585e-06,1.7553730469188625e-08,4.270927277616466e-07,1.6103950599699602e-07,1.0844875589555158e-06,1.126904729531475e-08,1.2604062504806282e-07
priorregion1_spot_8,5.128198914405857e-08,3.469095688046764e-07,0.00017796437969082036,1.2234031915664672,6.972655392019079e-05,1.6048800989665325e-05,4.792899221683912e-06,4.019080915895756e-05,3.2002611646930744e-06,7.552883488415319e-07,5.03290493725217e-09,6.228367510630051e-06,1.7746034153276468e-08,5.96486262338658e-07,3.9901241990492057e-07,2.1955209774660037e-07,1.5869599501172617e-08,1.5852721659825873e-07
priorregion1_spot_9,0.0037888678023591635,9.352325136546825e-08,0.08987198807299136,1.9498606085777281,0.021798016224056485,0.0005713221878977493,3.862131288769888e-05,0.001395364128984511,3.4527542084106244e-05,2.562544500506192e-06,2.714713076557018e-07,3.659846079244744e-05,1.533531468567162e-06,0.00010486646788194775,3.356052343406191e-06,1.128941216848034e-05,0.1302318289875984,1.66729017223588e-06
priorregion1_spot_10,2.6011252657553997e-06,3.103029744266906e-08,3.6114613294557786e-06,1.053682577610016,4.004704419457994e-06,3.3117262091764133e-06,7.789223957388458e-07,2.3220011598823475e-06,2.3488855163122935e-07,9.60774567460021e-08,2.7208589492566663e-09,9.876594276647667e-07,1.707995274102814e-08,1.6650880425572727e-07,3.711395901717651e-08,3.725889179406749e-08,0.16870069950819014,1.0137161581269539e-07
priorregion1_spot_11,1.3722033500584988e-07,1.4235954370889206e-08,1.4000183909956833e-05,2.2215781211853027,2.7723573839466554e-05,5.820616138407786e-06,3.825792214229295e-06,5.549479828914628e-06,2.1012901584072096e-06,2.9984473286504e-07,2.6248108131454728e-08,2.012081347402273e-06,1.4050977688384593e-05,2.5024750129887255e-07,6.741693454159759e-07,1.4544913753411493e-07,1.3600902004640148e-08,4.785315823596649e-07
priorregion1_spot_12,5.082399866296328e-07,2.3012398244759425e-07,0.051936693489551544,1.2577314496040344,0.07304500862956048,0.00047722819290356715,0.02227279143407941,0.0005674987100064754,0.00012335047067608685,1.329066816424529e-06,3.19549536698105e-07,0.0026074348483234645,0.0016084460075944662,2.157355274903239e-05,1.4069093822399737e-06,1.0522562376991118e-06,0.12477568946778773,1.77023375869112e-07
priorregion1_spot_13,1.9602546643682218e-07,1.0157220708961746e-08,0.000970642690663226,1.9726796567440033,1.7488906723883702e-05,2.5316356754956358e-06,5.8680603387983875e-06,5.2224136561562785e-05,2.3511091740147094e-06,2.1199224136125856e-07,4.739739489778572e-09,0.0025842741364613176,4.0954027724637854e-08,7.286718016530358e-07,2.2393928276187582e-07,5.052681103734359e-07,5.5501845963590315e-08,2.2832105628367574e-07
priorregion1_spot_14,7.056575981323476e-08,2.4217794081238254e-08,0.023778752982616426,0.6094712138175964,0.052688267827034,4.4732326205121364e-05,1.2024616944472655e-05,9.78298299742164e-05,1.050129453687987e-05,5.516725224197217e-07,7.508711874493201e-09,1.3413422675512266e-05,2.1026431173964964e-08,2.519658414712467e-06,1.145153612469585e-06,6.156889469366433e-07,3.567465185483343e-08,3.673774486401271e-07
priorregion1_spot_15,1.540918198372765e-07,8.517182692457937e-09,1.0652600053617789e-06,0.8915195584297181,2.049284705663013e-06,8.296406861063588e-07,1.9143775347174597e-07,1.1751469344289946e-06,1.9420801180558556e-07,1.9324278888177564e-08,3.44401933638494e-09,5.23102647775886e-07,2.827740708255533e-09,7.561679673528943e-08,1.8976718685337357e-08,2.7532330459933978e-08,2.420755096377292e-09,5.25418116126275e-08
