	B.Cell6	CD1C1	CD1C3	CLEC9A3	CLEC9A9	Epithelial0	Epithelial4	Epithelial5	LC1	MDSC7	Mac1	NK2	PDC8	Tcell2
priorregion1_spot_1	0.020168927	8.5833626e-08	0.22889957	0.7509298	7.790823e-08	6.281137e-08	5.3032277e-08	7.727615e-08	1.1244865e-07	7.462363e-08	7.1205235e-08	1.434736e-07	7.926244e-08	8.1290403e-07
priorregion1_spot_2	0.089018896	1.6598786e-06	0.038714167	0.4397839	0.004307496	7.2534036e-08	1.4549344e-07	1.0605206e-07	5.158744e-07	6.517421e-07	7.820424e-07	0.39131084	2.622539e-07	0.036860455
priorregion1_spot_3	0.0130768465	0.009813481	0.00013512048	0.46313336	0.009724848	9.990562e-08	1.9851198e-07	1.6637985e-07	9.865097e-07	5.4819816e-07	6.88377e-07	0.3339537	0.003645523	0.16651444
priorregion1_spot_4	0.6063053	2.2945957e-07	2.6334175e-07	1.5413072e-07	1.816487e-07	4.678134e-08	7.993584e-08	6.313286e-08	1.8562604e-07	1.1808955e-06	2.9762683e-07	0.34735703	8.940372e-07	0.046334095
priorregion1_spot_5	0.0994627	5.3607623e-06	9.283342e-06	0.44435805	8.005996e-07	2.9782737e-07	3.0061761e-07	2.251033e-07	8.8647687e-07	9.560506e-07	8.040755e-07	0.36449948	3.7026774e-07	0.0916606
priorregion1_spot_6	0.11617981	1.1078113e-06	3.9323382e-07	3.633121e-07	6.259804e-07	3.6904046e-07	4.124294e-07	2.9328794e-07	6.248425e-07	7.763506e-07	6.230966e-07	0.8837383	9.452448e-07	7.538581e-05
priorregion1_spot_7	0.5318585	3.6087695e-07	4.2209726e-07	9.4479395e-07	9.197603e-07	6.406381e-08	8.5079726e-08	7.036635e-08	2.7502662e-07	0.011373597	2.7668128e-07	0.39731333	0.015606388	0.04384471
priorregion1_spot_8	0.2510597	4.462846e-06	0.018070413	0.52389497	4.4244658e-07	3.0545743e-07	1.7991579e-07	3.8098216e-07	0.0038782181	6.3808676e-07	5.624351e-07	0.16440111	0.0030560591	0.035632525
priorregion1_spot_9	0.018992923	4.9398923e-06	1.2493219e-05	0.7790094	8.693351e-07	1.78067e-07	2.3302965e-07	2.164686e-07	5.717728e-07	2.8397358e-06	1.4559953e-06	0.20052068	5.002628e-07	0.0014527082
priorregion1_spot_10	0.33199623	6.5334564e-07	0.0405408	0.6237091	6.65074e-07	6.2239714e-08	1.3560262e-07	1.356629e-07	3.9881434e-07	5.4377875e-07	2.78536e-07	4.7593772e-07	0.0037444162	6.0558405e-06
priorregion1_spot_11	0.38430247	2.3221348e-06	0.062563166	0.49883857	0.012125777	0.0089185815	6.616054e-06	2.2387214e-07	4.5097866e-07	8.179729e-07	1.1640441e-06	7.750521e-07	2.4019598e-06	0.033236634
priorregion1_spot_12	0.07818601	2.7693213e-07	0.34878674	0.5440921	6.106693e-06	1.0764953e-07	1.033994e-07	1.3505978e-07	7.9965486e-07	1.4986408e-07	1.581493e-07	0.008126406	0.000196628	0.02060426
priorregion1_spot_13	0.59257233	1.4097074e-06	5.230473e-07	6.4383794e-06	2.6843435e-07	2.2135265e-07	4.4211905e-07	2.9010866e-07	5.484557e-07	4.0255845e-06	0.03272269	0.21720833	0.003385043	0.15409745
priorregion1_spot_14	0.25789008	6.464253e-07	2.4985795e-05	0.472121	3.2660165e-07	1.8458947e-07	1.7140272e-07	1.8267001e-07	5.386162e-07	2.1725182e-06	0.017700309	0.22164635	0.005024859	0.02558823
priorregion1_spot_15	0.15070042	6.191095e-07	0.0015137291	0.6072401	9.055901e-07	8.834709e-08	1.2904275e-07	1.1156632e-07	3.3375463e-07	3.0175542e-07	4.705309e-07	0.23990032	4.2563798e-07	0.00064204447
priorregion1_spot_16	0.77738345	1.3431364e-06	6.9745334e-07	5.6341395e-07	0.010610814	3.10163e-07	1.177173e-06	4.3342044e-07	1.3260387e-06	7.8401627e-07	9.753526e-07	0.092614695	0.033931352	0.08545208
priorregion1_spot_17	0.05378712	2.599386e-07	0.11649198	0.68910277	1.570897e-06	1.005134e-07	7.550427e-08	9.4710444e-08	4.3240684e-07	7.992798e-07	3.3305736e-07	0.1380769	0.0015329899	0.0010046022
priorregion1_spot_18	0.10789042	8.1213676e-07	0.5138721	0.36370397	2.0225648e-06	3.8197673e-08	8.026987e-08	6.617335e-08	6.652909e-07	0.0062239035	8.758816e-07	1.5851916e-07	9.128214e-08	0.008304839
priorregion1_spot_19	7.7461306e-07	1.7602605e-07	0.04526304	0.53947574	1.7580092e-07	9.1154874e-08	1.6815348e-07	1.16662854e-07	2.3476247e-07	2.0671075e-07	1.7882651e-07	0.41505563	1.6024589e-07	0.00020325718
priorregion1_spot_20	0.26337865	2.709244e-07	3.719548e-07	3.094369e-06	2.3014488e-07	1.0182915e-07	1.6755797e-07	1.3146966e-07	4.877615e-07	6.9561935e-07	2.3338859e-07	0.54472953	3.6984812e-07	0.19188571
priorregion1_spot_21	0.03461658	4.065106e-07	5.607445e-05	0.51719034	8.393186e-07	9.993098e-08	1.5551576e-07	1.3075066e-07	3.7188144e-07	1.1462226e-06	4.3695536e-07	0.4051605	3.3663343e-07	0.042972557
priorregion1_spot_22	0.32480493	0.004706554	0.15818727	0.44048363	0.0104917865	0.0028064137	0.011975784	0.0021139327	3.7446543e-07	3.847984e-07	9.161479e-07	0.044424772	5.2863356e-07	2.7482326e-06
priorregion1_spot_23	0.0919911	6.8382484e-08	0.18227023	0.7257374	1.970975e-07	4.0466553e-08	3.341017e-08	3.5714248e-08	1.1950895e-07	9.013762e-08	4.8919823e-08	1.15898175e-07	1.2929196e-07	3.2031807e-07
priorregion1_spot_24	0.09125945	2.2937205e-07	0.110366814	0.5324888	3.544812e-07	3.6570473e-08	5.1914416e-08	4.376473e-08	2.1062338e-07	2.8387345e-07	1.2144395e-07	0.2658793	6.3794647e-07	3.576203e-06
priorregion1_spot_25	0.30529955	1.0681244e-06	0.15203883	0.2851744	0.012753744	1.2157489e-07	1.2232465e-07	1.9640254e-07	9.632586e-07	5.2615457e-07	5.342859e-07	0.24388258	0.00037338331	0.0004740083
priorregion1_spot_26	0.42808965	0.086835526	1.0044452e-06	0.0117596965	1.9101228e-06	8.195272e-07	1.5558918e-07	1.5069267e-07	1.2564528e-06	0.020911003	7.949086e-06	0.21685289	6.5342e-07	0.23553735
priorregion1_spot_27	0.10119929	6.5412075e-07	0.062127437	0.70339626	2.3703353e-06	6.3977446e-08	8.229533e-08	8.361352e-08	3.1701092e-07	0.020774197	6.5905783e-07	0.09239846	0.0031226373	0.01697747
priorregion1_spot_28	0.05078668	3.0101114e-07	0.2370152	0.45212513	3.0049003e-07	3.5783668e-08	6.553579e-08	6.3723334e-08	2.1347446e-07	1.4698612e-07	1.8568139e-07	0.2600628	1.4419007e-07	8.83544e-06
priorregion1_spot_29	0.45195574	0.022404851	1.8264817e-06	0.1861146	0.022793427	1.6766519e-07	1.8239503e-07	1.5513325e-07	5.1018463e-07	0.010632735	1.1637985e-06	0.12064531	1.3174098e-06	0.18544795
priorregion1_spot_30	0.08991361	2.5306047e-06	5.6322373e-05	0.30102143	1.2813415e-06	8.9281606e-08	1.4294773e-07	9.999277e-08	5.3314807e-07	8.4147706e-07	0.01001595	0.49479768	0.008874751	0.09531479
priorregion1_spot_31	2.43288e-06	2.731443e-07	0.25826997	0.5585338	2.4437106e-06	1.3879587e-06	1.6009706e-07	1.8046615e-07	3.7581262e-07	2.0576788e-07	1.8910758e-07	0.15742555	1.2585076e-07	0.025762893
priorregion1_spot_32	0.27499393	2.9174709e-07	5.6871522e-05	0.57968205	4.811251e-07	7.8774164e-08	1.774892e-07	1.3887143e-07	2.6099107e-07	2.3215091e-07	2.0268237e-07	0.14111443	0.004139641	1.1255856e-05
priorregion1_spot_33	0.018688235	1.6532846e-07	0.34582666	0.631577	9.746661e-06	1.7153855e-08	2.7057174e-08	2.5094327e-08	2.6469573e-07	9.3976826e-07	1.0742799e-07	6.6858455e-08	0.0038962404	4.5831393e-07
priorregion1_spot_34	0.27515268	1.3029157e-06	1.3190815e-06	8.075081e-06	3.0026456e-06	1.7005166e-07	1.9414227e-07	2.0982783e-07	6.4198684e-07	4.753728e-06	9.724457e-07	0.5281856	1.1121911e-06	0.19663996
priorregion1_spot_35	0.03533373	1.4955594e-07	0.23399028	0.69420284	3.4803818e-06	0.0050469823	0.0015638273	3.3542625e-07	2.1613077e-07	1.2847636e-07	9.556012e-08	0.029850276	1.4039784e-07	7.670399e-06
priorregion1_spot_36	0.08467982	1.3390876e-07	0.21588424	0.6673979	4.641615e-07	5.0898276e-08	6.229557e-08	6.0409185e-08	2.6669193e-07	1.1400951e-07	7.999671e-08	0.009448105	2.6634348e-07	0.022588445
priorregion1_spot_37	0.16514301	2.1241789e-07	3.4255214e-07	3.9881604e-07	4.3435725e-07	1.3918839e-07	7.9701977e-07	1.8666935e-07	1.8685583e-07	2.3117434e-07	1.5303426e-07	0.45701078	0.0054403674	0.37240273
priorregion1_spot_38	0.2833193	2.0469432e-05	5.4093514e-05	0.47041193	2.0633543e-06	1.0551604e-06	1.2377336e-06	2.8851656e-07	7.7875575e-07	7.4497774e-07	0.013910053	0.13832358	4.7455424e-06	0.093949676
priorregion1_spot_39	0.3091822	0.006003698	2.8320994e-07	3.209561e-07	1.2947739e-06	8.95125e-08	1.3493005e-07	1.04963945e-07	4.4600665e-07	1.7990551e-06	1.2137765e-06	0.5134209	0.00665902	0.16472846
priorregion1_spot_40	0.046632554	5.903514e-07	4.3244128e-07	3.6450498e-07	4.4812808e-07	1.8800726e-07	3.311058e-07	3.3215545e-07	4.1839107e-07	8.9438663e-07	2.4971446e-06	0.89427835	1.335807e-06	0.059081204
priorregion1_spot_41	0.0282868	2.862798e-07	0.10372702	0.6014785	1.3405064e-06	1.10698366e-07	2.4550704e-07	1.3359328e-07	3.275887e-07	2.3644962e-07	1.9174946e-07	0.1684214	2.0347123e-07	0.09808306
priorregion1_spot_42	0.21541752	2.4653474e-07	2.453382e-06	0.5156322	1.0942061e-07	1.3935258e-07	1.7062001e-07	9.9138944e-08	2.0243584e-07	1.1147886e-06	3.3083165e-07	0.2672858	0.0016398868	1.9842051e-05
priorregion1_spot_43	0.25613767	3.035118e-07	0.017707203	0.6865017	7.1729187e-07	5.9755145e-08	1.3568307e-07	1.0352724e-07	3.1398545e-07	3.1548436e-07	1.3928707e-07	0.038663555	7.3020686e-07	0.0009869696
priorregion1_spot_44	0.72654754	0.001618298	3.6467324e-07	3.4746126e-06	3.2376488e-07	5.4284544e-07	0.020612953	2.1191718e-06	0.0035759	0.006787708	0.03674933	0.1338344	0.02177528	0.048491918
priorregion1_spot_45	0.28986204	4.0884598e-07	4.4425906e-07	3.1975117e-07	4.2782145e-07	1.0718909e-07	1.5057797e-07	1.1236242e-07	1.9552597e-06	3.1638183e-07	2.467768e-07	0.70831126	4.840315e-07	0.0018217799
priorregion1_spot_46	1.7824492e-07	2.277348e-07	0.0058778543	0.77628684	1.2763998e-07	6.489819e-08	8.328434e-08	1.3356141e-07	4.184594e-07	1.4028797e-07	2.3502427e-07	0.2178195	1.1453582e-07	1.4309388e-05
priorregion1_spot_47	0.026664844	3.211936e-07	0.0009185843	0.814925	0.0050698654	1.481917e-07	2.7349267e-07	1.2035198e-07	5.3708465e-07	2.0990983e-07	2.1942382e-07	0.13933913	4.800772e-07	0.013080267
priorregion1_spot_48	2.2958905e-07	0.0020518345	0.057858273	0.82480884	0.0001990853	5.993578e-08	8.464668e-08	6.251675e-08	3.529079e-07	6.4247126e-07	1.0477452e-05	0.115069665	1.7976045e-07	2.2420035e-07
