	Astrocyte0	Ependymal10	Immune1	Immune8	Neurons4	Neurons5	Neurons7	Oligos3	Oligos6	Vascular11	Vascular2	Vascular9
priorregion1_spot_1	7.2028837e-07	2.6479623e-07	0.23137578	5.681833e-07	0.29547492	0.34347692	0.12916864	1.0815634e-07	0.00050133007	1.1793288e-07	1.924875e-07	4.048992e-07
priorregion1_spot_2	0.0004108049	0.0076647773	0.0043137805	1.5999609e-07	0.22596815	0.43395638	0.033142883	0.0009994365	0.00606148	7.632507e-05	0.2668546	0.020551218
priorregion1_spot_3	4.1934828e-07	5.4498344e-07	6.479635e-08	3.6729833e-08	0.57941014	0.41605875	2.6532014e-06	0.00452607	9.3629774e-07	7.4126255e-08	2.5955177e-07	7.751491e-08
priorregion1_spot_4	1.1565769e-05	2.6279662e-07	0.1685985	6.793036e-07	0.12083619	0.3254748	0.20104642	1.2150228e-07	1.0512929e-06	7.334763e-08	0.1840303	1.1886418e-07
priorregion1_spot_5	2.819699e-06	1.8991743e-07	1.0646659e-07	8.205792e-08	0.0917584	0.3662837	0.16083774	0.0030023577	0.014562696	1.0159823e-07	0.36355165	2.3028872e-07
priorregion1_spot_6	4.1325345e-07	8.5095564e-07	0.1336749	1.2031956e-06	8.109504e-06	0.19388622	0.1559241	3.4097235e-07	5.7258912e-06	2.9499554e-06	0.51649106	4.130684e-06
priorregion1_spot_7	5.7209496e-07	0.032138202	1.4521827e-06	0.0056979572	2.4559101e-06	0.8848598	0.07729833	2.8028546e-07	6.7137347e-07	5.425644e-08	1.2168749e-07	5.5950647e-08
priorregion1_spot_8	1.9976397e-07	5.140899e-07	7.4474556e-08	4.5884594e-08	0.6822283	0.31772116	3.9453835e-06	1.8276808e-07	3.6910825e-07	4.467138e-08	4.4983317e-05	6.444344e-08
priorregion1_spot_9	7.166413e-08	6.1173864e-08	0.21315636	5.4494825e-07	0.11977801	0.4585984	0.20788236	0.0005836242	3.183273e-07	8.27781e-08	8.787578e-08	6.782165e-08
priorregion1_spot_10	0.011050776	0.0007793831	0.3400826	4.6126735e-07	0.1256332	0.21111166	0.07723176	7.211028e-08	2.651973e-07	5.9045703e-08	0.23410973	9.2974034e-08
priorregion1_spot_11	8.347786e-07	6.7480613e-07	1.2939583e-07	7.4527755e-08	0.0001213618	0.6558616	0.13820994	0.20579821	6.744289e-06	1.0644162e-07	2.6978557e-07	1.3429973e-07
