	B	CCL5.CD8T	CCR7.CD8T	CD14.Mono	CD4T	DC	FCGR3A.Mono	NK	Platelet
priorregion1_spot_1	4.985333e-08	0.06748041	6.921815e-08	4.365455e-07	1.1502338e-07	0.005216857	2.6431678e-07	0.9239337	0.0033680918
priorregion1_spot_2	0.41439253	0.00017178665	0.28596982	6.0620096e-08	0.29780692	1.2694076e-07	1.0310383e-07	0.0016585961	1.1217258e-08
priorregion1_spot_3	0.366059	1.2870648e-06	0.3100779	3.622827e-08	0.32386133	1.8533684e-07	3.0786264e-08	9.347683e-08	4.335446e-08
priorregion1_spot_4	0.32086593	0.04305481	0.2666278	2.224862e-06	0.3694486	4.1876666e-07	1.5727463e-07	1.3213887e-07	6.911415e-09
priorregion1_spot_5	0.27142972	0.1072969	0.22347634	3.7611812e-07	0.27544373	0.0003003404	7.516253e-06	0.12204518	8.569621e-09
priorregion1_spot_6	1.4228475e-06	0.1858912	0.16889201	0.00031693027	0.39004254	1.6020556e-06	0.002507255	0.25234702	1.1517584e-08
priorregion1_spot_7	0.37251222	0.2064618	0.004812428	3.860022e-07	0.16677949	0.057781454	5.668582e-07	0.19165158	7.449438e-08
priorregion1_spot_8	0.42242196	0.14748842	0.024706135	3.2861263e-07	0.040975735	0.06750833	9.159012e-07	0.29689813	8.7526466e-08
priorregion1_spot_9	0.9696213	0.024891265	2.8197064e-07	9.902293e-08	4.2705514e-07	3.540713e-07	0.0040498436	1.269736e-06	0.0014352426
priorregion1_spot_10	0.2449415	0.20186666	0.034336954	7.134332e-07	0.17038453	0.036710348	2.8941818e-07	0.31175908	2.511923e-08
priorregion1_spot_11	0.21900031	0.27592108	0.051247068	7.557682e-07	0.0174059	0.029215848	3.8897164e-07	0.40720868	3.0301397e-08
priorregion1_spot_12	0.23832363	0.14344804	9.8667925e-08	2.450969e-07	2.2649341e-07	0.0052087856	0.016929403	0.59608954	3.5785945e-08
priorregion1_spot_13	3.3835911e-07	3.9894536e-07	0.44592938	2.840553e-08	0.5540697	5.233148e-08	2.172891e-08	9.4517986e-08	5.0020548e-09
priorregion1_spot_14	0.31405798	0.15684533	0.31598702	1.5200851e-07	0.119642615	0.011820971	1.2084789e-07	0.0816458	1.9057609e-08
priorregion1_spot_15	0.07090077	0.1594941	0.34510753	6.122683e-08	0.34614068	1.3203518e-07	8.180977e-08	0.07835664	1.6059307e-08
priorregion1_spot_16	0.075062595	5.0806153e-05	0.37740287	6.50147e-08	0.47854155	1.534067e-07	6.774359e-08	0.068941884	1.3498425e-08
priorregion1_spot_17	0.28254807	0.066391	2.4371086e-06	0.01589011	0.18315725	0.024120413	0.01951181	0.4083789	4.4023256e-08
priorregion1_spot_18	0.36534265	0.06772332	0.25980356	0.008360774	0.19312924	0.0010090823	2.3449803e-07	0.10463115	1.7869592e-08
priorregion1_spot_19	0.15935981	0.1587441	0.25416848	0.003538695	0.23430257	2.9269535e-07	1.348432e-06	0.1898846	1.56373e-08
priorregion1_spot_20	0.2855902	0.033484112	0.16454823	6.44328e-07	0.33392417	2.1331606e-07	2.0017625e-07	0.18245228	1.3439258e-08
