	Astrocyte0	Ependymal10	Immune1	Immune8	Neurons4	Neurons5	Neurons7	Oligos3	Oligos6	Vascular11	Vascular2	Vascular9
priorregion1_spot_1	5.690084e-07	3.945619e-07	6.59198e-08	0.00032080943	0.8102998	0.16897665	0.013958315	5.956629e-07	0.0038465154	3.108378e-08	3.3805466e-07	0.002595923
priorregion1_spot_2	2.8256335e-07	1.5553212e-07	7.3749355e-08	2.6327132e-06	0.7057505	0.29299858	3.1170447e-07	4.7284625e-06	3.6712413e-07	7.8806245e-08	3.650883e-07	0.001241711
priorregion1_spot_3	4.0588984e-07	2.1820442e-07	7.199981e-08	4.117394e-08	0.9588299	0.041163765	4.968926e-06	1.1931125e-07	1.9850381e-07	1.0622448e-07	1.0176373e-07	1.1866863e-07
priorregion1_spot_4	1.9498411e-07	2.595564e-07	1.268522e-07	1.8141168e-07	0.8617751	0.11067108	0.027551392	1.2591677e-07	1.3353697e-06	5.072583e-08	1.0532272e-07	1.0201789e-07
priorregion1_spot_5	2.718925e-07	2.6128447e-07	3.6396128e-07	4.6428866e-08	0.96781605	1.0814329e-05	0.03217133	1.2876177e-07	3.5811755e-07	5.885127e-08	1.08010646e-07	1.9003325e-07
priorregion1_spot_6	1.3677483e-07	1.2376769e-07	2.7087285e-08	1.6901268e-08	0.9489444	0.04777469	9.625585e-06	9.275048e-08	0.0032709036	2.9268508e-08	4.2205453e-08	2.7366884e-08
priorregion1_spot_7	0.005551956	2.2748032e-05	5.822076e-08	2.740176e-08	0.9357937	0.03925077	0.018444993	0.0009350338	5.1002405e-07	8.150502e-08	7.645453e-08	8.595306e-08
priorregion1_spot_8	9.9028455e-08	3.0147163e-07	3.404355e-08	2.5073158e-08	0.94333416	0.018005418	0.038659316	1.0110398e-07	2.200749e-07	3.4387636e-08	7.4507454e-08	5.7851263e-08
priorregion1_spot_9	6.723154e-08	6.278132e-08	3.768245e-08	2.038794e-08	0.9999974	5.703489e-07	1.6935725e-06	4.2050228e-08	1.130973e-07	3.362945e-08	4.042412e-08	3.3619607e-08
priorregion1_spot_10	8.271198e-07	2.5003706e-07	5.8091278e-08	6.090398e-08	0.87885994	0.11597587	1.18573475e-07	7.52026e-05	0.0050874087	3.8239815e-08	1.05564546e-07	6.8485676e-08
priorregion1_spot_11	8.2397065e-08	9.738346e-08	4.7789946e-08	4.0214225e-08	0.82785934	0.14440319	0.014665888	5.9739654e-07	0.010371833	0.0004837758	2.7388987e-07	0.0022148238
priorregion1_spot_12	2.294046e-07	8.4360614e-08	2.8945655e-08	3.6789185e-08	0.7360549	0.2639434	6.7060694e-07	9.154659e-08	4.5082956e-07	2.9810796e-08	5.4647412e-08	7.4371755e-08
priorregion1_spot_13	1.1182263e-07	4.721468e-08	1.31411015e-08	1.1866155e-08	0.9998399	2.9077938e-07	1.5626732e-07	5.0308433e-08	9.338022e-08	2.1490145e-08	2.9899677e-08	0.00015928053
priorregion1_spot_14	6.535982e-08	9.83887e-08	4.960177e-08	2.5228454e-08	7.871595e-07	0.99999833	2.802748e-07	1.1051421e-07	9.68022e-08	3.9433015e-08	6.145265e-08	4.2609567e-08
priorregion1_spot_15	1.496834e-07	1.7697363e-07	2.0367827e-07	6.9223006e-08	0.9502869	0.044227388	0.00548395	6.481225e-08	2.4793593e-07	1.15115974e-07	2.9074332e-07	2.4918774e-07
priorregion1_spot_16	2.232397e-07	2.097024e-07	1.0128114e-07	4.1994078e-08	0.36913002	0.61238533	0.01848338	1.6323465e-07	1.9881917e-07	4.8754167e-08	8.3530026e-08	6.681113e-08
