	Astrocyte0	Ependymal10	Immune1	Immune8	Neurons4	Neurons5	Neurons7	Oligos3	Oligos6	Vascular11	Vascular2	Vascular9
priorregion1_spot_1	0.08170157	2.564286e-07	0.010958076	0.18156783	0.0026594014	2.347152e-06	0.029338902	0.016070541	0.55869436	5.4046534e-08	0.014087116	0.104919516
priorregion1_spot_2	0.09291991	1.2796112e-07	2.4014943e-08	3.430985e-08	0.072861455	0.01867011	0.09400913	1.0209059e-07	0.71343505	2.6359137e-08	2.8529084e-07	0.008103694
priorregion1_spot_3	1.1932342e-07	1.8092652e-07	3.2101602e-06	0.12844782	3.810628e-07	8.6508784e-08	0.0025002977	0.06743934	0.6305599	2.079855e-07	3.5596847e-07	0.17104806
priorregion1_spot_4	5.694136e-07	8.9751796e-07	0.041109763	0.20255849	5.5065043e-06	8.5424637e-07	1.7678536e-05	0.015798809	0.47238436	1.3175531e-07	0.026327942	0.24179497
priorregion1_spot_5	0.004852286	0.013142944	0.11266768	0.2562675	1.942042e-06	0.00063889986	0.02346619	1.0524536e-07	0.23004726	0.00047826365	0.035980023	0.3224568
priorregion1_spot_6	0.12844515	0.0032497912	0.030583963	0.18617411	0.016028691	0.0031748768	6.505488e-06	1.2038118e-06	0.44229305	5.678062e-08	0.02299231	0.16705032
priorregion1_spot_7	0.0046324003	1.3418617e-07	0.0091435565	0.1723305	0.00026688207	0.08173406	0.03183782	0.14840107	0.5516529	2.1751738e-08	3.6329126e-07	2.9420465e-07
priorregion1_spot_8	8.907027e-08	4.847168e-07	0.14931896	0.56944436	8.086217e-08	1.1679813e-07	3.912896e-07	3.4121314e-07	0.015792143	3.6990695e-08	0.046104565	0.21933834
priorregion1_spot_9	0.012279914	0.018576121	0.09869758	0.5626186	0.016100653	0.01693881	2.3428633e-07	0.009965598	0.2648166	1.13387976e-07	6.433225e-07	5.163686e-06
priorregion1_spot_10	0.012456167	1.9568206e-07	0.16523738	0.46624318	0.006846601	1.7441329e-06	0.009299359	6.0743673e-07	0.33602744	4.024936e-08	0.0038867923	5.0508135e-07
priorregion1_spot_11	1.6602228e-07	2.0136693e-07	0.08191928	0.2019811	1.0482876e-06	0.115087405	3.6897612e-07	0.033559542	0.47247374	4.328185e-08	3.4918608e-07	0.09497676
priorregion1_spot_12	0.004609367	2.2547363e-07	0.021133265	0.24722716	4.514402e-06	1.01410514e-07	3.7467947e-07	0.09942949	0.5673663	5.501433e-08	0.004628792	0.05560033
priorregion1_spot_13	0.058653735	0.018473214	0.064066924	0.23182058	4.418364e-06	2.889304e-06	0.018866071	2.9399564e-07	0.32878503	5.32525e-08	0.028191926	0.25113487
priorregion1_spot_14	0.0010305946	0.0034478337	0.13526747	0.3578794	6.387276e-07	0.0021851994	8.234932e-06	1.3822275e-07	0.17894807	8.8039826e-08	0.043053996	0.27817842
priorregion1_spot_15	0.009945892	2.7981746e-06	0.07019627	0.21997826	1.9741108e-06	0.014218715	0.010767446	1.2823747e-07	0.15708989	0.0011673551	0.060781054	0.45585024
priorregion1_spot_16	0.11994961	0.013494523	0.06736674	0.2129176	1.7933775e-07	0.20479105	0.0044032005	1.4510108e-07	0.08265582	5.7247657e-08	0.04442484	0.2499961
priorregion1_spot_17	5.8102312e-08	1.3175317e-07	0.14945705	0.6456421	3.989499e-08	7.946758e-08	1.9399988e-07	0.00953733	0.1736316	1.908454e-08	0.014624955	0.007106323
priorregion1_spot_18	0.070451885	0.02295966	0.030279454	0.18066047	2.8636848e-06	1.272364e-06	0.027070548	2.0450646e-07	0.20974898	2.0725516e-07	0.059104525	0.39971992
priorregion1_spot_19	0.027406674	0.000641163	0.0046796347	0.20424335	0.011908911	0.03359286	0.039246127	6.693742e-08	0.3935386	3.324256e-08	0.015549716	0.2691929
priorregion1_spot_20	0.11203876	0.020713255	0.041486327	0.18370794	0.0040760147	0.13513727	0.022358555	1.1194701e-07	0.13218614	1.0937204e-07	0.027912878	0.3203826
priorregion1_spot_21	1.981084e-07	1.6408379e-07	0.010794229	0.20302169	2.9199344e-07	2.1129618e-07	0.012053666	2.8575718e-07	0.5616983	4.5478306e-08	0.001636498	0.21079439
priorregion1_spot_22	0.01516107	0.01007475	0.15566725	0.40248886	7.8876974e-07	0.018200265	9.392903e-07	1.5463739e-07	0.20256388	4.2448008e-08	0.020330148	0.17551187
priorregion1_spot_23	3.444838e-07	0.013927599	4.9873034e-08	9.7600356e-08	2.2637482e-07	2.577468e-06	0.016335312	0.008602789	0.46753004	1.1868182e-06	0.013499974	0.4800998
