	B.Cell6	CD1C1	CD1C3	CLEC9A3	CLEC9A9	Epithelial0	Epithelial4	Epithelial5	LC1	MDSC7	Mac1	NK2	PDC8	Tcell2
priorregion1_spot_1	0.0035294758	4.3300872e-07	0.0023873698	5.5615243e-07	0.005567903	8.446447e-08	0.00072641484	2.7387003e-07	0.004433765	3.0835605e-07	0.0015087175	0.26409242	0.0060312543	0.71172106
priorregion1_spot_2	0.09116945	1.7764486e-07	2.5574275e-07	4.735966e-07	1.4226232e-07	4.5471513e-08	5.9484645e-08	6.539329e-08	2.627554e-07	2.422958e-07	1.7912987e-07	0.3379837	1.4932266e-07	0.57084477
priorregion1_spot_3	0.04424425	7.633808e-07	8.9757015e-07	0.005370578	2.1454602e-07	1.5678742e-07	2.4246322e-07	2.4600533e-07	3.1661918e-07	2.8249121e-06	8.0727074e-07	0.23503864	2.681945e-07	0.71533984
priorregion1_spot_4	0.12653701	4.2950472e-07	8.643838e-07	0.0015276032	3.5918168e-07	1.349118e-07	1.7951714e-07	1.6245832e-07	2.540146e-07	1.442718e-06	1.8486252e-06	0.27000174	2.1662925e-07	0.60192776
priorregion1_spot_5	0.13279857	6.26732e-06	3.5277378e-06	0.009720603	0.005542048	2.0563405e-07	6.6923815e-07	2.8127624e-07	2.2057795e-06	1.2885095e-05	1.3536381e-06	0.26133734	1.2414063e-06	0.5905729
priorregion1_spot_6	0.1666077	3.7973175e-06	1.8237984e-05	0.020261291	3.836731e-07	2.0200709e-07	2.5211096e-07	1.8155649e-07	1.9563136e-06	1.0930992e-06	7.1101846e-07	0.2576642	0.00038649866	0.5550535
priorregion1_spot_7	1.1024828e-05	2.6828026e-05	3.4598136e-07	0.00339346	5.899219e-06	1.2676374e-07	4.001993e-07	2.6142362e-07	6.8276e-05	2.9333907e-07	1.4666041e-06	0.2946097	7.187581e-07	0.70188123
priorregion1_spot_8	0.116067834	2.8981836e-07	4.271112e-07	3.0636474e-07	2.460076e-07	2.585643e-07	0.0014193758	2.6543452e-07	2.0019263e-07	1.3915795e-06	2.7811518e-07	0.16062908	2.735378e-07	0.7218798
priorregion1_spot_9	0.06237541	1.0629844e-05	0.002440905	0.0053949608	6.650022e-06	1.10533435e-07	8.032246e-07	1.6928746e-07	9.2839855e-07	3.6851947e-07	2.597319e-07	0.21062423	1.953434e-07	0.71914434
priorregion1_spot_10	0.09363679	1.3314213e-05	2.7982876e-06	0.009687121	1.5013375e-06	2.976372e-07	0.014065228	6.045937e-07	3.506462e-06	1.7445924e-06	2.399326e-06	0.296047	8.232854e-07	0.58653694
