	B.Cell6	CD1C1	CD1C3	CLEC9A3	CLEC9A9	Epithelial0	Epithelial4	Epithelial5	LC1	MDSC7	Mac1	NK2	PDC8	Tcell2
priorregion1_spot_1	0.058203295	0.062372148	0.0053059487	0.025431259	0.28202	5.1931113e-07	0.0021046463	3.2193923e-06	0.010228104	0.16228904	0.090368815	0.06675148	0.028435783	0.20648573
priorregion1_spot_2	0.079986446	0.09907546	0.07109579	0.019487478	0.1583806	2.5390573e-06	0.058297023	3.1831748e-06	0.006995879	0.100597285	0.12281369	0.11898895	0.01572542	0.14855021
priorregion1_spot_3	0.077843055	0.004933775	0.040537253	0.30665454	0.29692948	1.6717465e-07	2.6296726e-07	2.0842161e-07	0.15273039	2.8499531e-05	0.062450703	0.057756707	0.00013191297	3.062044e-06
priorregion1_spot_4	1.3601296e-05	0.15401249	2.0312806e-05	0.008233402	0.64063174	4.917406e-07	7.073837e-07	6.5121253e-07	0.09117011	0.026194684	0.07969759	5.6203576e-06	8.749244e-06	9.797308e-06
priorregion1_spot_5	0.009007485	0.05691401	0.027839083	0.07702493	0.17639802	8.407544e-06	0.00090565317	1.2595266e-06	5.342486e-05	0.34034094	0.10632136	0.120100684	0.00041541294	0.084669285
priorregion1_spot_6	0.08323814	1.3630962e-05	7.7599725e-06	0.16275972	0.10762562	1.1028458e-06	0.062042035	1.09264165e-05	0.10526672	0.022951508	0.060547337	0.100338526	0.0069589494	0.288238
priorregion1_spot_7	1.594409e-05	3.8676044e-06	0.016860085	1.6184783e-06	6.7047944e-07	0.018969161	0.0022600729	1.810046e-05	1.1201433e-06	0.52204484	0.14884023	0.131832	0.046642642	0.11250967
priorregion1_spot_8	0.030416196	0.11873525	0.056856368	0.070860595	0.2702759	0.0074710078	0.001701923	1.1725552e-06	0.0034282014	0.07956623	0.07455252	0.11625447	0.017842855	0.15203725
priorregion1_spot_9	0.120057024	0.09455092	0.017004889	0.14699487	0.269371	0.02348826	0.009934508	1.2659859e-06	0.048955504	0.021842271	0.04400006	0.072055	0.007903139	0.12384123
priorregion1_spot_10	0.16203725	0.024837155	9.524834e-06	1.617072e-06	0.095726475	0.008789544	0.08500464	0.00017966189	2.526251e-06	0.39633355	0.031593148	0.099144764	0.020811398	0.075528756
priorregion1_spot_11	0.073106326	0.19184317	0.04240371	0.11011973	0.24153668	0.0058829184	8.633248e-06	0.024783162	0.00062582304	0.019419122	0.03541865	0.14728132	0.027119674	0.08045103
priorregion1_spot_12	0.10736702	0.060145874	0.015709212	0.15613917	0.20709676	8.07625e-06	6.0742027e-06	0.0007873372	0.07592526	0.10558723	0.116951585	0.049266152	0.028373616	0.07663663
priorregion1_spot_13	0.10940801	0.012264295	2.081252e-06	8.357223e-07	0.40239602	2.4948974e-06	0.028241357	3.7126424e-06	1.4275457e-05	0.3370855	0.102977924	0.007518124	7.422314e-05	1.1126915e-05
priorregion1_spot_14	0.08183272	0.0018804022	0.028562404	0.09344008	0.23394664	0.014982733	6.5348954e-06	0.008112123	0.12935352	0.08965994	0.066921845	0.073105074	0.035558585	0.14263745
priorregion1_spot_15	0.052537136	0.04288078	0.0002732899	0.34393433	0.24439144	0.034898262	1.9681995e-06	0.0036210066	0.2029402	7.5362705e-06	0.06629115	5.727543e-06	0.008211003	6.1411574e-06
priorregion1_spot_16	0.05090397	0.041220102	0.052400425	3.5515693e-06	0.21921426	0.0018509537	0.05604045	0.015124366	0.010284406	0.080753714	0.18947905	0.079441294	1.4002495e-05	0.20326945
priorregion1_spot_17	0.34546664	3.7642017e-06	0.01910199	1.2893944e-06	0.21983247	5.189252e-07	1.577753e-06	5.181811e-07	1.8106417e-06	0.03234766	0.25602326	0.1264506	0.0007136163	5.4386437e-05
priorregion1_spot_18	0.13425994	0.011179505	5.4460324e-06	7.2728204e-07	0.17689967	8.882239e-07	0.03638687	1.5196234e-06	1.2936932e-05	0.21465799	0.0608852	0.10300392	0.01190084	0.2508046
priorregion1_spot_19	0.20204635	0.07522258	1.4772352e-06	1.1599459e-06	0.53299385	1.0581248e-05	1.7866115e-06	0.09087695	8.898124e-06	0.09882587	1.5959819e-06	2.7262665e-06	2.5805875e-06	3.6698775e-06
priorregion1_spot_20	0.075172186	0.00035174802	1.1796511e-05	0.20370004	0.22148713	9.786138e-07	8.2439647e-07	4.169704e-07	0.0007321281	0.057637803	0.34676957	2.2886175e-05	0.09410907	3.5007913e-06
priorregion1_spot_21	0.20997696	3.485091e-06	1.5942258e-06	4.223292e-07	0.07692403	0.036596745	2.6026793e-05	0.08824297	7.5059154e-07	0.5882116	1.1331779e-06	8.739834e-06	1.182629e-06	4.3091954e-06
priorregion1_spot_22	0.09407505	0.027637055	0.033009715	7.267408e-06	0.1228881	0.010039377	0.060715016	0.017360654	0.05739197	0.15220533	0.045462407	0.16212432	0.02692428	0.19015943
priorregion1_spot_23	0.007098537	0.06925312	0.15726657	0.020718085	0.3865493	3.1733924e-07	6.947604e-07	0.051484976	0.06789714	0.036382083	0.087367	0.060467184	0.0044607795	0.05105425
priorregion1_spot_24	0.09495677	0.031944074	7.4003956e-06	0.12565127	0.19965434	0.0028138256	0.04200086	2.072288e-06	0.15265214	0.011425293	0.065452844	0.13269377	0.010125672	0.13061969
priorregion1_spot_25	0.06045999	0.054922514	0.053301323	0.08878791	0.205036	4.462023e-06	0.013456457	0.001966626	0.018628249	0.12869944	0.092288285	0.12997611	0.02308492	0.12938774
priorregion1_spot_26	0.07598022	0.055363104	8.670312e-06	0.09505952	0.15392022	1.1956329e-05	0.079414636	2.1354479e-06	0.08831433	0.10163814	0.0381506	0.09322064	0.032899998	0.1860158
priorregion1_spot_27	0.059453495	3.967797e-06	0.054796826	0.4935649	0.10221469	4.9596945e-08	5.3259278e-08	4.8309076e-08	0.18325971	1.5452322e-07	0.09572789	0.010975639	2.3341115e-06	1.8147033e-07
