,q05_spot_factorsAstro,q05_spot_factorsCR,q05_spot_factorsEndo,q05_spot_factorsL2/3 IT,q05_spot_factorsL4,q05_spot_factorsL5 IT,q05_spot_factorsL5 PT,q05_spot_factorsL6 CT,q05_spot_factorsL6 IT,q05_spot_factorsL6b,q05_spot_factorsLamp5,q05_spot_factorsMacrophage,q05_spot_factorsMeis2,q05_spot_factorsNP,q05_spot_factorsOligo,q05_spot_factorsPeri,q05_spot_factorsPvalb,q05_spot_factorsSMC,q05_spot_factorsSerpinf1,q05_spot_factorsSncg,q05_spot_factorsSst,q05_spot_factorsVLMC,q05_spot_factorsVip
L2/3_spot_1,0.3126352995634079,3.1954630799191367e-07,1.993978111514139e-08,2.0810949877159148e-06,3.811194028457976e-06,1.9806486079687604e-06,1.3352376754482974e-06,1.096432686154003e-06,8.103523811087143e-07,1.249302755468307e-06,3.7041314271846206e-06,1.76982590360808e-08,1.0188118608311925e-06,8.811485895421355e-06,9.143218733242975e-07,7.282768677896456e-07,0.3028373152017594,2.0123209651501386e-06,2.4095517574096446e-06,0.17520351335406303,2.3693864250162735e-06,8.470521741799076e-08,0.8179995059967041
L2/3_spot_2,0.5015006899833679,3.04429211439583e-07,2.5942267800616035e-08,0.4856983721256256,0.3416531547904014,2.6279624535163756e-06,3.7864149135202757e-06,4.481161170133419e-07,1.2192342126127188e-06,3.737834433081844e-07,4.970067891463259e-07,9.097699082971645e-09,2.3628661622865367e-07,7.725716841378017e-07,1.0428619834357279e-08,3.737318792218502e-08,3.345921186337364e-07,9.41769271456394e-09,1.3017411077953513e-07,1.2203826962320364e-07,2.8813264378868554e-07,1.614952029882488e-08,4.774438444599128e-08
L2/3_spot_3,0.33051478415727614,2.01340598096067e-06,1.0611671861227027e-07,0.3796510472893715,7.000149926170707e-05,0.00010624577189446426,3.913535601896001e-05,2.8837596164521526e-05,5.615870159090264e-05,3.724308244272833e-05,0.013404371961951256,8.246029530312172e-08,7.525420301135455e-06,7.45288757570961e-06,1.8615987968928495e-07,2.466662692768296e-07,3.250598347221967e-05,1.4102570773388836e-07,1.8600241583044407e-05,3.8217981636989864e-05,1.4650132379756544e-05,4.385169258824817e-08,0.4875468462705612
L2/3_spot_4,2.584402366778704e-07,1.9295091178150871e-07,1.9523658023601343e-09,3.5356954981580206e-07,2.4023661239880314e-06,2.4594568230895676e-07,1.0707241244745092e-06,1.5227970351361364e-07,8.818981370950496e-07,6.782342332201097e-08,1.4405179740606401e-06,7.39891741208254e-09,1.6187967560199472e-06,2.0735729080456622e-07,6.484140135931682e-09,3.3512326425011454e-08,3.0522755452011556e-07,1.6317653805941747e-08,1.7157708953163818e-06,6.159072057698723e-07,1.826692397344232e-07,1.5071159431556683e-08,1.48759309053421
L2/3_spot_5,0.45744643509387967,5.289773241656804e-07,2.1481251000210477e-08,0.3229445859789848,3.395357703084301e-06,9.365751878931406e-07,1.5939105878715055e-06,1.0692516127619456e-06,9.807150081542205e-06,7.039349839033094e-07,1.5206781540655356e-06,1.0374956938008496e-08,2.3745970452182523e-06,7.537521014455707e-07,5.930652395846892e-08,1.0016635997089908e-06,7.75416955889341e-07,2.0421296031969405e-08,1.1477934776848998e-06,1.9480353500966887e-06,5.562119241631081e-07,1.4312859830667435e-08,0.2178222380578518
L2/3_spot_6,3.514491417888621e-08,9.411311879148344e-07,1.4165151140943525e-08,1.012131530046463,0.08776501566171646,1.4323193954624003e-05,1.6134940608480976e-06,9.667071435615072e-06,5.161904618944391e-06,1.7410715997812078e-06,2.832832831245469e-06,2.2875570326874595e-08,1.0591943294002705e-06,6.060450209588452e-06,1.3046717217690684e-08,5.941231169259709e-08,1.1314416781260661e-06,9.541199075258078e-09,2.6796387032845815e-06,2.2362287722899055e-06,2.3024245820124634e-06,7.076264885164108e-09,0.08700403086841106
L2/3_spot_7,0.1342675805091858,4.0161509105018924e-07,1.8166281492426606e-07,0.48132604211568836,2.7287056309432955e-05,7.616865741510992e-06,2.643832601734175e-06,4.390535286802333e-06,1.731684351398144e-05,3.6639341487898493e-06,2.830072719461896e-06,2.2143561473342292e-08,6.902529719354788e-07,2.480455327713571e-06,2.5329891428782505e-08,5.266064242448465e-08,9.511369739811927e-07,7.456256838622722e-08,4.566551228890603e-06,5.329725308911293e-06,6.301793433749481e-07,1.4276953486103139e-08,0.26682179868221284
L2/3_spot_8,1.8431226313114166,1.0719110946411091e-06,2.0029401515131444e-08,6.898397586496685e-08,2.814708381038145e-07,2.754087930156857e-07,5.778250653065698e-07,4.65570786900571e-07,1.265820110063487e-07,1.5512464301536966e-06,6.734613918979448e-07,1.0381390458391593e-08,4.022566230332814e-07,3.178135955295147e-06,1.0277538002867461e-07,2.4936888731730277e-08,6.140220563111143e-07,1.4229684408562093e-08,9.846102557276027e-07,2.0365153332591036e-07,0.00029182723519625145,7.683800913582672e-06,2.8055213618927155e-07
L2/3_spot_9,0.5689565002918243,5.158158501217258e-06,2.1334219502122666e-09,2.102028410888579e-07,4.086840675654458e-07,2.4000810299185106e-07,3.550867717194706e-07,2.4537454379469636e-07,4.1904328469399847e-07,4.1017888037231397e-07,8.665231973736809e-07,5.698900840123144e-09,2.8576898927212827e-07,7.499991141912688e-07,8.683078212001761e-09,1.1287703571838393e-08,4.3988365518998765e-07,8.298133113981977e-09,2.3291969384331426e-07,6.416923469032554e-07,1.1215941775333249e-07,3.4359487144364212e-09,0.8163729429244995
L2/3_spot_10,0.1131754320114851,3.457120158145699e-06,4.44558381218485e-08,0.2073495991528034,3.225512755307136e-05,4.609406914823921e-06,4.926209385303082e-06,4.32706517585757e-06,7.5406052246762564e-06,3.186143330822233e-05,0.03247361555695534,4.1964585761888887e-08,0.00028186101117171346,4.968254825143958e-06,0.00021956914279144257,1.3406710976937575e-07,9.92194492255294e-07,3.78948408652491e-08,0.026491021644324063,1.984174095923663e-05,1.5758438280499832e-06,6.557839391518882e-08,0.4255638748407364
