,q05_spot_factorsAstro,q05_spot_factorsCR,q05_spot_factorsEndo,q05_spot_factorsL2/3 IT,q05_spot_factorsL4,q05_spot_factorsL5 IT,q05_spot_factorsL5 PT,q05_spot_factorsL6 CT,q05_spot_factorsL6 IT,q05_spot_factorsL6b,q05_spot_factorsLamp5,q05_spot_factorsMacrophage,q05_spot_factorsMeis2,q05_spot_factorsNP,q05_spot_factorsOligo,q05_spot_factorsPeri,q05_spot_factorsPvalb,q05_spot_factorsSMC,q05_spot_factorsSerpinf1,q05_spot_factorsSncg,q05_spot_factorsSst,q05_spot_factorsVLMC,q05_spot_factorsVip
L1-L6_spot_1,9.609311959479785e-08,6.99443830853852e-07,3.113268842724892e-08,8.570239197069894e-06,0.00018361787006142548,0.21789061278104782,1.663585981077631e-05,9.580589812685505e-06,7.4876030112136515e-06,3.268771217790345e-06,0.03184647802263498,8.172242482729076e-09,1.483935591295449e-06,3.3914606433427257e-06,5.33252658030392e-08,1.6790949359801742e-07,6.6579350232132125e-06,0.0004963553990819492,0.20880672559142113,2.2678574168821797e-05,2.423171008558711e-06,1.747059688028685e-08,1.8598296992422548e-05
L1-L6_spot_2,9.243987392437702e-07,1.3763370532160481e-06,5.008228676217641e-08,1.2649391408103838e-06,9.596683776180726e-06,0.4649665489792824,2.818769598889048e-06,1.0687924168450991e-05,6.212318544385198e-06,2.897660840517347e-06,1.2976807454379012e-06,1.526567201537432e-08,2.15563206893421e-06,5.449533728096867e-06,3.1875173966966484e-08,4.049535391459358e-08,3.669058071409381e-06,4.255589436397145e-09,0.1592146039009094,7.312301590900461e-06,1.0722077263380927e-06,2.5063107056411136e-08,0.0028283503372222183
L1-L6_spot_3,1.7601037768599782e-06,1.136911447474631e-06,2.338471434271128e-08,1.804646281016176e-05,0.048028973117470744,0.38433746844530103,1.540508774269256e-05,1.1562907275219914e-05,2.5438751436013263e-05,1.9907857790713026e-06,9.55418176999956e-06,2.5300930861504873e-08,1.2309589965298076e-05,3.755347242986318e-05,9.44155567594862e-06,3.0106565418464015e-07,1.3300623913892196e-05,3.774733468020485e-08,0.5507630914449692,7.378800705737377e-06,1.2279940222015285e-06,6.035142110505376e-08,7.055851301629447e-06
L1-L6_spot_4,4.395170236648483e-08,3.7801374332957497e-07,1.3828169329599404e-07,2.905381643358851e-06,1.3621868174595874e-05,0.4221956834197044,6.9644905352106444e-06,1.4284374856288196e-05,1.218939255522855e-05,2.038502799450726e-06,1.0235215427201184e-06,1.2980896446634917e-08,4.6396419719485496e-07,7.853983333916403e-06,3.07269235122476e-07,6.91169500299793e-08,3.1664794391872423e-06,2.6541693287640562e-08,0.41564867198467254,0.0001620748655113857,1.7461459890455445e-06,8.752884328444566e-09,0.015572401788085699
L1-L6_spot_5,1.7732218893229402e-08,2.9041218851943995e-07,2.527988538503223e-08,1.7682933219020925e-06,1.6425222327143274e-06,0.4112878561019897,8.221408097597304e-06,4.498950579545635e-06,2.629761286243593e-06,5.270311485219282e-05,1.6170446599517165e-06,6.012349498263349e-08,4.5047951431342885e-07,1.9322012860811814e-06,1.609747775077608e-08,2.1384405268776165e-08,1.0014087365561864e-06,5.048933249263145e-09,0.5579646825790405,1.0759437714114028e-06,7.313702667488542e-07,9.248355725688385e-09,3.356764707973525e-07
L1-L6_spot_6,2.6622746851501236e-08,4.966036712517054e-07,1.1791177723097235e-08,5.121854724166041e-06,4.080889152646705e-06,0.31310027092695236,1.0911871640928439e-05,2.48227465817763e-05,2.1122539965290347e-05,2.1077446399431215e-05,5.357503277991783e-06,5.529141411386718e-09,1.5615762379184165e-06,7.110227102202771e-06,4.410305631807888e-08,3.486954511799923e-08,2.6934979814541294e-06,2.4472714965639852e-08,0.6035500258207321,1.4371319821293582e-06,1.4838142590178906e-06,2.8398905116411303e-09,1.074175639814712e-06
L1-L6_spot_7,1.3555896316574948e-08,3.6976014285983186e-07,6.230497584525097e-09,1.1128159123074964e-07,3.442220730676127e-07,2.3063671079626148e-07,5.37096647690305e-07,2.3129421506951075e-07,1.2263875923679284e-07,8.739703929450116e-08,1.5052841249030282e-07,4.921821528114379e-09,1.3516688710524252e-07,2.4167582139966727e-07,7.791015921299049e-09,1.1390057386151397e-08,2.1217275687490657e-07,7.0268081353574985e-09,1.1067571640014648,2.8882579385935967e-07,3.552245189553105e-07,5.950388182185407e-09,5.417151356823524e-07
L1-L6_spot_8,4.916098692575588e-08,8.930390634986908e-07,2.2515854158911e-08,4.13515542732057e-06,0.1272575870156288,0.523041644692421,8.067173912422732e-05,5.31340542693215e-06,4.225302291160915e-06,5.046231035521487e-06,4.183105397714827e-06,1.340694444351698e-08,9.93051480691065e-07,5.451895526675798e-06,2.7330616259035885e-08,4.375815425561314e-08,4.302178945181368e-06,1.685033534926106e-08,0.28434239476919176,0.0022596463561058043,4.256697707205604e-06,1.8023863024296815e-08,2.503071493720199e-06
L1-L6_spot_9,2.6139591646767713e-08,3.5581796993255925e-07,6.632509155224398e-08,1.2062884479746572e-06,8.509616407081922e-07,0.6170438647270202,8.81054374985979e-06,4.138499912187399e-06,2.9702144502152803e-06,1.9057734243688176e-05,2.0093445414204325e-06,1.0772168179684627e-08,3.2297857615048993e-07,8.418726451964176e-07,4.119938452618044e-08,3.722629973168523e-08,1.7731601815285103e-06,1.3990410696607115e-08,0.1086425133049488,2.700961158552673e-06,5.354280119718168e-07,2.0535746347860597e-08,2.0862548808509023e-06
L1-L6_spot_10,6.788506148325269e-08,3.933300021685682e-07,3.273525361890961e-08,6.924051808709919e-06,0.12430625557899476,0.26572345495224,1.0421734759802349e-05,0.00013345578481676056,0.20203588679432868,1.71441008092188e-06,1.0453016602696153e-05,2.842023612004141e-08,1.8909308323600271e-06,6.166338698676554e-06,7.769737244700537e-08,1.9193818872054179e-07,6.823732041993936e-06,5.8073658237844944e-08,0.31155262142419815,5.045777970735799e-06,1.3385201668825176e-06,1.8835488191371043e-08,0.0004712177484179847
L1-L6_spot_11,6.406458196579478e-05,2.005226633627899e-06,2.6272531794546695e-08,2.7183433189748033e-06,4.800205715582706e-06,0.8444010496139526,1.2770899957104122e-05,1.8745643046713667e-05,0.00010188708038185725,6.817262947151903e-05,4.217869150124898e-06,2.7186134232692893e-08,4.111989142074891e-06,8.914895033740322e-06,6.91521273665785e-07,3.93295419343076e-08,3.528196054958244e-06,1.959299034126616e-08,0.24051006585359574,3.3562083626748065e-05,1.8084424596054307e-06,2.351409712275654e-07,1.1789528571171104e-05
L1-L6_spot_12,5.912277565300883e-08,1.4734721526110662e-05,4.811489731082475e-08,1.4519379760713493e-06,2.023196011577966e-05,0.8394752681255341,1.1971450885539525e-05,5.7453361296211373e-05,4.322665586187214e-06,0.00016011889310902917,1.2827291357098147e-05,2.1519665871494457e-08,8.719532331724622e-07,0.00029742323677055537,8.640069282250806e-08,1.5218497040336845e-07,0.00012296048007556237,5.337699882090874e-08,0.4684078976511955,9.589484907337465e-05,5.592968773271423e-06,7.123974254952259e-09,4.652789084502729e-06
L1-L6_spot_13,2.7277098979539005e-07,5.087682040993968e-07,1.5464811831122915e-08,4.679534822571441e-06,9.42951017350424e-05,0.5705461889505387,8.11214199529786e-06,3.974229048253619e-06,3.39013492975937e-06,3.7476745319509065e-06,1.8299406838195865e-05,1.102377678030564e-08,8.598696183526045e-07,1.727800017761183e-05,2.2120607123810032e-08,3.7433829106703347e-06,1.1606062798819039e-05,4.658125671852531e-08,0.6185368448495865,1.1154595858897666e-05,1.907091564135044e-06,1.5057547209096356e-08,8.699801583134105e-06
L1-L6_spot_14,3.321223953633989e-08,6.204649878327473e-07,8.557232433759054e-09,2.6049376970149752e-06,1.8519899185776015e-05,0.851768285036087,3.852692452710471e-06,3.4930976835312324e-05,0.057165706716477874,3.0428872150878306e-06,2.2282723364241974e-07,1.2687183126303126e-08,1.0280395379425046e-07,1.6899574404760644e-06,1.0115795934240168e-08,2.600339721325895e-08,7.346383767981024e-07,9.216805763045954e-09,1.5619644813114065e-07,1.859221953282031e-07,0.0001018849630781915,2.1795403704061303e-09,9.22189821039865e-07
L1-L6_spot_15,5.4247117020622685e-09,5.3984460102185496e-08,3.2688950768466905e-09,6.100390272933965e-08,6.565707764139006e-08,1.2112713712042478e-07,3.118695261150606e-07,4.378835924967461e-08,1.6620352099039338e-07,2.787200131137979e-07,2.347795668811159e-06,2.075161831260886e-09,2.5147718130114075e-08,1.5911274431346103e-07,5.832517713244556e-09,5.039641015613939e-09,2.937336660124856e-07,3.106999435509295e-09,1.071041041612625,2.606416032335801e-07,6.16854624269081e-08,3.4434344819977992e-09,1.7859885588222825e-07
L1-L6_spot_16,1.1861327777751285e-07,3.35699401432521e-07,3.5409618419635076e-07,1.1701021276167011e-05,2.974281926526601e-06,0.3312286019325256,0.00792930624447763,2.1887653565499933e-05,1.0519849274714943e-05,5.789579199699802e-06,1.7507471966382582e-05,1.317653740784408e-07,1.2800800789136703e-06,4.949518597641145e-06,3.001231512200775e-08,4.2089134844047755e-08,2.5067927936106573e-06,1.2572339244343312e-06,0.7960345089435578,1.8731241596015026e-06,2.7890752960502143e-07,6.630935756035683e-09,2.243043672933709e-06
