,q05_spot_factorsAstro,q05_spot_factorsCR,q05_spot_factorsEndo,q05_spot_factorsL2/3 IT,q05_spot_factorsL4,q05_spot_factorsL5 IT,q05_spot_factorsL5 PT,q05_spot_factorsL6 CT,q05_spot_factorsL6 IT,q05_spot_factorsL6b,q05_spot_factorsLamp5,q05_spot_factorsMacrophage,q05_spot_factorsMeis2,q05_spot_factorsNP,q05_spot_factorsOligo,q05_spot_factorsPeri,q05_spot_factorsPvalb,q05_spot_factorsSMC,q05_spot_factorsSerpinf1,q05_spot_factorsSncg,q05_spot_factorsSst,q05_spot_factorsVLMC,q05_spot_factorsVip
L2/3_spot_1,5.798750322583146e-07,0.07847452498972415,1.2321066122922278e-07,0.2799712553620338,5.129181281517959e-05,1.0058622183350963e-05,1.3175008734833683e-05,1.160345736934687e-05,7.303040479200718e-06,1.6217886695812926e-06,0.07219286486506463,1.2193738552213064e-08,3.5018115454477085e-06,3.335648864322138e-06,6.503126037671336e-08,5.680592103374238e-08,3.9707657379040026e-06,3.7414794284984515e-08,3.901444288203493e-05,0.4730849638581276,4.4131592176199774e-06,7.01880242814923e-08,0.09802720136940479
L2/3_spot_2,0.105705563724041,1.5362809449470662e-06,5.244197236464743e-08,0.7672657907009125,6.849398482700054e-06,4.928780367663421e-06,0.00010555382541497239,8.070166495599551e-06,1.896578396554105e-05,9.098888949665708e-06,3.601814460125752e-05,2.4502069440046628e-08,4.7583386731275825e-06,9.295251902585733e-06,6.575276429998667e-08,5.0522152560006364e-05,0.1162627924233675,1.7463053225696967e-08,1.747590094964835e-05,0.16676719933748246,5.330154226612649e-06,1.210354874103814e-08,0.1454300932586193
L2/3_spot_3,0.26397467851638795,7.837700017887528e-08,9.662551470057681e-09,0.14318887665867805,0.0643345333635807,3.354078899064917e-06,6.7769295128528036e-06,8.140616927221345e-07,1.5687569828060077e-06,5.43112503237353e-07,4.792732227087982e-07,1.1959206469569497e-08,2.809379623158748e-07,1.3511215229300435e-06,0.00019222453629481607,1.769531374762323e-08,0.2601396024227142,9.671226663954259e-09,3.3293689938318494e-07,2.4760772845411336e-07,5.10365933337198e-07,1.569305956294898e-08,1.600134176271695e-07
L2/3_spot_4,0.12586985677480697,1.3884605664316042e-06,4.345065036659434e-08,0.1506362237036228,5.65861135328305e-05,2.8164725245005686e-05,1.8294364417670297e-05,9.12901082301687e-06,4.013426532765152e-05,1.0149013951377128e-05,0.07589108124375343,1.0480549184066491e-08,1.835515018910883e-06,5.202624652156373e-06,5.684627240043484e-08,4.834009796894634e-08,0.23967363461852073,1.3254158703901454e-08,6.978089163567347e-06,0.25266691893339155,2.1730326534452618e-05,1.5559497157369153e-08,0.13844450041651726
L2/3_spot_5,0.2620343163609505,0.05343180987983942,8.923337055932735e-08,0.2882734537124634,0.07137361988425255,9.771830664249138e-05,2.3369576956611125e-05,4.4289570723776706e-05,4.103322116861819e-05,5.95278741002403e-06,0.13917620331048966,1.9185496924478687e-08,2.8153934977126484e-06,1.2818639834222268e-05,4.212670489778248e-07,1.5668630283016682e-06,0.0625236365944147,7.19775648860832e-08,2.132621566488524e-05,0.08643709942698478,2.0113276377742295e-06,3.973324940176326e-08,3.8616233177890534e-05
L2/3_spot_6,1.0439432642783686e-07,8.676526647377613e-07,2.0268771017128982e-08,1.4654426468041493e-05,7.658280605937761e-06,3.5162296740054445e-06,6.530198720611225e-06,2.9087139296279934e-06,9.035536868395867e-06,1.3079583538910812e-06,0.003360299754422158,6.738778224324449e-09,8.110945236694533e-06,6.071924035495613e-05,1.3619990202329292e-08,9.627074915030676e-09,0.5243311703205109,4.155238153558116e-09,4.945821456203703e-06,1.724147996355896e-05,7.943209516270146e-06,1.4370336032243358e-08,0.8251698106527329
L2/3_spot_7,0.0006714844435919076,6.278889600253025e-07,1.9514269027354204e-07,0.5251568615436554,3.5669929093273826e-05,3.9352749126919665e-06,1.0402505085949088e-05,3.045661278520129e-05,4.472383625397924e-05,5.649542686114729e-06,0.14533210396766663,1.6523405577117956e-08,2.2092634208092934e-05,7.217025608952099e-06,1.3831425915711293e-08,2.078381868386714e-07,0.053980035707354546,3.504869496850915e-08,1.375445581288659e-05,0.0537818206474185,2.1846920049028997e-06,2.3466498877411367e-08,0.11682115197181701
L2/3_spot_8,2.3032161777791774e-07,6.887352810736048e-07,1.704530649959679e-08,0.20818569362163544,6.126141556705989e-06,1.1549217788342505e-05,1.3005208984395722e-05,1.690650260570692e-05,2.361312699576956e-05,3.7293494528967134e-06,0.054958864115178585,8.002392304362616e-09,2.1221359247647347e-06,2.5869125920507937e-06,4.910023498894134e-08,1.2979412957747627e-07,7.1070626518121575e-06,1.0803087313604465e-08,6.572163765667937e-05,0.03013120973482728,1.7864796632238723e-06,1.1979563385722259e-08,0.16503553614020347
L2/3_spot_9,8.354000691213059e-08,2.409926622704006e-07,1.943445955276957e-08,0.02490497073158622,3.6750088293047155e-05,5.001073513994925e-05,6.855713472759817e-05,1.1939784189962666e-05,2.7591617140387827e-06,2.7388491844249074e-06,1.6452008094347547e-05,4.2854847670525945e-09,1.0529974474593473e-06,3.477988616396033e-06,1.276669463479152e-08,2.4327428782555672e-08,0.04533739574253559,9.584523263939104e-09,2.1476151914612274e-06,0.029037973284721377,1.3163061680643295e-06,4.285846095797297e-08,0.05098034292459488
L2/3_spot_10,1.1534180721639588e-07,3.8251902623187567e-07,1.9312568699803027e-08,0.6833999574184417,0.06505664028227329,9.027969053931885e-06,3.749724226054241e-06,0.01265797629021108,4.088708283234155e-05,2.943395099919144e-06,9.58752380029182e-06,1.0732066924035167e-08,7.106678640411702e-06,2.3259616909854233e-06,4.06669704133833e-08,1.4623414035241922e-08,1.8022369204118149e-06,1.1974352487342798e-08,3.4534923315732163e-06,2.912499041940464e-06,9.172663595791164e-07,2.3096631718289018e-08,0.677881732583046
L2/3_spot_11,3.2394598150631285e-07,3.177257028141867e-07,3.921134883455579e-08,0.6279501378536224,0.00011606046355154831,2.82301250990713e-05,5.2134184807073324e-05,1.7644625131651992e-05,4.221758081257576e-05,7.427742798427062e-06,2.9424173862935277e-05,2.055887691199132e-08,4.159435120527632e-05,4.316810900490964e-05,2.1755986345795012e-08,1.7430510013127787e-07,0.2789107859134674,2.9820573921313104e-08,8.431479136561394e-06,6.0753107163691315e-06,4.919888069707668e-05,5.19188358794054e-07,0.29023320376873013
L2/3_spot_12,1.041692062386801e-07,9.923795971644722e-07,4.4867210569066176e-08,0.6114199310541153,0.00034426945057930425,3.3829634958237875e-05,6.167288302094676e-05,3.559911565389484e-05,1.4985178859205917e-05,1.1966665579166148e-05,0.10739285610616207,1.6075341680021896e-08,1.4767169091101094e-06,7.384039258795383e-06,4.610907140545351e-07,5.96046849210552e-08,0.12942470014095306,1.9174750498507365e-08,2.2821176207799e-05,3.0222256668821503e-06,5.629181328004052e-06,1.0223404096620925e-07,0.17935724332928657
L2/3_spot_13,0.005678435182198883,5.235600340824933e-07,2.401684753294831e-08,0.3688321620225906,0.001151558692799881,6.832380167907104e-05,7.361878851952497e-05,2.244869483547518e-05,3.7353884181356996e-05,0.0003927480982383714,3.764282555493992e-05,1.6382951972815364e-08,2.4231514885286745e-06,1.1493138163132246e-05,3.913248374232125e-08,5.781894394374376e-08,0.07824853509664535,3.444779732575398e-08,1.836757046476123e-05,0.11401240080595017,4.0849834476830445e-06,3.5263762221404706e-08,0.5481921970844269
L2/3_spot_14,0.1409516140818596,4.422596177278138e-07,5.769454070048142e-08,0.2996015653014183,0.00025849431403912604,2.61809334915597e-05,0.00027720475773094225,2.193838108723867e-05,2.078537863781094e-05,4.256130364410637e-06,0.05692794565111399,3.4342056487446373e-08,1.5395061291201275e-05,2.9058998643449743e-05,7.141466710436361e-07,1.694284918585254e-07,4.1534903539286466e-05,4.2026464512900936e-07,6.915556732565165e-05,0.10135540626943111,5.752549964199716e-06,2.1108942771519423e-08,0.25286871045827863
L2/3_spot_15,0.15525346547365187,9.601500920553008e-07,4.3453106535196186e-08,0.3189857646822929,2.936463715741411e-05,3.945157695852686e-05,5.9315117323421876e-05,8.650955851408072e-06,1.267138118237199e-05,1.7826251041697106e-05,0.026151882112026213,1.2751262312704626e-08,2.691490749384684e-06,1.7359811681672003e-05,6.575714053269622e-08,9.477535130031356e-08,0.4165377795696259,6.755994732543514e-08,2.5143956281681313e-05,1.3906278127251427e-05,5.662267426487233e-06,2.710093083280185e-08,0.36122353225946424
L2/3_spot_16,3.318801784502057e-08,3.241653075747308e-07,4.5794364922358e-08,0.25708972215652465,0.06259998343884945,2.3370493727270515e-05,0.09253567792475223,5.95977080593002e-06,4.241991700837388e-06,2.4665657633704543e-06,1.402038174092013e-06,3.4299136197901705e-09,9.055465767460192e-07,2.7915756163565676e-06,1.5895798188836355e-08,3.201149301190754e-08,0.012514872429892422,1.312557853516694e-08,0.000254318468796555,1.2477979851155397e-06,5.375129092044518e-07,3.4459947784171165e-09,0.3685706973075867
L2/3_spot_17,6.142989690260947e-07,3.2256514685968797e-07,4.77240503187204e-06,8.722567372387857e-06,6.06124400292174e-05,3.212306353361783e-06,0.00013736832115682774,2.329433846171014e-06,1.9871879999300295e-06,1.3863254650914314e-06,0.031902140378952025,7.707738380879905e-09,2.140366473213362e-06,1.2112507874917357e-06,3.014487290897705e-07,3.349727268897596e-08,4.040281396555656e-06,4.031172124996374e-08,5.091932121104037e-06,0.22886287122964857,1.1461158737802179e-05,2.553547790995481e-08,0.3234065845608711
