,q05_spot_factorsAstro,q05_spot_factorsCR,q05_spot_factorsEndo,q05_spot_factorsL2/3 IT,q05_spot_factorsL4,q05_spot_factorsL5 IT,q05_spot_factorsL5 PT,q05_spot_factorsL6 CT,q05_spot_factorsL6 IT,q05_spot_factorsL6b,q05_spot_factorsLamp5,q05_spot_factorsMacrophage,q05_spot_factorsMeis2,q05_spot_factorsNP,q05_spot_factorsOligo,q05_spot_factorsPeri,q05_spot_factorsPvalb,q05_spot_factorsSMC,q05_spot_factorsSerpinf1,q05_spot_factorsSncg,q05_spot_factorsSst,q05_spot_factorsVLMC,q05_spot_factorsVip
L1-L6_spot_1,8.865123426460287e-08,9.63600325576408e-07,8.953049146498418e-09,5.0739047765091526e-06,1.8270964176281269e-06,2.1738425743933476e-06,5.3344060006566e-06,1.323276848097521e-06,4.182518841844285e-06,6.927096956133028e-06,0.0014021316426806151,6.038268196562058e-09,9.941033169980076e-07,6.841694194008597e-05,3.620202122078808e-07,9.2783394833873e-08,1.7065678775907146e-06,8.97935503729741e-09,1.57633429012094e-06,0.8741456001996994,3.067977297632751e-06,1.452940558976934e-08,1.5713312677689828e-05
L1-L6_spot_2,5.209891327240257e-08,8.301512480102246e-07,4.883395217092357e-08,2.2218908270588147e-06,2.3652120717088112e-06,8.37552565258193e-07,2.2062741209083476e-06,9.068370587783647e-07,1.248584561608368e-06,1.6799745949924727e-07,3.4117937389055443e-06,1.4298183359517936e-09,7.165199662040323e-07,7.238648521479263e-07,7.71744006478059e-09,4.73419170532452e-08,1.4847983834442858e-06,5.527808832894721e-09,7.765390535041661e-07,0.47826558053493495,5.254470721638427e-07,2.425783940385174e-09,4.225649536238052e-06
L1-L6_spot_3,1.3979705784095132e-07,1.900559336718288e-05,2.4283480204445597e-08,5.183164216759906e-06,2.271710318382247e-05,1.0004338992075646e-05,0.0003107130221906118,0.10011478066444397,3.847387733912911e-06,2.572330856764893e-06,2.164508180158009e-06,6.373060967845846e-09,1.0632944565713843e-06,3.3877162991302615e-06,4.548458907294162e-08,5.232095219298572e-08,5.734350452257786e-06,9.33097310529263e-09,0.12402990534901619,0.6840251028537749,1.2308373811720232e-06,1.1180663506138446e-08,2.2524047039951257e-06
L1-L6_spot_4,4.117010053050763e-06,6.244215285278188e-07,2.9474387819306003e-08,9.814892064241577e-06,1.871107870101696e-05,4.227493445796426e-06,1.148205042227346e-05,0.24197706431150437,4.395631799525291e-06,8.782004954355216e-07,3.913051259587519e-05,1.2240001234786746e-08,6.337555578284083e-06,6.189014811752713e-06,1.9646854898525136e-08,4.181589048357637e-08,3.0857651154292402e-06,1.8032898019271218e-08,2.757003062470176e-06,0.6990777105093002,2.139098910447501e-06,3.1874298311862505e-09,1.3172225408197846e-06
L1-L6_spot_5,5.681882235819557e-08,1.0224089237453882e-06,4.4238182184130895e-08,7.791203915985535e-06,4.857769681620994e-06,7.643437584192725e-06,2.028018880082527e-05,0.15486431196331976,1.695692853900255e-05,3.744983212072839e-06,0.0010377446189522741,8.506459758805818e-09,2.6576978257253355e-06,0.0018151631637010723,2.815690018920236e-08,1.993188600835083e-08,3.128939840735257e-06,8.22102910191802e-09,4.1428738222748505e-05,0.9470013618469239,1.4271941324750516e-06,3.5020565003485168e-09,2.748875488123304e-06
L1-L6_spot_6,9.7987557623469e-08,6.062841208631653e-07,1.1194724658381007e-08,1.990645976945871e-07,1.9414119520888561e-07,3.814378359834337e-07,1.0738167816271017e-06,1.3227715598418399e-07,5.208658848232517e-07,2.1478303438016156e-07,5.805362690125549e-07,9.480980667220251e-09,4.5238761146038094e-07,3.753311048626529e-07,3.556455379083446e-08,1.2192110165898385e-08,0.003789144568145275,3.688457284045654e-09,3.200693345206673e-06,1.0532288014888762,4.71768946397333e-07,4.200065872872471e-09,2.599003195769001e-07
L1-L6_spot_7,1.107176377246333e-07,3.9149612121036625e-06,1.3658972051189269e-07,1.1814624713224477e-05,4.166747407907679e-06,9.710216863823007e-06,1.2975072513654595e-05,0.23872631788253784,1.964534558283049e-05,0.006390081788413227,8.001336072993582e-06,2.132400247489841e-08,1.8382362839020065e-06,1.0195281947744662e-05,9.03897358739414e-08,3.846500984394652e-08,1.7286492550283584e-06,2.090276609578723e-08,7.413891967189557e-06,0.9873369306325912,1.4629848124059208e-06,3.888090596149141e-08,2.591262466467015e-06
L1-L6_spot_8,1.5126219750527525e-06,3.0034227734176968e-06,2.7587303463860737e-08,3.0044709887988575e-06,3.054038211303124e-06,1.1449976182120737e-05,1.529064697933791e-05,7.0764303927717265e-06,7.630655795765051e-06,0.001635515852831304,2.0578337398546864e-06,9.683208412880617e-09,8.848761935951187e-05,6.28279883585492e-06,5.052744398881259e-07,4.9054560591343946e-08,5.256814392851084e-06,7.935442969397855e-09,5.390925753090415e-06,0.935583034157753,0.06191124860197306,4.5630023848275415e-08,1.1582117053876573e-06
L1-L6_spot_9,2.65224866780045e-07,6.848793091194239e-05,1.4433964379279017e-08,4.625940755431657e-06,2.4018896510824565e-05,4.079704158357345e-05,5.746750662183331e-06,0.19737309738993644,6.592460013052913e-05,0.01671078195795417,2.111286164563353e-06,1.4836758843728149e-08,4.173802199147758e-06,2.8858218229288468e-05,4.6298250140353047e-07,6.059134456393167e-08,6.704392694700801e-06,8.930778827576092e-09,1.1275383485553902e-06,0.5302057802677154,8.604278491475272e-06,1.0680436046683894e-08,3.346539529047732e-06
L1-L6_spot_10,1.0508727996239032e-06,3.265895350068604e-06,6.767823315101396e-08,1.952950867689651e-06,3.89068775348278e-06,9.909296022669879e-06,4.593401672536857e-06,0.23887905552983282,1.5048443492560181e-05,0.01965988576412201,3.7409369156193863e-06,1.1278666001146576e-08,2.5804238248383626e-06,1.5076052432050349e-05,1.7123037121535843e-08,5.335375909965023e-08,3.840411445708014e-05,4.4932482801129945e-08,2.6184361331615947e-06,0.5517249554395676,2.682461490621791e-06,1.399991798045619e-08,1.7772078876987508e-06
