,q05_spot_factorsAstro,q05_spot_factorsCR,q05_spot_factorsEndo,q05_spot_factorsL2/3 IT,q05_spot_factorsL4,q05_spot_factorsL5 IT,q05_spot_factorsL5 PT,q05_spot_factorsL6 CT,q05_spot_factorsL6 IT,q05_spot_factorsL6b,q05_spot_factorsLamp5,q05_spot_factorsMacrophage,q05_spot_factorsMeis2,q05_spot_factorsNP,q05_spot_factorsOligo,q05_spot_factorsPeri,q05_spot_factorsPvalb,q05_spot_factorsSMC,q05_spot_factorsSerpinf1,q05_spot_factorsSncg,q05_spot_factorsSst,q05_spot_factorsVLMC,q05_spot_factorsVip
L1-L6_spot_1,3.500406808853996e-08,2.262477994463552e-06,4.729560076910389e-09,0.8425142884254456,5.129678720550146e-06,6.964609951864987e-06,1.7786456828616794e-05,5.648817909786886e-06,5.610026414615278e-06,1.1061466102546546e-05,9.557666885484652e-07,1.1321001069930504e-08,4.631359843187966e-06,2.4592157569713893e-05,1.773423905504501e-08,3.1428553093348917e-08,1.0280735068590729e-06,4.929739683134926e-09,2.4289821112688516e-06,3.9443399799665715e-07,0.20359321907162667,2.320088543505961e-09,2.579216584308597e-07
L1-L6_spot_2,2.2490607989311684e-07,2.766319923352967e-07,0.1552009120583534,0.14096738547086715,0.0027491613291203976,1.4662856938230108e-05,2.090200878228643e-05,1.0359274256188655e-05,3.8584734829782975e-05,7.53962344788306e-06,8.609342830823151e-06,1.3421054401163703e-08,1.5012703488537227e-05,1.1365306500010775e-05,2.2558245138526443e-08,5.334298318615538e-08,0.1485070563852787,4.186271560513433e-08,1.3414585566806636e-06,6.450087624898515e-07,0.5570476800203323,9.601160000372035e-09,1.3138773908849544e-06
L1-L6_spot_3,6.47656528940388e-07,6.7919832872576085e-06,0.06190942637622357,0.40530678629875183,0.0007903961959527805,1.936940424229761e-06,3.5106244581584183e-06,2.6097567797478407e-06,6.737650460308942e-06,2.289457199822209e-06,5.225174413681089e-06,1.8332140605537008e-08,1.830846542816289e-06,3.1117669664126882e-06,3.5280975367868456e-07,7.038583937912791e-08,2.7618503850135314e-06,2.224473751866185e-08,9.670111523973902e-07,4.959914932101129e-07,0.03720775432884693,4.970337763587907e-09,2.244142785912118e-06
L1-L6_spot_4,2.2124826415392818e-08,0.0006239429087145253,1.4389535740733096e-08,0.4661151960492134,1.8466996061761167e-05,6.875644999126962e-06,6.459893738792743e-05,2.5849459802884668e-06,1.650739768592757e-05,9.199947180604795e-06,6.430734174500686e-06,6.850201339503315e-09,2.598667424535961e-06,1.521918520666077e-05,1.7678901542694807e-08,5.1039220494431014e-08,3.5809592304758557e-06,1.003370080354671e-08,1.927113305555395e-06,1.5120921034394997e-06,0.4346938580274582,3.832006256754285e-09,2.8464612455536556e-06
L1-L6_spot_5,1.870108178536612e-07,3.2603461704638902e-06,3.2107077352350194e-08,0.859216758608818,0.00019409263622947038,0.005834078672342003,0.00010431611917738337,1.4466194943452138e-05,0.023107341676950454,2.320976145711029e-05,4.263974233253975e-06,1.2447209618571265e-08,4.65054420146771e-06,6.155190167191905e-05,3.176029146345627e-08,1.374476745752418e-07,6.804489271416969e-06,5.299839838102116e-08,1.0117408191945288e-05,5.070410111329693e-06,0.5052938342094422,4.879107096122937e-09,1.1385798825358507e-05
L1-L6_spot_6,2.800529159685539e-08,5.75408998315652e-07,1.2385432412997943e-08,0.5593920975923539,3.178015431331005e-05,8.04778624114988e-06,2.9380291653069435e-05,1.829976245062426e-05,1.663847515374073e-05,3.8079989280959126e-05,3.0393834776987206e-06,2.57806033188146e-09,4.3775748736152306e-06,1.8626564633450473e-05,9.715738436000265e-09,2.355935890818728e-08,3.124533964182774e-06,1.3447898439267192e-08,4.944660133787693e-07,7.065031212505347e-07,0.24975145757198333,2.4093929296142846e-09,3.955647457587475e-06
L1-L6_spot_7,1.0825805105696419e-07,2.5415005893592026e-06,0.19843098968267442,0.2691159203648567,5.6113065875251776e-05,1.1319156828903943e-05,1.2571633533298154e-05,6.008489094710967e-06,2.699039077924681e-05,1.0307766069672653e-05,7.194262207121938e-06,1.7157126208644514e-08,1.0772767780053984e-06,1.8439967880112815e-05,0.0001986521514481865,4.163786506694578e-08,6.537473586831767e-06,1.0248795012657298e-08,1.037228889799735e-06,2.2270627141551814e-06,0.2405190721154213,4.033141181025713e-07,1.277841568025906e-06
L1-L6_spot_8,6.924347424330792e-08,0.009646819531917572,7.757250308770836e-09,0.835101968050003,6.614845297008287e-05,2.877906399589847e-05,0.002919160283636302,0.012816568464040758,2.0832163772865898e-05,2.8950365322089056e-05,1.6790857614523703e-06,2.273658310514293e-08,1.620342882233672e-05,2.380829237154103e-05,2.1304168029701032e-08,6.86641765668128e-08,3.3002017516992057e-06,2.68815570692027e-08,1.1539805200300181e-05,1.5141139442675921e-06,0.42261037528514867,3.680055604693422e-09,4.060716833009792e-06
L1-L6_spot_9,1.3107391396260937e-06,5.893520519748563e-05,4.283173318242462e-08,0.7113081127405168,5.8554576025926504e-05,7.752033525321167e-06,1.4134064576865059e-05,2.997918727487559e-06,3.1318881156039424e-05,0.0001062099156115437,5.8984073984902355e-05,1.3192908854264828e-08,3.2620276215311605e-05,8.626609587736312e-06,6.521767197398276e-08,6.048429881388984e-08,0.00022438879896071742,1.4817093552110807e-08,8.307974621857283e-06,7.2110259134206e-05,0.5107380300760269,4.4580248413694785e-06,6.945468931007781e-06
L1-L6_spot_10,3.7398254107756656e-06,3.14654521389457e-06,1.1223358242773429e-08,0.4755970731377602,0.002022719685919583,0.08421963155269623,5.372755367716309e-05,1.0889858003793051e-05,3.9299304262385704e-05,9.560836269884021e-06,1.0428938423956426e-06,2.0220085961142336e-08,2.5320626946268025e-07,4.9361283345206175e-06,6.070723888029762e-08,3.956300993479544e-08,0.10516283586621285,1.5031492939243666e-08,1.3967161521577513e-06,5.903352615632685e-07,0.17854306325316427,6.441373190391176e-09,1.024613715117084e-06
