	Astrocyte0	Ependymal10	Immune1	Immune8	Neurons4	Neurons5	Neurons7	Oligos3	Oligos6	Vascular11	Vascular2	Vascular9
priorregion1_spot_1	0.630243	0.0067967027	6.001602e-08	4.491887e-08	0.0037094653	0.028589526	0.007436925	0.0068359673	0.0031883584	0.14298981	0.0246527	0.14555754
priorregion1_spot_2	0.25399238	6.1607653e-07	2.9360788e-07	1.4147037e-07	0.013795298	0.00387552	0.026858462	0.002212718	0.011778662	0.21448	0.10431629	0.36868954
priorregion1_spot_3	0.46490073	2.3455803e-05	4.069843e-08	5.7727952e-08	2.2336162e-06	0.017724292	0.0153395375	2.1121619e-07	0.028151296	0.0037893741	0.029980531	0.44008824
priorregion1_spot_4	8.072072e-08	0.006538712	8.2976876e-05	2.0136717e-07	0.0007340723	0.020445477	0.026449155	6.0882385e-08	0.1166791	0.0042690975	0.14119887	0.68360215
priorregion1_spot_5	0.7583889	0.011366909	2.9455684e-08	1.8333528e-08	0.040555097	0.030208386	5.4802035e-07	2.2986489e-05	0.010548384	8.3703135e-08	9.538513e-07	0.14890763
priorregion1_spot_6	0.3724635	0.029708391	4.1855938e-07	2.08658e-07	4.2987176e-07	3.063679e-06	0.068502106	1.3034057e-07	0.017604284	0.03191308	0.05007631	0.42972818
priorregion1_spot_7	0.0014366732	0.023435736	2.360725e-07	3.9065903e-06	1.5950151e-06	0.012372763	0.07632311	4.0810414e-07	0.05076333	0.1352679	0.101463236	0.5989312
priorregion1_spot_8	0.47897992	0.028486636	1.7670018e-07	7.7648586e-08	3.191099e-06	0.049723305	0.029992385	1.6662487e-07	0.036320586	0.053647492	0.02368012	0.29916593
priorregion1_spot_9	0.5893453	0.017600236	2.0961966e-07	8.252773e-08	0.006894164	0.0085140085	0.023739275	0.0013766596	0.022242235	0.0029208693	5.7402926e-06	0.3273613
priorregion1_spot_10	0.8663409	0.0053744446	4.403754e-08	2.6294734e-08	6.183014e-05	0.013099737	6.689381e-06	8.128679e-08	0.001208433	1.209112e-07	7.5559024e-07	0.11390702
priorregion1_spot_11	0.30706516	2.9847317e-06	1.4680344e-07	0.012651199	6.20795e-07	0.02744495	0.018455192	6.490978e-08	0.0738126	8.777524e-07	0.03796664	0.5225996
priorregion1_spot_12	0.50278276	8.533776e-06	7.774474e-08	1.1301887e-07	0.021263555	0.05515986	4.1499015e-07	1.2812161e-07	0.030419854	0.0023463853	0.03536394	0.35265437
priorregion1_spot_13	1.7622305e-06	0.020283096	1.8526559e-07	5.050591e-07	7.402731e-06	0.025912032	0.04659925	2.9138653e-07	0.060368743	0.16651316	0.093397155	0.58691645
priorregion1_spot_14	0.268984	0.0014756579	1.3536444e-07	2.3407257e-07	2.2167908e-06	0.029826581	4.666429e-07	1.3868252e-07	0.09136935	0.0018232596	0.12418234	0.4823356
priorregion1_spot_15	0.42559204	0.025017424	6.7897207e-07	9.118409e-08	2.3539203e-06	2.5926315e-06	0.04886341	1.2225985e-07	0.049321085	0.0025205177	0.027671099	0.4210086
priorregion1_spot_16	0.31803337	0.037481997	0.0015619546	3.4459518e-07	0.0024940688	0.056384984	0.0627418	9.506671e-08	0.015487086	5.1317056e-06	0.07516304	0.43064612
priorregion1_spot_17	0.30148816	0.026008986	2.2304732e-07	1.2031889e-07	9.4548267e-07	0.036640126	0.025478406	1.63389e-07	0.20608929	0.0041543287	0.02165166	0.37848762
priorregion1_spot_18	0.59002453	0.013665284	1.0924344e-07	9.0014815e-08	1.19815595e-05	0.03209814	1.9630374e-06	1.18730135e-07	0.066862345	0.004349023	0.011592695	0.28139362
priorregion1_spot_19	0.5672283	0.011515473	3.6351473e-08	2.8527987e-08	0.006730081	0.01593905	0.035564378	5.729247e-07	0.05682716	0.08010259	3.9526194e-06	0.22608839
priorregion1_spot_20	0.6089167	0.0074048406	9.392621e-08	1.8864559e-07	8.788048e-06	0.01664317	0.0014036513	2.616314e-07	5.5465116e-06	6.5169786e-07	0.027430773	0.33818525
priorregion1_spot_21	0.5549071	0.0126713095	1.7679521e-07	1.3860223e-07	9.397389e-06	0.0128988335	3.978173e-06	2.634233e-07	0.009443627	0.009240187	0.045126285	0.35569876
priorregion1_spot_22	0.36858788	0.020882336	6.7746214e-08	9.863609e-08	0.0115249185	0.012458302	0.07108367	1.3512538e-07	0.05957105	0.0032135032	2.1734843e-06	0.45267585
priorregion1_spot_23	0.3590642	0.011284682	4.923534e-07	3.3363693e-07	2.3337088e-05	0.009404161	0.05839811	7.197972e-08	0.03677785	0.06896067	0.05599821	0.4000879
priorregion1_spot_24	0.35277542	0.019092793	5.011508e-07	1.6732093e-07	4.1357603e-06	6.248651e-07	0.033150177	1.0180699e-07	0.057721306	0.002252974	0.06054575	0.47445607
priorregion1_spot_25	0.6450711	1.088976e-06	6.283999e-08	7.7990194e-08	1.0417001e-05	0.01769931	2.4004956e-07	1.3355402e-07	0.05786538	6.5951205e-08	2.1003057e-06	0.27935016
priorregion1_spot_26	1.2860471e-07	0.0052531557	3.2375924e-06	3.742489e-07	1.6637316e-06	0.01970188	0.057673927	2.726748e-07	0.0615235	0.0064738546	0.17845364	0.67091435
priorregion1_spot_27	2.50565e-07	2.8362675e-07	2.0380952e-07	1.3432134e-07	4.4786754e-07	0.046859726	0.050947998	0.008180585	0.012704322	0.01331354	0.21018557	0.65780693
priorregion1_spot_28	0.60410285	0.009773323	6.428514e-08	1.1125497e-07	5.860898e-06	0.008948998	0.038106393	2.6519572e-07	0.020285701	0.045637842	2.2712843e-06	0.27313632
priorregion1_spot_29	0.63612616	0.00857262	1.838305e-08	2.0591946e-08	1.3688524e-05	0.005796436	0.06369537	6.409483e-08	0.031099735	0.0033742995	5.409664e-07	0.251321
priorregion1_spot_30	0.3825233	0.02089926	6.005849e-08	1.510463e-07	3.539726e-06	0.011350833	0.03828589	7.430697e-08	0.05023956	0.012671933	0.037745547	0.44627985
priorregion1_spot_31	0.64255196	0.025768654	9.002302e-08	0.0007111137	5.866858e-07	0.019405099	0.00035384082	3.3733662e-07	0.008007773	0.017418012	0.012334052	0.27344844
