	Astro	CR	Endo	L2/3 IT	L4	L5 IT	L5 PT	L6 CT	L6 IT	L6b	Lamp5	Macrophage	Meis2	NP	Oligo	Peri	Pvalb	SMC	Serpinf1	Sncg	Sst	VLMC	Vip
L1-L6_spot_1	1.5401918e-08	0.5735128	4.48792e-09	1.04231816e-07	6.392459e-08	1.1980651e-07	9.972696e-08	6.456865e-08	1.0968751e-07	1.0773991e-07	0.30824155	3.3761427e-09	0.006283068	7.183076e-08	7.037282e-09	8.321675e-09	0.07292996	3.835114e-09	0.039028965	1.7310424e-07	2.759114e-07	1.486119e-08	2.293062e-06
L1-L6_spot_2	0.00053874386	0.4026318	1.012618e-08	1.4330043e-07	8.556301e-08	8.706256e-08	9.845217e-08	7.47501e-08	1.1622633e-07	3.6225794e-07	0.5968102	2.666863e-09	1.4428542e-07	7.114689e-08	1.2596585e-08	1.5749317e-08	1.575999e-06	3.7673766e-09	2.6229347e-07	5.667207e-07	1.16176325e-05	2.4214698e-08	4.18424e-06
L1-L6_spot_3	6.099589e-08	0.30629614	3.7319325e-09	2.260367e-07	1.5168192e-07	1.9072944e-07	3.9552395e-07	2.034706e-07	2.3430407e-07	3.9462574e-07	0.5424073	2.9256404e-09	0.011025016	7.4166635e-08	6.1145133e-09	0.0012730834	1.2194479e-06	2.7430715e-09	1.9096331e-05	0.025847513	1.3457693e-06	1.9783531e-08	0.113127336
L1-L6_spot_4	8.814823e-08	0.09953117	4.1255532e-09	8.702471e-08	5.062635e-08	8.541895e-08	3.0067693e-07	7.8320845e-08	8.384777e-08	2.7290157e-06	0.88742054	3.7324126e-09	0.010774206	5.770965e-08	1.5998118e-08	4.606914e-09	0.0001530334	1.7721277e-09	0.00014232974	5.801275e-06	3.8901053e-05	0.0018863739	4.4062155e-05
L1-L6_spot_5	1.505606e-08	0.45642704	4.815345e-09	1.0547817e-07	1.379816e-07	9.95261e-08	2.2769991e-07	8.104044e-08	8.984933e-08	1.8977161e-07	0.52430034	3.1028657e-09	3.2211653e-07	1.0760233e-07	1.0132757e-08	0.0018399834	2.0869118e-06	3.7012833e-09	0.0074371663	4.1037367e-07	0.009989903	1.2534295e-08	1.706279e-06
L1-L6_spot_6	1.4096394e-08	0.17610843	6.043887e-09	2.3770289e-07	0.0025408263	3.4823492e-07	8.999155e-08	7.547944e-08	6.8058546e-07	2.3359047e-07	0.7673552	2.4318585e-09	2.2562335e-07	0.00707863	1.3213916e-08	5.1004445e-09	1.0208461e-06	1.5612432e-09	0.046796776	3.3584074e-06	0.00011202706	7.067754e-08	1.8287374e-06
L1-L6_spot_7	1.21422055e-08	0.009249702	2.0508721e-09	0.0022169459	0.00963232	3.2920818e-07	1.5247241e-06	1.09871635e-07	4.2119282e-07	2.4876792e-06	0.8695238	3.3823673e-09	1.3307692e-06	8.689385e-08	6.6280705e-09	3.850889e-09	0.00026941823	2.3164657e-09	0.109080054	3.333828e-06	7.781535e-06	6.9750463e-09	1.0316476e-05
L1-L6_spot_8	1.2420032e-08	0.26108444	3.9187826e-09	4.744338e-07	3.4612637e-07	3.1131728e-07	4.5283477e-07	2.2326157e-07	0.030230386	2.573165e-05	0.666358	2.3823474e-09	7.226074e-07	1.1053541e-07	9.160736e-09	4.7976627e-09	0.011858378	2.8517615e-09	0.03043354	1.387053e-06	2.1906965e-06	1.5703861e-08	3.2966166e-06
L1-L6_spot_9	2.3737506e-08	3.6785511e-06	8.286412e-09	8.9893184e-08	6.539751e-08	6.87585e-08	6.3672724e-07	4.5939004e-08	1.1413695e-07	1.8873158e-06	0.9496128	1.0947947e-09	1.9147514e-07	6.545791e-08	7.896219e-09	3.4663454e-08	0.0036449705	1.4679523e-09	0.04670089	5.749046e-06	1.35891805e-05	5.663186e-09	1.509127e-05
L1-L6_spot_10	0.0018211266	6.536863e-08	2.888673e-09	0.010945194	1.4646966e-07	1.1212963e-07	1.0974389e-06	1.4631706e-07	2.9736552e-07	4.085109e-06	0.8562954	1.9903514e-09	0.00021615214	1.6418413e-07	1.0218809e-08	8.203508e-09	0.0002820697	2.835999e-09	0.13038555	7.5688996e-07	2.1861506e-05	7.2487523e-09	2.5762214e-05
L1-L6_spot_11	1.0243453e-08	0.3541694	2.4028624e-09	8.352316e-08	6.5513944e-08	1.0014612e-07	1.7278768e-07	6.229443e-08	1.2352504e-07	7.837152e-07	0.6088017	2.543019e-09	2.2192003e-07	8.7769955e-08	1.2043806e-08	0.0010487144	0.035916816	3.2146887e-09	5.255134e-06	2.2626023e-07	5.465214e-05	1.0578949e-08	1.3412872e-06
L1-L6_spot_12	1.2446811e-08	0.06902507	4.6859685e-09	1.6928684e-07	1.3349556e-07	1.5987149e-07	3.486409e-07	3.2479443e-07	3.2005232e-07	0.056025155	0.806257	2.0793607e-09	4.546107e-07	1.3262012e-06	9.130728e-09	4.927901e-09	0.014912742	2.2754458e-09	0.0026241571	8.669033e-06	1.459006e-05	2.0578353e-08	0.051129326
L1-L6_spot_13	1.531731e-08	0.6045481	6.6932118e-09	5.5671805e-08	5.8650254e-08	6.033976e-08	7.467676e-08	5.1177356e-08	6.196946e-08	2.8660907e-07	0.39544997	3.0374891e-09	1.5555888e-07	7.12081e-08	1.1480163e-08	7.6914475e-09	3.8023026e-07	2.4331708e-09	1.3965557e-07	1.0344109e-07	3.0874148e-07	1.6006176e-08	1.7349939e-07
L1-L6_spot_14	1.4694322e-08	0.27989155	4.7976543e-09	2.5466095e-06	0.003522365	2.1714443e-07	1.5697506e-06	3.398049e-07	3.1711406e-07	8.812976e-06	0.7151733	2.4081603e-09	0.0013458718	9.481364e-08	8.2979055e-09	6.9113555e-09	1.5248201e-05	2.0797428e-09	4.922374e-06	9.479451e-06	3.7713023e-06	1.1208661e-08	1.9581772e-05
L1-L6_spot_15	1.7700284e-08	0.9999998	5.6555423e-09	1.2837396e-08	1.3750427e-08	1.4443372e-08	1.5210903e-08	1.4500717e-08	1.4966185e-08	1.5079223e-08	6.0167864e-08	4.6924793e-09	4.818172e-08	2.0206222e-08	1.3422373e-08	7.760997e-09	2.823165e-08	3.4545966e-09	2.2807944e-08	1.951714e-08	3.3781692e-08	2.4287637e-08	1.9304059e-08
L1-L6_spot_16	1.612247e-08	0.2113033	4.0092396e-09	1.6803419e-07	9.1988674e-08	1.7900622e-07	1.7638035e-06	2.2260531e-07	1.423785e-07	1.309285e-05	0.6005446	2.559667e-09	0.00033945957	0.0037161573	7.221537e-09	0.0006577721	0.09805923	6.1525905e-05	0.08463166	2.6304103e-06	1.1829079e-05	0.0006381238	1.80999e-05
L1-L6_spot_17	1.08489475e-08	1.0341456e-07	3.1648406e-09	1.986295e-07	1.7486047e-07	1.2748941e-07	9.293217e-07	1.0744481e-07	1.6693495e-07	1.0323027e-05	0.94162935	2.446843e-09	2.881827e-07	5.5253093e-08	8.089458e-09	5.4412923e-09	2.129349e-05	2.33829e-09	0.05832311	4.0199147e-06	3.026392e-06	7.6160225e-09	6.722045e-06
