	Astro	CR	Endo	L2/3 IT	L4	L5 IT	L5 PT	L6 CT	L6 IT	L6b	Lamp5	Macrophage	Meis2	NP	Oligo	Peri	Pvalb	SMC	Serpinf1	Sncg	Sst	VLMC	Vip
L1-L6_spot_1	9.38179e-09	5.1332616e-08	3.39288e-09	1.2652667e-07	1.164907e-07	1.6729253e-07	0.0074563455	9.8500124e-08	1.0696313e-07	0.004418039	1.9099525e-05	2.1305064e-09	1.4079816e-07	6.911289e-07	0.0011323356	6.1832997e-09	1.0679576e-07	3.1479246e-09	1.30833305e-05	0.92430496	4.7984213e-07	7.822582e-09	0.06265402
L1-L6_spot_2	0.0012377955	0.002526857	1.46597765e-08	4.49373e-08	4.7891326e-08	4.4904958e-08	4.7560206e-08	3.8575067e-08	4.6255025e-08	3.8353654e-08	1.3639533e-06	2.9823748e-09	2.0311455e-07	4.1310354e-08	2.3886628e-08	3.231679e-07	1.15718265e-07	1.8682544e-09	4.4779276e-06	0.8585859	9.931273e-08	7.175615e-09	0.1376425
L1-L6_spot_3	1.19804735e-08	8.007549e-08	2.3371585e-09	4.6755193e-07	2.0612003e-07	1.8504745e-07	0.010372262	0.09095611	1.7038387e-07	2.7163907e-07	3.329574e-05	2.0218516e-09	1.4666942e-07	3.4407321e-07	1.6888903e-08	4.49545e-09	2.1661681e-07	3.5702143e-09	0.25119892	0.6473804	2.3823262e-07	6.6095205e-09	5.6515542e-05
L1-L6_spot_4	0.00042901965	7.152357e-08	1.0301459e-08	6.7192633e-07	1.5160407e-06	4.4365774e-07	1.3884264e-06	0.24963804	7.1180597e-07	2.4633798e-06	0.08662918	2.3636115e-09	0.0032378181	2.3539782e-07	1.3629653e-08	9.318956e-09	2.2754102e-07	3.0713645e-09	5.2171865e-05	0.659988	5.629929e-07	1.7698532e-08	1.7580043e-05
L1-L6_spot_5	9.612971e-09	1.0997242e-07	7.035953e-09	8.2999435e-07	7.0493456e-07	2.8758203e-07	7.0258307e-07	0.11497032	6.875088e-07	5.1442516e-06	0.009989548	1.7683849e-09	4.3804104e-07	0.028214015	3.080636e-08	5.188086e-09	1.1525257e-07	2.8656533e-09	0.08229067	0.7493733	2.345924e-07	9.557884e-09	0.0151529135
L1-L6_spot_6	1.3789286e-08	8.756392e-08	3.6503944e-09	1.06966816e-07	9.974481e-08	1.0642884e-07	1.218132e-07	7.2040244e-08	8.701693e-08	8.830297e-08	3.6147852e-05	2.0370743e-09	2.1261944e-06	5.7890723e-08	2.4070255e-08	4.264756e-09	3.914812e-07	2.5618028e-09	0.105479635	0.89438754	4.0846209e-07	1.0073971e-08	9.288972e-05
L1-L6_spot_7	9.116402e-09	0.0022400916	8.620855e-09	0.008775896	1.37364e-06	0.00034060943	0.020887153	0.14452872	3.6225983e-06	0.022213804	0.00019633617	1.9502993e-09	3.8726313e-07	7.8098265e-07	2.8157345e-08	6.0663634e-09	0.00072554004	3.481817e-09	0.03115554	0.7025696	4.1792353e-07	1.6442673e-08	0.06636011
L1-L6_spot_8	0.0017029559	2.4924907e-07	4.1627084e-09	1.6167002e-07	2.8270122e-06	6.3842214e-07	1.0551383e-06	0.0059323823	1.7945577e-07	0.009180398	2.5967567e-05	2.033942e-09	0.0124126775	9.0580684e-08	7.818658e-05	5.8093415e-09	3.733236e-07	4.0095265e-09	0.00033480691	0.87308604	0.09707706	1.59019e-08	0.0001638781
L1-L6_spot_9	1.7537461e-08	7.149285e-08	3.586936e-09	5.391367e-07	3.016237e-07	4.025694e-07	5.56784e-07	0.29034042	1.8346075e-06	1.1701435e-06	1.3082067e-06	1.6053127e-09	1.8126862e-07	3.1013533e-07	1.4087665e-07	3.5510073e-09	0.005576969	2.681323e-09	2.1160715e-06	0.7036202	0.00044609036	6.1067347e-09	7.4044865e-06
L1-L6_spot_10	6.4380736e-09	7.895242e-08	5.339728e-09	1.515363e-07	7.982647e-07	2.874089e-07	1.2023487e-07	0.26681936	1.3429742e-07	0.008687257	1.1216067e-06	3.2840541e-09	1.0126316e-06	1.985827e-07	2.099519e-08	4.9819473e-09	0.0068008523	6.1738823e-09	7.15093e-06	0.7176754	1.12505084e-07	8.771181e-09	6.0027787e-06
