	Astro	CR	Endo	L2/3 IT	L4	L5 IT	L5 PT	L6 CT	L6 IT	L6b	Lamp5	Macrophage	Meis2	NP	Oligo	Peri	Pvalb	SMC	Serpinf1	Sncg	Sst	VLMC	Vip
L1-L6_spot_1	9.133525e-09	1.3320968e-07	3.6675267e-09	3.5472408e-06	1.4477051e-07	4.4346453e-07	4.7073675e-07	0.018301029	0.15477604	8.0846866e-07	9.2875973e-07	2.4690732e-09	2.5379433e-07	1.4310832e-07	1.02217586e-08	2.7930753e-08	0.23398592	3.122079e-09	0.43516982	0.04154517	8.9337743e-07	7.821041e-09	0.116214156
L1-L6_spot_2	5.756654e-09	7.3048554e-08	7.986927e-09	4.7843046e-06	3.7363284e-07	4.431533e-06	1.899064e-06	2.887145e-06	0.5629935	1.3639658e-06	2.2451415e-07	1.865787e-09	1.6475822e-07	0.007117861	1.1323284e-08	9.23894e-09	0.3411275	3.704878e-09	0.06943768	0.019304227	2.6731059e-06	3.5373067e-09	2.9419914e-07
L1-L6_spot_3	1.0770721e-08	7.393055e-08	5.187391e-09	3.1930915e-06	6.867091e-07	2.718013e-06	9.069168e-07	0.022347422	0.27537343	3.6788092e-07	3.753619e-05	2.9155023e-09	5.6386546e-07	3.0862174e-07	1.6612088e-08	4.896909e-09	0.32084155	3.982796e-09	0.3777044	7.311597e-07	0.0036827666	4.720908e-09	3.2277533e-06
L1-L6_spot_4	0.0010237595	3.963791e-08	3.7046588e-09	1.4380815e-06	1.0119664e-06	6.5222895e-07	2.0461518e-07	0.008600488	0.23597127	1.7707738e-07	1.0036708e-05	1.6584292e-09	3.4121368e-07	1.025222e-05	7.892451e-09	3.0628287e-09	0.085168116	1.9152442e-09	0.65865076	4.690196e-06	0.010549788	3.0799667e-09	6.9162666e-06
L1-L6_spot_5	9.685232e-09	2.8713103e-08	3.5560592e-09	0.016720608	3.449353e-05	0.00025479714	1.046175e-06	7.047512e-06	0.52204347	2.0109893e-07	1.6463035e-05	1.6646647e-09	1.04647725e-07	3.380144e-05	1.6299555e-08	2.7662073e-09	0.2586266	1.5463055e-09	0.20223857	2.2276163e-07	2.2424112e-05	2.4059805e-09	2.1053002e-07
L1-L6_spot_6	6.1904717e-09	6.019443e-08	0.001885738	0.044646263	4.431073e-07	8.5844323e-07	3.3784778e-07	0.013889249	0.32572156	6.4742335e-07	7.358888e-07	2.6058475e-09	2.9519398e-07	2.921801e-07	9.673995e-09	7.357139e-09	0.2562694	3.2862557e-09	0.26223424	2.846191e-06	5.30495e-07	5.0564832e-09	0.095346525
L1-L6_spot_7	6.9563555e-09	5.327123e-08	4.3040083e-09	0.027374726	2.1015317e-06	7.8211644e-07	2.0101469e-07	1.7983983e-07	0.35126445	1.7914059e-07	0.08386399	2.8193181e-09	1.4121697e-07	0.001665841	7.9541636e-09	9.579749e-09	0.017847683	2.0804611e-09	0.5179786	4.808455e-07	2.4493238e-07	6.009911e-09	3.0218555e-07
L1-L6_spot_8	0.0010412603	4.156316e-08	2.2538704e-09	1.9422411e-07	0.04390421	7.530262e-07	2.565563e-07	8.3477154e-08	0.07142419	1.7351974e-07	0.11024428	2.3198343e-09	2.2163142e-07	6.805362e-07	8.256924e-09	3.4670806e-09	0.28859502	1.9945594e-09	0.43338645	5.3258923e-06	0.006159431	7.1469e-07	0.04523671
L1-L6_spot_9	7.259021e-09	3.6994035e-08	6.5572663e-09	0.03416104	4.622583e-07	3.0174658e-07	2.209301e-07	2.9274926e-07	0.55096346	2.4387882e-07	0.009250562	1.7948727e-09	0.01014325	2.5921358e-07	6.4642305e-09	0.00014571735	3.545387e-07	3.8591703e-09	0.39533237	5.6229453e-07	6.743157e-07	4.777074e-09	1.0415087e-07
L1-L6_spot_10	6.83616e-09	1.3234188e-07	3.5049683e-09	0.123172015	3.9843944e-06	2.895715e-06	2.5392008e-06	0.050461896	0.46932268	1.0288982e-06	2.2456338e-07	2.4216005e-09	0.004846537	1.4810995e-06	2.0932626e-08	5.138372e-09	0.3420627	2.9855645e-09	0.009743268	2.5743546e-07	0.0003541856	4.1985277e-09	2.4257952e-05
L1-L6_spot_11	1.0716441e-08	1.6442918e-07	1.6770445e-08	1.9016874e-05	3.1250484e-06	0.0017776329	1.6044565e-06	8.445979e-07	0.4437862	3.9009453e-07	7.895875e-07	1.97819e-09	1.440749e-07	2.4476145e-07	7.535469e-09	2.3945308e-08	0.35160682	4.1270436e-09	0.12491156	5.5330247e-07	0.0013740248	3.2098814e-07	0.07651658
L1-L6_spot_12	6.2919407e-09	3.951828e-08	4.8805107e-09	9.996799e-08	1.1581917e-07	1.1317563e-07	1.0557268e-07	7.194106e-08	1.1967775e-07	2.5892538e-07	0.074286096	2.2890145e-09	1.208636e-07	6.554305e-08	9.0508925e-09	8.373349e-09	0.23492405	2.8257765e-09	0.5058107	0.00014076152	0.15966633	0.00035781635	0.024813145
L1-L6_spot_13	5.072831e-09	4.125792e-08	2.5284645e-09	4.769056e-06	2.476429e-07	0.04128578	0.05536026	0.0130316205	0.22185639	4.094805e-07	1.2978839e-07	1.8322942e-09	6.288519e-08	3.270802e-06	7.788779e-09	4.0555297e-09	0.66826683	4.4455053e-09	2.0662804e-07	6.623287e-08	0.00018977333	4.3448654e-09	7.476359e-08
L1-L6_spot_14	5.0580318e-09	1.8452173e-08	2.9249616e-09	2.3887273e-07	4.473542e-08	1.1419067e-07	5.3814723e-08	5.827815e-08	1.1177761e-07	9.594733e-08	4.7140526e-05	2.1069035e-09	3.507501e-05	8.6339746e-08	4.953506e-09	5.238236e-09	0.41645566	3.607563e-09	1.2629478e-06	1.1657265e-06	0.5834587	4.1826156e-09	1.0285261e-07
L1-L6_spot_15	5.7417697e-09	3.7870024e-08	2.0339783e-08	5.2116047e-06	0.00025628318	0.008883406	5.985917e-06	2.4458728e-07	0.27393636	2.9465994e-07	1.3836554e-06	2.2185471e-09	0.021031573	2.9827424e-07	6.810085e-09	0.0014190753	0.5416505	0.000102547965	0.05462715	0.031584874	0.00046108238	3.2967349e-09	0.06603375
L1-L6_spot_16	1.008747e-08	5.5297566e-08	3.6444878e-09	2.7362623e-07	1.9275764e-07	7.518992e-07	3.4506627e-07	3.0947137e-07	0.3281479	2.3083543e-07	1.1575464e-06	1.6697924e-09	2.4274172e-07	1.9732909e-07	8.742084e-09	7.549708e-09	0.5228944	3.5531165e-09	0.092512235	0.014702368	0.041739188	7.61117e-09	1.5208677e-07
L1-L6_spot_17	4.4370956e-09	6.01965e-08	4.152043e-09	0.0488369	0.012962008	1.7714867e-06	3.9018946e-07	5.665291e-07	0.45357046	0.027758177	4.4531407e-07	1.4785253e-09	1.0171425e-07	1.3516039e-07	8.3806535e-09	2.8557021e-09	0.20371483	1.83229e-09	0.24221373	0.010939187	4.581236e-07	3.2436307e-09	8.463858e-07
L1-L6_spot_18	1.1608107e-08	6.086996e-08	5.229429e-09	0.041090008	0.02410727	6.0365173e-06	3.1822088e-07	4.6658468e-07	0.4908256	1.8674262e-07	1.0338607e-06	2.6341809e-09	4.0380618e-07	5.478811e-07	1.6167487e-08	2.5830694e-08	0.30719373	3.1010865e-09	0.13677317	1.6675016e-07	4.9129153e-07	9.906326e-08	3.9018437e-07
L1-L6_spot_19	0.0010424731	6.033297e-08	3.853661e-09	1.0714758e-06	3.5722544e-06	3.0393564e-06	2.999587e-07	0.046566084	0.2026672	4.383539e-07	0.007199881	1.8520264e-09	8.450852e-07	1.9527029e-07	2.301364e-08	0.00047508156	0.52391165	6.0059406e-09	0.13246122	0.06454256	0.020102698	0.00102143	1.8984733e-07
L1-L6_spot_20	0.00079073105	5.731836e-08	4.81711e-09	0.020957168	0.009247106	2.9747243e-06	2.1176747e-07	1.9953122e-06	0.2530151	4.493081e-07	0.02729443	1.3875373e-09	6.7782776e-07	0.007827306	0.0011221514	1.0220451e-08	0.104914665	1.4917906e-09	0.5748084	3.290575e-06	8.952668e-06	4.428538e-09	4.1828494e-06
L1-L6_spot_21	4.8939492e-09	4.730462e-08	4.0495722e-09	2.9142973e-06	1.639009e-07	4.0255816e-07	2.0162939e-07	2.5823843e-07	0.42510328	6.516228e-07	1.5412445e-06	1.5231996e-09	1.2545455e-07	1.2041205e-07	7.919245e-09	3.899316e-09	0.21844983	2.2691062e-09	0.25208142	1.5385018e-06	4.354215e-06	5.426756e-09	0.10435306
L1-L6_spot_22	1.3438506e-08	1.09079856e-07	7.76611e-09	0.11391697	2.0237383e-06	2.186612e-06	4.847953e-07	2.9652546e-07	0.5275869	3.996286e-06	4.412048e-07	2.17857e-09	1.1418317e-06	1.6522303e-07	1.34831675e-08	4.0618655e-08	0.09161584	6.716196e-09	0.2368551	1.2821624e-07	0.030013822	8.742912e-09	2.516727e-07
L1-L6_spot_23	1.603054e-08	8.5656495e-08	8.14161e-09	0.031335656	3.53257e-07	1.001393e-06	3.4032016e-06	1.519651e-07	0.17811494	1.4358348e-07	2.4465655e-07	1.6379339e-09	2.3595976e-07	2.1612439e-07	7.725985e-09	1.0573671e-08	0.5123695	4.8450643e-09	0.27814987	3.431428e-07	2.3568962e-05	4.605621e-09	2.0926002e-07
L1-L6_spot_24	1.02334425e-08	5.8414024e-08	4.134951e-09	0.06834969	1.5216598e-06	5.489537e-07	0.057773836	1.9819532e-07	0.06291681	4.7559672e-07	2.5972581e-06	1.08384e-09	1.5035843e-07	0.009536309	1.2269299e-08	9.458621e-09	0.30811733	1.3116773e-08	0.49324217	9.707876e-07	5.3663265e-05	4.788482e-09	3.6517577e-06
L1-L6_spot_25	1.3384396e-08	2.5622077e-07	5.3318074e-09	9.845998e-06	2.417782e-07	3.5333053e-07	8.760624e-07	1.6615117e-07	0.407155	3.816856e-07	3.3217302e-07	1.3849042e-09	3.298198e-07	1.1963817e-07	8.856568e-09	5.193953e-09	0.22202042	2.9164458e-09	0.30844906	6.663956e-07	0.028407052	5.754096e-09	0.033954788
L1-L6_spot_26	5.374651e-09	3.4303998e-08	3.2195784e-09	0.099259466	0.029103367	1.2604856e-06	2.5712902e-07	0.024569357	0.25333315	1.823524e-07	4.9770784e-07	1.7964417e-09	1.2797811e-07	0.0032450457	6.1311116e-09	3.3105543e-09	0.08102807	1.7032504e-09	0.47379035	0.007532528	5.2315283e-07	3.6258843e-09	0.028135706
L1-L6_spot_27	9.15337e-09	2.6992568e-08	4.809355e-09	1.5633105e-06	5.12583e-07	0.076372676	1.9117253e-07	3.411137e-07	0.2758536	1.9669466e-07	0.12872228	1.1603069e-09	6.2506054e-08	0.003964733	1.3548535e-08	0.0005006467	0.2823245	3.6428531e-09	0.15485221	1.4796348e-07	0.077405766	6.4342838e-09	5.603153e-07
L1-L6_spot_28	5.1174474e-09	2.648319e-08	4.7993765e-09	0.12410719	2.6061065e-07	3.7932253e-07	3.413049e-06	3.318045e-07	0.19091801	4.008628e-07	4.153314e-07	1.4861596e-09	1.3392047e-07	1.4482688e-07	6.202407e-09	4.6590807e-09	0.12865314	1.9817983e-09	0.42969084	0.025459334	3.402843e-07	5.455896e-09	0.10116556
L1-L6_spot_29	2.590903e-09	1.6132056e-08	2.200497e-09	1.307021e-07	6.873865e-08	4.829704e-08	2.5227854e-07	6.2132585e-08	8.7446715e-08	7.617302e-08	0.11218746	1.7221585e-09	6.511573e-08	5.108188e-08	0.0002335744	3.6092667e-09	0.6560344	3.0414766e-09	0.13595337	1.6350351e-07	0.09558884	4.1097437e-09	1.38094e-06
L1-L6_spot_30	0.0023636047	5.2937953e-08	4.5394266e-09	3.6486545e-05	7.2572425e-06	0.03858143	1.6262497e-06	0.016740218	0.661388	0.0024726675	4.499139e-07	1.7546244e-09	0.014782709	5.420758e-07	6.301347e-09	5.6338685e-09	2.086264e-07	2.3069422e-09	0.17505169	0.0885666	2.2951347e-06	4.510183e-09	4.172313e-06
L1-L6_spot_31	6.5598025e-09	3.399441e-08	3.8965493e-09	2.2182664e-06	6.721814e-07	0.008017937	1.3229142e-07	1.2113209e-07	2.1438942e-07	0.0077190413	0.030594774	1.9480697e-09	1.836319e-07	2.3272261e-07	1.2006528e-08	3.1215797e-09	0.21403407	2.6951719e-09	0.73962885	6.15512e-07	4.2510555e-07	3.5220726e-09	4.436383e-07
