	Astro	CR	Endo	L2/3 IT	L4	L5 IT	L5 PT	L6 CT	L6 IT	L6b	Lamp5	Macrophage	Meis2	NP	Oligo	Peri	Pvalb	SMC	Serpinf1	Sncg	Sst	VLMC	Vip
L1-L6_spot_1	0.0039980556	1.6031055e-06	5.1132066e-08	0.12491504	0.20195828	6.0256927e-05	0.23022181	1.7167806e-05	6.168362e-06	0.057103522	1.150934e-06	1.1895016e-08	2.0294222e-07	0.38171357	8.961802e-08	7.2034947e-09	3.615929e-07	1.844596e-09	6.6728427e-07	5.925428e-07	6.1739115e-07	1.06518165e-07	7.3511836e-07
L1-L6_spot_2	1.9773083e-08	0.041884556	1.3648661e-08	1.6127253e-05	0.14051826	0.00010987111	0.22495608	6.0979532e-06	1.917341e-06	4.090152e-06	0.041575544	1.23121735e-08	0.023190733	0.5276991	5.9400843e-08	5.5076192e-09	5.163056e-06	1.6674401e-09	9.786249e-06	7.801155e-06	1.1490875e-05	1.7144313e-08	3.365769e-06
L1-L6_spot_3	0.002050229	5.170486e-07	2.0952363e-08	1.2167955e-05	0.07714202	1.7997527e-05	0.15223552	1.5195581e-05	2.5742718e-06	0.1975262	0.0008036846	1.1629126e-08	8.7383154e-07	0.41549698	9.900276e-08	9.640142e-09	0.1546877	2.556759e-09	3.3030346e-06	8.887947e-07	2.7793842e-06	3.4108357e-08	1.16511e-06
L1-L6_spot_4	2.2776094e-08	9.65906e-07	1.5847982e-08	5.880063e-06	4.7743765e-06	0.00026094227	0.12590308	0.034803707	5.569727e-06	0.103169605	3.890901e-05	1.5275665e-08	0.031789538	0.63742626	7.5145074e-08	4.684344e-09	1.3936672e-06	2.934216e-09	2.4722124e-06	6.3189947e-07	0.06658365	1.865385e-08	2.5139718e-06
L1-L6_spot_5	3.63454e-08	1.6751816e-06	1.5266538e-08	1.2039651e-06	0.05642211	6.760222e-05	5.7699963e-05	0.15317127	2.3591429e-06	3.0559409e-06	0.066951476	1.0610921e-08	3.437833e-07	0.71253073	0.010775252	7.827945e-09	9.2761184e-07	1.4347654e-09	3.9170277e-06	1.1253038e-06	3.408083e-06	2.5727461e-08	5.6381887e-06
L1-L6_spot_6	0.002796425	0.10508496	1.5093942e-08	7.369222e-07	2.5333925e-06	0.10796263	3.6588865e-06	4.044132e-05	1.0691018e-06	0.026847903	3.0826725e-06	1.4881402e-08	9.564204e-07	0.5857543	2.242913e-07	6.628e-09	4.373763e-06	1.5363415e-09	4.743645e-06	5.246676e-07	2.195754e-06	2.730469e-06	0.17148642
L1-L6_spot_7	3.2924814e-07	0.049685672	4.53268e-08	1.24428e-06	0.08579398	4.8134893e-06	1.966387e-06	0.25007817	2.1895607e-06	2.6037033e-05	1.1556752e-06	1.39662895e-08	0.06920098	0.53656876	0.006639094	1.4286288e-08	5.219618e-07	4.218149e-09	1.0578773e-06	4.0201598e-07	1.5618709e-06	0.0019906405	1.4188836e-06
L1-L6_spot_8	2.3550198e-08	0.0675761	1.48591175e-08	0.16929324	0.007994515	0.00044291277	0.00039835833	0.094303794	4.698175e-06	3.7120342e-05	5.9342983e-07	1.2748806e-08	0.027614923	0.63233024	1.214439e-07	5.102365e-09	7.736976e-07	1.8652802e-09	4.7565626e-07	2.8629447e-07	6.8379165e-07	1.4742232e-08	1.0277765e-06
L1-L6_spot_9	4.4602135e-08	7.4428306e-07	2.1251898e-08	0.16000497	0.00038080884	0.1972217	0.10263717	0.016123705	1.2206187e-05	2.2017763e-05	7.8757075e-06	1.28332465e-08	4.9828975e-07	0.52358395	1.0050388e-07	4.5912336e-09	7.72898e-07	1.5399213e-09	9.3107474e-07	7.6512913e-07	8.1737863e-07	1.9988528e-08	8.361672e-07
L1-L6_spot_10	2.1287766e-08	9.1519684e-07	1.5447057e-08	4.115417e-06	0.40748715	3.954301e-05	0.056278083	7.528296e-05	5.6419894e-06	0.10437791	7.0978956e-07	1.0196585e-08	2.3460466e-06	0.43172392	2.666307e-07	4.706983e-09	4.955612e-07	1.0586713e-09	1.0609151e-06	4.859527e-07	1.2340989e-06	2.0229669e-08	7.6829986e-07
