	Astro	CR	Endo	L2/3 IT	L4	L5 IT	L5 PT	L6 CT	L6 IT	L6b	Lamp5	Macrophage	Meis2	NP	Oligo	Peri	Pvalb	SMC	Serpinf1	Sncg	Sst	VLMC	Vip
L1-L6_spot_1	1.7234695e-08	9.28532e-06	1.8540824e-08	0.7778154	2.6443977e-06	3.2387352e-06	3.2405546e-06	5.8915793e-07	8.727465e-05	2.945507e-07	1.0847004e-06	5.7618563e-09	0.018007554	1.3399434e-06	1.7618637e-08	1.099226e-08	0.00017327681	3.3640588e-09	0.02988112	1.8007317e-07	0.17401308	1.6282229e-08	4.267298e-07
L1-L6_spot_2	0.00042195423	7.654444e-08	0.14267884	0.13054411	0.012314024	5.977772e-07	5.521044e-07	2.6921714e-07	6.1488424e-07	1.2023723e-07	7.2564985e-06	4.69666e-09	2.6552613e-07	1.844773e-07	7.375832e-08	2.0259447e-08	0.22391163	6.7895103e-09	2.8806923e-07	1.1943918e-07	0.4901185	3.25213e-08	4.8912517e-07
L1-L6_spot_3	2.3995662e-08	0.009988788	0.1213454	0.7762046	3.6203644e-05	4.474985e-07	2.4644274e-07	3.4225707e-07	1.4127577e-06	1.3426582e-07	3.4110943e-07	5.9745537e-09	0.01393909	9.9321866e-08	2.1034305e-08	2.2477376e-08	2.2998032e-07	8.430526e-09	4.319739e-07	9.705209e-08	0.06380074	0.0001432813	0.014538058
L1-L6_spot_4	9.40793e-09	0.010515919	2.1268395e-08	0.46735176	6.8692907e-07	5.402163e-07	0.08550368	2.5230557e-07	5.378583e-07	2.4023512e-07	1.191506e-05	4.2693755e-09	0.0056997	3.934525e-07	1.5812766e-08	1.0759172e-08	0.13417141	2.0928577e-09	0.02073286	2.549869e-07	0.27600935	1.4559265e-08	4.0059152e-07
L1-L6_spot_5	1.5618257e-08	2.7952626e-07	1.16229915e-08	0.5973006	0.0472657	1.0417599e-05	6.7707166e-05	1.2486128e-06	0.0041501666	1.9218136e-07	2.582122e-07	4.373402e-09	9.8412e-07	2.8128767e-07	1.6762751e-08	8.6944185e-09	1.908447e-05	5.453833e-09	0.0030549846	3.4827212e-07	0.34812692	1.4604208e-08	6.06663e-07
L1-L6_spot_6	6.873366e-09	1.5429993e-07	8.708807e-09	0.70363396	3.390673e-07	2.239563e-06	1.405833e-06	1.0061741e-06	7.93876e-05	4.1663543e-07	2.9865564e-07	2.581789e-09	3.2554033e-07	0.005851687	1.034669e-08	5.6780363e-09	5.312117e-07	3.1244742e-09	1.2076082e-06	2.3618885e-07	0.29042622	9.984362e-09	4.6862002e-07
L1-L6_spot_7	3.5528668e-08	1.9095944e-07	0.24399625	0.32198703	0.054079317	5.8523023e-05	2.5063719e-07	4.7800717e-07	0.025994472	2.1330094e-07	2.6429302e-06	6.5137433e-09	1.10848916e-07	1.7430604e-07	2.0876127e-08	3.89432e-08	0.043367308	1.0787507e-08	6.1412385e-07	1.6820182e-07	0.31051183	4.9982e-08	2.7346164e-07
L1-L6_spot_8	6.854933e-09	0.010864529	8.74431e-09	0.6105788	6.698446e-06	1.0980727e-06	2.723697e-05	0.0021599967	9.083177e-05	2.782301e-07	4.7540902e-07	3.0766885e-09	0.018415097	2.7626248e-07	8.967902e-09	6.6617813e-09	6.730408e-06	2.3161075e-09	8.5000886e-07	3.2429824e-07	0.35784614	9.512193e-09	5.7176646e-07
L1-L6_spot_9	5.501404e-09	2.1902089e-07	1.1648122e-08	0.5506576	2.540727e-05	6.7443e-07	4.0491392e-07	2.6246673e-07	0.000113281174	0.010240971	8.4264735e-07	2.3683673e-09	0.01814322	1.7542753e-07	6.8312485e-09	5.171459e-09	4.6766618e-05	2.0318842e-09	4.6395974e-07	1.00446684e-07	0.42076924	6.8138113e-09	4.304914e-07
L1-L6_spot_10	0.0025200597	8.061954e-08	1.8704771e-08	0.55857855	0.008562794	0.09090493	0.027448382	7.008097e-07	1.7757058e-05	2.377494e-07	1.0261859e-07	3.6013243e-09	7.5701216e-08	1.790832e-07	1.1520725e-08	4.298866e-09	0.071248695	3.4576078e-09	1.8697441e-06	1.7120072e-07	0.24071513	9.043395e-09	2.4510143e-07
