	Astro	CR	Endo	L2/3 IT	L4	L5 IT	L5 PT	L6 CT	L6 IT	L6b	Lamp5	Macrophage	Meis2	NP	Oligo	Peri	Pvalb	SMC	Serpinf1	Sncg	Sst	VLMC	Vip
L2/3_spot_1	2.0856948e-08	0.052566167	8.437223e-09	0.7261839	4.2802327e-05	5.697863e-07	7.591345e-07	7.4353375e-07	0.00016254128	2.0523701e-07	7.219021e-07	2.99787e-09	1.6650775e-07	1.0711179e-07	1.625482e-08	2.0570694e-08	2.593228e-07	2.0927589e-09	0.06597691	0.07692652	2.7372386e-07	1.7354742e-08	0.07813743
L2/3_spot_2	5.8055143e-09	2.9149355e-08	2.707159e-09	0.44841164	1.7145983e-06	2.6128855e-06	4.972383e-06	7.346778e-07	2.067707e-06	1.313759e-07	2.8145564e-07	2.664698e-09	0.01199221	6.9760716e-08	1.1881749e-08	8.1409866e-09	2.2128525e-07	2.2331539e-09	5.460009e-05	0.30862215	1.977369e-07	2.4994087e-09	0.23090646
L2/3_spot_3	8.5994756e-08	1.7172502e-08	8.76074e-09	0.42048812	0.0041857352	3.0328433e-06	1.5510881e-07	3.3350182e-07	0.03769626	1.064106e-07	2.6625884e-07	1.3755455e-09	8.879206e-07	0.0034847765	1.4112955e-08	1.406806e-08	1.1071987e-07	2.5203437e-09	0.06186214	0.31770682	1.1470255e-07	8.277482e-09	0.15457109
L2/3_spot_4	4.539869e-09	3.3341113e-08	3.152002e-09	2.5614652e-08	2.6660556e-08	2.2127173e-08	2.2450582e-08	2.4183683e-08	2.2815678e-08	2.5982342e-08	0.00060243066	1.5900118e-09	9.1439496e-08	2.1126267e-08	7.786989e-09	2.652248e-09	4.1496634e-07	1.6382766e-09	0.13743491	0.53880626	3.4536724e-06	1.2273484e-09	0.32315218
L2/3_spot_5	1.8332846e-08	3.4110702e-08	3.4319576e-09	0.45616475	3.7779088e-07	1.7434039e-07	3.5465678e-07	1.622196e-07	2.8518576e-07	7.814581e-08	1.021347e-06	3.5993029e-09	7.075878e-08	1.5399165e-07	1.2097301e-08	0.00074050657	1.982955e-07	1.7117302e-09	0.13474384	0.05064929	2.0025158e-07	5.6281007e-09	0.35769844
L2/3_spot_6	2.84431e-08	4.525624e-08	1.0758669e-08	0.59701455	4.4554986e-06	0.023726204	1.1434218e-05	3.837665e-07	7.044708e-07	0.000792861	5.203135e-07	2.6978182e-09	3.784787e-07	1.1472422e-06	1.27459305e-08	0.0016478357	2.2812594e-07	2.2896283e-09	0.10257569	0.117295206	1.9127462e-07	4.0579375e-09	0.15692817
L2/3_spot_7	9.851703e-09	4.1383892e-08	4.9105275e-09	0.17931171	2.3181568e-07	2.0943804e-07	2.488021e-07	0.0036254085	9.691186e-07	1.027881e-07	9.334807e-07	2.3113595e-09	1.4820861e-06	0.007873723	1.4247241e-08	5.5523453e-09	5.5888216e-07	3.4427987e-09	0.05504374	0.5737881	2.1038048e-07	4.8977458e-09	0.18035224
L2/3_spot_8	6.306243e-09	3.409305e-08	5.845218e-09	0.5398115	1.6120989e-06	3.3533277e-07	1.9727127e-06	3.2537326e-07	6.6513644e-07	1.1233265e-07	4.104917e-07	1.9028934e-09	1.05201664e-07	1.4339321e-07	1.36730005e-08	3.0891747e-09	1.8937966e-07	2.3649411e-09	2.1603403e-06	0.3305544	1.7066003e-07	4.1069104e-09	0.1296258
L2/3_spot_9	6.4732775e-09	3.063688e-08	4.7781157e-09	0.6904902	1.7283911e-06	4.0232862e-07	5.5748933e-07	2.393193e-07	4.3682296e-05	1.3638096e-07	3.326506e-07	1.9691921e-09	3.6339327e-07	8.5527255e-08	7.180711e-09	4.993416e-09	2.556956e-07	1.3088746e-09	0.118974335	0.088488206	0.039836306	4.253316e-09	0.0621632
L2/3_spot_10	7.3990534e-09	2.7179892e-08	6.143609e-09	0.2176462	4.4424124e-07	4.6585555e-07	3.117377e-07	6.129252e-07	3.3817747e-07	5.6739856e-07	3.9458496e-06	2.2508762e-09	1.2641857e-07	1.7553533e-07	2.2852047e-08	7.818386e-09	3.1463057e-07	3.0296818e-09	0.0003495271	0.5522	3.3947765e-07	3.104953e-09	0.22979656
L2/3_spot_11	9.02741e-09	3.783399e-08	3.8804293e-09	0.49675244	5.9518163e-07	3.4926074e-07	3.7813498e-07	6.194611e-07	1.3074905e-06	3.1738665e-07	5.294069e-07	1.794901e-09	3.3808703e-07	1.2762284e-07	1.0199975e-08	3.736273e-09	2.562393e-07	2.4250126e-09	0.08656587	0.0077591534	3.447218e-07	2.9332223e-09	0.40891734
L2/3_spot_12	0.00017612346	3.189321e-08	3.1957015e-09	0.28933692	0.06394527	2.2851388e-07	4.7341473e-07	1.0667405e-07	3.614563e-07	5.8441106e-08	5.382428e-06	8.3501095e-10	1.09468026e-07	5.4416176e-08	1.2614165e-08	6.161041e-09	2.4397042e-07	3.6250596e-09	0.008705604	0.4683666	4.1131656e-07	2.3762439e-09	0.16946194
L2/3_spot_13	6.6895787e-09	3.3683996e-08	4.225009e-09	0.45940956	4.4183633e-07	3.2465687e-07	5.42339e-07	2.8535243e-07	3.5628847e-07	9.056906e-08	3.7844484e-07	2.0037747e-09	2.4853105e-05	3.741307e-06	1.19561445e-08	3.841906e-09	1.7899167e-07	2.3844138e-09	0.013877461	0.09189008	1.2625586e-07	2.9362595e-09	0.43479154
L2/3_spot_14	2.3461329e-08	0.019667005	7.851248e-09	0.29481766	0.10662952	1.8517186e-07	2.493459e-07	2.0196755e-07	6.677296e-07	1.09819325e-07	1.1302808e-06	2.18814e-09	1.0238032e-07	8.005423e-08	3.576776e-08	5.179999e-09	1.1354773e-07	3.0070229e-09	0.05510719	0.5235513	1.11118176e-07	0.00017047687	5.385309e-05
L2/3_spot_15	1.8269594e-08	1.3220459e-07	5.2348588e-09	0.15510441	2.4479297e-07	1.7675413e-07	2.6673445e-07	1.4991882e-07	3.3151852e-07	9.771229e-08	2.5766032e-05	1.4307182e-09	0.02339115	1.4883958e-07	1.436759e-08	8.4893394e-08	6.3605744e-06	3.0644307e-09	0.18188047	0.43492618	1.0308138e-05	7.9996845e-09	0.2046537
L2/3_spot_16	8.188784e-09	3.6707487e-08	5.44574e-09	0.50532234	0.003647529	7.630158e-07	5.295111e-07	1.5397658e-06	0.020926282	1.8497453e-06	1.0531568e-06	2.0062159e-09	9.1315707e-07	1.3484306e-07	9.796194e-09	5.805075e-09	1.4162556e-07	2.0423812e-09	0.023905307	0.21970545	1.579751e-07	2.5605669e-09	0.22648592
L2/3_spot_17	6.760689e-09	3.0080404e-08	3.2907155e-09	0.598544	0.039880514	1.541503e-06	5.70809e-07	2.9354905e-07	0.085731015	1.5399576e-07	3.5950333e-07	1.6642617e-09	1.195035e-07	1.1002085e-07	1.6722762e-08	2.834235e-09	1.89786e-07	1.4426575e-09	4.0803297e-07	0.27583542	2.5192975e-07	2.0874138e-09	4.783663e-06
L2/3_spot_18	1.2063054e-08	4.545453e-08	8.995978e-09	0.4275114	0.0019275814	8.956028e-07	2.5912186e-07	1.8990036e-07	9.025913e-06	2.6857012e-07	0.009535742	1.9141204e-09	1.696547e-07	1.3553631e-07	5.8567404e-09	6.024999e-09	6.400337e-07	1.8217016e-09	0.106439725	5.6928598e-06	1.057578e-06	2.7008458e-09	0.45456716
L2/3_spot_19	0.0013076545	3.262807e-08	3.610639e-09	0.58487755	0.027886186	3.0138533e-06	8.0290664e-07	3.821312e-06	0.016136209	2.1137159e-07	2.1030313e-07	2.3015827e-09	1.2058268e-06	1.3966994e-07	7.978252e-09	1.9655682e-08	5.216933e-07	2.444472e-09	1.3073965e-05	1.5313317e-07	3.178239e-07	4.3493835e-09	0.36976892
L2/3_spot_20	6.6333428e-09	2.8098114e-08	4.672351e-09	0.1679594	0.01710211	7.4080504e-07	1.2570223e-07	3.414667e-07	0.04573576	3.9060535e-07	1.8643891e-06	1.0296158e-09	1.15276734e-07	1.4127937e-07	1.150948e-08	2.939431e-09	1.1491408e-07	2.7661942e-09	0.1194857	0.32748064	3.7544152e-07	1.749047e-09	0.3222322
L2/3_spot_21	5.7702234e-09	3.6909007e-08	5.4016898e-09	0.6013248	0.1443938	1.1293145e-05	0.06612829	6.4973137e-06	0.18813382	3.5060688e-07	7.558586e-08	2.8471623e-09	1.0656219e-07	2.1223808e-07	1.1283747e-08	5.003266e-09	1.3798886e-07	2.1736386e-09	1.7983346e-07	8.202631e-08	1.4301429e-07	3.9286667e-09	1.492309e-07
L2/3_spot_22	2.1470717e-08	8.77857e-08	5.3588556e-09	0.22147028	0.011129649	8.2404165e-07	2.4807767e-07	2.294681e-07	2.1149506e-06	2.1871276e-07	3.9331185e-06	2.964886e-09	5.0097236e-07	4.1873508e-07	8.940396e-08	1.1549076e-08	3.9489007e-07	5.1153344e-09	7.914978e-05	0.5959014	5.028932e-07	7.534434e-09	0.17140988
L2/3_spot_23	1.1512435e-08	2.9832435e-08	5.523354e-09	0.4513167	0.05199508	9.3987165e-07	3.795481e-07	3.5423292e-07	5.7125203e-07	0.008330431	1.9995248e-07	2.4964804e-09	7.860824e-08	2.5887647e-07	1.02635e-08	1.2866023e-08	2.0654488e-07	2.5914688e-09	0.04807186	6.936728e-07	1.4557675e-07	3.0385772e-09	0.44028205
L2/3_spot_24	2.988234e-08	3.1961406e-08	4.7987223e-09	0.5814322	0.06662863	4.9624776e-07	6.206272e-07	2.933442e-07	1.0783641e-06	1.2036014e-07	4.060126e-07	2.514712e-09	1.0702657e-07	1.14878304e-07	1.5644643e-08	1.111511e-08	2.0792919e-07	2.2210784e-09	0.16554005	0.18639405	2.1146636e-07	8.443176e-09	1.3614512e-06
L2/3_spot_25	6.9777926e-09	3.3238333e-08	3.9747046e-09	0.6598023	9.109062e-07	3.7533195e-07	2.5224256e-07	2.4425688e-07	2.2197478e-06	5.3558506e-07	0.048574023	2.5033962e-09	9.436676e-08	9.213674e-08	1.1261083e-08	6.6780967e-09	3.457025e-07	2.6784521e-09	0.021391831	4.5094734e-07	3.553458e-07	1.8332382e-09	0.27022582
L2/3_spot_26	5.601807e-09	4.0613674e-08	4.5181974e-09	0.50330466	0.08182487	6.0580237e-07	3.5623623e-06	0.0032847757	2.456949e-06	0.005327161	1.6824872e-06	2.294569e-09	0.0070471587	1.4085748e-07	1.6196992e-08	3.4786962e-09	4.825488e-07	4.6058606e-09	0.055019792	0.09140165	1.919793e-07	3.6742251e-09	0.2527807
L2/3_spot_27	8.080427e-09	3.2335347e-08	5.0249858e-09	0.61073416	3.5445971e-06	2.6984978e-07	1.8692926e-07	1.6673471e-07	1.1543815e-06	1.2774125e-07	2.1147252e-07	1.2664623e-09	8.898409e-08	2.9423262e-07	1.2219509e-08	3.7118457e-09	3.315543e-07	3.818225e-09	1.0680901e-06	0.33019054	2.483549e-07	3.9026737e-09	0.059067592
L2/3_spot_28	9.33804e-09	5.4935807e-08	2.024538e-08	0.7111043	0.084377244	2.5967909e-06	3.032345e-06	1.3483232e-06	0.086180076	3.1949344e-07	6.1094755e-07	4.6836703e-09	2.8572416e-07	2.1845922e-07	1.6824304e-08	2.5886072e-08	1.4988426e-06	4.6286797e-09	0.02230249	0.0960235	1.7158926e-06	4.5817403e-09	6.2427773e-07
L2/3_spot_29	1.9680867e-08	4.659791e-08	6.7309744e-09	0.20815265	0.01693024	4.811026e-07	0.05167403	2.7307613e-07	2.6032802e-07	1.3568362e-07	5.524516e-07	5.1164335e-09	1.4353604e-07	3.2067464e-07	1.9276532e-08	9.852949e-09	4.6275036e-07	4.3946207e-09	0.17858309	0.11785701	6.933636e-07	0.00015020276	0.4266494
L2/3_spot_30	8.864044e-09	2.4878045e-08	2.8444693e-09	0.49320155	1.7320033e-06	2.115877e-07	4.269098e-07	1.9675116e-07	2.9589413e-07	1.1258771e-07	3.3883248e-07	2.2155917e-09	1.4684531e-07	8.268246e-08	1.204597e-08	5.727394e-09	1.8670605e-07	2.4560083e-09	7.5219828e-06	0.19715108	2.0940769e-07	2.6875089e-09	0.30963585
L2/3_spot_31	5.389621e-09	3.2112506e-08	3.533863e-09	0.4574637	0.051264454	1.089161e-06	4.0753463e-07	6.229247e-07	1.5560316e-05	1.7678718e-07	1.8125949e-06	1.8406865e-09	2.955227e-07	3.4656125e-07	1.0151066e-08	8.146026e-09	0.0072395434	3.7272705e-09	0.12503456	0.062565476	7.31654e-07	3.930667e-09	0.29641116
L2/3_spot_32	1.0365285e-08	3.6876006e-08	8.6392395e-09	0.11629455	0.023221415	3.365565e-07	1.3831121e-07	1.6927996e-07	7.785512e-07	9.925895e-08	1.1018722e-06	0.0008856838	1.0405857e-07	9.052646e-08	1.3518232e-08	7.3561064e-09	1.48791e-07	4.590608e-09	1.3194351e-05	0.75013125	1.8079868e-07	5.271793e-09	0.10945066
L2/3_spot_33	7.4227167e-09	0.022601232	0.0010108678	0.528751	1.6097314e-05	4.103517e-07	1.1732702e-06	1.7982396e-07	1.1603075e-06	1.1974038e-07	3.7204526e-07	3.8311825e-09	1.2437945e-07	9.977874e-08	1.3379549e-08	1.992179e-08	3.488121e-07	3.7237138e-09	4.3724935e-06	0.2714555	2.1887894e-07	6.1235297e-09	0.17615664
L2/3_spot_34	7.4449202e-09	2.0620902e-08	3.988654e-09	0.31143862	7.803166e-06	2.9441196e-07	2.8676374e-07	3.761182e-07	4.155413e-06	7.826976e-08	6.1612366e-07	1.7248023e-09	0.022144979	8.723055e-08	1.2500034e-08	1.1793379e-08	1.4100826e-07	2.2017512e-09	0.07622686	0.0034303437	1.3752425e-07	3.2787848e-09	0.5867452
L2/3_spot_35	7.545446e-09	2.3936066e-08	2.8207761e-08	0.062008023	0.08537786	2.1465877e-07	2.593335e-07	1.1159995e-07	2.0400967e-07	5.325845e-08	3.3099695e-06	1.6822067e-09	8.27727e-08	7.895819e-08	9.568848e-09	1.226683e-08	1.5465336e-07	2.9951708e-09	0.00020685776	0.7325967	1.6397175e-07	1.909618e-09	0.11980589
L2/3_spot_36	6.273813e-09	5.304706e-08	5.0586286e-09	0.1641512	5.0314844e-07	3.36232e-07	3.387517e-07	2.4846602e-07	5.2936315e-07	0.007283782	0.006745319	2.64217e-09	2.8040733e-07	3.1649233e-07	1.2545697e-08	6.1859966e-09	6.5505346e-06	2.9018674e-09	0.16813232	0.0289834	4.0781265e-06	4.035957e-09	0.6246907
L2/3_spot_37	1.4215894e-08	5.852405e-08	2.6550913e-09	0.3087259	3.3720156e-07	8.5259256e-07	2.5684835e-07	3.1874566e-07	4.867988e-07	1.5650109e-07	2.985096e-06	1.7494007e-09	1.96632e-06	9.66735e-08	1.0151328e-08	0.0005549683	1.0665339e-06	2.8257747e-09	0.013223767	0.50286394	3.3295393e-07	2.8930864e-09	0.17462242
L2/3_spot_38	5.1988263e-09	3.096634e-08	6.1274776e-09	0.59455216	0.012448937	3.198842e-06	4.628656e-07	3.0869754e-07	0.09559769	1.078109e-07	9.688889e-08	1.1009431e-09	0.018576762	1.0312246e-07	9.162961e-09	3.372781e-09	1.1715902e-07	1.3171337e-09	1.0159589e-06	3.594291e-07	1.0974471e-07	2.2298805e-09	0.27881855
L2/3_spot_39	7.219177e-09	9.176487e-08	0.00016373364	0.14803585	2.278932e-07	1.286215e-07	1.4658292e-07	7.0515235e-08	1.4253001e-07	5.572555e-08	6.1868116e-07	3.4872933e-09	0.0021752345	7.069333e-08	5.9400436e-09	4.7433318e-08	1.9930997e-07	5.8092975e-09	6.878773e-05	0.66003674	2.7351487e-07	2.0868751e-09	0.18951757
L2/3_spot_40	1.00489865e-08	6.1838364e-08	9.2042045e-09	0.6250102	0.03319406	5.0633644e-06	1.1905206e-06	3.6960884e-07	0.0024826191	1.8127562e-07	5.123913e-07	1.7944989e-09	0.007293295	1.3150951e-07	1.6135933e-08	4.575272e-09	1.8411305e-07	2.3395796e-09	0.010250539	0.21870553	3.3023994e-07	2.7457177e-09	0.10305556
L2/3_spot_41	1.1155368e-08	4.455157e-08	1.1901447e-08	0.96429026	7.591441e-07	4.467824e-07	4.125674e-06	0.035701707	6.457688e-07	1.4865057e-07	1.1711069e-07	2.326238e-09	8.81843e-08	9.714066e-07	1.5920167e-08	9.666557e-09	1.4532804e-07	3.02317e-09	7.883186e-08	6.634966e-08	1.8988823e-07	5.0896563e-09	1.0017878e-07
L2/3_spot_42	1.2623302e-07	2.8230522e-08	2.9793752e-09	0.5545226	0.011665442	4.611108e-07	5.061548e-07	2.0685128e-07	1.8529252e-06	0.004404192	2.3444834e-06	2.0872397e-09	9.3060876e-08	1.0666491e-07	1.1550571e-08	0.0002857621	1.4826031e-07	1.150012e-09	9.316369e-06	0.19498046	1.8975031e-07	2.9463836e-09	0.23412615
L2/3_spot_43	5.985771e-08	4.0844945e-08	3.886852e-09	0.6239125	0.034269255	2.639038e-06	9.482954e-06	0.013562197	0.066620894	2.219297e-07	2.4536902e-07	1.5995748e-09	5.4343786e-07	2.1451311e-07	1.0938772e-08	4.9127715e-09	3.0932367e-07	1.6233969e-09	0.007169153	7.739253e-07	2.219714e-07	2.7888645e-09	0.25445116
L2/3_spot_44	8.065945e-09	3.0366127e-08	0.000871633	0.52751267	0.109479785	1.1672416e-05	5.950707e-07	7.4170066e-07	1.5205283e-05	0.0035604737	7.3241176e-07	2.3892777e-09	1.6481445e-07	8.900266e-08	1.8945421e-08	4.0787422e-09	2.702575e-07	9.639977e-10	1.8935963e-06	1.4924198e-07	4.5152333e-07	2.4782225e-09	0.3585434
L2/3_spot_45	1.1869194e-08	2.3780881e-08	5.559578e-09	0.74071616	0.035908487	1.6506766e-06	1.7557477e-06	7.1655995e-07	1.8502351e-06	1.3652445e-07	1.2658447e-07	2.423236e-09	7.755198e-08	0.0092586605	1.4428289e-08	3.149456e-09	1.0398803e-07	3.1450649e-09	0.03299307	1.20803e-05	9.9271844e-08	4.218805e-09	0.18110506
L2/3_spot_46	6.9958315e-09	4.9305363e-08	4.4943507e-09	0.3301907	0.04773743	1.0292031e-06	8.310768e-07	1.7880502e-07	0.042133503	1.7452638e-07	3.9722093e-07	2.6081282e-09	4.810741e-07	2.90237e-07	1.4343449e-08	5.746196e-09	2.1234075e-07	3.3083059e-09	0.06406094	1.2527395e-06	3.0737067e-07	3.1038996e-09	0.5158722
L2/3_spot_47	1.0478374e-08	0.018517753	0.0018886201	0.34603608	4.349884e-06	6.3403434e-07	4.6621278e-07	3.099656e-07	4.514704e-07	1.404626e-07	5.9372196e-06	2.2434563e-09	1.4854098e-07	1.0483641e-07	1.1611893e-08	2.2797941e-08	7.317399e-07	3.5932815e-09	0.025083045	0.0013016941	2.7289974e-07	4.162253e-09	0.60715926
L2/3_spot_48	1.4587942e-08	7.58884e-08	1.1864034e-08	0.66252375	0.00029854992	2.170426e-06	4.1436465e-06	7.830578e-07	3.496346e-05	2.46943e-07	5.9278506e-07	4.8623816e-09	4.8224643e-07	1.3814848e-07	2.3771626e-08	9.75376e-09	3.484832e-07	4.376159e-09	0.16652001	0.17061228	3.930072e-07	1.1665495e-08	1.0239222e-06
