	Astro	CR	Endo	L2/3 IT	L4	L5 IT	L5 PT	L6 CT	L6 IT	L6b	Lamp5	Macrophage	Meis2	NP	Oligo	Peri	Pvalb	SMC	Serpinf1	Sncg	Sst	VLMC	Vip
L1-L6_spot_1	1.47610555e-08	0.026240733	0.0046794293	0.099338956	0.02907261	0.024696928	0.064055406	1.4572908e-06	0.05492778	0.21456921	0.17522918	0.0050113103	0.014446332	1.8907399e-06	0.021084556	9.224697e-09	0.15621072	2.2028193e-09	0.07014636	2.382018e-05	0.002597113	3.8188332e-08	0.037666105
L1-L6_spot_2	1.4051893e-08	3.4146666e-05	8.140561e-08	0.1006195	0.22517924	1.1987877e-06	6.3743378e-06	3.6954293e-07	4.1408375e-06	0.20695055	0.14313607	0.0085039465	0.045122355	0.06562698	7.670838e-08	2.4155572e-08	0.1278423	3.210238e-09	1.1398519e-06	0.04730906	2.4428156e-05	8.40246e-08	0.029637778
L1-L6_spot_3	2.8086241e-08	0.04270543	0.12470711	0.05992596	2.995503e-06	0.056633074	0.031368453	0.034228254	0.06516178	0.14656678	0.20650485	0.019077709	0.017592303	0.10332394	0.040028796	2.2466556e-07	0.020082092	4.1520334e-09	3.2719447e-07	0.019687306	0.012267359	2.2170893e-07	0.0001349468
L1-L6_spot_4	2.6117396e-08	0.045286957	2.529966e-06	0.04405672	9.344399e-07	0.017096825	0.022897666	0.17714173	0.010607231	0.20808648	0.065236904	2.7083635e-08	0.053145017	0.033544503	0.02172526	2.8843486e-08	0.107852235	1.8764061e-09	1.597206e-05	0.09206727	3.5088584e-07	5.9294276e-08	0.101235345
L1-L6_spot_5	3.2649048e-08	0.06223614	0.13133682	0.020889571	0.062073223	3.837783e-06	0.0976328	2.0892398e-06	0.11995147	0.2512305	0.0024417038	5.4069965e-08	1.3042257e-06	4.238909e-07	0.03865847	4.0813536e-08	0.053440537	3.2433907e-09	0.11093843	1.6113809e-06	1.7420724e-06	1.1183029e-06	0.049158104
L1-L6_spot_6	0.009123231	0.04486705	0.30718663	4.2671496e-07	0.03449564	2.0273274e-07	4.7536705e-07	1.3184496e-07	1.3421725e-07	0.11653937	0.12338433	0.0059540756	0.024230193	0.0827956	5.5026576e-06	0.013936995	0.08255228	8.787297e-09	1.459609e-07	3.9401223e-07	0.11316025	6.3945904e-06	0.041760582
L1-L6_spot_7	7.1953025e-08	0.07532946	2.0431742e-08	4.8941733e-06	7.935251e-07	9.108578e-06	0.08777568	0.10901021	0.057622362	0.23210585	0.0754325	0.008974531	5.69424e-07	0.035793874	0.027077397	2.0361153e-08	0.003927574	3.0804994e-09	0.080857925	0.007353945	0.19872254	4.3428205e-08	5.420048e-07
L1-L6_spot_8	2.393755e-08	0.009269619	4.5254197e-07	0.092102244	0.110924125	4.1055705e-06	0.08019102	0.0011562291	4.2952142e-06	0.27528983	0.104475796	2.060183e-08	0.053252023	0.035726257	0.028528074	0.0024683767	0.07463364	6.9044246e-09	0.015533979	0.10353069	1.6170848e-06	6.081326e-08	0.012907522
L1-L6_spot_9	1.326411e-08	0.04914135	2.2720391e-07	0.050740547	0.15327919	3.2416879e-06	0.21498792	4.791226e-06	0.020240003	0.25968105	0.004631853	3.3449243e-08	6.222912e-07	8.9861203e-07	0.043954354	1.4797842e-08	0.028612997	2.6297797e-09	0.10606346	0.06865294	7.568672e-07	9.867051e-08	3.5437292e-06
L1-L6_spot_10	2.4496105e-08	0.022521885	1.0870885e-07	2.6902387e-06	0.07378148	1.4942818e-06	2.805255e-06	6.469988e-07	2.5798759e-06	0.27350911	0.03463246	0.014462597	0.06539857	0.12630785	4.748715e-07	1.7781085e-08	0.141594	2.1357949e-09	0.01960996	7.497178e-06	0.12508236	3.1677445e-08	0.103081435
L1-L6_spot_11	3.5587302e-08	0.024257923	0.46356535	0.04219732	0.14155936	0.07892948	1.3194438e-05	1.6841024e-06	0.07262026	0.008149581	0.067089416	6.2532266e-08	3.8626604e-07	2.1291544e-07	1.6111223e-07	0.017583003	0.018377742	2.7691016e-08	1.1785428e-06	1.4954642e-06	1.4042833e-07	0.06565167	3.1452535e-07
L1-L6_spot_12	2.2425965e-08	0.047417346	0.21398543	8.9889454e-07	0.019972155	0.037391305	0.13680863	0.06733874	0.09113251	0.12312338	0.0110906605	0.011885838	0.0006975505	4.119698e-07	0.013313077	2.518587e-07	0.023376333	5.7738454e-09	0.068270214	3.68655e-06	0.076511145	2.0474681e-07	0.057680245
L1-L6_spot_13	2.9187873e-08	0.07040456	0.12379283	2.9299448e-05	2.6848604e-06	0.13041867	0.09339808	0.008593062	0.031072788	0.20597334	0.021295045	3.846598e-08	0.039163668	2.9802782e-06	5.469434e-06	4.7194885e-07	0.07126735	3.3984302e-09	0.0854924	0.018320946	2.786428e-06	0.015107821	0.085655674
L1-L6_spot_14	4.7579647e-08	0.046084836	0.048889354	2.1665778e-06	0.0016452061	0.070052065	0.065309085	0.036807653	0.16848867	0.19539033	0.094337285	3.293103e-07	0.03610628	0.008168394	0.033647224	2.7246147e-08	0.08393283	2.5115405e-09	0.021550758	2.0738114e-06	0.06580141	1.6156166e-07	0.023783784
L1-L6_spot_15	3.1851194e-08	0.061019715	0.0037117896	1.0335616e-06	1.3971381e-06	0.015600734	3.86181e-05	0.21481827	0.06907476	0.17831518	0.038574297	5.3150607e-08	0.019715639	0.04282945	0.030644244	1.8327386e-08	0.11126885	2.4227746e-09	0.030035486	2.5928712e-06	0.09405383	1.15131726e-07	0.09029379
L1-L6_spot_16	2.9989625e-08	0.032773003	4.115111e-08	0.16042376	0.00013510004	0.042611606	0.07010694	6.806203e-06	3.0736177e-05	0.25522834	0.20909074	2.0073879e-08	4.4574144e-06	0.08745748	0.045154348	1.8590185e-08	3.2735522e-06	2.0076438e-09	6.800608e-06	3.5238884e-07	0.09696569	4.967231e-08	5.1452133e-07
