	Astro	CR	Endo	L2/3 IT	L4	L5 IT	L5 PT	L6 CT	L6 IT	L6b	Lamp5	Macrophage	Meis2	NP	Oligo	Peri	Pvalb	SMC	Serpinf1	Sncg	Sst	VLMC	Vip
L1-L6_spot_1	4.6656545e-08	3.7333944e-08	9.269372e-08	0.17840016	1.3189275e-07	2.3596566e-07	0.2691851	4.912038e-07	5.895086e-06	4.0164915e-07	3.753844e-08	7.2455113e-09	0.010704352	9.660253e-08	2.3519872e-08	0.07698441	0.02066549	0.3762442	4.1848484e-08	5.2186653e-08	7.655758e-08	0.06780852	5.6135814e-08
L1-L6_spot_2	4.3151967e-08	0.048452288	1.9595433e-07	3.2233982e-06	1.9391483e-07	2.9383915e-07	0.27466553	0.19696647	1.0768771e-06	0.03801817	2.0292862e-07	8.0978e-09	0.1765616	1.9496456e-07	6.8337e-08	0.06663003	8.3442166e-07	0.026648859	0.042831987	2.1147576e-07	0.0007710318	0.12844685	6.372944e-07
L1-L6_spot_3	0.32809022	7.1582247e-07	0.006896433	1.0951157e-06	5.299567e-06	0.29703173	1.0462464e-07	1.4193423e-06	0.2510082	1.2870852e-07	2.1520801e-08	6.0714846e-09	0.0036465733	1.7110779e-07	4.427981e-08	0.007011283	1.770773e-07	1.3043516e-08	4.5645802e-08	2.4003969e-08	2.9438914e-07	0.10630605	3.8730914e-08
L1-L6_spot_4	5.920908e-09	8.962511e-08	4.9296176e-09	0.51001304	0.00691891	1.2959743e-05	0.23392633	0.04063655	0.002329782	0.20616147	5.5417885e-08	2.0994324e-09	5.83064e-08	2.4141528e-07	4.8950493e-09	8.833154e-09	7.7043765e-08	1.695168e-09	6.2084226e-08	4.0852715e-08	1.4409652e-07	4.4052104e-09	4.0694182e-08
L1-L6_spot_5	0.0027555511	0.015229106	0.0045063673	0.06434698	3.4937375e-07	5.0632923e-07	0.14829743	1.4407558e-06	0.17707033	1.1614334e-07	5.108226e-08	7.505751e-09	9.2393336e-08	3.24948e-07	0.00021111201	3.3573797e-05	2.1272583e-06	0.50888973	3.1639676e-08	4.3505782e-08	5.3563248e-08	0.07865454	3.9185426e-08
L1-L6_spot_6	1.2996641e-07	0.0108166635	0.015237854	0.10219608	1.7293678e-07	4.5191646e-07	0.20946802	0.02130817	0.13889489	1.4595929e-07	3.0959303e-08	3.7262108e-08	9.2717926e-08	1.3224428e-07	4.448937e-08	1.5569565e-06	4.2850917e-08	0.0026874887	4.320995e-08	4.050317e-08	5.6692514e-08	0.49938783	3.389633e-08
L1-L6_spot_7	0.11718552	1.7742667e-06	4.05908e-07	1.2705334e-07	1.05747766e-07	1.7170731e-07	1.3325561e-07	8.839559e-06	0.24884698	1.4665069e-07	3.4197218e-08	1.449743e-08	5.0930555e-07	6.0348235e-08	5.028723e-08	2.7663145e-06	4.1379945e-08	0.22379343	1.116554e-07	3.7880223e-08	3.921222e-08	0.41015854	8.816711e-08
L1-L6_spot_8	0.0677521	3.460365e-07	1.5030504e-07	0.09646929	0.15267263	0.036928125	0.14209045	0.07987357	1.5006822e-06	3.76822e-07	1.316189e-07	7.920432e-09	1.1164202e-06	0.004940983	4.9114444e-08	1.0360238e-05	3.2020333e-07	0.41925785	1.5212781e-07	1.4579594e-07	1.451021e-07	8.155997e-08	1.7193925e-07
L1-L6_spot_9	5.5938143e-09	0.010848512	6.3879275e-09	0.0138586415	6.571222e-07	6.274913e-06	0.5887041	0.37772313	5.4470647e-06	1.0631581e-05	9.875018e-08	0.0012170181	1.8153057e-07	1.4017766e-06	8.977082e-09	0.0007939698	9.951216e-08	4.663878e-09	2.1409662e-07	0.0068290327	1.442637e-07	5.3542903e-09	5.3051315e-07
L1-L6_spot_10	0.0013672301	7.551716e-08	1.7395432e-07	0.05306436	1.1171118e-05	0.22707495	0.114466496	0.08359339	0.17468843	1.0785844e-06	7.471406e-08	6.903154e-09	2.6069569e-07	8.4456985e-07	3.1646984e-08	9.937599e-06	2.6646163e-07	0.3457206	1.05937964e-07	1.0090917e-07	1.7865146e-07	6.584484e-08	9.746629e-08
