	B.Cell6	CD1C1	CD1C3	CLEC9A3	CLEC9A9	Epithelial0	Epithelial4	Epithelial5	LC1	MDSC7	Mac1	NK2	PDC8	Tcell2
priorregion1_spot_1	0.97625756	4.995879e-07	2.0903815e-07	4.3109878e-07	7.4771447e-07	3.4281334e-07	1.2769374e-06	1.3090867e-06	4.858852e-07	7.7869555e-07	0.01953877	0.0020122684	0.0021849074	3.632385e-07
priorregion1_spot_2	0.9499687	2.9190505e-07	1.1586138e-06	0.0040869256	4.299344e-07	2.0092455e-06	1.0325479e-06	0.0012091585	4.6489293e-07	2.8011328e-07	3.7845666e-07	5.033978e-07	0.0077084647	0.03702039
priorregion1_spot_3	0.9999921	4.7941154e-07	8.373346e-07	4.593614e-07	4.3349567e-07	1.880345e-07	2.4402746e-07	2.0116134e-07	3.964145e-07	1.0020575e-06	3.6623058e-07	1.2710351e-06	4.4478617e-07	1.5266897e-06
priorregion1_spot_4	0.99982494	1.7154204e-06	2.475089e-06	2.4837304e-06	1.3822911e-05	2.2423527e-07	2.49024e-07	2.9681055e-07	1.4455841e-06	7.8166494e-07	6.687905e-07	4.3886807e-06	1.4318165e-06	0.00014507335
priorregion1_spot_5	0.7743857	4.7810533e-07	3.1876547e-07	0.0057891435	1.348303e-07	0.0020567859	0.055585578	3.9010033e-07	0.003840443	3.507945e-07	0.102120504	1.4032975e-06	1.2022242e-05	0.056206733
priorregion1_spot_6	0.9999892	2.6993305e-07	1.6483597e-06	3.9798763e-07	3.3041186e-07	1.766208e-07	2.4797384e-07	2.2353139e-07	3.4754288e-07	5.739539e-07	2.60923e-07	2.471447e-06	2.7308329e-06	1.1373046e-06
priorregion1_spot_7	0.9547089	0.0202534	8.345901e-07	0.00399006	6.51992e-06	2.3524686e-07	3.9551898e-07	2.1734668e-07	7.888425e-07	8.100986e-07	4.5039624e-06	2.169037e-06	0.009807023	0.011224324
priorregion1_spot_8	0.9879072	2.0861765e-07	3.9051602e-07	1.8620952e-07	2.8251625e-07	1.3108549e-07	1.6966169e-07	1.4317374e-07	2.4516888e-07	1.9202419e-07	1.706081e-07	0.00021052652	0.01184258	3.777508e-05
priorregion1_spot_9	0.9522344	7.0126266e-06	1.8762392e-05	0.01621872	0.023371618	2.0978152e-07	2.5498164e-07	1.988858e-07	2.1329677e-06	2.1457452e-06	2.941473e-06	1.1076478e-05	9.2865656e-07	0.008129833
priorregion1_spot_10	0.9999911	4.808527e-07	4.823633e-07	4.197711e-07	4.3910939e-07	2.2731604e-07	2.7881072e-07	2.7037515e-07	3.809194e-07	1.5671168e-06	5.917365e-07	1.667602e-06	6.3804083e-07	1.6209715e-06
priorregion1_spot_11	0.98498535	6.1714337e-07	2.8755503e-07	2.4721703e-07	1.4983351e-06	2.415467e-07	6.612575e-07	3.8057686e-07	5.8381625e-07	0.015006862	3.8225045e-07	5.6311137e-07	8.347583e-07	1.4947199e-06
priorregion1_spot_12	0.97806984	1.8250773e-06	5.2328983e-06	1.5514933e-06	9.0772573e-07	5.878944e-07	4.1609493e-07	7.3087347e-07	0.009278343	0.012631961	1.9219995e-06	2.8762936e-06	2.4863625e-06	1.3393278e-06
priorregion1_spot_13	0.9999705	1.2023911e-06	1.502773e-06	7.4549916e-06	6.567565e-07	1.6895895e-07	2.3551124e-07	1.988129e-07	7.018772e-07	1.9609074e-06	6.686146e-07	9.016343e-07	5.713358e-07	1.3413617e-05
priorregion1_spot_14	0.91854256	2.4786018e-06	6.7298964e-07	0.0013533225	0.0015017533	3.6195394e-07	4.340817e-07	2.496805e-07	0.012700308	1.3868422e-06	0.060559414	9.1128516e-07	1.958891e-06	0.005334213
priorregion1_spot_15	0.9614693	3.7465854e-06	2.988242e-07	2.4367992e-07	3.883392e-07	2.0007168e-07	2.7749095e-07	1.760277e-07	4.1603937e-07	1.6777481e-06	0.012071579	6.0253586e-07	0.012830881	0.013620189
priorregion1_spot_16	0.91502696	4.0197147e-06	4.6219216e-07	7.637737e-07	3.8682165e-06	3.2464752e-07	6.515162e-07	3.578433e-07	1.2310359e-06	0.016373444	1.3614699e-06	1.1062508e-06	2.8161492e-06	0.0685827
priorregion1_spot_17	0.85253143	1.2215279e-06	1.1188739e-06	6.486007e-07	1.4664118e-06	4.0310812e-07	1.8173084e-06	4.2927005e-07	9.2707495e-07	5.2167167e-07	3.8321824e-07	0.010611735	0.015051687	0.121796176
priorregion1_spot_18	0.9922119	7.299086e-07	2.300255e-06	1.9327967e-06	8.440032e-07	2.8341017e-07	6.250125e-07	5.353101e-07	7.411258e-07	1.2244759e-06	7.654198e-07	9.007613e-07	0.007776078	1.278262e-06
priorregion1_spot_19	0.95330566	0.016230483	2.2448965e-06	6.2120766e-06	6.24132e-05	2.374288e-07	2.8548433e-07	2.93623e-07	4.7640797e-06	2.6451248e-06	5.844489e-06	0.0057340385	2.3367484e-06	0.024642387
priorregion1_spot_20	0.92393553	0.016064974	0.027220948	0.000560375	3.5769067e-06	2.64147e-07	3.6758672e-07	3.2524463e-07	2.5788947e-06	1.9291052e-05	3.5875485e-06	0.032181382	6.6390714e-07	6.1204923e-06
priorregion1_spot_21	0.8361405	7.3563854e-07	8.156211e-07	3.3017687e-07	0.009070374	2.4155955e-07	0.11419562	3.0432554e-07	3.5978707e-07	5.7573453e-07	3.495988e-07	0.003484374	0.022018764	0.015086623
priorregion1_spot_22	0.87060094	1.2514312e-06	6.8505415e-06	1.5949782e-06	0.02005702	1.7104583e-07	2.271009e-06	1.7976082e-07	4.7437902e-07	5.8712027e-07	4.4927293e-07	5.5454086e-07	5.391779e-07	0.109327085
priorregion1_spot_23	0.93574274	5.466853e-07	2.1510878e-07	1.6040379e-07	1.6696792e-07	3.1901213e-06	0.020081429	4.0244385e-07	0.008445615	5.5468075e-07	2.9710466e-07	0.005309948	0.025072083	0.005342748
priorregion1_spot_24	0.90929466	5.622904e-07	1.3578256e-07	9.07712e-08	0.0011932402	4.0418456e-07	0.03650227	0.0014650577	4.85759e-07	3.1867842e-07	0.02965837	5.863272e-06	0.015052828	0.0068255835
priorregion1_spot_25	0.93869627	0.0007945355	0.009275219	0.014613796	0.01598007	1.7318055e-07	1.9500489e-07	2.0866466e-07	1.2489434e-06	0.0015018318	2.102194e-06	6.3122707e-06	1.5474635e-06	0.019126413
priorregion1_spot_26	0.9734719	1.9653139e-07	3.2902398e-07	2.56658e-07	1.7327747e-07	0.014098896	2.9172455e-07	1.2306915e-06	2.1241645e-07	2.2644853e-07	1.9256885e-07	0.0030380771	0.0086390665	0.0007490566
priorregion1_spot_27	0.99222857	9.84288e-07	7.9333904e-07	5.5456377e-07	0.0077597965	2.8351906e-07	3.3117462e-07	4.595755e-07	8.7700323e-07	8.1247697e-07	5.0909944e-07	3.8296653e-06	9.4012853e-07	1.3857787e-06
priorregion1_spot_28	0.9786459	8.114974e-06	3.4728175e-06	3.3355625e-06	0.006649967	3.0312412e-07	3.9562156e-07	3.4943636e-07	2.4147985e-06	1.5316678e-05	3.9938973e-06	4.6178866e-06	5.056365e-06	0.014656796
priorregion1_spot_29	0.99999356	5.8199186e-07	2.7163333e-07	3.459853e-07	4.2587692e-07	1.4633015e-07	1.9622982e-07	1.6819219e-07	3.6449939e-07	9.531321e-07	4.1286114e-07	5.454956e-07	1.1651663e-06	9.80448e-07
priorregion1_spot_30	0.99996823	8.063197e-07	6.330497e-07	1.5025793e-06	2.2714325e-06	1.5810905e-07	1.878629e-07	1.6573334e-07	5.5956104e-07	4.6900084e-07	5.2801926e-07	1.6824947e-06	6.737508e-07	2.204389e-05
priorregion1_spot_31	0.9935465	3.361755e-07	2.4488193e-07	2.0772835e-07	4.895281e-07	1.5150873e-07	1.8107298e-07	2.0014117e-07	2.9775413e-07	5.355053e-07	2.1999983e-07	0.00042679498	0.0060212943	2.375479e-06
priorregion1_spot_32	0.9031978	6.138691e-07	4.7634248e-07	4.85397e-07	2.7350606e-07	3.7812933e-07	0.005974367	4.613976e-07	2.3780267e-07	7.9753204e-07	2.7201713e-07	2.7987292e-07	0.024403397	0.06641996
priorregion1_spot_33	0.8530213	3.5545606e-06	3.3182346e-06	5.8749442e-06	0.07712822	1.7612417e-07	3.1327642e-07	2.226512e-07	1.0300919e-06	0.052367594	1.1797343e-06	5.2758487e-06	8.19095e-07	0.017461145
priorregion1_spot_34	0.7744803	0.010018722	2.3551393e-06	0.025877662	3.747633e-06	1.8299414e-07	2.4145882e-07	2.0120864e-07	7.352598e-07	1.3020389e-06	1.3355739e-06	3.2957137e-06	9.69635e-07	0.18960898
priorregion1_spot_35	0.90288085	0.030338412	5.014303e-06	8.130117e-06	7.2246166e-06	2.0935653e-07	2.6026743e-07	2.3659176e-07	1.542111e-06	0.019434253	1.9513234e-06	0.024316188	1.2206413e-05	0.022993617
priorregion1_spot_36	0.9836356	9.3743165e-07	5.1078325e-07	6.008994e-07	3.5668102e-06	3.1095496e-07	3.3289427e-07	2.257504e-07	6.515312e-07	9.3426604e-07	7.2899934e-07	2.036764e-06	0.016352195	1.372484e-06
priorregion1_spot_37	0.99999166	3.2305957e-07	2.1441456e-06	5.669381e-07	2.7334502e-07	1.43332e-07	1.4660554e-07	1.3002652e-07	3.173342e-07	3.3106303e-07	2.4276423e-07	7.5536394e-07	4.900551e-07	2.5219185e-06
priorregion1_spot_38	0.4919522	0.050711878	1.408991e-06	2.938253e-06	0.0119720185	2.170696e-07	6.4755517e-07	2.3381916e-07	1.923569e-06	4.6754766e-07	5.4973833e-07	7.177755e-07	8.053134e-07	0.44535393
priorregion1_spot_39	0.9754553	8.498092e-07	1.1433084e-06	1.2876706e-06	7.633536e-07	1.51793e-07	2.5514913e-07	1.6923018e-07	4.5996728e-07	6.43995e-07	2.8100447e-07	2.3843543e-06	4.6376093e-07	0.024535766
priorregion1_spot_40	0.99998575	4.567047e-07	5.1637477e-07	3.4887572e-07	5.060455e-07	2.9043304e-07	4.179988e-07	3.4576254e-07	1.0920381e-06	9.592517e-07	4.2818036e-07	5.93344e-06	4.1092386e-07	2.6332386e-06
priorregion1_spot_41	0.98518515	3.4260052e-07	2.8877e-07	2.5577364e-07	4.624762e-07	1.198232e-07	1.771064e-07	1.5846231e-07	4.7550168e-07	4.015498e-07	2.1386933e-07	0.002998404	0.011811106	2.2698193e-06
priorregion1_spot_42	0.9980986	3.3595126e-07	3.581039e-06	8.374548e-07	4.4431582e-07	2.3712383e-07	3.3226956e-07	3.201866e-07	3.0981792e-07	3.850923e-07	3.2858094e-07	0.001883519	5.0764393e-06	5.827747e-06
priorregion1_spot_43	0.9999816	4.7290825e-07	1.8348827e-06	1.588182e-06	4.688497e-07	3.606878e-07	3.1090877e-07	2.8090045e-07	4.8134325e-07	8.260917e-07	4.863214e-07	4.6498794e-06	1.6177672e-06	5.036365e-06
priorregion1_spot_44	0.67857885	0.13807635	1.7777502e-06	3.0056613e-06	0.06709418	6.765086e-07	7.040985e-07	4.3733232e-07	5.0584563e-06	3.0582291e-06	4.26161e-06	1.8940322e-06	6.916161e-06	0.11622276
priorregion1_spot_45	0.96732724	0.0036012118	4.0979835e-06	0.023670904	1.7204635e-06	2.14403e-07	3.1000005e-07	4.3101613e-07	9.815346e-07	5.926257e-07	8.457558e-06	0.005123869	3.8456187e-07	0.00025957372
priorregion1_spot_46	0.8218988	0.02304602	3.1193958e-06	0.0062348163	0.07061764	9.5024106e-08	1.5631055e-07	1.14184296e-07	8.875481e-07	2.1672586e-06	6.6020846e-07	9.336459e-06	8.3667317e-07	0.07818523
priorregion1_spot_47	0.95753294	2.3277126e-07	1.9718098e-07	0.0062150448	5.91412e-07	1.4361544e-07	0.0010632819	3.811671e-07	1.8785693e-07	0.0002354543	0.024992557	5.402935e-07	0.0099577615	6.3781226e-07
priorregion1_spot_48	0.99999195	6.7143566e-07	4.4190992e-07	8.834154e-07	5.3647426e-07	5.388221e-07	2.6700934e-07	2.7027733e-07	4.918117e-07	5.7473846e-07	3.9227743e-07	6.7353284e-07	1.4335312e-06	9.308941e-07
priorregion1_spot_49	0.9999899	1.1560742e-06	5.4656545e-07	1.2768758e-06	6.445266e-07	2.8921167e-07	2.5104748e-07	1.8899847e-07	4.3054226e-07	5.5998197e-07	4.8689884e-07	8.732221e-07	2.5989863e-07	3.2000785e-06
priorregion1_spot_50	0.9839187	3.20382e-06	1.7575214e-06	0.009259095	1.3004484e-06	1.6435047e-07	2.8322188e-07	1.9774599e-07	8.0660254e-07	4.404134e-06	1.7225029e-06	2.8104962e-06	0.006763511	4.206519e-05
priorregion1_spot_51	0.9999846	4.8904917e-07	3.3710319e-06	1.8524437e-06	4.1761447e-07	2.3592608e-07	3.0135112e-07	3.5044707e-07	6.916389e-07	6.131519e-07	3.6213072e-07	9.768759e-07	1.986589e-06	3.724184e-06
priorregion1_spot_52	0.69741374	0.26838964	1.6893448e-06	6.9416697e-06	3.142922e-05	2.4027037e-07	2.5834268e-07	2.7703933e-07	3.746898e-06	1.6252772e-06	3.2401135e-06	0.034077376	4.909113e-05	2.0619966e-05
priorregion1_spot_53	0.8155168	0.028667698	0.050821766	0.091880836	0.012997245	3.7279946e-07	5.246144e-07	4.2357323e-07	2.7106423e-06	2.5644601e-06	2.920225e-06	2.7134047e-06	1.7414685e-06	0.00010164044
priorregion1_spot_54	0.91469884	0.00027803727	2.3793386e-06	6.6074267e-06	2.0986765e-06	1.4514283e-07	3.1573344e-07	2.1219026e-07	1.6778135e-06	7.617282e-07	7.513154e-07	0.019607803	0.014814437	0.05058587
priorregion1_spot_55	0.9290176	5.474607e-07	1.771225e-06	0.0026300184	0.02436354	3.1455693e-06	0.00092451705	4.961928e-07	5.2472467e-07	6.68782e-07	4.0217247e-07	8.347797e-06	0.001186201	0.041862175
priorregion1_spot_56	0.91446704	9.072906e-07	6.6158947e-07	6.384778e-07	1.0714848e-06	5.963036e-07	2.5568509e-06	7.6059695e-07	1.3882936e-06	8.518151e-07	1.010246e-06	1.1176066e-06	0.007012964	0.07850842
priorregion1_spot_57	0.9979287	1.515006e-07	0.0020358432	5.4466824e-07	1.5801008e-07	1.2449142e-07	1.4733392e-07	1.2422875e-07	1.5666119e-07	3.9880203e-07	1.4426449e-07	2.8960633e-07	2.9695596e-07	3.292245e-05
priorregion1_spot_58	0.73827577	0.0043242793	3.0813728e-06	0.007443521	1.0923014e-06	1.5704579e-07	2.4460772e-07	1.6369124e-07	1.2469828e-06	7.8332044e-07	6.489161e-07	3.2554246e-06	6.360874e-07	0.24994504
priorregion1_spot_59	0.97555584	0.0054386463	2.4131904e-07	1.6657955e-07	9.902366e-07	0.011276456	0.0007532	3.767277e-07	8.2843485e-07	0.0017136902	1.7598517e-06	2.072729e-06	0.00081047224	0.004445268
priorregion1_spot_60	0.99502707	1.5620085e-07	1.7251648e-06	2.78055e-07	1.2754995e-07	1.307841e-06	3.8057294e-07	1.9284468e-07	1.627199e-07	1.9632851e-07	2.3249521e-07	0.0013114495	0.0036531729	3.5591256e-06
priorregion1_spot_61	0.8556011	0.061354823	8.7923894e-07	1.6317455e-06	6.174322e-06	1.4933087e-07	2.9099735e-07	1.402945e-07	7.94477e-07	7.3748646e-07	1.1058185e-06	0.012183157	4.9154335e-07	0.07084844
priorregion1_spot_62	0.9794068	6.9478773e-07	1.0511314e-06	9.0466915e-07	3.3053163e-06	4.6881112e-07	3.246422e-06	6.083886e-07	1.1610085e-06	4.2392165e-07	4.512124e-07	2.5707757e-06	0.000707577	0.019870881
priorregion1_spot_63	0.9933172	1.0044744e-06	2.3167884e-06	1.5584608e-06	7.2000256e-07	3.7673087e-07	4.965004e-07	4.4611113e-07	7.8832255e-07	0.0028277722	1.923996e-06	1.7067489e-06	0.0037976154	4.6183286e-05
priorregion1_spot_64	0.9440727	6.6442914e-07	3.2091198e-06	0.0001989388	7.699243e-07	3.058373e-07	8.1063683e-07	4.369954e-07	6.698363e-07	4.5615855e-07	6.009471e-07	8.334275e-07	5.437704e-07	0.055718917
priorregion1_spot_65	0.9982859	5.524289e-07	1.4191666e-06	1.2481428e-06	3.791578e-07	1.8336837e-07	1.8739664e-07	1.6180537e-07	6.750473e-07	1.5950155e-06	5.194983e-07	0.0017028874	2.9397074e-06	1.4065579e-06
priorregion1_spot_66	0.96613014	2.6915012e-07	2.821479e-07	0.0064465525	6.088891e-07	3.0196952e-07	1.8086159e-06	2.615993e-07	2.0964589e-07	1.4067517e-06	0.022668367	0.0024608837	0.0022882954	6.229851e-07
priorregion1_spot_67	0.9639703	8.3049656e-07	1.1597318e-06	4.1362196e-07	5.456935e-07	2.9351958e-07	4.386637e-07	2.9176385e-07	6.7026787e-07	5.867302e-06	2.0724146e-06	1.1442237e-06	5.291382e-07	0.036015555
