	B	CD.IC	CD.PC	CD.Trans	DCT	Endo	Fib	LOH	Macro	NK	Neutro	PT	Podo	T	novel1	novel2
priorregion1_spot_1	0.20896403	1.4714192e-07	2.6020794e-07	2.5600056e-07	0.16439123	5.0238923e-06	0.041699413	1.0336646e-06	0.19188246	0.1081362	1.3106389e-08	1.2442595e-06	7.295689e-07	0.28491142	5.641388e-07	5.9806903e-06
priorregion1_spot_2	0.30024844	4.030324e-08	3.8000376e-08	4.0691226e-08	3.2145685e-08	4.741733e-07	5.7890406e-07	4.7313762e-08	3.2558071e-07	0.39713404	1.3033775e-08	1.3451361e-07	2.2419435e-06	0.15513018	5.564744e-07	0.14748281
priorregion1_spot_3	0.3846072	4.908653e-08	1.1969838e-07	7.66912e-08	0.20353578	1.8809007e-07	0.0020575891	9.743264e-07	0.047342524	0.08664233	7.0732002e-09	0.14146142	7.461444e-07	0.13435027	3.7318858e-07	3.575605e-07
priorregion1_spot_4	0.31010044	1.853322e-07	6.248554e-08	1.0762398e-07	2.6989307e-08	0.0011439375	1.1768076e-05	5.819976e-08	0.109448366	0.29886425	1.2739607e-08	3.1712997e-07	0.0018553502	0.278553	3.8518095e-07	2.177439e-05
priorregion1_spot_5	0.003193425	4.4170665e-08	5.8729317e-08	4.0535024e-08	4.2604285e-08	1.528511e-07	1.0443722e-06	3.884722e-08	0.21197455	0.46496826	1.4980483e-08	1.6471465e-07	0.00401654	0.28436813	1.0551421e-07	0.031477466
priorregion1_spot_6	0.18235193	6.980714e-08	1.299729e-07	5.947168e-08	4.8705168e-08	5.5774706e-07	0.071228415	6.303542e-08	0.34145948	0.20981126	1.5345831e-08	0.120759465	7.8911546e-07	0.024348661	4.0158253e-07	0.05003858
priorregion1_spot_7	1.7167247e-06	2.1356398e-08	4.496649e-08	3.2465937e-08	1.9248725e-08	9.045379e-05	0.033751115	2.0340789e-08	0.33363494	0.119890764	1.1280801e-08	4.270037e-08	5.7624504e-08	0.51262957	2.2872598e-08	1.1956954e-06
priorregion1_spot_8	0.4975096	5.4159155e-08	2.434199e-07	7.4181195e-08	0.033740487	1.7755711e-07	0.00010327892	0.06021058	0.062458117	9.527096e-08	4.8974163e-09	5.6452432e-08	0.0054561086	0.1607199	0.044139843	0.13566145
priorregion1_spot_9	9.613594e-07	3.816817e-08	3.171053e-08	2.6896322e-08	2.8860274e-08	0.016602488	0.0967872	2.5079979e-08	0.730054	2.43133e-07	1.545618e-08	7.509516e-08	0.010216867	0.14633784	4.462626e-08	1.0852806e-07
priorregion1_spot_10	0.007667214	7.2602234e-08	1.9013859e-07	4.036805e-08	1.5467084e-07	0.0031201052	7.933701e-07	9.1467655e-08	0.05128616	0.267782	8.7172225e-09	0.38835177	6.055713e-07	0.2817845	1.9815743e-06	4.325289e-06
priorregion1_spot_11	0.21270615	7.361586e-08	5.083196e-08	5.1428263e-08	8.834835e-08	3.8902573e-07	1.1563054e-06	1.0810139e-07	0.0008533261	0.17555055	1.1672728e-08	0.3222042	6.060498e-07	0.28866538	1.4268373e-05	3.6508545e-06
priorregion1_spot_12	3.421041e-05	2.9619098e-08	3.862929e-08	2.7491511e-08	3.7922543e-08	6.275313e-08	1.543821e-07	8.847058e-08	0.1291556	1.3384447e-07	1.2480704e-08	1.0143056e-06	8.352288e-08	0.8708082	8.295093e-08	1.9051858e-07
priorregion1_spot_13	0.0048240363	8.933882e-08	0.019940006	2.9395346e-07	4.6140303e-05	0.0012206954	0.02687018	2.7956685e-07	0.40921614	0.14778596	1.6820813e-08	0.019977134	1.0874891e-06	0.37011334	1.6291707e-06	2.958433e-06
priorregion1_spot_14	5.298915e-07	2.085487e-08	3.4724362e-08	2.5247534e-08	3.453061e-08	1.7218905e-07	0.045250185	3.933427e-08	0.7401475	1.5576713e-07	1.1065012e-08	7.308027e-08	1.3486301e-07	0.21460082	5.5689792e-08	1.4870567e-07
priorregion1_spot_15	2.4543756e-06	1.2400876e-07	2.839423e-07	9.104103e-08	1.6307258e-07	2.706608e-07	0.05200441	0.26737693	0.4235839	1.3828593e-07	1.4444624e-08	1.578745e-07	1.9419283e-05	0.12645595	2.7001595e-06	0.1305529
priorregion1_spot_16	0.007275579	4.4104542e-08	1.255038e-07	5.5354285e-08	0.15792635	1.6101905e-07	0.010366885	2.56973e-07	0.111165494	0.2427083	9.744995e-09	0.07481363	0.0020385438	0.38691783	1.9008606e-07	0.0067865984
priorregion1_spot_17	8.087867e-06	7.334918e-08	1.2152002e-07	5.9951816e-08	7.677626e-08	1.3632487e-07	1.2232324e-06	1.3844523e-07	0.20228721	0.0827713	1.1975435e-08	0.39916968	1.2706803e-07	0.3054488	0.010312043	9.625934e-07
priorregion1_spot_18	1.2666015e-06	4.1403695e-08	8.55759e-06	7.704912e-08	5.2833276e-08	1.8384249e-07	0.0031815444	1.00105034e-07	0.07047273	0.13870203	1.0016354e-08	0.54264396	1.1088413e-07	0.23281783	0.00013751048	0.012034015
priorregion1_spot_19	0.24269453	1.6666642e-07	3.2505886e-07	1.3904888e-07	3.542636e-07	9.3385e-07	2.6547666e-05	0.104393594	0.12905173	0.10095022	1.4478703e-08	2.1477736e-06	2.8862703e-06	0.38984653	6.2000004e-06	0.033023708
priorregion1_spot_20	0.31307504	8.7865466e-08	1.1881959e-07	4.8615924e-08	4.0728008e-08	0.0011179079	0.041676223	1.04789045e-07	0.13639422	0.14959624	1.3059852e-08	1.4875277e-06	9.3397745e-07	0.15257326	1.933537e-06	0.2055624
priorregion1_spot_21	2.8306972e-06	6.774444e-08	5.5050656e-08	5.971669e-08	2.06881e-08	0.00040939034	3.693333e-07	3.553107e-08	1.17578566e-07	0.6169507	1.55206e-08	4.862358e-08	1.8002396e-07	0.24828446	9.175238e-08	0.1343516
priorregion1_spot_22	0.055152945	2.1650658e-08	2.54104e-08	2.4618789e-08	2.1447518e-08	5.048455e-07	0.1596152	2.242469e-08	0.20825738	0.2446613	1.8915264e-08	9.1217004e-08	2.3204959e-07	0.27889717	8.578215e-08	0.05341495
priorregion1_spot_23	0.41855255	1.4588336e-07	2.6098056e-07	1.0274575e-07	0.0063625984	2.2432582e-06	0.010968676	2.5826916e-06	0.023570798	0.15703766	1.0915097e-08	5.2327658e-05	5.2597436e-05	0.2467497	0.09603708	0.04061073
priorregion1_spot_24	4.894303e-07	6.300273e-08	2.4099916e-07	1.5714488e-07	2.1410952e-07	0.07826838	0.008608878	2.1500574e-07	0.27541146	0.29917127	2.326178e-08	0.27987218	6.2731615e-06	0.058656722	2.2130132e-06	1.1507766e-06
priorregion1_spot_25	0.24802715	1.2799752e-07	0.0070730513	1.0783308e-07	0.036115717	5.746624e-07	1.6085862e-05	3.105407e-07	0.19791567	0.23937064	1.2888834e-08	0.12805499	0.0044306484	0.13056445	1.4315898e-05	0.008416142
priorregion1_spot_26	1.1023807e-06	1.4496108e-07	1.2892868e-07	1.4209533e-07	1.1662935e-07	0.013265108	0.019711439	2.3887787e-07	0.16328211	0.5106026	2.025132e-08	0.0020333733	0.014987203	0.20543064	9.762365e-07	0.07068461
priorregion1_spot_27	0.07643882	5.5342202e-08	7.777009e-08	4.4425832e-08	1.7233907e-07	2.9641512e-06	6.8237687e-06	3.4053494e-07	0.1602701	0.2349958	1.13122125e-08	2.478709e-06	7.0779242e-06	0.49756676	1.60558e-06	0.030706806
