	Astrocyte0	Ependymal10	Immune1	Immune8	Neurons4	Neurons5	Neurons7	Oligos3	Oligos6	Vascular11	Vascular2	Vascular9
priorregion1_spot_1	1.043438e-07	3.1776358e-07	0.18888846	0.4093725	3.7274748e-07	0.4002639	3.899889e-07	5.809214e-08	7.363315e-08	4.970822e-08	0.0014728365	8.7083157e-07
priorregion1_spot_2	0.013852473	1.6039044e-07	0.10394218	0.27274147	7.577986e-06	0.47444013	0.056850374	0.00078262185	0.0023531597	2.9544003e-08	1.0290401e-07	0.07502973
priorregion1_spot_3	0.0013901435	1.1227216e-07	0.25331274	0.48401302	1.6412316e-07	0.26078326	3.2111964e-07	3.1712382e-08	9.727753e-08	3.4065895e-08	0.00050010404	1.0750032e-07
priorregion1_spot_4	6.0594985e-08	8.8595215e-08	0.050656594	0.102743	2.5882582e-07	0.8242121	0.022387523	4.5721112e-08	5.6174816e-08	2.5271632e-08	6.180266e-08	6.483086e-08
priorregion1_spot_5	9.361179e-07	0.00507469	0.17246695	0.44270426	5.902607e-07	0.2825442	1.7139405e-07	0.0016294196	9.326589e-07	5.4993155e-08	7.3448473e-07	0.095577076
priorregion1_spot_6	2.7553789e-08	3.6448643e-08	3.407062e-07	1.7154582e-08	2.9227868e-07	0.8927687	0.106570825	0.0006596794	5.582054e-08	2.1833545e-08	3.2914006e-08	2.4348207e-08
priorregion1_spot_7	1.4230739e-07	0.00073574285	0.3366148	0.62833697	0.012871636	4.097347e-07	3.4456016e-07	0.0050101215	5.57164e-07	1.8941803e-06	0.013635892	0.0027914948
priorregion1_spot_8	0.018155154	1.4805528e-06	0.019830385	0.16618742	6.672977e-07	0.48271063	0.040515296	7.819219e-08	0.0051842043	9.0423946e-08	2.190988e-07	0.26741445
priorregion1_spot_9	0.0629265	0.006639777	0.12136584	0.29185316	3.5711489e-07	0.44213703	0.044477522	5.18512e-08	1.5199996e-07	2.9629167e-08	1.5330681e-07	0.030599482
priorregion1_spot_10	0.0068554347	1.6735463e-06	0.12082341	0.44948822	1.2424289e-06	0.4191044	2.567803e-07	2.6785818e-07	5.9446205e-07	1.6919618e-07	1.9551493e-07	0.0037241685
priorregion1_spot_11	0.008003488	4.867513e-07	0.109457694	0.27086493	1.1194533e-06	0.4411721	0.04396459	2.2098394e-08	6.0607555e-08	3.8337696e-08	7.92764e-05	0.12645619
priorregion1_spot_12	3.9779277e-08	5.9946366e-08	0.25667575	0.49677077	1.14020686e-07	0.23612677	2.1128523e-07	0.0070454944	7.764597e-08	2.6425885e-08	0.003380504	1.17472354e-07
priorregion1_spot_13	8.311334e-08	2.7759322e-07	0.08164026	0.13168406	1.4891542e-06	0.7715805	0.015091469	4.923307e-08	1.3805845e-07	8.123961e-08	1.5450557e-06	6.197424e-08
priorregion1_spot_14	0.0015661016	5.003471e-08	0.086758815	0.35702005	2.0800358e-06	0.54618084	4.5805416e-07	3.534563e-08	8.001964e-08	2.8600052e-08	8.233618e-08	0.008471384
priorregion1_spot_15	4.9012033e-06	3.9942958e-07	0.06140889	0.23847727	0.013738972	0.2192009	0.042689126	4.6349976e-07	0.022499708	0.0010038584	1.9673587e-06	0.40097353
priorregion1_spot_16	0.0009121143	3.7339626e-07	0.03551273	0.17728321	2.556301e-06	0.7526106	0.031621356	0.0020552014	1.5409272e-06	4.1282473e-08	8.7838e-08	1.7402476e-07
priorregion1_spot_17	2.1534845e-07	1.7580336e-07	0.093293406	0.2823338	5.384641e-07	0.50414866	8.3387533e-07	7.983807e-08	1.8608173e-07	1.5410814e-07	2.0105867e-06	0.120219916
priorregion1_spot_18	6.933009e-08	2.2823085e-07	0.18219204	0.39996895	3.3073334e-07	0.3996704	0.01816772	1.987237e-08	1.0438159e-07	1.2493956e-08	4.9223047e-08	5.5424813e-08
priorregion1_spot_19	9.717236e-08	6.599635e-08	0.16897596	0.3515691	1.6266705e-07	0.47680718	2.0781368e-07	4.797034e-08	5.325268e-08	2.3437106e-08	0.00264699	8.836947e-08
priorregion1_spot_20	5.6088954e-08	1.13145816e-07	0.22355326	0.4938149	0.010789599	0.26826894	3.2916532e-07	0.0035719355	1.356491e-07	2.0145928e-08	1.1548858e-07	5.7884415e-07
priorregion1_spot_21	1.1358171e-06	0.013921822	0.15832764	0.23499319	2.5669195e-07	0.42490336	0.031036524	0.002067447	3.3726874e-07	4.88268e-08	2.3186409e-07	0.13474804
priorregion1_spot_22	0.009978395	0.00020648599	0.1382715	0.39024153	1.1463427e-06	0.261869	0.113497585	1.3037718e-06	0.005769783	8.8354206e-08	1.0125874e-05	0.08015302
