	B	CCL5.CD8T	CCR7.CD8T	CD14.Mono	CD4T	DC	FCGR3A.Mono	NK	Platelet
priorregion1_spot_1	0.010144617	0.08263566	0.013831379	0.28785107	0.21552591	2.1732e-06	0.10867207	0.19550605	0.08583108
priorregion1_spot_2	0.03716308	0.13839723	0.1437059	0.06025176	0.17285712	0.11775751	0.08811873	0.120244734	0.121503994
priorregion1_spot_3	0.030636296	0.11408377	0.12680972	0.16008298	0.15310624	0.042334255	0.1504203	0.13193953	0.09058688
priorregion1_spot_4	0.058375016	0.1301888	0.14974661	0.11269668	0.17002842	0.1212598	0.06517802	0.07741542	0.115111284
priorregion1_spot_5	0.030851398	0.11623356	0.12931654	0.15863389	0.14924291	0.0441108	0.14904054	0.13193642	0.09063392
priorregion1_spot_6	0.08989193	0.117006615	0.12045358	0.11349883	0.12518747	0.09893627	0.11281551	0.11783877	0.104370944
priorregion1_spot_7	0.011655177	0.17160964	0.10263461	0.12813777	0.07023513	0.12270059	0.143392	0.15320294	0.09643211
priorregion1_spot_8	0.035045955	0.13747586	0.14279772	0.059825093	0.17732859	0.11810069	0.08806784	0.119910926	0.121447295
priorregion1_spot_9	0.08966131	0.12349699	0.1215868	0.112435766	0.12211171	0.0921626	0.10961209	0.1237761	0.10515668
priorregion1_spot_10	0.099116	0.075238876	0.15944338	0.07323727	0.20214224	0.04567606	0.09050499	0.1383656	0.11627555
priorregion1_spot_11	0.10199424	0.11484793	0.11586098	0.11234827	0.11680027	0.1065771	0.11248801	0.11452954	0.1045536
priorregion1_spot_12	0.07654438	0.13271952	0.13911799	0.11428336	0.14356944	0.049757846	0.10335356	0.1310652	0.10958862
priorregion1_spot_13	0.027419912	0.101893894	0.097631976	0.14894123	0.18403083	0.037428983	0.1463134	0.16322353	0.09311627
priorregion1_spot_14	0.042667653	0.2646884	0.09440215	4.40809e-06	0.22536471	0.032771517	0.099898264	0.14193098	0.09827195
priorregion1_spot_15	0.14051493	0.13242434	0.09502391	0.10394494	0.10220367	0.09795214	0.09055722	0.13490842	0.10247037
priorregion1_spot_16	0.07905292	0.08949792	0.17275836	0.1037831	0.26197642	9.837673e-07	0.07909494	0.13187824	0.08195707
priorregion1_spot_17	0.10740499	0.12349876	0.13875234	0.07640399	0.14453608	0.051701833	0.11531315	0.12954415	0.112844706
priorregion1_spot_18	0.111910366	0.12276591	0.123173356	0.09110188	0.1230434	0.09662043	0.10336046	0.12393679	0.104087375
priorregion1_spot_19	0.0015155247	0.11090172	0.06836455	0.20932743	0.2091732	0.0016219629	0.13776562	0.16850308	0.09282699
priorregion1_spot_20	0.036602892	0.107904606	0.10717557	0.02883396	0.26799792	0.057304237	0.18155722	0.11211799	0.10050558
priorregion1_spot_21	0.08670628	0.11697987	0.11578119	0.11350036	0.11612165	0.11270917	0.11261514	0.117584735	0.108001664
