	Astrocyte0	Ependymal10	Immune1	Immune8	Neurons4	Neurons5	Neurons7	Oligos3	Oligos6	Vascular11	Vascular2	Vascular9
priorregion1_spot_1	0.9628854	7.2287155e-05	4.1495667e-08	3.4034468e-08	2.1934593e-06	3.5309238e-06	0.035253793	0.001769799	8.836859e-06	1.4869447e-07	5.2244934e-07	3.4024558e-06
priorregion1_spot_2	0.98207885	1.4855929e-06	1.8142124e-08	1.1376435e-08	2.0088282e-06	0.017915562	2.6984335e-07	1.2921356e-07	1.3548661e-06	2.693731e-08	1.3538259e-07	1.1136962e-07
priorregion1_spot_3	0.99997914	1.5775107e-05	4.1996582e-08	2.5054485e-08	2.7787346e-06	8.243783e-07	3.2850846e-07	1.09091665e-07	3.669908e-07	4.3793353e-08	3.4101086e-07	2.8014955e-07
priorregion1_spot_4	0.99073946	0.00014139264	0.000717429	1.5765066e-08	7.0747075e-07	9.937473e-07	1.157212e-05	0.008388081	1.9162485e-07	3.5438312e-08	4.8314575e-08	1.2091839e-07
priorregion1_spot_5	0.89751714	1.5283444e-05	2.1263439e-08	1.5869311e-08	0.023040468	0.074682534	5.7052097e-07	0.0043960125	5.779741e-06	3.194076e-08	0.00034224917	1.8133117e-07
priorregion1_spot_6	0.9495436	1.6752542e-06	0.0009936049	6.439417e-08	7.978574e-07	0.012194895	0.008716268	1.5732375e-07	0.023250896	0.00062001287	0.0046764156	1.646558e-06
priorregion1_spot_7	0.99317884	0.0061145728	0.00039143884	0.00030197002	4.8100433e-06	2.4086603e-06	4.0943016e-07	2.925869e-06	1.1606097e-06	3.1474848e-08	9.026219e-07	4.2756358e-07
priorregion1_spot_8	0.95479393	5.476414e-06	3.0746158e-08	1.4094265e-07	0.015321219	0.014063098	0.005200961	1.0539055e-07	0.0031327072	3.2801483e-07	9.835741e-07	0.007481069
priorregion1_spot_9	0.95466226	0.0056519527	1.6605693e-08	0.00058414444	7.459543e-07	0.027165985	0.011739959	1.1266807e-07	6.0125844e-06	5.4842808e-08	1.1793624e-07	0.00018859419
priorregion1_spot_10	0.94699603	3.5502035e-07	2.0413434e-08	3.121886e-08	6.386706e-07	1.0265177e-06	8.1536825e-08	2.5932638e-07	0.05003641	5.2428774e-08	8.870544e-08	0.0029651148
priorregion1_spot_11	0.9693026	0.007739266	3.3686145e-08	2.8872467e-08	4.192874e-06	8.560104e-05	3.0613237e-06	9.116782e-07	0.0154242935	1.044246e-07	0.0074007525	3.932213e-05
priorregion1_spot_12	0.99644375	8.587541e-07	3.364804e-08	2.5085189e-08	3.1869448e-07	3.2694442e-07	1.1438997e-07	2.0194335e-07	0.0035540385	4.8075766e-08	1.264814e-07	1.8838746e-07
priorregion1_spot_13	0.8808811	0.0049482393	0.02719711	3.816778e-08	2.4566614e-07	0.05297963	0.018351639	0.015640467	4.861629e-08	2.2714259e-08	1.3550316e-06	2.0454821e-07
priorregion1_spot_14	0.94250816	2.7008914e-06	4.1938172e-08	5.0997635e-08	0.012437641	0.01844032	0.024364429	1.871687e-07	4.690418e-07	5.7461982e-08	0.0010565561	0.0011893214
priorregion1_spot_15	0.9285096	1.4429821e-06	1.0995441e-08	1.00923225e-08	0.050743163	0.020742727	2.0815568e-07	1.14789785e-07	2.043219e-06	3.114211e-08	4.4972845e-07	1.7680571e-07
priorregion1_spot_16	0.98737144	2.234292e-06	2.0220734e-08	3.2223873e-08	0.0124260215	6.0428283e-05	1.3938927e-06	1.3929186e-07	0.0001379735	4.371599e-08	2.509618e-07	1.6534261e-07
priorregion1_spot_17	0.96564496	4.2098395e-07	8.6522425e-09	1.6421634e-08	4.45574e-07	0.00087635516	7.179561e-08	0.00075157866	0.03272533	2.6303901e-08	5.6187326e-07	2.104189e-07
priorregion1_spot_18	0.9190752	0.02074333	7.382429e-08	2.9209504e-08	0.027993798	0.02008897	0.009419399	1.1465921e-06	0.0026767214	8.274516e-08	6.644387e-07	6.465317e-07
priorregion1_spot_19	0.9779285	3.1515742e-06	1.8197156e-08	1.811197e-08	0.004962065	0.011521277	7.2726107e-07	0.00087932614	3.1643879e-06	6.5767125e-08	0.0038717254	0.00083006284
priorregion1_spot_20	0.99067223	8.672236e-06	1.47662105e-08	2.07656e-08	4.0677155e-06	0.006548189	3.5763443e-07	2.5787227e-07	6.233745e-07	5.6169704e-08	0.0027652965	2.3879332e-07
priorregion1_spot_21	0.91471887	4.1212256e-06	1.8477623e-08	2.1462256e-08	1.2071648e-06	1.4757438e-06	0.0050579975	1.1158557e-07	0.068258956	6.41009e-08	0.010411214	0.0015460891
priorregion1_spot_22	0.99540603	1.2873317e-06	8.03113e-09	4.5837627e-09	4.886646e-07	7.498216e-07	0.004590501	4.815638e-07	2.310076e-07	5.5443962e-08	6.940665e-08	1.584525e-07
priorregion1_spot_23	0.9561538	0.004382409	2.602408e-08	2.364378e-08	0.0024088284	0.0123329535	0.020476934	5.385507e-07	0.004243624	1.9096537e-07	3.1589306e-07	3.4363217e-07
priorregion1_spot_24	0.94818896	0.012899547	8.7012575e-09	9.061433e-09	2.692675e-07	0.024443839	0.012265048	1.10756915e-07	0.0022019572	6.328471e-08	1.2233727e-07	8.168824e-08
priorregion1_spot_25	0.89657944	0.0022241087	1.657671e-08	2.0959675e-08	0.013422318	0.058641113	0.008585606	2.2742643e-07	0.020546718	4.7456354e-08	3.6102227e-07	1.3625205e-07
priorregion1_spot_26	0.98628503	5.5968617e-06	2.400736e-08	1.3769338e-08	1.3609716e-06	1.1524858e-06	2.16148e-07	0.004891914	0.008110394	5.6692677e-08	0.00070407946	2.5550537e-07
priorregion1_spot_27	0.9444166	0.006769913	2.3194168e-08	2.5626461e-08	3.168972e-06	0.02521063	5.3329035e-07	0.015618992	0.0054220906	3.5127535e-08	0.0025579566	1.2428579e-07
priorregion1_spot_28	0.73220384	8.8960337e-07	2.2698561e-08	2.8784715e-08	0.18727398	0.046958655	1.9195586e-07	1.3337873e-07	0.033561863	7.5286e-08	1.02857605e-07	2.0457514e-07
priorregion1_spot_29	0.97630054	0.021446891	2.7585651e-08	4.074663e-08	1.9124404e-07	0.00040121787	2.9373534e-06	0.0018409712	6.956392e-06	4.9308454e-08	1.2081041e-07	1.7796742e-07
priorregion1_spot_30	0.86529297	0.010785315	1.6980145e-08	1.264111e-08	1.1604715e-07	0.028939754	0.070562765	6.8959444e-08	0.024418648	1.5660157e-07	4.1731454e-08	1.879879e-07
priorregion1_spot_31	0.96811384	0.0009601638	4.1558014e-08	9.504873e-08	1.244484e-05	0.029605774	0.0013066379	9.637616e-08	6.932016e-07	4.2683407e-08	1.56556e-07	1.2411726e-07
priorregion1_spot_32	0.99707586	3.0183222e-05	2.0919456e-08	1.3211457e-08	0.001931423	9.5978e-06	6.1942876e-07	0.0009514567	4.661795e-07	4.4210214e-08	1.8330961e-07	1.2306204e-07
priorregion1_spot_33	0.9886098	1.9988126e-06	1.5396278e-08	2.1801194e-08	6.648764e-07	0.010894291	3.091532e-07	6.166689e-08	6.7509322e-06	0.00048545786	1.8509385e-07	5.5978575e-07
priorregion1_spot_34	0.9748504	2.5463e-06	8.6629946e-08	3.1475494e-08	1.0283233e-07	1.5545137e-07	0.0020297728	0.02311506	1.6903525e-06	3.2878713e-08	6.502768e-08	1.9021371e-07
priorregion1_spot_35	0.9937719	1.6569461e-06	1.7339921e-08	9.639778e-09	7.7603704e-07	5.4331736e-07	1.3561565e-07	0.006224517	3.4320033e-07	2.0786208e-08	4.5917787e-08	8.239864e-08
priorregion1_spot_36	0.9756357	3.895967e-06	2.4549294e-08	3.0642216e-08	9.467189e-06	0.010614975	4.3816348e-07	2.4216754e-06	0.01373263	4.9685905e-08	2.7895112e-07	2.316249e-07
priorregion1_spot_37	0.94210345	6.7817604e-07	0.0031912457	6.801534e-08	5.3521535e-07	0.028006552	7.8756193e-07	0.004027495	0.0039809854	4.8678555e-08	0.018687775	3.0261188e-07
priorregion1_spot_38	0.9882189	1.6840595e-06	4.452251e-08	2.680566e-08	1.1067302e-06	0.007727897	3.3952645e-07	3.4375245e-07	4.3142927e-07	7.269024e-08	0.0040490436	1.8447543e-07
priorregion1_spot_39	0.9728725	8.445391e-05	3.9559447e-05	0.0014609558	0.0072405096	0.014419221	2.3069997e-06	2.5014361e-07	0.0038787185	3.313015e-08	8.2652707e-07	7.9053626e-07
priorregion1_spot_40	0.8054143	0.0031878985	1.9910486e-08	1.1250843e-08	0.03142657	0.011957792	0.020023867	1.336203e-07	0.12798904	4.1931973e-08	1.7286874e-07	2.1950365e-07
