	B	CD.IC	CD.PC	CD.Trans	DCT	Endo	Fib	LOH	Macro	NK	Neutro	PT	Podo	T	novel1	novel2
priorregion1_spot_1	2.43066e-06	1.1359624e-06	0.044057578	1.3645989e-06	0.19279772	1.8019282e-05	1.6197815e-07	0.08685264	0.0022375914	2.0613347e-08	2.3516378e-09	0.37480345	0.23222105	9.105932e-07	0.06700595	4.504092e-08
priorregion1_spot_2	7.86341e-08	2.711094e-07	0.3194123	2.5057518e-06	0.3061086	1.9864747e-05	2.2751394e-08	7.643267e-05	9.093876e-08	2.0720446e-08	2.1935946e-09	0.15211463	0.2202914	5.9967284e-08	0.0019736146	6.062616e-08
priorregion1_spot_3	1.7688673e-07	1.4369998e-07	0.22241132	3.7446978e-07	0.276278	0.015854124	6.7839096e-08	0.0867051	0.0035211237	3.5770746e-08	3.3507646e-09	5.4422316e-07	0.39522818	2.7782903e-07	4.294435e-07	1.4043935e-07
priorregion1_spot_4	3.26153e-07	6.66552e-08	0.03907668	7.563477e-08	1.1468576e-05	1.498214e-06	3.0818875e-08	0.13620064	2.6328356e-08	2.8981743e-08	4.1592574e-09	0.53839177	0.2862942	3.796463e-07	2.2580609e-05	2.37732e-07
priorregion1_spot_5	5.8255168e-08	3.76437e-07	0.2209539	2.5219554e-06	0.35534382	5.728283e-06	2.6477784e-08	2.2531658e-05	8.155474e-08	3.1204117e-08	3.5967083e-09	0.15518175	0.2684852	4.5537874e-08	3.820865e-06	7.804858e-08
priorregion1_spot_6	0.008313088	6.1070104e-08	0.019221304	6.736419e-08	0.026880274	0.000345047	0.005764214	0.10219383	4.4543998e-07	1.6351085e-07	0.02907903	0.42836103	0.2539687	0.052617975	0.07325468	1.612148e-07
priorregion1_spot_7	9.791415e-08	8.9000615e-08	0.14584088	5.486745e-07	0.3451512	2.0449744e-07	7.817274e-08	6.534239e-07	0.0074993926	0.010346983	5.5971587e-09	0.30548948	0.120670974	1.2244469e-07	0.04175211	0.023247186
priorregion1_spot_8	4.680757e-06	1.220186e-07	1.0795947e-05	1.4798616e-07	0.034050535	0.0010511642	0.00026171972	0.06544112	2.4129897e-06	0.11542218	0.000103141196	0.3507711	0.18036887	0.042884443	0.20962498	2.5071581e-06
priorregion1_spot_9	0.037686434	7.840586e-08	0.016233915	7.464452e-08	5.1802834e-07	7.4504896e-07	4.155891e-08	0.28809947	0.0042016697	2.137394e-08	2.2448063e-09	0.39655718	0.2572042	1.7497909e-07	1.5408792e-05	5.4253043e-08
priorregion1_spot_10	3.3679664e-06	1.9101878e-06	0.117604166	4.167054e-06	0.01762211	0.01904007	3.0262004e-07	0.35495695	0.004840998	1.7376725e-07	7.876406e-09	0.10912104	0.37132466	7.4007374e-07	0.0054791113	2.7995821e-07
priorregion1_spot_11	0.014459845	1.7887066e-07	0.006257675	1.5558905e-07	1.1111121e-05	0.00088934635	7.071447e-08	0.24106936	0.0022107628	4.932027e-08	6.2915966e-09	0.4449753	0.26022092	1.108071e-06	0.02990411	8.566984e-08
priorregion1_spot_12	1.0697584e-06	1.0511367e-06	0.16859771	4.0679815e-06	0.24097976	0.017193433	0.010327602	0.0016322064	0.0032180713	3.0594836e-07	0.024595685	0.18681386	0.34662542	7.263599e-07	7.2543803e-06	1.7625886e-06
priorregion1_spot_13	2.9276208e-07	2.9888315e-07	0.074964084	3.5179374e-07	0.021719089	0.0112203555	1.911086e-06	0.2727078	1.0721041e-07	1.2252212e-07	0.12079116	0.05725065	0.4216342	0.019708542	7.9396807e-07	2.7191587e-07
priorregion1_spot_14	8.995388e-08	9.551494e-07	0.16263612	4.6674704e-06	0.3533958	0.00020818479	4.3568917e-08	4.5434426e-05	2.0015803e-07	3.2586357e-08	2.2655446e-09	0.15795021	0.3256239	9.674158e-08	0.00013425385	1.3800488e-07
priorregion1_spot_15	4.95645e-08	4.8006413e-08	0.09111361	1.3556286e-07	0.35820505	2.883257e-07	2.7495501e-08	2.8937453e-05	0.005221703	2.3160807e-08	2.6117506e-09	0.31653565	0.22889082	4.427931e-08	3.6652175e-06	2.8453188e-08
priorregion1_spot_16	5.088571e-07	1.2196963e-06	0.09729336	3.725898e-06	0.2096878	0.00011710451	3.3607503e-06	0.06757139	0.006126735	2.1865806e-07	0.04681589	0.26409206	0.30816633	5.9826647e-07	0.00011938423	3.0175363e-07
priorregion1_spot_17	0.16099246	5.7825634e-08	0.014261424	9.62539e-08	0.008391767	1.3645202e-06	6.2999936e-07	0.0664147	1.6870413e-07	0.11087042	0.17600691	0.27977338	0.18327188	1.5095992e-06	1.1113285e-05	2.190378e-06
priorregion1_spot_18	1.1620549e-06	1.36589e-07	0.023819279	2.3700751e-07	2.5252018e-06	0.02837433	0.06752341	0.44972643	2.935914e-07	4.0094673e-07	0.10007339	9.5811394e-08	0.25639504	0.07408172	9.6778855e-08	1.3767378e-06
