	B	CD.IC	CD.PC	CD.Trans	DCT	Endo	Fib	LOH	Macro	NK	Neutro	PT	Podo	T	novel1	novel2
priorregion1_spot_1	2.3875302e-07	4.9320338e-08	5.794895e-08	4.0661817e-08	6.98758e-08	1.07668306e-07	0.008932172	6.891369e-08	6.40727e-08	5.336462e-08	5.864658e-09	0.17622624	1.0602475e-07	0.13887423	0.5823475	0.09361898
priorregion1_spot_2	6.969378e-07	0.32916695	1.667112e-07	4.774227e-06	1.8555966e-07	0.0040376135	4.2983072e-07	1.9531606e-07	8.193961e-08	2.6586472e-06	1.011648e-08	0.16324231	3.5496637e-07	0.015742002	0.20277853	0.2850231
priorregion1_spot_3	2.3496312e-07	0.2525756	2.0912535e-07	1.426624e-06	6.869346e-07	0.011064214	1.1509733e-07	2.7806485e-07	3.794617e-08	7.281401e-08	6.1773098e-09	0.22018892	2.2651804e-07	0.07414996	0.2794405	0.16257745
priorregion1_spot_4	6.089444e-07	0.3405593	4.940064e-07	2.3334494e-06	3.1339735e-07	7.2137027e-06	0.0017570656	2.8215362e-07	7.0599036e-08	2.2199288e-06	1.2193602e-08	0.05522255	2.1877993e-06	0.02884851	0.3466555	0.22694142
priorregion1_spot_5	1.1550596e-07	0.45988697	2.790745e-07	6.475317e-06	2.5078117e-07	7.349085e-08	6.476126e-08	1.5443668e-07	4.491272e-08	0.05591355	8.0732e-09	0.16283694	1.90437e-07	0.086259365	0.20766598	0.027429543
priorregion1_spot_6	1.9675126e-06	0.4813597	5.457287e-07	1.3078334e-06	1.2487301e-07	2.7384846e-07	5.4681944e-08	3.3022442e-07	0.000262131	5.7151983e-08	5.2214597e-09	0.008110721	0.019427074	0.049625672	0.441209	1.0576335e-06
priorregion1_spot_7	2.8992292e-07	8.577436e-08	0.00036716877	1.4810041e-07	0.03551626	5.1276726e-07	0.0013698795	1.83136e-07	4.7187502e-08	0.025587808	7.0346657e-09	0.014251091	5.1175266e-07	0.08042036	0.7088043	0.13368133
priorregion1_spot_8	1.7951503e-07	0.34577298	2.940526e-07	0.0008895638	2.5450973e-07	0.0053419545	0.0013104766	1.2081517e-06	5.783231e-08	0.06964341	6.56958e-09	0.058782168	1.4226823e-06	0.016813468	0.35276288	0.14867969
priorregion1_spot_9	0.0069511137	1.1287106e-06	4.258526e-07	0.0009509531	2.7956028e-07	0.020637041	5.2528056e-05	3.479157e-07	3.0488802e-06	0.16020769	3.006249e-08	2.2228867e-06	0.013234309	0.1893082	0.17466116	0.43398958
priorregion1_spot_10	2.5221092e-07	0.09104686	1.0201246e-06	0.024686255	1.6588551e-06	1.8551272e-06	5.389979e-08	1.53047e-07	6.044042e-08	0.06358603	5.113997e-09	0.16457513	0.0028365233	0.059992537	0.5860189	0.0072526457
priorregion1_spot_11	3.0615402e-07	0.08860475	1.0160926e-07	5.137419e-07	8.428601e-08	1.0167457e-06	1.5460932e-07	1.0714104e-07	4.7742915e-08	0.14122006	6.9267534e-09	0.18404275	6.8615094e-07	1.868552e-06	0.3233518	0.26277563
priorregion1_spot_12	9.3729805e-06	0.11177157	8.654083e-07	0.041282885	5.9569294e-07	0.0052708257	1.556349e-06	2.769817e-07	2.4475867e-07	0.039900716	1.4268995e-08	0.1363712	2.804414e-06	0.13939647	0.27191767	0.25407296
priorregion1_spot_13	1.9893675e-06	0.013221049	2.4845579e-06	1.997937e-05	0.021857133	2.0295538e-07	2.1888768e-07	1.6546366e-07	7.10715e-08	0.031445134	1.1623118e-08	0.16472352	0.003539577	0.11899022	0.4092228	0.2369754
priorregion1_spot_14	2.1059839e-06	1.2853582e-07	2.0481724e-07	0.0043167747	0.022433924	0.009442219	0.0032917089	1.2281073e-07	1.5539715e-07	0.124553435	9.856793e-09	3.2109378e-07	3.1964398e-06	0.34144148	0.36652517	0.12798911
priorregion1_spot_15	0.002268824	0.10064882	1.0750169e-07	1.4646955e-07	1.9325486e-07	0.0035578578	6.816269e-07	1.3336971e-07	1.0415431e-07	8.53333e-05	1.0321308e-08	0.09533014	3.6687538e-07	0.1917961	0.29016033	0.31615084
priorregion1_spot_16	2.3037673e-07	8.574469e-08	8.126632e-08	1.1958868e-07	7.277558e-08	1.2901402e-05	7.4174494e-08	7.778281e-08	3.1579614e-08	0.06493745	5.573874e-09	0.30376554	1.8026192e-06	1.2740275e-06	0.49362463	0.13765566
priorregion1_spot_17	5.1613302e-08	0.14688712	1.0911729e-06	0.085976906	0.07635951	4.2530013e-07	2.8555252e-08	0.001622297	4.4989207e-08	2.2684459e-08	5.363651e-09	0.1359985	2.294518e-06	4.6932943e-08	0.55315155	9.738083e-08
priorregion1_spot_18	1.7641403e-06	0.02140858	1.317643e-07	1.8016004e-07	1.4319103e-07	0.008536327	2.495344e-07	8.430944e-08	4.7926534e-08	0.044894822	6.0680914e-09	0.22000782	1.4000469e-06	0.09253209	0.3485284	0.26408795
priorregion1_spot_19	1.1949747e-07	0.07031219	1.3041853e-06	0.052317437	0.113909855	8.693482e-06	1.8617701e-08	8.658688e-07	3.5675804e-08	2.9808227e-08	4.397677e-09	0.334917	8.91245e-07	1.0771624e-07	0.42853135	5.1404037e-08
priorregion1_spot_20	3.7439546e-05	0.107301235	8.034922e-08	1.522555e-07	1.2246008e-07	1.6393103e-06	2.868809e-06	1.2310502e-07	9.0282396e-07	0.0518351	8.257479e-09	0.0108131915	9.4564774e-07	0.20964845	0.295183	0.32517472
priorregion1_spot_21	3.473641e-06	0.17378081	1.8444324e-07	1.4217478e-07	1.7566614e-07	2.484891e-07	0.0021329757	2.1357559e-07	8.1488075e-08	3.2819662e-06	1.0707001e-08	0.075355165	4.6474156e-07	0.10359661	0.26629555	0.3788306
priorregion1_spot_22	9.8576386e-08	0.34383377	1.8615259e-06	0.19892633	5.430433e-07	2.0348462e-07	1.8791019e-08	2.9868775e-07	0.0005252929	2.8334282e-08	5.4966325e-09	0.1912842	3.6126318e-07	8.342774e-08	0.265427	3.4746773e-08
priorregion1_spot_23	1.2875424e-06	0.107353374	2.9281372e-07	0.01886692	3.443878e-07	0.018191684	7.306993e-07	2.5417856e-07	1.2792287e-07	0.034455296	1.15591385e-08	0.20682387	1.936229e-06	0.12057532	0.29746646	0.1962621
priorregion1_spot_24	7.9157736e-08	0.61754763	3.40528e-06	0.055559468	4.4200678e-07	6.926549e-07	7.7033185e-08	2.2914084e-07	5.375953e-08	2.8962733e-08	6.0228293e-09	0.22463384	1.6258034e-06	7.518368e-08	0.102252364	1.0447503e-07
priorregion1_spot_25	7.764958e-06	0.19422165	1.4973459e-07	1.9095157e-07	5.3893854e-07	0.011064087	1.7706309e-06	3.444586e-07	1.4029975e-07	7.3014544e-06	1.0311943e-08	1.2063103e-06	2.8960694e-06	0.20868559	0.2323326	0.3536737
priorregion1_spot_26	2.0080175e-07	0.14417072	1.5157082e-07	3.956355e-07	5.126419e-07	0.004005762	2.1564485e-07	2.9119258e-07	1.0348974e-07	0.0445586	1.4111804e-08	0.15258387	1.7458278e-06	0.019758923	0.46922112	0.16569744
priorregion1_spot_27	2.0483058e-06	0.5158128	1.5515343e-06	7.427549e-05	1.8431685e-06	1.204646e-06	0.001761856	1.173448e-06	1.7744252e-06	7.5421276e-08	7.082221e-09	1.2132691e-05	0.00032509767	0.018624824	0.44122922	0.022149993
priorregion1_spot_28	3.456556e-07	0.086224526	2.5155757e-07	0.057058144	3.64087e-07	0.021370254	2.6232655e-07	1.5674091e-07	8.253113e-05	0.050314695	1.0942535e-08	0.11385683	0.015122634	9.683545e-07	0.4359707	0.21999729
priorregion1_spot_29	8.109755e-07	0.0052891187	3.1433814e-07	0.013620479	2.8625942e-07	1.7075801e-07	1.14597555e-07	1.1537834e-07	6.126661e-08	0.008497005	8.876609e-09	0.29536322	2.711778e-07	0.041897777	0.37463555	0.26069474
priorregion1_spot_30	1.9959766e-07	0.3670305	0.0036425672	5.2670468e-05	2.9440307e-07	5.8385734e-07	1.9177266e-06	2.1770043e-07	8.409664e-08	0.03150118	8.803547e-09	0.16710907	4.515061e-06	0.03218378	0.303629	0.094843484
priorregion1_spot_31	6.428788e-07	0.29872358	1.5156115e-06	0.00013206876	0.08363247	0.00754782	3.767211e-07	1.1299662e-06	9.525975e-08	0.04679049	1.1373301e-08	0.027273647	3.375313e-06	1.846189e-05	0.35588008	0.1799943
priorregion1_spot_32	9.556036e-06	2.2118475e-06	9.1488545e-08	0.00081371114	0.077989355	7.953797e-06	5.3591634e-07	1.0689731e-06	0.000258771	0.06849332	8.47539e-09	0.07575401	0.008026602	0.16676545	0.35134134	0.25053596
priorregion1_spot_33	1.4189109e-06	0.20546244	3.360046e-07	0.0024182587	3.2591527e-06	0.0048232554	1.1232072e-06	1.642014e-07	9.001593e-08	8.298608e-06	8.494909e-09	0.09684413	1.7630156e-06	0.059006665	0.38283002	0.24859874
priorregion1_spot_34	1.0617406e-06	0.044967562	2.4766004e-07	0.014077171	0.03044379	0.0067447117	4.775956e-07	1.9706576e-07	1.054496e-07	0.03088706	9.2926165e-09	0.16370542	6.264488e-07	0.106147654	0.40234396	0.20067988
priorregion1_spot_35	3.5369936e-08	0.68987185	4.7352657e-07	0.005609058	2.411903e-07	1.3600199e-07	1.9105737e-08	0.0088610705	2.6557649e-08	2.242335e-08	3.0311618e-09	8.060538e-07	2.4596113e-07	4.9284264e-08	0.29565603	3.3930473e-08
