	B	CD.IC	CD.PC	CD.Trans	DCT	Endo	Fib	LOH	Macro	NK	Neutro	PT	Podo	T	novel1	novel2
priorregion1_spot_1	2.169304e-08	1.5421831e-06	2.6795778e-06	0.000311925	0.7173218	5.097947e-08	0.00037029173	0.13052596	2.6638283e-08	1.26494335e-08	2.7187788e-09	0.15145591	1.3573444e-07	2.3960647e-08	9.811021e-06	1.4701162e-08
priorregion1_spot_2	2.705676e-08	9.113642e-07	1.6640361e-06	5.270897e-07	0.82753724	8.1249624e-08	1.3186114e-08	0.09318414	2.8286932e-08	2.224176e-08	3.4530623e-09	0.07927385	1.9818373e-07	3.8982954e-08	1.3187464e-06	3.1493542e-08
priorregion1_spot_3	8.8453206e-08	0.00090685836	0.05323313	8.7962246e-07	0.88943136	1.16433554e-07	3.3618615e-08	0.055725962	3.674973e-08	3.6721037e-08	5.9472773e-09	7.1560885e-06	0.0006932251	1.0058349e-07	1.019238e-06	1.200947e-07
priorregion1_spot_4	1.8959497e-08	4.458932e-06	1.5387874e-06	3.7467937e-06	0.9979428	6.712074e-08	8.835391e-09	0.0020461234	2.0828054e-08	1.1211956e-08	3.3585303e-09	9.2496543e-07	8.3765634e-08	2.0989068e-08	2.2962412e-07	1.25525546e-08
priorregion1_spot_5	1.4925488e-08	9.202327e-07	2.1056626e-06	1.7990379e-06	0.99948525	6.616562e-08	9.371733e-09	8.4420644e-05	1.3618096e-08	7.978985e-09	1.769606e-09	0.00042412846	2.3257041e-07	1.377111e-08	9.789904e-07	8.397851e-09
priorregion1_spot_6	4.0813646e-08	0.003079286	0.00010949616	1.761515e-05	0.6646052	1.6484711e-07	6.583673e-08	0.33216503	3.0303365e-08	1.6332182e-08	4.4489905e-09	1.9357747e-05	1.9909987e-06	5.0946927e-08	1.7172054e-06	2.8915208e-08
priorregion1_spot_7	5.5425907e-08	0.01866652	0.034204297	3.3125193e-06	0.8783386	2.0719494e-07	2.4850685e-08	0.06878509	3.3287414e-08	3.5035914e-08	8.943591e-09	1.5715464e-07	1.4946344e-06	5.9097985e-08	1.8459683e-07	4.747898e-08
priorregion1_spot_8	2.3848793e-08	0.0035592485	6.4106956e-08	5.6141484e-08	0.94221985	7.284303e-08	1.2133078e-08	0.05348434	3.2626478e-08	1.6432043e-08	4.031123e-09	2.065898e-07	0.0007360745	3.346533e-08	1.2219544e-07	3.6684188e-08
priorregion1_spot_9	3.8607644e-07	0.0064585307	4.1550735e-05	3.2753494e-05	0.65091324	0.0006238532	2.8585246e-08	0.3419163	4.112239e-08	3.055803e-08	5.9776055e-09	9.373293e-06	1.4360563e-06	7.619507e-08	2.4542853e-06	4.669592e-08
priorregion1_spot_10	1.8371836e-08	1.9266229e-06	3.386121e-07	2.646011e-07	0.9300669	2.3263402e-08	8.019097e-09	0.069906324	1.3420327e-08	9.490484e-09	3.2043121e-09	2.350736e-05	8.693832e-08	1.9153815e-08	5.817765e-07	1.701647e-08
